Description, Amount 
"STYLET, STANDARD",$14.00 
SUBSEQUENT IMMUNIZATION ADMIN,$17.00 
succinylcholine chloride 20 mg/mL injection solution, 17.27 
sucralfate 1 gram tablet, 2.00 
sucralfate 100 mg/mL oral suspension, 14.85 
SUFentanil citrate 50 mcg/mL intravenous solution, 10.00 
sugammadex 100 mg/mL intravenous solution, 403.50 
sulfacetamide sodium 10 % eye drops, 152.51 
sulfADIAZINE 500 mg tablet, 12.62 
sulfamethoxazole 200 mg-trimethoprim 40 mg/5 mL oral suspension, 9.77 
sulfamethoxazole 400 mg-trimethoprim 80 mg/5 mL intravenous solution, 51.74 
sulfamethoxazole 800 mg-trimethoprim 160 mg tablet, 3.85 
sulfaSALAzine 500 mg tablet, 2.40 
SUMAtriptan 50 mg tablet, 25.68 
SUMAtriptan 6 mg/0.5 mL subcutaneous solution, 305.35 
SUPR SELECT CATH RENAL 2ND UNI,"$11,219.00 "
"SURGIMEND, FETAL, PER 0.5 SQ CM"," 7,057.17 "
"SUSCEPTIBILITY, AFB RAPID GROWER",$122.00 
"SUSCEPTIBILITY, AFB, SLOW GROWER",$107.00 
SWALLOWING AND ORAL FUNCTION EVALUATION,$230.00 
SWAN GANZ INSERTION,"$2,574.00 "
SWANZ GANZ,$132.00 
"SYPHILIS AB, TP-PA",$77.00 
SYPHILIS IGG AB,$74.00 
T CELL RECEPTOR GENE TRB,$784.00 
T CELL RECEPTOR GENE TRG,$519.00 
T3,$37.00 
T3 UPTAKE,$27.00 
"T3, REVERSE",$27.00 
"T3,FREE",$56.00 
"T4, FREE",$52.00 
"T4, TOTAL",$28.00 
TACROLIMUS,$78.00 
tacrolimus 0.5 mg capsule, 5.58 
tamoxifen 10 mg tablet, 10.66 
tamsulosin 0.4 mg capsule, 7.70 
tbo-filgrastim 300 mcg/0.5 mL subcutaneous syringe, 799.32 
tbo-filgrastim 480 mcg/0.8 mL subcutaneous syringe," 1,199.67 "
TC99M LABEL RBC UP TO 30MCI DX,$281.00 
TC99M MAG-3 UP TO 15 MCI DX,"$2,324.00 "
TC99M MEDRONATE TO 30 MCI DX,$39.00 
T-CELL TCR GAMMA BY PCR,$519.00 
"TECHNETIUM TC-99M SESTAMIBI, DX, PER STUDY DOSE",$252.00 
TECHOIC ACID AB,$80.00 
TELEMETRY ROOM,$480.00 
telmisartan 20 mg tablet, 15.03 
telmisartan 40 mg tablet, 8.45 
telmisartan 80 mg tablet, 11.72 
TEMP TRANSCUTNEOUS PACNG,$397.00 
tenecteplase 50 mg intravenous kit," 12,309.93 "
tenofovir disoproxil fumarate 300 mg tablet, 107.68 
terazosin 1 mg capsule, 4.02 
terazosin 5 mg capsule, 2.00 
terbinafine HCl 250 mg tablet, 16.30 
terbutaline 1 mg/mL subcutaneous solution, 11.16 
terbutaline 5 mg tablet, 8.31 
testosterone cypionate 100 mg/mL intramuscular oil, 11.02 
testosterone cypionate 200 mg/mL intramuscular oil, 14.13 
TESTOSTERONE TOTAL,$146.00 
"TESTOSTERONE, FREE",$144.00 
"TESTOSTERONE, TOTAL",$146.00 
tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf unit/0.5 mL IM susp, 94.17 
tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf unit/0.5 mL IM syringe, 94.17 
"tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf unit/0.5 mL IM syringe,tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf", 94.17 
tetanus immune globulin (PF) 250 unit intramuscular syringe," 1,494.09 "
tetanus-diphtheria toxoids-Td 2 Lf unit-2 Lf unit/0.5 mL IM suspension, 71.78 
tetracaine 0.5 % eye drops, 26.36 
tetracaine HCl (PF) 0.5 % eye drops, 29.13 
TH/TO ANTIBODY - RL,$145.00 
THALL CHLOR  DX PER MCI,$280.00 
"THC CONFIRMATION, URINE",$69.00 
"theophylline ER 100 mg capsule,extended release 24 hr", 6.00 
"theophylline ER 200 mg tablet,extended release,12 hr", 2.00 
"theophylline ER 300 mg tablet,extended release,12 hr", 2.00 
"THER ACTIVITIES, ONE ON ONE EA 15 MIN OT",$71.00 
"THER ACTIVITIES, ONE ON ONE EA 15 MIN PT",$71.00 
"THERAPEUTIC ACTIVITIES GRP, OT",$43.00 
"THERAPEUTIC ACTIVITIES GRP, PT",$43.00 
THERAPEUTIC APHERESIS; PLASMA,"$3,061.00 "
THERAPEUTIC APHERESIS;RBC,"$3,061.00 "
THERAPEUTIC EX EA 15MIN - PT,$67.00 
"THERAPEUTIC EX, EA 15 MIN-OT",$67.00 
"THERAPEUTIC INTVTN, COGN FUNCTION - ST",$147.00 
therapeutic multivitamin tablet, 2.00 
"THERASKIN, PER SQ CM"," 4,057.43 "
THERMODILUTION CATH 7FR/8FR,$100.00 
"thiamine HCl (vitamin B1) 100 mg tablet,thiamine mononitrate (vitamin B1) 100 mg tablet", 2.00 
thiamine HCl (vitamin B1) 100 mg/mL injection solution, 10.00 
thiamine HCl (vitamin B1) 50 mg tablet, 2.00 
thiamine mononitrate (vitamin B1) 100 mg tablet, 2.00 
THIOPURINE METHYL TRANSFERASE,$100.00 
thiothixene 1 mg capsule, 5.94 
thiothixene 2 mg capsule, 5.97 
thiothixene 5 mg capsule, 3.00 
THORACENTESIS W/IMAGING,$957.00 
THORACENTESIS W/O IMAGING,$957.00 
THROAT SCREEN,$67.00 
"thrombin (bovine) 5,000 unit topical solution", 215.31 
thrombin (human plasma)-fibrinogen-aprotinin-calcium 2 mL topical kit, 471.41 
THROMBIN TIME,$34.00 
thrombin(human)-fibrinogen-aprotinin synthet-calcium 10 mL topical kit," 1,824.04 "
thrombin(human)-fibrinogen-aprotinin-calcium 10 mL topical kit," 1,933.34 "
THROMBOLYTICS FOR STROKE,$783.00 
"THYROGLOBULIN AB SCREEN, S - RL",$91.00 
"THYROGLOBULIN TUMOR MARKER, S -RL",$92.00 
THYROID CA WHOLE BODY,$801.00 
THYROID IMAGING WITH UPTAKE AND VASC FLOW IF PERFORMED,$541.00 
THYROID-STIMULATING IMMUNOGLOB,$104.00 
THYROPEROXIDASE (TPO) ABS,$83.00 
THYROTROPIN RECEPTOR AB,$74.00 
THYROTROPIN-BINDING INHIBITORY IMMUNOGLOBULIN,$95.00 
TIB/PER REVASC W/TLA,"$4,410.41 "
ticagrelor 90 mg tablet, 17.65 
tigecycline 50 mg intravenous solution, 469.51 
timolol maleate 0.5 % eye drops, 192.51 
tinidazole 500 mg tablet, 171.28 
tiotropium bromide 18 mcg capsule with inhalation device, 236.28 
tirofiban 12.5 mg/250 mL (50 mcg/mL)-0.9 % sodium chloride intravenous," 1,553.13 "
"TISSUE CULTURE, CONGENITAL DISORDER BLOOD",$268.00 
"TISSUE CULTURE, HEMATOLOGIC BM",$361.00 
TISSUE HOMOGENIZATION FOR CULT,$34.00 
TISSUE LOCALIZATION & EXICSION DEVICE," 8,130.37 "
TISSUE TRANSGLUTAMINASE IGA,$6.00 
TISSUE TRANSGLUTAMINASE IGG,$6.00 
"TISSUE, G & M, LEVEL II",$61.00 
"TISSUE, G & M, LEVEL III",$124.00 
"TISSUE, G & M, LEVEL IV",$134.00 
"TISSUE, G & M, LEVEL V",$189.00 
"TISSUE, G & M, LEVEL VI",$189.00 
"TISSUE, GROSS ONLY, LEVEL I",$61.00 
tiZANidine 2 mg tablet, 3.59 
tiZANidine 4 mg tablet, 3.11 
TMJ BILATERAL,$124.00 
TMJ UNILATERAL,$163.00 
tobramycin 0.3 % eye drops, 103.50 
tobramycin 0.3 % eye ointment, 643.08 
"tobramycin 0.3 %-dexamethasone 0.1 % eye drops,suspension", 332.44 
tobramycin 1.2 gram solution for injection, 512.50 
tobramycin 300 mg/5 mL in 0.225 % sodium chloride for nebulization, 321.93 
tobramycin 40 mg/mL injection solution, 10.09 
tobramycin-dexamethasone 0.3 %-0.1 % eye ointment, 645.87 
TOE OR TOES MIN 2VIEWS,$124.00 
TOPIRAMATE,$68.00 
topiramate 100 mg tablet, 4.12 
topiramate 25 mg tablet, 5.77 
topiramate 50 mg tablet, 5.79 
topotecan 4 mg intravenous solution, 926.82 
"TOTAL LIGHT CHAINS, KAPPA, URINE",$27.00 
"TOTAL LIGHT CHAINS, LAMBDA, URINE",$27.00 
TOXOCARA ANTIBODIES,$86.00 
"TOXOPLASMA GONDII PCR, BLOOD",$199.00 
"TOXOPLASMA GONDII PCR, CSF",$199.00 
TOXOPLASMA IGG,$82.00 
TOXOPLASMA IGM,$82.00 
TPMT GENOTYPE,$215.00 
trabectedin 1 mg intravenous solution," 8,624.78 "
TRABECULOPLASTY LASER SURGERY,$986.00 
trace elements Cr-Cu-Mn-Se-Zn 10 mcg-1 mg-0.5 mg-60 mcg-5mg/mL IV soln, 39.06 
trace elements Cr-Cu-Mn-Se-Zn 4-400-100-20 mcg-1000 mcg/mL IV solution, 32.03 
trace elements ped Cr-Cu-Mn-Zn 1 mcg-0.1 mg-30 mcg-0.5 mg/mL IV soln, 21.88 
TRACH TALK DEVICE,$199.00 
"TRACH TUBE, SHILEY",$96.00 
tramadol 25 mg tab, 3.98 
traMADol 50 mg tablet, 2.02 
"tranexamic acid 1,000 mg/10 mL (100 mg/mL) intravenous solution", 130.32 
"TRANSCATH PLCMNT STNT(EXCP LE/CC/EV/IC/INTRACRAN/COR),OPN/PERC INCL S&I/ANGIO SAME VESS,INT ART","$23,985.00 "
"TRANSDUCER, MONITOR KIT 42584-",$41.00 
TRANSESOPHAGEAL ECHO,"$1,644.00 "
TRANSFERRIN,$73.00 
"TRANSFERRIN, CARBOHYDRATE DEF.",$40.00 
TRANSFUSION; FETAL; INTRAUTERINE,$986.00 
"TRANSLML BALLOON ANGIO, OPEN/PERC, EA ADDTL VEIN","$6,343.00 "
"TRANSLML BALLOON ANGIO, OPEN/PERC, INITIAL ART","$12,685.00 "
"TRANSLML BALLOON ANGIO, OPEN/PERC, INITIAL VEIN","$12,685.00 "
trastuzumab 150 mg intravenous solution," 4,568.09 "
"TRAY, BONE MARROW",$139.00 
traZODone 100 mg tablet, 2.00 
trazodone 25 mg tab, 5.37 
traZODone 50 mg tablet, 2.00 
TREADMILL STRESS TEST W/WO PHARM,$487.00 
"TREATMENT EXTENSIVE RETINOPATHY, PHOTOCOAGULATION",$986.00 
TREATMT SWALLOW DYSFUNC,$66.00 
triamcinolone acetonide (PF) 40 mg/mL intraocular suspension, 451.23 
triamcinolone acetonide 0.1 % dental paste, 201.48 
triamcinolone acetonide 0.1 % topical cream, 38.28 
triamcinolone acetonide 10 mg/mL suspension for injection, 10.00 
triamcinolone acetonide 40 mg/mL suspension for injection, 26.90 
triamterene 37.5 mg-hydrochlorothiazide 25 mg capsule, 2.00 
"TRICHINELLA AB, EACH",$27.00 
trichloroacetic acid 80 % topical solution, 187.50 
"TRICHROME STAIN, FECES",$100.00 
"TRICYCLIC ANTIDEPRESSANT SCREEN, DEFIN",$111.00 
"TRICYCLICS, BLOOD SCREEN",$72.00 
TRIGLYCERIDES,$33.00 
"TRIGLYCERIDES, FLUID - RL",$27.00 
TRIM NONDYSTROPHIC NAIL(S)- MD,$83.00 
"TRIM OF DYSTROPHIC NAILS, ANY NUMBER",$83.00 
TRIM SKIN LESION,$164.00 
triptorelin pamoate 11.25 mg/2 mL intramuscular syringe," 7,348.16 "
triptorelin pamoate 22.5 mg/2 mL intramuscular syringe," 14,667.32 "
tropicamide 1 % eye drops, 59.87 
TROPONIN I,$56.00 
TROPONIN I - ISTAT,$71.00 
trypan blue 0.06 % intraocular syringe, 126.38 
TRYPANOSOMA CRUZI AB,$100.00 
TRYPTASE,$74.00 
TSH,$96.00 
"TTE W OR W/O CONTR, CONT ECG","$1,720.00 "
"TTE W OR WO FOL WCON,DOPPLER","$1,720.00 "
TUBE SALEM SUMP ANY SIZE,$10.00 
"TUBE, EMG NIM TRIVANTAGE",$755.00 
"TUBE, ENDO EMG NIM SIZE 8",$852.00 
tuberculin PPD 5 tub. unit/0.1 mL intradermal injection solution, 20.64 
TX BY ORAL ADMINISTRATION,$602.00 
TX SHOULDER DIS W/ ANES,"$2,842.00 "
"U/S OB <14 WEEKS, SINGLE FETUS",$269.00 
U/S OB COMP =>14 WK SGL GEST,$269.00 
U/S PV RESIDUAL URINE BLADDER,$113.00 
"ULTRASOUND, OT",$28.00 
"ULTRASOUND, PT",$28.00 
UNFRACT. HEPARIN DEP. PLATELET AB,$372.00 
UNI INNOM/CCA + CERV CAR IMAG,"$5,153.00 "
UNI INNOM/SC + VERT IMAG,"$5,153.00 "
UNI VERT CATH + VERT IMAG,"$8,427.00 "
"UNJ, INTRALESIONAL, UP TO & INCLUDING 7 LESIONS",$164.00 
UP TO 48 HR HOLTER W SI SCAN/REPORT,$184.00 
"UP TO 48 HR HOLTER W SI, RECORDING",$184.00 
UPPER EXTREMITIES INFANT,$124.00 
"UREA NITROGEN, BLOOD",$24.00 
"UREA NITROGEN, URINE",$27.00 
UREAPLASMA UREALYTICUM CULT-RL,$199.00 
"URETHROGRAM, RETROGRADE",$678.00 
URIC ACID,$27.00 
"URIC ACID, BODY FLUID",$27.50 
"URIC ACID, URINE",$28.00 
"URINALYSIS, AUTO W/MICRO",$19.00 
"URINALYSIS, NON-AUTO W/MICRO",$18.00 
URINE CULTURE,$46.00 
"URINE W/O MICRO, AUTO",$14.00 
UROFLOWMETRY COMPLEX,$190.00 
"UROFLOWMETRY, SIMPLE",$204.00 
ursodiol 300 mg capsule, 21.35 
US ABDOMEN LIMITED,$269.00 
US BREAST COMPLETE UNILAT,$504.00 
US BREAST UNILAT LIMITED,$504.00 
US CHEST MEDIASTINUM,$170.00 
US DOPP ABD AND RETRO LMTD,$301.00 
US DOPP AORTA IVC ILIACS COMP,$371.00 
"US DUPLEX, UPPER OR LOWER EXT VENOUS,COMPLETE BILAT",$429.00 
"US DUPLEX, UPPER OR LOWER EXT VENOUS,UNILAT OR LTD",$269.00 
US EXT NON VASCULAR CMPL,$266.00 
US EXT NON VASCULAR LTD,$173.00 
US GUIDANCE NEEDLE PLACEMENT,$454.00 
US GUIDE FOR VASCULAR ACCESS,$92.00 
US OB LIMITED 1 OR MORE GESTA,$142.00 
US PELVIC COMPLETE NON-OB,$269.00 
US PELVIC LIMITED NON-OB,$173.00 
US RETROPERITONEAL COMPLETE,$269.00 
US RETROPERITONEAL LIMITED,$269.00 
US SCROTUM & CONTENTS,$269.00 
US SOFT TISS OF HEAD NECK THYR,$269.00 
US TRANSRECTAL,$269.00 
US TRANSVAGINAL NON OB,$269.00 
US TRANSVAGINAL OB,$173.00 
"US, AAA, SCREENING",$296.00 
"US, ABD, B-SCAN; COMPLETE",$269.00 
"US, TRNASPLANT KIDNEY;",$789.00 
V RNA GENOTYPE 1 NS5A DRUG RESIST,"$1,452.00 "
VACUUM DRAIN BTL/TUBIN FOR USE W/IMPLANTED CATH,$140.00 
valGANciclovir 450 mg tablet, 297.80 
VALPROIC ACID,$77.00 
valproic acid (as sodium salt) 250 mg/5 mL (5 mL) oral solution, 2.00 
valproic acid (as sodium salt) 250 mg/5 mL oral solution, 2.00 
valproic acid 250 mg capsule, 2.08 
valsartan 40 mg Tab, 10.14 
valsartan 40 mg tablet, 4.93 
valsartan 80 mg tablet, 9.05 
VANCOMYCIN,$77.00 
"vancomycin 1 gram/250 mL in dextrose 5 % intravenous,vancomycin 1,000 mg intravenous injection", 23.66 
"vancomycin 1,000 mg intravenous injection", 35.79 
"vancomycin 1,000 mg intravenous solution", 44.15 
vancomycin 1.25 gram/250 mL in dextrose 5 % intravenous, 53.44 
vancomycin 1.5 gram/250 mL in dextrose 5% intravenous solution, 59.38 
vancomycin 1.75 gram/500 mL in dextrose 5 % intravenous solution, 78.12 
vancomycin 10 gram intravenous solution, 640.52 
vancomycin 125 mg capsule, 78.28 
vancomycin 2 gram/500 mL in dextrose 5 % intravenous solution, 642.03 
vancomycin 25 mg/mL oral solution, 283.13 
vancomycin 250 mg capsule, 72.17 
vancomycin 5 gram intravenous solution, 266.80 
vancomycin 500 mg intravenous solution, 10.00 
vancomycin 500 mg IV Solution, 48.96 
vancomycin 750 mg intravenous solution, 31.30 
VANILMANDELIC ACID RANDOM URIN,$89.00 
VARICELLA AB,$65.00 
"varicella virus vaccine live (PF) 1,350 unit/0.5 mL subcutaneous susp", 363.82 
VARICELLA ZOSTER AB-IGM,$65.00 
VARICELLA ZOSTER BY PCR,$199.00 
VASCULAR ENDOTHELIAL GROWTH FACTOR,$226.00 
VASCULAR GRAFT MATERIAL SYNTHETIC  ," 2,732.01 "
VASOACTIVE INTESTINAL PEP - RL,$196.00 
vasopressin 20 unit/mL injection solution, 27.75 
"vasopressin 20 unit/mL injection solution,vasopressin 20 unit/mL intravenous solution", 18.88 
vasopressin 20 unit/mL intravenous solution, 456.54 
VDRL (CSF ONLY),$25.00 
vecuronium bromide 10 mg intravenous solution, 21.23 
vedolizumab 300 mg intravenous solution," 18,292.71 "
VENA CAVA FILTER," 2,537.85 "
VENA CAVA SUPERIOR S&I,"$1,915.00 "
VENIPUNCTURE >3 YRS,$55.00 
VENIPUNCTURE/BL COLL,$13.00 
VENLAFAXINE,$66.00 
venlafaxine 37.5 mg tablet, 4.40 
venlafaxine 75 mg tablet, 2.73 
"venlafaxine ER 37.5 mg capsule,extended release 24 hr", 9.06 
"venlafaxine ER 75 mg capsule,extended release 24 hr", 4.58 
"VENO EXTREMITY BILAT ,S&I","$1,643.00 "
"VENO EXTREMITY UNILAT ,S&I","$1,643.00 "
VENOGRAM IVC S&I,"$7,151.00 "
VENOUS BLOOD DRAW FROM LINE,$107.00 
"VENT/JET/OSCILLATOR MANG, INITIAL",$575.00 
"VENT/JET/OSCILLATOR MANG, SUBSEQUENT",$575.00 
verapamil 120 mg tablet, 2.00 
verapamil 2.5 mg/mL intravenous solution, 71.08 
verapamil 40 mg tablet, 2.00 
verapamil 80 mg tablet, 2.00 
"verapamil ER (SR) 120 mg tablet,extended release", 3.40 
"verapamil ER (SR) 180 mg tablet,extended release", 3.80 
"verapamil ER (SR) 240 mg tablet,extended release", 2.00 
"verapamil ER 120 mg 24 hr capsule,extended release", 4.85 
VESSEL MAPPING HEMO ACCESS,$429.00 
VGKC AB,$113.00 
vinblastine 1 mg/mL intravenous solution, 158.20 
vincristine 1 mg/mL intravenous solution, 60.20 
vincristine 2 mg/2 mL intravenous solution, 61.04 
vinorelbine 50 mg/5 mL intravenous solution, 247.84 
VIRAL CULTURE,$147.00 
"VISCOSITY, SERUM",$66.00 
VISUAL FIELD EXAM EXTENDED,$179.00 
VITAL CAPACITY (PEAK FLOW),$112.00 
VITAMIN A,$65.00 
VITAMIN B 12,$86.00 
"VITAMIN B1 (THIAMINE),RBC",$120.00 
VITAMIN B12 BINDING,$80.00 
VITAMIN B6,$80.00 
VITAMIN C (ASCORBIC ACID),$49.00 
"VITAMIN D, 1-25 DIHYRROXY",$218.00 
"VITAMIN D, 25 HYDROXY",$167.00 
VITAMIN E,$79.00 
"vitamin E (dl, acetate) 400 unit capsule", 2.00 
VITAMIN K,$76.00 
"VOLATILE SCREEN, SERUM",$59.00 
"VOLATILE SCREEN, URINE",$60.00 
VON WILLEBRAND DISEASE 2N,$510.00 
VON WILLEBRAND FACTOR ACTIVITY,$128.00 
"VON WILLEBRAND FACTOR MULTIMER, P",$128.00 
VON WILLEBRANN FACTOR AG,$131.00 
VORICONAZOLE,$71.00 
voriconazole 200 mg intravenous solution, 425.53 
voriconazole 200 mg tablet, 36.11 
voriconazole 50 mg tablet, 49.70 
WANG NEEDLE,$221.00 
warfarin 0.5 mg tab, 3.07 
warfarin 1 mg tablet, 4.10 
warfarin 10 mg tablet, 2.00 
warfarin 2 mg tablet, 3.89 
warfarin 2.5 mg tablet, 6.66 
warfarin 3 mg tablet, 2.23 
warfarin 4 mg tablet, 2.00 
warfarin 5 mg tablet, 3.65 
warfarin 6 mg tablet, 2.00 
"water for injection, sterile injection solution", 10.55 
"water for injection, sterile intravenous solution", 10.00 
"water for irrigation, sterile solution", 10.00 
"WBC + DIFF, BODY FLD",$32.00 
WEDGE RES INGROWN NAIL,$241.00 
WEST EQUINE ENCEPH IGG AB,$75.00 
WEST EQUINE ENCEPH IGM AB,$75.00 
"WEST NILE VIRUS AB, IGG",$82.00 
"WEST NILE VIRUS AB, IGM",$96.00 
WEST NILE VIRUS RNA BY PCR,$199.00 
"WEST NILE VIRUS, IGG CSF",$82.00 
"WEST NILE VIRUS, IGM CSF",$96.00 
"WH CHAIR MGT, EACH 15MIN-PT",$66.00 
white petrolatum 41 % topical ointment, 20.05 
white petrolatum 42 % topical ointment, 13.75 
white petrolatum topical jelly, 2.64 
white petrolatum-mineral oil 83 %-15 % eye ointment, 6.06 
white petrolatum-mineral oil 94 %-3 % eye ointment, 24.45 
white petrolatum-mineral oil topical cream, 21.47 
WIRE FOR NEEDLE LOCALIZATION,$52.00 
WIRE NEEDLE LOC BREAST,$260.00 
"WIRE, BENTSON",$18.00 
"WIRE, CHOICE PT/PT2",$345.00 
"WIRE, GLIDEWIRE EXCHANGE",$37.00 
"WIRE, WHOLEY",$184.00 
WIRELESS PRESSURE SENSOR," 51,285.00 "
WRIST 2 VIEW,$248.00 
WRIST COMPLETE,$248.00 
X-RAY EXAM ENTIRE SPI 1 VIEWS,$160.00 
X-RAY EXAM ENTIRE SPI 2/3 VIEWS,$265.00 
X-RAY EXAM HIP UNI 1 VIEW,$160.00 
X-RAY EXAM HIP UNI 4/> VIEWS,$265.00 
X-RAY EXAM HIP W/PELVIS UNI 2-3 VIEWS,$160.00 
X-RAY EXAM HIPS BI 2 VIEWS,$265.00 
X-RAY EXAM HIPS BI 3-4 VIEWS,$265.00 
X-RAY EXAM OF FEMUR 2/> VIEWS,$160.00 
X-RAY SMALL BOWEL W/O UGI,$242.00 
X-RAY UPPER GI AIR CONTRAST W/KUB,$296.00 
X-RAY UPPER GI AIR CONTRAST W/O KUB,$665.00 
X-RAY UPPER GI TRACT W/O KUB,$242.00 
X-RAY UPPER GI TRACT WITH KUB,$398.00 
X-RAY UPPER GI W/SMALL BOWEL,$391.00 
"XRAY, ABDOMEN, 1 VIEW",$164.00 
"XRAY, ABDOMEN, 2 VIEWS",$313.00 
"XRAY, CHEST, 1 VIEW",$164.00 
"XRAY, CHEST, 2 VIEWS",$164.00 
"XRAY, CHEST, 3 VIEWS",$164.00 
zidovudine 10 mg/mL intravenous solution, 87.55 
zidovudine 10 mg/mL syrup, 5.47 
zidovudine 300 mg tablet, 15.04 
"ZIKA VIRUS MAC-ELISA, IGM, S",$170.00 
zinc oxide 16 % topical ointment, 5.53 
zinc oxide 20 % topical ointment, 46.61 
zinc sulfate 5 mg/mL intravenous solution, 146.50 
"ZINC, SERUM - RL",$66.00 
ziprasidone 20 mg capsule, 21.91 
ziprasidone 20 mg/mL (final concentration) intramuscular solution, 149.04 
ziprasidone 40 mg capsule, 11.08 
ziprasidone 80 mg capsule, 6.77 
ziv-aflibercept 200 mg/8 mL (25 mg/mL) intravenous solution," 9,600.00 "
zoledronic acid 4 mg/5 mL intravenous solution," 1,317.87 "
zoledronic acid 5 mg/100 mL in mannitol 5 %-water intravenous piggybck," 2,757.83 "
zolpidem 5 mg tablet, 8.37 
ZONISAMIDE,$48.00 
,
,
,
,
,
,
