MEDICATION,CHARGE
SODIUM BICARBONATE 1 MEQ/ML IV INFUSION (PEDS) - 50 ML,$74.77
SODIUM BICARBONATE 1 MEQ/ML IV INFUSION (PEDS) - 50 ML,$76.75
sodium bicarbonate 1 meq/ml sol,$61.01
SODIUM BICARBONATE 8.4 % INJ,$82.76
SODIUM BICARBONATE 1MEQ/ML INFUSION (PEDS),$125.00
SODIUM BICARBONATE 325 MG TAB,$12.04
SODIUM BICARBONATE 4.2 %  INJ,$76.33
SODIUM BICARBONATE 4.2 % IV,$57.77
SODIUM BICARBONATE 4.2 %  INJ,$76.33
SODIUM BICARBONATE 650 MG TAB,$8.19
SODIUM BICARBONATE 650 MG TAB,$8.04
SODIUM BICARBONATE 650 MG TAB,$8.03
SODIUM BICARBONATE 650 MG TAB,$8.25
SODIUM BICARBONATE 8.4 % INJ,$76.75
SODIUM BICARBONATE 8.4 % INJ,$74.77
SODIUM BICARBONATE 8.4 % IV,$72.75
SODIUM BICARBONATE 8.4 % IV,$73.82
SODIUM BICARBONATE 8.4 % IV,$110.16
SOD BICARB 150 MEQ + D5W 1L,$100.00
SODIUM BUTYRATE ENEMA,$29.50
SODIUM CHLORIDE 0.45 % IV,$100.00
SODIUM CHLORIDE 0.45 % IV,$100.00
0.45% NACL iv infusion,$100.00
SODIUM CHLORIDE 0.5 G TAB,$12.32
SODIUM CHLORIDE 0.65 % NASAL SPRY,$22.66
SODIUM CHLORIDE 0.65 % NASAL SPRY,$26.20
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % INJECTION,$55.04
SODIUM CHLORIDE 0.9 % INJECTION,$76.00
SODIUM CHLORIDE 0.9 % INJECTION,$53.58
SODIUM CHLORIDE 0.9 % INJECTION,$54.55
SODIUM CHLORIDE 0.9 % INJECTION,$52.60
SODIUM CHLORIDE 0.9 % INJECTION,$51.95
SODIUM CHLORIDE 0.9 % INJECTION,$51.24
SODIUM CHLORIDE 0.9 % INJECTION,$53.71
SODIUM CHLORIDE 0.9 % INJECTION,$52.70
SODIUM CHLORIDE 0.9 % INJECTION,$56.60
SODIUM CHLORIDE 0.9 % INJECTION,$76.00
SODIUM CHLORIDE 0.9 % INJECTION,$53.71
SODIUM CHLORIDE 0.9 % INJECTION,$52.70
SODIUM CHLORIDE 0.9 % INJECTION,$56.60
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IRR SOLN,$100.00
SODIUM CHLORIDE 0.9 % IRR SOLN,$100.00
SODIUM CHLORIDE 0.9 % IRR SOLN,$100.00
SODIUM CHLORIDE 0.9 % IRR SOLN,$100.00
SODIUM CHLORIDE 0.9 % IRR SOLN,$100.00
SODIUM CHLORIDE 0.9 % IRR SOLN,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
0.9% NACL inj per 250 ml,$100.00
0.9% NACL inj per 250 ml,$100.00
0.9% NACL inj per 250 ml,$100.00
0.9% NACL inj per 250 ml,$100.00
0.9% NACL inj per 250 ml,$100.00
0.9% NACL inj per 250 ml,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 0.9 % IV,$100.00
SODIUM CHLORIDE 1 G TAB,$8.32
SODIUM CHLORIDE 1 G TAB,$8.33
SODIUM CHLORIDE 2.5 MEQ/ML IV,$66.71
SODIUM CHLORIDE 2.5 MEQ/ML IV,$66.71
SODIUM CHLORIDE 4 MEQ/ML IV,$55.56
SODIUM CHLORIDE 3 % IV,$100.00
SODIUM CHLORIDE 3 % IV,$100.00
SODIUM CHLORIDE 3 % IV,$100.00
SODIUM CHLORIDE 3% IV,$100.00
SODIUM CHLORIDE 3% IV,$100.00
SODIUM CHLORIDE 3% NEB SOLN,$10.07
SODIUM CHLORIDE 3% NEB SOLN,$10.49
SODIUM CHLORIDE 3% NEB SOLN,$9.09
SODIUM CHLORIDE 3% NEB SOLN,$10.07
SODIUM CHLORIDE 3% NEB SOLN,$10.49
SODIUM CHLORIDE 3% NEB SOLN,$9.09
sodium chloride 4meq/ml inj,$55.46
SODIUM CHLORIDE 4 MEQ/ML IV,$57.80
SODIUM CHLORIDE 4 MEQ/ML IV,$55.46
sodium chloride 4meq/ml  solution,$12.44
sodium chloride 4meq/ml  solution,$12.88
sodium chloride 4meq/ml  solution,$13.50
sodium chloride 4meq/ml  solution,$12.07
sodium chloride 4meq/ml  solution,$12.44
sodium chloride 4meq/ml  solution,$12.88
sodium chloride 4meq/ml  solution,$13.50
sodium chloride 4meq/ml  solution,$12.07
sodium chloride 4meq/ml  solution,$55.46
sodium chloride 4meq/ml  solution,$55.46
SODIUM CHLORIDE 5 % EYE DROPS,$35.79
SODIUM CHLORIDE 5 % EYE OINTMENT,$45.17
SODIUM CHLORIDE 5 % EYE OINTMENT,$36.42
SODIUM CHLORIDE 7 % NEB SOLUTION,$11.37
SODIUM CHLORIDE 7 % NEB SOLUTION,$10.38
SODIUM CHLORIDE 7 % NEB SOLUTION,$9.09
SODIUM CHLORIDE 7 % NEB SOLUTION,$8.81
SODIUM CL-ALOE VERA  GEL,$36.45
sodium citrate 1meq/ml solution,$28.56
sodium citrate 1meq/ml solution,$128.73
sodium citrate 1meq/ml solution,$10.94
sodium citrate 1meq/ml solution,$28.56
sodium citrate 1meq/ml solution,$128.73
BICITRA (ALT*) ORAL SOLN,$28.56
BICITRA (ALT*) ORAL SOLN,$10.94
BICITRA (ALT*) ORAL SOLN,$128.73
BICITRA (ALT*) ORAL SOLN,$13.53
BICITRA (ALT*) ORAL SOLN,$13.88
SODIUM GLYCEROPHOSPHATE 1 MMOL/ML,$87.05
Hyaluronate inj per 1mg,$551.34
SODIUM HYALURONATE 14 MG/ML INJ,$170.20
Hyaluronate inj per 1 mg,$466.37
SODIUM HYPOCHLORITE 0.25 % LIQUID,$150.00
SODIUM HYPOCHLORITE 0.25 % LIQUID,$47.65
SODIUM HYPOCHLORITE 0.5 % LIQUID,$150.00
SODIUM HYPOCHLORITE 0.5 % LIQUID,$50.59
SODIUM METABISULFITE POWDER,$76.23
SODIUM PHENYLBUTYRATE ORAL POWDER,"$13,487.38"
SODIUM PHENYLBUTYRATE ORAL POWDER,$12.70
sodium phosphate 4meq/ml inj,$293.75
sodium phosphate 4meq/ml inj,$105.35
sodium phosphate 4meq/ml inj,$111.86
sodium phosphate 4meq/ml inj,$75.19
SODIUM PHOSPHATE 3 MMOLE/ML IV,$293.75
SODIUM PHOSPHATE 3 MMOLE/ML IV,$105.35
SODIUM PHOSPHATE 3 MMOLE/ML IV,$111.86
SODIUM PHOSPHATE 3 MMOLE/ML IV,$75.19
sodium phosphate 3mmol/ml soln,$64.58
SODIUM PHOSPHATES ENEMA,$13.11
SODIUM PHOSPHATES ENEMA,$23.92
SODIUM PHOSPHATES ENEMA,$10.56
SODIUM PHOSPHATES ENEMA,$12.69
sodium polystyrene 0.25 g/ml suspension,$235.58
KAYEXALATE (ALT*) 15 G/60 ML SUSP,$43.50
KAYEXALATE (ALT*) 15 G/60 ML SUSP,$19.35
KAYEXALATE (ALT*) 15 G/60 ML SUSP,$235.58
KAYEXALATE (ALT*) 15 G/60 ML SUSP,$145.60
sodium polystyrene 0.25 g/ml suspension,$235.58
KAYEXALATE 15 G POWDER,$42.62
SODIUM TETRADECYL 1 % IV,$286.50
SODIUM TETRADECYL SULFATE 3 % IV,$240.81
SODIUM TETRADECYL SULFATE 3 % IV,$240.81
SODIUM THIOSULFATE PER 50 ML,$313.25
SOLIFENACIN 5 MG TAB,$30.52
SOMATROPIN INJ PER 1MG,"$2,437.20"
SORBITOL 70 % SOLN,$13.36
SOTALOL INJ PER 1 MG,"$4,652.25"
SOTALOL 150 MG/10 ML INJECTION,"$3,582.50"
SOTALOL 40 MG TAB,$20.47
SOTALOL 5 MG/ML ORAL SUSP,$15.50
SOTALOL 80 MG TAB,$16.47
SOTALOL 80 MG TAB,$16.47
SPIRONOLACTONE 100 MG TAB,$10.35
SPIRONOLACTONE 100 MG TAB,$10.39
SPIRONOLACTONE 100 MG TAB,$8.98
SPIRONOLACTONE 12.5 MG TAB,$12.11
SPIRONOLACTONE 25 MG TAB,$8.11
SPIRONOLACTONE 25 MG TAB,$8.42
SPIRONOLACTONE 25 MG TAB,$8.60
SPIRONOLACTONE 25 MG TAB,$8.63
SPIRONOLACTONE 25 MG TAB,$8.56
SPIRONOLACTONE 25 MG TAB,$8.60
spironolactone 5 mg/ml oral,$432.00
spironolactone 5 mg/ml oral,$432.00
SPIRONOLACTONE 6.25 MG TAB,$12.11
SPIRONOLACTON-HCTZ 25 MG-25 MG TAB,$16.52
SPIRONOLACTON-HCTZ 25MG-25MG TAB,$12.52
SPIRONOLACTON-HCTZ 25MG-25MG TAB,$12.52
STATIC PRESERVATION SOLN,"$1,685.00"
STAVUDINE 1 MG/ML ORAL SOLUTION,$288.00
STAVUDINE 20 MG CAP,$29.68
STAVUDINE 20 MG CAP,$13.29
STAVUDINE 40 MG CAP,$31.47
STERILE TALC 4 GRAM,$400.00
stomatitis cocktail oral,$152.00
stomatitis cocktail oral susp,$152.00
succinylcholine 20mg/ml injection,$98.26
succinylcholine 20mg/ml injection,$96.22
SUCCINYLCHOLINE 20 MG/ML INJ,$96.22
SUCCINYLCHOLINE 20 MG/ML INJ,$98.26
SUCCINYLCHOLINE 20 MG/ML INJ SYRG,$108.75
SUCRALFATE 0.5 G TAB TAB,$12.91
SUCRALFATE 1 G TAB,$8.71
SUCRALFATE 1 G TAB,$8.84
SUCRALFATE 100 MG/ML ORAL SUSP,$423.60
SUCRALFATE 100 MG/ML ORAL SUSP,$26.10
SUCRALFATE 100 MG/ML ORAL SUSP,$26.24
SUCRALFATE 100 MG/ML ORAL SUSP,$27.15
sucralfate 100mg/ml suspension,$423.60
SUFENTANIL CITRATE 50 MCG/ML IV,$56.37
SUFENTANIL CITRATE 50 MCG/ML IV,$62.29
SUFENTANIL CITRATE 50 MCG/ML IV,$77.37
SUFENTANIL CITRATE 50 MCG/ML IV,$78.39
SUFENTANIL CITRATE 50 MCG/ML IV,$62.95
SUGAMMADEX 100 MG/ML INJ,$436.75
SUGAMMADEX 100 MG/ML INJ,$337.11
SUGAMMADEX 100 MG/ML INJ,$571.37
SULFACETAMIDE SODIUM 10 % DROPS,$126.50
SULFADIAZINE 250 MG TAB,$25.13
SULFADIAZINE 500 MG TAB,$21.13
sulfasalazine 100 mg/ml oral,$13.75
SULFASALAZINE 250 MG TAB,$12.32
SULFASALAZINE 500 MG TAB,$8.32
SULFASALAZINE 500 MG TAB,$8.63
SULFUR HEXAFLUORIDE INJ PER ML,$311.25
SULINDAC 100 MG TAB,$13.51
SULINDAC 150 MG TAB,$8.63
SULINDAC 150 MG TAB,$9.09
SULINDAC 200 MG TAB,$9.51
SULINDAC 200 MG TAB,$9.51
SULINDAC 75 MG TAB,$13.09
SUMATRIPTAN 12.5 MG TAB,$21.00
SUMATRIPTAN 25 MG TAB,$17.00
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,$207.05
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,$589.87
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,$87.08
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,$80.49
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,$128.59
SURGICEL FIBRILLAR,$280.53
TACROLIMUS 0.1 % OINTMENT,$563.70
TACROLIMUS ORAL PER 1MG,$15.18
TACROLIMUS ORAL PER 1MG,$12.52
TACROLIMUS ORAL PER 1MG,$12.52
TACROLIMUS ORAL PER 1MG,$15.98
TACROLIMUS ORAL PER 1MG,$13.46
TACROLIMUS ORAL PER 1MG,$12.31
TACROLIMUS ORAL PER 1MG,$24.35
TACROLIMUS INJ PER 5 MG,$474.78
TACROLIMUS ORAL PER 1MG,"$1,692.00"
TACROLIMUS ORAL PER 1 MG,"$1,692.00"
TACROLIMUS ORAL PER 1MG,$69.38
TACROLIMUS ORAL PER 1MG,$19.17
TACROLIMUS ORAL PER 1MG,$48.79
TACROLIMUS ORAL PER 1MG,$18.22
TACROLIMUS ORAL PER 1MG,$30.36
TACROLIMUS INJ PER 5 MG,$402.63
TACROLIMUS ER TAB PER 0.25 MG,$9.68
TACROLIMUS ER TAB PER 0.25 MG,$14.72
TADALAFIL 10 MG TAB,$156.34
TALCUM 5 GM PDR,$265.50
TAMOXIFEN 10 MG TAB,$9.61
TAMOXIFEN 10 MG TAB,$10.84
TAMOXIFEN 5 MG TAB,$13.61
TAMSULOSIN SR 0.4 MG 24 HR CAP,$10.17
TAMSULOSIN SR 0.4 MG 24 HR CAP,$11.01
TAMSULOSIN SR 0.4 MG 24 HR CAP,$9.26
TAMSULOSIN SR 0.4 MG 24 HR CAP,$9.96
TAMSULOSIN SR 0.4 MG 24 HR CAP,$9.93
TAMSULOSIN SR 0.4 MG 24 HR CAP,$8.91
TAMSULOSIN SR 0.4 MG 24 HR CAP,$9.96
TAMSULOSIN SR 0.4 MG 24 HR CAP,$9.29
TEDIZOLID ING PER 1 MG,"$1,433.75"
TEDIZOLID 200MG TAB,$585.00
TEMAZEPAM 15 MG CAP,$12.33
TEMAZEPAM 15 MG CAP,$8.28
TEMAZEPAM 15 MG CAP,$12.33
TEMAZEPAM 7.5 MG CAP,$48.96
TEMAZEPAM 7.5 MG CAP,$17.38
TEMAZEPAM 7.5 MG CAP,$19.08
TEMOZOLOMIDE SUSP PER 5 MG,$582.50
TEMOZOLOMIDE SUSP PER 5 MG,$582.50
TEMOZOLOMIDE SUSP PER 5 MG,$582.50
TEMOZOLOMIDE CAP PER  5 MG,$329.99
TEMOZOLOMIDE CAP PER  5 MG,$142.61
TEMOZOLOMIDE CAP PER  5 MG,$170.36
TEMOZOLOMIDE CAP PER  5 MG,$111.02
TEMOZOLOMIDE CAP PER  5 MG,$105.86
TEMOZOLOMIDE CAP PER  5 MG,$57.27
TEMOZOLOMIDE CAP PER  5 MG,$52.53
TEMOZOLOMIDE CAP PER  5 MG,$170.36
TEMOZOLOMIDE CAP PER  5 MG,$48.92
TEMOZOLOMIDE CAP PER  5 MG,$25.81
TEMOZOLOMIDE CAP PER  5 MG,$35.40
TEMOZOLOMIDE CAP PER  5 MG,$48.92
TEMSIROLIMUS INJ PER 1 MG,"$6,845.16"
TEMSIROLIMUS INJ PER 1 MG,"$6,845.16"
TENECTEPLASE INJ PER 1 MG,"$18,729.99"
TENIPOSIDE PER 50 MG INJ,$975.14
TENOFOVIR AF 25 MG TAB,$100.79
TENOFOVIR  150 MG TAB,$99.69
TENOFOVIR  300 MG TAB,$95.69
TERAZOSIN 1 MG CAP,$8.42
TERAZOSIN 2 MG CAP,$8.56
TERAZOSIN 5 MG CAP,$8.56
TERAZOSIN 5 MG CAP,$8.46
TERAZOSIN 5 MG CAP,$8.56
TERBINAFINE 1 % TOPICAL CREAM,$61.70
TERBINAFINE 1 % TOPICAL CREAM,$53.67
TERBINAFINE 250 MG TAB,$8.39
terbutaline inj per 1 mg,$303.75
TERBUTALINE 1 MG/ML SUB-Q,$65.60
TERBUTALINE 1 MG/ML SUB-Q,$104.89
TERBUTALINE 1 MG/ML SUB-Q,$65.60
TESTOSTERONE 25 MG PACKET,$52.68
TESTOSTERONE 25 MG PACKET,$52.68
TESTOSTERONE 50 MG GEL PACKET,$53.82
TESTOSTERONE 50 MG GEL PACKET,$53.82
TESTOSTERONE CYP PER 1 MG INJ,$228.50
TESTOSTERONE CYP PER 1 MG INJ,$79.90
TETANUS-DIPTHTH PER 0.5ML,$124.39
TETANUS-DIPTHTH PER 0.5ML,$124.39
TETANUS IG 250 UNIT/ML IM SYRG,"$1,340.67"
TETRABENAZINE 12.5 MG TAB,$83.00
TETRACAINE 0.5 % EYE DROPS,$42.40
TETRACAINE 0.5 % EYE DROPS,$34.53
TETRACYCLINE 250 MG CAP,$23.75
TETRACYCLINE 250 MG CAP,$24.45
TETRACYCLINE 500 MG CAP,$8.18
theophylline 1.6mg/ml inj,$60.03
theophylline 1.6mg/ml solution,$60.03
THEOPHYLLINE SR 100 MG 12 HR TAB,$9.12
THIAMINE 100 MG TAB,$8.11
THIAMINE 100 MG TAB,$8.04
THIAMINE 100 MG TAB,$8.04
THIAMINE 100 MG TAB,$8.53
THIAMINE 100 MG TAB,$8.14
THIAMINE 100 MG/ML INJECTION,$77.72
THIAMINE 100 MG/ML INJECTION,$70.90
THIAMINE 100 MG/ML INJECTION,$70.93
THIAMINE 100 MG/ML INJECTION,$77.72
THIAMINE 25 MG TAB,$12.04
THIAMINE 50 MG TAB,$8.04
THIOGUANINE 20 MG/ML ORAL SUSP,$40.00
THIORIDAZINE 12.5 MG TAB,$13.75
THIORIDAZINE 25 MG TAB,$9.75
THIORIDAZINE 25 MG TAB,$9.75
THIORIDAZINE 50 MG TAB,$10.21
THIORIDAZINE 50 MG TAB,$10.21
THIOTEPA INJ PER 15 MG,"$11,471.01"
THIOTEPA 15 MG SOLUTION FOR INJ,"$1,530.39"
THIOTHIXENE 10 MG CAP,$13.32
THIOTHIXENE 10 MG CAP,$13.32
THIOTHIXENE 2 MG CAP,$10.63
THIOTHIXENE 2 MG CAP,$10.63
THIOTHIXENE 5 MG CAP,$11.75
THIOTHIXENE 5 MG CAP,$11.75
"THROMBIN 5,000 UNIT TOPICAL",$457.18
"THROMBIN 5,000 UNIT TOPICAL",$145.70
"THROMBIN 5,000 UNIT TOPICAL",$176.55
"THROMBIN 5,000 UNIT TOPICAL",$145.70
"THROMBIN 20,000 UNIT TOPICAL KIT","$1,196.71"
THYROID 30 MG TAB,$13.12
THYROID 180 MG TAB,$10.31
THYROID 30 MG TAB,$9.12
THYROID 60 MG TAB,$9.23
TIAGABINE 2 MG TAB,$31.63
TICAGRELOR 90 MG TAB,$22.91
TIGECYCLINE 1MG INJ,$327.13
TIGECYCLINE 1MG INJ,$290.98
TIMOLOL 0.25 % EYE DROPS,$337.88
TIMOLOL 0.5 % EYE SOLN,$205.38
TIMOLOL 0.5 % EYE SOLN,$285.43
TIMOLOL 0.5 % EYE SOLN,$319.28
TIMOLOL EX 0.5 % SOLN,$205.38
TIMOLOL EX 0.5 % SOLN,$319.28
TIMOLOL MALEATE 0.25 % EYE DROPS,$28.61
TIMOLOL MALEATE 0.25 % EYE DROPS,$33.23
TIMOLOL MALEATE 0.25 % EYE DROPS,$28.37
TIMOLOL MALEATE 0.5 % EYE DROPS,$39.25
TIMOLOL MALEATE 0.5 % EYE DROPS,$37.22
TIMOLOL MALEATE 0.5 % EYE DROPS,$35.61
TIMOLOL MALEATE 0.5 % EYE DROPS,$367.68
TIMOLOL MALEATE 0.5 % EYE DROPS,$34.70
TIMOLOL MALEATE 0.5 % EYE DROPS,$43.00
TIMOLOL MALEATE 0.5 % EYE DROPS,$35.58
TINIDAZOLE 500 MG TAB,$51.13
TIOTROPIUM BROMIDE 18 MCG INH,$203.10
TIPRANAVIR 250 MG CAP,$41.72
TIROFIBAN INJ PER 0.25MG,"$2,875.37"
TIZANIDINE 1 MG TAB,$12.91
TIZANIDINE 2 MG TAB,$9.37
TIZANIDINE 2 MG TAB,$8.91
TIZANIDINE 4 MG TAB,$10.59
TIZANIDINE 4 MG TAB,$9.54
TIZANIDINE 4 MG TAB,$9.54
TOBRAMYCIN 14 mg/mL EYE DROPS,$174.50
TOBRAMYCIN 15 mg/mL EYE DROPS,$187.00
TOBRAMYCIN 0.3 % EYE DROPS,$54.78
TOBRAMYCIN 0.3 % EYE DROPS,$31.17
TOBRAMYCIN 0.3 % EYE OINTMENT,$291.12
TOBRAMYCIN INJ PER 80MG,$236.01
TOBRAMYCIN INJ PER 80MG,$201.14
TOBRAMYCIN INJ PER 80MG,$59.04
TOBRAMYCIN INH PER 300 MG,$377.27
TOBRAMYCIN INH PER 300 MG,$306.81
TOBRAMYCIN INH PER 300 MG,$301.31
TOBRAMYCIN INH PER 300 MG,$129.88
TOBRAMYCIN INH PER 300 MG,$377.27
TOBRAMYCIN INH PER 300 MG,$377.27
TOBRAMYCIN INH PER 300 MG,$306.81
TOBRAMYCIN INH PER 300 MG,$301.31
TOBRAMYCIN INH PER 300 MG,$377.27
TOBRAMYCIN INJ PER 80MG,$56.44
TOBRAMYCIN INJ PER 80MG,$108.60
TOBRAMYCIN INJ PER 80MG,$52.67
TOBRAMYCIN INJ PER 80MG,$56.44
"TOBRADEX (ALT*) EYE DROPS, SUSP",$202.00
"TOBRADEX (ALT*) EYE DROPS, SUSP",$158.84
"TOBRADEX (ALT*) EYE DROPS, SUSP",$160.21
TOBRADEX (ALT*) EYE OINTMENT,$458.00
TOLNAFTATE 1 % TOPICAL CREAM,$25.92
TOLNAFTATE 1 % TOPICAL POWDER,$26.30
TOLTERODINE 0.5 MG TAB,$29.12
TOLTERODINE 1 MG TAB,$25.12
TOLTERODINE 1 MG TAB,$12.27
TOLTERODINE 2 MG TAB,$24.28
TOLTERODINE 2 MG TAB,$15.60
TOLTERODINE SR 2 MG 24 HR CAP,$35.27
TOLTERODINE SR 2 MG 24 HR CAP,$27.66
TOLTERODINE SR 2 MG 24 HR CAP,$29.42
TOLVAPTAN 15 MG TAB,$789.25
TOLVAPTAN 30 MG TAB,$789.25
TOLVAPTAN 7.5 MG TAB,$793.25
TOPIRAMATE 100 MG TAB,$8.39
TOPIRAMATE 12.5 MG TAB,$12.49
TOPIRAMATE 20 MG/ML ORAL SUSP,$362.00
TOPIRAMATE 200 MG TAB,$50.54
TOPIRAMATE 200 MG TAB,$8.49
TOPIRAMATE 200 MG TAB,$8.49
TOPIRAMATE 25 MG TAB,$8.11
TOPIRAMATE 25 MG TAB,$22.35
TOPIRAMATE 25 MG TAB,$8.49
TOPOTECAN INJ PER 0.1 MG,$496.99
TOPOTECAN INJ PER 0.1 MG,$295.88
TORSEMIDE 2.5 MG TAB,$12.28
TORSEMIDE 20 MG TAB,$9.93
TORSEMIDE 20 MG TAB,$9.16
TORSEMIDE 5 MG TAB,$10.10
TORSEMIDE 5 MG TAB,$8.00
TPN NEO STARTER,$420.00
TPN NEO STARTER,$418.90
TPN ADULT C-LINE,"$1,675.00"
TPN ADULT PIV,"$1,675.00"
TPN NEO,"$1,675.00"
TPN 4.25%/D10W LYTES+CA,"$1,675.00"
TPN NEO,"$1,675.00"
TPN NEO,"$1,675.00"
TRACE ELEMENT INJ,$69.31
TRACE ELEMENTS-PEDS (TPN) INJ,$92.58
TRACE ELEMENT INJ - ADULT,$76.00
TRACE ELEMENT INJ,$71.61
TRAMADOL 12.5 MG TAB,$12.28
TRAMADOL 25 MG TAB,$12.28
TRAMADOL 50 MG TAB,$8.35
TRAMADOL 50 MG TAB,$8.25
TRAMADOL 50 MG TAB,$8.35
TRAMADOL 50 MG TAB,$8.28
TRAMADOL 50 MG TAB,$8.07
TRAMADOL 50 MG TAB,$8.18
TRANEXAMIC ACID 100 MG/ML IV,$141.59
TRANEXAMIC ACID 100 MG/ML IV,$178.38
TRANEXAMIC ACID 100 MG/ML IV,$176.95
TRANEXAMIC ACID 100 MG/ML IV,$130.89
TRANEXAMIC ACID 100 MG/ML IV,$102.75
TRANEXAMIC ACID 100 MG/ML IV,$120.20
TRANEXAMIC ACID 100 MG/ML IV,$102.75
