"The University of Texas MD Anderson Cancer Center
Hospital Charge List",,,,
Pricing as of December 2018.,,,,
"DISCLAIMER: THIS SITE IS FOR INFORMATIONAL PURPOSES ONLY AND IS NOT AN OFFER OR REPRESENTATION OF ACTUAL PRICING FOR SERVICES; MD ANDERSON IS PROVIDING THIS INFORMATION ON AN AS-IS BASIS TO GIVE PATIENTS A GENERAL IDEA OF POTENTIAL CHARGES ASSOCIATED WITH MEDICAL CARE AND DOES NOT WARRANT THE ACCURACY, COMPLETENESS, OR USEFULNESS OF THE INFORMATION PROVIDED.  THIS INFORMATION IS NEITHER INTENDED TO BE NOR SHOULD IT BE CONSIDERED FINANCIAL OR MEDICAL ADVICE.  MD ANDERSON MAKES NO GUARANTEES REGARDING THE CHARGE INFORMATION PROVIDED ON THIS WEBSITE. THE CHARGE INFORMATION IS STRICTLY AN ESTIMATE OF CHARGES AND MD ANDERSON CANNOT GUARANTEE THE ESTIMATES BECAUSE SERVICES RENDERED TO EACH PATIENT AND THEIR COST MAY VARY BECAUSE OF TREATMENT DECISIONS, UNFORESEEN COMPLICATIONS, ADDITIONAL TESTS OR SERVICES ORDERED BY YOUR PHYSICIAN, AND THE INDIVIDUAL NEEDS OF EACH PATIENT. IN ADDITION, ESTIMATES MAY CHANGE BASED ON YOUR CONTRACTED INSURANCE BENEFITS, INSURANCE POLICY EXCLUSIONS, MAXIMUM BENEFITS, PENDING FINANCIAL ASSISTANCE, OR PENDING STATE/FEDERAL PROGRAM OR OTHER AID.",,,,
2107,SPECIALTY SERVICES - TREATMENT ROOM,54001,Incision of penile foreskin,"$3,285"
2108,SPECIALTY SERVICES - TREATMENT ROOM,54050,Chemical destruction of growths of penis,$215
2109,SPECIALTY SERVICES - TREATMENT ROOM,54056,Freezing destruction of penile growths,$739
2110,SPECIALTY SERVICES - TREATMENT ROOM,54065,Destruction of multiple penile growths,"$2,507"
2111,SPECIALTY SERVICES - TREATMENT ROOM,54100,Biopsy of penis,"$1,736"
2112,SPECIALTY SERVICES - TREATMENT ROOM,54235,Injection procedure to induce erection,$675
2113,SPECIALTY SERVICES - TREATMENT ROOM,55000,Aspiration of fluid collection in testicle and sperm reservoir,$387
2114,SPECIALTY SERVICES - TREATMENT ROOM,55700,Biopsy of prostate gland,"$2,551"
2115,SPECIALTY SERVICES - TREATMENT ROOM,55874,Injection of biodegradable material next to prostate,"$8,940"
2116,SPECIALTY SERVICES - TREATMENT ROOM,55876,Insertion of radiation therapy devices in prostate gland for radiation therapy guidance,"$1,180"
2117,SPECIALTY SERVICES - TREATMENT ROOM,56420,Incision and drainage of female genital gland abscess,$476
2118,SPECIALTY SERVICES - TREATMENT ROOM,56501,Destruction of external female genital growths,$752
2119,SPECIALTY SERVICES - TREATMENT ROOM,56515,Destruction of extensive growths of external female genitals,"$3,617"
2120,SPECIALTY SERVICES - TREATMENT ROOM,56605,Biopsy of external female genitals,"$1,193"
2121,SPECIALTY SERVICES - TREATMENT ROOM,56606,Biopsy of external female genitals,$967
2122,SPECIALTY SERVICES - TREATMENT ROOM,56620,Partial removal of external female genitals,"$4,324"
2123,SPECIALTY SERVICES - TREATMENT ROOM,56820,Examination of external female genitals using an endoscope,$369
2124,SPECIALTY SERVICES - TREATMENT ROOM,56821,Examination and biopsy of external female genitals using an endoscope,$538
2125,SPECIALTY SERVICES - TREATMENT ROOM,57100,Biopsy of vaginal mucous membrane,$684
2126,SPECIALTY SERVICES - TREATMENT ROOM,57160,Fitting and insertion of vaginal support device,$296
2127,SPECIALTY SERVICES - TREATMENT ROOM,57180,Insertion of drug agent or packing to control vaginal bleeding,$473
2128,SPECIALTY SERVICES - TREATMENT ROOM,57420,Examination of the vagina using an endoscope,$897
2129,SPECIALTY SERVICES - TREATMENT ROOM,57421,Biopsy of vagina and cervix using an endoscope,"$1,051"
2130,SPECIALTY SERVICES - TREATMENT ROOM,57452,Examination of the vagina and cervix using an endoscope,$396
2131,SPECIALTY SERVICES - TREATMENT ROOM,57454,Biopsy and scraping of the cervix using an endoscope,$914
2132,SPECIALTY SERVICES - TREATMENT ROOM,57455,Biopsy of cervix using an endoscope,$945
2133,SPECIALTY SERVICES - TREATMENT ROOM,57456,Scraping of the cervix using an endoscope,$953
2134,SPECIALTY SERVICES - TREATMENT ROOM,57460,Biopsy of cervix using an endoscope,"$2,981"
2135,SPECIALTY SERVICES - TREATMENT ROOM,57461,Cone biopsy of the cervix and vagina using an endoscope,"$5,844"
2136,SPECIALTY SERVICES - TREATMENT ROOM,57500,Biopsy of cervix or excision of local growths,$938
2137,SPECIALTY SERVICES - TREATMENT ROOM,57505,Scraping of tissue of cervix,$797
2138,SPECIALTY SERVICES - TREATMENT ROOM,57522,Removal or destruction of cervix,"$5,484"
2139,SPECIALTY SERVICES - TREATMENT ROOM,57800,Dilation of tissue at uterine opening (cervix),"$2,484"
2140,SPECIALTY SERVICES - TREATMENT ROOM,58100,Biopsy of uterine lining,$396
2141,SPECIALTY SERVICES - TREATMENT ROOM,58110,Examination of cervix using an endoscope with biopsy of uterine lining,$396
2142,SPECIALTY SERVICES - TREATMENT ROOM,58300,Placement of intra-uterine device (IUD) for pregnancy prevention,$763
2143,SPECIALTY SERVICES - TREATMENT ROOM,58301,Removal of intra-uterine device (IUD) for pregnancy prevention,$325
2144,SPECIALTY SERVICES - TREATMENT ROOM,60100,"Needle biopsy of thyroid, accessed through the skin","$2,681"
2145,SPECIALTY SERVICES - TREATMENT ROOM,61020,"Aspiration of spinal fluid for diagnosis from skull soft spot, burr hole, or catheter in brain","$1,043"
2146,SPECIALTY SERVICES - TREATMENT ROOM,61026,"Aspiration of spinal fluid and injection into skull soft spot, burr hole, or catheter in ventricle of brain","$1,102"
2147,SPECIALTY SERVICES - TREATMENT ROOM,61070,Aspiration or injection of cerebrospinal fluid shunt tubing or reservoir,$662
2148,SPECIALTY SERVICES - TREATMENT ROOM,62270,Spinal tap for diagnosis,"$1,019"
2149,SPECIALTY SERVICES - TREATMENT ROOM,62272,Spinal tap with drainage of spinal fluid,"$1,123"
2150,SPECIALTY SERVICES - TREATMENT ROOM,62273,Injection of blood or blood clot into spinal canal,"$1,493"
2151,SPECIALTY SERVICES - TREATMENT ROOM,62282,Injection of spinal canal to destroy nerve,"$1,068"
2152,SPECIALTY SERVICES - TREATMENT ROOM,62320,Injection of substance into spinal canal of upper or middle back,"$1,691"
2153,SPECIALTY SERVICES - TREATMENT ROOM,62321,Injection of substance into spinal canal of upper or middle back using imaging guidance,"$2,688"
2154,SPECIALTY SERVICES - TREATMENT ROOM,62322,Injection of substance into spinal canal of lower back or sacrum,"$1,691"
2155,SPECIALTY SERVICES - TREATMENT ROOM,62323,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,"$2,688"
2156,SPECIALTY SERVICES - TREATMENT ROOM,62324,Insertion of indwelling catheter and administration of substance into spinal canal of upper or middle back,"$1,886"
2157,SPECIALTY SERVICES - TREATMENT ROOM,62327,Insertion of indwelling catheter and administration of substance into spinal canal of lower back lower back using imaging guidance,"$2,883"
2158,SPECIALTY SERVICES - TREATMENT ROOM,62362,Implantation or replacement of programmable spinal canal drug infusion pump,"$24,094"
2159,SPECIALTY SERVICES - TREATMENT ROOM,62367,Electronic analysis of spinal canal drug infusion pump,$675
2160,SPECIALTY SERVICES - TREATMENT ROOM,62369,Electronic analysis reprogramming and refill of spinal canal drug infusion pump,$743
2161,SPECIALTY SERVICES - TREATMENT ROOM,62370,Electronic analysis reprogramming and refill of spinal canal drug infusion pump by physician,$783
2162,SPECIALTY SERVICES - TREATMENT ROOM,64400,"Injection of anesthetic agent, trigeminal nerve",$760
2163,SPECIALTY SERVICES - TREATMENT ROOM,64405,"Injection of anesthetic agent, greater occipital nerve",$760
2164,SPECIALTY SERVICES - TREATMENT ROOM,64418,"Injection of anesthetic agent, collar bone nerve",$412
2165,SPECIALTY SERVICES - TREATMENT ROOM,64420,"Injection of anesthetic agent, of rib nerve",$760
2166,SPECIALTY SERVICES - TREATMENT ROOM,64421,Injection of anesthetic agent of multiple rib nerves,$811
2167,SPECIALTY SERVICES - TREATMENT ROOM,64425,"Injection of anesthetic agent, groin nerves",$760
2168,SPECIALTY SERVICES - TREATMENT ROOM,64430,"Injection of anesthetic agent, pudendal (external genital) nerve","$1,561"
2169,SPECIALTY SERVICES - TREATMENT ROOM,64445,"Injection of anesthetic agent, sciatic nerve",$760
2170,SPECIALTY SERVICES - TREATMENT ROOM,64447,"Injection of anesthetic agent, thigh nerve",$802
2171,SPECIALTY SERVICES - TREATMENT ROOM,64448,"Injection by continuous infusion of anesthetic agent, thigh nerve",$725
2172,SPECIALTY SERVICES - TREATMENT ROOM,64450,"Injection of anesthetic agent, other peripheral nerve or branch",$839
2173,SPECIALTY SERVICES - TREATMENT ROOM,64455,Injections of anesthetic and/or steroid drug into nerve of foot,$692
2174,SPECIALTY SERVICES - TREATMENT ROOM,64479,Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance,$760
2175,SPECIALTY SERVICES - TREATMENT ROOM,64480,Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance,$760
2176,SPECIALTY SERVICES - TREATMENT ROOM,64483,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,$839
2177,SPECIALTY SERVICES - TREATMENT ROOM,64484,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,$760
2178,SPECIALTY SERVICES - TREATMENT ROOM,64486,Injections of local anesthetic for pain control and abdominal wall analgesia on one side,$760
2179,SPECIALTY SERVICES - TREATMENT ROOM,64488,Injections of local anesthetic for pain control and abdominal wall analgesia on both sides,"$1,028"
2180,SPECIALTY SERVICES - TREATMENT ROOM,64490,Injections of upper or middle spine facet joint using imaging guidance,$760
2181,SPECIALTY SERVICES - TREATMENT ROOM,64491,Injections of upper or middle spine facet joint using imaging guidance,$760
2182,SPECIALTY SERVICES - TREATMENT ROOM,64492,Injections of upper or middle spine facet joint using imaging guidance,$760
2183,SPECIALTY SERVICES - TREATMENT ROOM,64493,Injections of lower or sacral spine facet joint using imaging guidance,$760
2184,SPECIALTY SERVICES - TREATMENT ROOM,64494,Injections of lower or sacral spine facet joint using imaging guidance,$760
2185,SPECIALTY SERVICES - TREATMENT ROOM,64495,Injections of lower or sacral spine facet joint using imaging guidance,$760
2186,SPECIALTY SERVICES - TREATMENT ROOM,64505,"Injection of anesthetic agent, trigeminal nerve bundle",$497
2187,SPECIALTY SERVICES - TREATMENT ROOM,64510,"Injection of anesthetic agent, sympathetic nerve bundle",$760
2188,SPECIALTY SERVICES - TREATMENT ROOM,64517,"Injection of anesthetic agent, sacral nerve bundle",$725
2189,SPECIALTY SERVICES - TREATMENT ROOM,64520,"Injection of anesthetic agent, middle or lower spine sympathetic nerves",$725
2190,SPECIALTY SERVICES - TREATMENT ROOM,64530,"Injection of anesthetic agent, abdominal sympathetic nerve bundle",$760
2191,SPECIALTY SERVICES - TREATMENT ROOM,64600,Destruction of trigeminal (facial) nerve branch,"$2,680"
2192,SPECIALTY SERVICES - TREATMENT ROOM,64610,Destruction of trigeminal (facial) nerve branch under X-ray monitoring,"$2,680"
2193,SPECIALTY SERVICES - TREATMENT ROOM,64611,Injection of chemical for destruction of salivary glands on both sides of the mouth,$522
2194,SPECIALTY SERVICES - TREATMENT ROOM,64612,Injection of chemical for destruction of nerve muscles on one side of face,$575
2195,SPECIALTY SERVICES - TREATMENT ROOM,64615,Injection of chemical for destruction of facial and neck nerve muscles on both sides of face,$860
2196,SPECIALTY SERVICES - TREATMENT ROOM,64616,Injection of chemical for destruction of nerve muscles on one side of neck excluding voice box accessed through the skin,$889
2197,SPECIALTY SERVICES - TREATMENT ROOM,64617,Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,$936
2198,SPECIALTY SERVICES - TREATMENT ROOM,64620,Injection of agent to destroy rib nerve,"$2,190"
2199,SPECIALTY SERVICES - TREATMENT ROOM,64633,Destruction of upper or middle spinal facet joint nerves using imaging guidance,"$3,520"
2200,SPECIALTY SERVICES - TREATMENT ROOM,64634,Destruction of upper or middle spinal facet joint nerves with imaging guidance,"$2,171"
2201,SPECIALTY SERVICES - TREATMENT ROOM,64635,Destruction of lower or sacral spinal facet joint nerves using imaging guidance,"$4,043"
2202,SPECIALTY SERVICES - TREATMENT ROOM,64636,Destruction of lower or sacral spinal facet joint nerves with imaging guidance,"$2,171"
2203,SPECIALTY SERVICES - TREATMENT ROOM,64640,Destruction of peripheral nerve or branch,"$1,260"
2204,SPECIALTY SERVICES - TREATMENT ROOM,64642,"Injection of chemical for destruction of nerve muscles on arm or leg, 1-4 muscles",$889
2205,SPECIALTY SERVICES - TREATMENT ROOM,64643,"Injection of chemical for destruction of nerve muscles on arm or leg, 1-4 muscles",$889
2206,SPECIALTY SERVICES - TREATMENT ROOM,64644,"Injection of chemical for destruction of nerve muscles on arm or leg, 5 or more muscles",$889
2207,SPECIALTY SERVICES - TREATMENT ROOM,64645,"Injection of chemical for destruction of nerve muscles on arm or leg, 5 or more muscles",$889
2208,SPECIALTY SERVICES - TREATMENT ROOM,64646,"Injection of chemical for destruction of nerve muscles on trunk, 5 or more muscles",$889
2209,SPECIALTY SERVICES - TREATMENT ROOM,64650,Injection of chemical for destruction of underarm sweat glands,$514
2210,SPECIALTY SERVICES - TREATMENT ROOM,64653,Injection of chemical for destruction of sweat glands,$544
2211,SPECIALTY SERVICES - TREATMENT ROOM,64680,Injection of agent to destroy abdominal sympathetic nerve bundle,"$2,190"
2212,SPECIALTY SERVICES - TREATMENT ROOM,64681,Injection of agent to destroy sacral nerve bundle,"$2,680"
2213,SPECIALTY SERVICES - TREATMENT ROOM,69100,Biopsy of ear,$967
2214,SPECIALTY SERVICES - TREATMENT ROOM,69105,Biopsy of ear canal,"$3,693"
2215,SPECIALTY SERVICES - TREATMENT ROOM,69210,"Removal of impact ear wax, one ear",$414
2216,SPECIALTY SERVICES - TREATMENT ROOM,69399,External ear procedure,$543
2217,SPECIALTY SERVICES - TREATMENT ROOM,69420,"Incision, aspiration, and/or inflation of eardrum","$1,139"
2218,SPECIALTY SERVICES - TREATMENT ROOM,69433,Incision of eardrum with insertion of eardrum tube under local or topical anesthesia,"$1,538"
2219,SPECIALTY SERVICES - TREATMENT ROOM,78199,Nuclear medicine study of cardiovascular systems,"$2,232"
2220,SPECIALTY SERVICES - TREATMENT ROOM,91122,Study of anorectal pressure generated by muscles surrounding anus (sphincter),"$1,880"
2221,SPECIALTY SERVICES - TREATMENT ROOM,92025,Computerized mapping of corneal curvature,$254
2222,SPECIALTY SERVICES - TREATMENT ROOM,92511,Examination of the nose and throat using an endoscope,$483
2223,SPECIALTY SERVICES - TREATMENT ROOM,93702,Lymphedema assessment for extracellular fluid analysis,$501
2224,SPECIALTY SERVICES - TREATMENT ROOM,94640,Respiratory inhaled pressure or nonpressure treatment to relieve airway obstruction or for sputum specimen,$180
2225,SPECIALTY SERVICES - TREATMENT ROOM,97597,Removal of tissue from wounds per session,$194
2226,SPECIALTY SERVICES - TREATMENT ROOM,97598,Removal of tissue from wounds per session,$227
2227,SPECIALTY SERVICES - TREATMENT ROOM,97602,Removal of tissue from wounds per session,$116
2228,SPECIALTY SERVICES - TREATMENT ROOM,97605,"Negative pressure wound therapy, surface area less than or equal to 50 square centimeters, per session",$171
2229,SPECIALTY SERVICES - TREATMENT ROOM,97606,"Negative pressure wound therapy, surface area greater than 50 square centimeters, per session",$318
2230,SPECIALTY SERVICES - TREATMENT ROOM,97610,"Low frequency, non-contact, non-thermal ultrasound wound assessment, and instructions for ongoing care, per day",$478
2231,SPECIALTY SERVICES - TREATMENT ROOM,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes","$1,357"
2232,SPECIALTY SERVICES - TREATMENT ROOM,99292,Critical care delivery critically ill or injured patient,$513
2233,SPECIALTY SERVICES - TREATMENT ROOM,D7140,Extraction erupted tooth/exr,$205
2234,SPECIALTY SERVICES - TREATMENT ROOM,G0260,Inj for sacroiliac jt anesth,"$1,511"
2235,SPECIALTY SERVICES - OBSERVATION HOURS,BLANK,HC OBSERVATION CARVE-OUT > 1 HOUR,$50
2236,SPECIALTY SERVICES - OBSERVATION HOURS,BLANK,HC OBSERVATION CARVE-OUT 1 HOUR,$50
2237,SPECIALTY SERVICES - OBSERVATION HOURS,G0378,HC OBSERVATION (1HR-ADDITIONAL HRS),$187-14384
2238,SPECIALTY SERVICES - OTHER SPECIALTY SERVICES,20983,"Destruction of 1 or more bone growths, accessed through the skin","$11,848"
2239,SPECIALTY SERVICES - OTHER SPECIALTY SERVICES,37218,Insertion of stents in blood vessels of chest open or accessed through the skin with radiological supervision and interpretation,"$6,936"
2240,SPECIALTY SERVICES - OTHER SPECIALTY SERVICES,47383,"Destruction of 1 or more liver growths, accessed through the skin","$11,848"
2241,PREVENTATIVE CARE SERVICES - GENERAL CLASSIFICATION,G0101,Ca screen;pelvic/breast exam,$213
2242,PREVENTATIVE CARE SERVICES - GENERAL CLASSIFICATION,G0102,Prostate ca screening; dre,$56
2243,PREVENTATIVE CARE SERVICES - GENERAL CLASSIFICATION,G0296,Visit to determ ldct elig,$109
2244,PREVENTATIVE CARE SERVICES - VACCINE ADMINISTRATION,90471,Administration of 1 vaccine,$59
2245,PREVENTATIVE CARE SERVICES - VACCINE ADMINISTRATION,90472,Administration of vaccine,$59
2246,PREVENTATIVE CARE SERVICES - VACCINE ADMINISTRATION,90473,Administration of 1 nasal or oral vaccine,$54
2247,PREVENTATIVE CARE SERVICES - VACCINE ADMINISTRATION,G0008,Admin influenza virus vac,$54
2248,PREVENTATIVE CARE SERVICES - VACCINE ADMINISTRATION,G0009,Admin pneumococcal vaccine,$54
2249,PREVENTATIVE CARE SERVICES - VACCINE ADMINISTRATION,G0010,Admin hepatitis b vaccine,$54
2250,INPATIENT RENAL DIALYSIS - GENERAL CLASSIFICATION,90945,Dialysis procedure including one evaluation,"$1,428"
2251,INPATIENT RENAL DIALYSIS - GENERAL CLASSIFICATION,90947,Dialysis procedure requiring repeat evaluation,"$1,416"
2252,INPATIENT RENAL DIALYSIS - INPATIENT HEMODIALYSIS,90937,Hemodialysis procedure with repeated evaluations,"$1,416"
2253,INPATIENT RENAL DIALYSIS - OTHER INPATIENT DIALYSIS,90997,Removal of toxins from blood,"$3,500"
2254,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,36415,Insertion of needle into vein for collection of blood sample,"$1,068"
2255,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,38204,Management of stem cell donor search,"$3,197"
2256,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,38205,Collection of donor stem cells for transplantation,"$58,656"
2257,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,38210,Preparation of stem cells for transplantation with removal of T cells,"$29,962"
2258,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,38230,Harvest of donor bone marrow for transplantation,"$62,956"
2259,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,38999,Lymph node procedure,"$5,589"
2260,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,81372,HLA class I typing low resolution,"$1,264"
2261,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,81376,HLA class II typing low resolution one locus,$752
2262,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,81380,HLA class I typing high resolution one locus,"$1,212"
2263,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,81382,HLA class II typing high resolution one locus,"$1,142"
2264,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,81403,Molecular pathology procedure level 4,$463
2265,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,86890,Processing and storage of blood unit or component,"$1,293"
2266,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,87905,Infectious agent enzymatic activity to detect organism,$895
2267,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,99212,"Established patient office or other outpatient visit, typically 10 minutes","$1,330"
2268,ALLOGENEIC STEM CELL ACQUISITION/DONOR SERVICES,99215,"Established patient office or other outpatient, visit typically 40 minutes","$4,003"
