Description,Price,
sodium chloride 0.9 % 0.9 % parenteral solution 100 mL Bag,22.36,
sodium chloride 0.9 % 0.9 % parenteral solution 150 mL Bag,53.95,
sodium chloride 0.9 % 0.9 % parenteral solution 25 mL Flex Cont,23.33,
sodium chloride 0.9 % 0.9 % parenteral solution 250 mL Bag,53.46,
sodium chloride 0.9 % 0.9 % parenteral solution 250 mL Flex Cont,53.46,
sodium chloride 0.9 % 0.9 % parenteral solution 50 mL Bag,14.09,
sodium chloride 0.9 % 0.9 % parenteral solution 50 mL Flex Cont,23.81,
sodium chloride 0.9 % 0.9 % parenteral solution 500 mL Bag,53.46,
sodium chloride 0.9 % 0.9 % parenteral solution 500 mL Flex Cont,43.74,
sodium chloride 0.9 % 0.9 % solution 10 mL Syringe,1.78,
sodium chloride 0.9 % 0.9 % solution 10 mL Vial,4.20,
sodium chloride 0.9 % 0.9 % solution 20 mL Vial,1.84,
sodium chloride 0.9 % 0.9 % solution 5 mL Syringe,0.70,
"sodium chloride 0.9 % solution 1,000 mL Bottle",58.32,
sodium chloride 0.9 % solution 10 mL Vial,1.77,
sodium chloride 0.9 % solution 250 mL Flex Cont,213.84,
"sodium chloride 0.9 % solution 3,000 mL Bag",29.16,
sodium chloride 0.9 % solution 500 mL Bottle,68.04,
sodium chloride 0.9 % solution for nebulization 3 mL Vial,3.47,
sodium chloride 1 gram tablet 100 each Bottle,0.78,
sodium chloride 2.5 mEq/mL parenteral solution 20 mL Vial,12.05,
sodium chloride 3 % parenteral solution 500 mL Bag,53.46,
sodium chloride 3 % solution for nebulization 15 mL Vial,1.94,
sodium chloride 3 % solution for nebulization 4 mL Vial,3.89,
sodium chloride 4 mEq/mL parenteral solution 100 mL Vial,32.08,
sodium chloride 4 mEq/mL parenteral solution 30 mL Vial,43.74,
sodium chloride 5 % ointment 3.5 g Tube,117.71,
sodium chloride 7 % solution for nebulization 4 mL Vial,3.89,
sodium chloride piggyback 100 mL Bag,11.66,
sodium chloride piggyback 250 mL Bag,6.32,
sodium chloride piggyback 50 mL Bag,23.33,
sodium citrate-citric acid 500-334 mg/5 mL solution 15 mL Cup,26.68,
sodium citrate-citric acid 500-334 mg/5 mL solution 30 mL BLIST PACK,10.50,
sodium hyaluronate 10 mg/mL syringe 2 mL Syringe,1846.80,
sodium hypochlorite 0.125 % solution 473 mL Bottle,124.13,
sodium hypochlorite 0.25 % solution 473 mL Bottle,124.13,
sodium hypochlorite 0.5 % solution 473 mL Bottle,124.13,
sodium iodide 100 mcg/mL solution 10 mL Vial,97.10,
sodium nitrite 30 mg/mL solution 10 mL Vial,1040.04,
SODIUM PERBORATE 100GM,465.04,
sodium phosphates 19-7 gram/118 mL enema 133 mL SQUEEZ BTL,9.05,
sodium phosphates 3 mmol/mL solution 15 mL Vial,294.37,
sodium phosphates 3 mmol/mL solution 5 mL Vial,143.95,
sodium phosphates 3 mmol/mL solution 50 mL Vial,72.90,
sodium phosphates 9.5-3.5 gram/59 mL enema 66 mL SQUEEZ BTL,10.90,
sodium polystyrene 15 gram/60 mL suspension 60 mL Bottle,109.64,
sodium polystyrene sulfonate 30 gram/120 mL enema 120 mL SQUEEZ BTL,429.24,
sodium polystyrene sulfonate powder 454 g Bottle,3.74,
sodium polystyrene sulfonate powder 454 g Jar,666.34,
sodium polystyrene sulfon-sorb 15-20 gram/60 mL suspension 473 mL Bottle,827.56,
sodium polystyrene sulfon-sorb 15-20 gram/60 mL suspension 60 mL Bottle,109.64,
sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) solution 50 mL Vial,1040.04,
"sodium-potassium bicarbonate 344-1,050-1,000 mg tablet, effervescent 36 each Bottle",1.49,
SOL 1.5% DIANEAL LOW CAL,323.60,
SOL 2.5% DIANEAL LOW CAL,330.71,
SOL PDII 1.5% LOW CAL 2L 2L,232.61,
SOL PDII 2.5% LOW CAL  2L 2L,259.56,
SOL PDII 2.5%D 2L/2L ULTBAG,259.56,
SOL PDII 4.25% LOW CAL 2L 2L,261.86,
SOL PDII 4.25%D 2L/2L ULTBAG,261.86,
SOLUTION ADHESION REDUCTION ADEPT,1741.81,
SOLUTION ANTI-STICK 4ML ELECTROLUBE,210.90,
SOLUTION BUFFER PH 1.07 500ML,191.25,
SOLUTION BUFFER PH 7.01 500ML,191.25,
SOLUTION PACK ABL90 FLEX,1952.74,
SOLUTION PRISMASATE DIALYSATE,198.90,
SOLUTION PRISMASOL 0/2.5,252.14,
sorbitol 70 % solution 30 mL BLIST PACK,21.87,
"sorbitol-mannitol 2.7-0.54 g/100 mL solution 3,000 mL Bottle",145.80,
sotalol 120 mg tablet 100 each Bottle,22.16,
sotalol 80 mg tablet 1 each BLIST PACK,22.55,
sotalol 80 mg tablet 100 each Bottle,24.91,
SOUND URET DIL FEMALE 10FR CVD,165.24,
SOUND URET DIL FEMALE 12FR CVD,165.24,
SOUND URET DIL FEMALE 14F CVD,165.24,
SOUND URET DIL FEMALE 16F CVD,165.24,
SOUND URET DIL FEMALE 18F CVD,165.24,
SOUND URET DIL FEMALE 22F CVD,165.24,
SOUND URET DIL FEMALE 24F CVD,165.24,
SOUND URET DIL FEMALE 26F CVD,165.24,
SOUND URET DIL FEMALE 28F CVD,165.24,
SOUND URET DIL FEMALE 29F CVD,165.24,
SOUND URET DIL FEMALE 30F CVD,165.24,
SOUND URET DIL FEMALE 32F CVD,165.24,
SOUND URET DIL FEMALE 34F CVD,165.24,
SOUND URET DIL FEMALE 36F CVD,165.24,
SOUND URET DIL FEMALE 8FR CVD,1346.40,
SOUND URET DIL MALE 16F CURVED,1413.72,
SOUND URET DIL MALE 18F CURVED,1413.72,
Soy fat emul (SMOF) 20 % emulsion 500 mL Bag,291.60,
SPACER 0 DEG 22 X 60 X 14,9610.00,
SPACER 0DEGX18X45X10 ARIA,9610.00,
SPACER 0DEGX18X45X12 ARIA,9610.00,
SPACER 0DEGX18X45X14 ARIA,9610.00,
SPACER 0DEGX18X45X8 ARIA,9610.00,
SPACER 0DEGX18X50X10 ARIA,9610.00,
SPACER 0DEGX18X50X12 ARIA,9610.00,
SPACER 0DEGX18X50X14 ARIA,9610.00,
SPACER 0DEGX18X50X16 ARIA,9610.00,
SPACER 0DEGX18X50X8 ARIA,9610.00,
SPACER 0DEGX18X55X10 ARIA,9610.00,
SPACER 0DEGX18X55X12 ARIA,9610.00,
SPACER 0DEGX18X55X14 ARIA,9610.00,
SPACER 0DEGX18X55X16 ARIA,9610.00,
SPACER 0DEGX18X55X8 ARIA,9610.00,
SPACER 0DEGX22X25X8 ARIA,9610.00,
SPACER 0DEGX22X45X10 ARIA,9610.00,
SPACER 0DEGX22X45X12 ARIA,9610.00,
SPACER 0DEGX22X45X14 ARIA,9610.00,
SPACER 0DEGX22X50X10 ARIA,9610.00,
SPACER 0DEGX22X50X12 ARIA,9610.00,
SPACER 0DEGX22X50X14 ARIA,9610.00,
SPACER 0DEGX22X50X8 ARIA,9610.00,
SPACER 0DEGX22X55X10 ARIA,9610.00,
SPACER 0DEGX22X55X12 ARIA,9610.00,
SPACER 0DEGX22X55X14 ARIA,9610.00,
SPACER 0DEGX22X55X8 ARIA,9610.00,
SPACER 10 X 11 X 25,7750.00,
SPACER 10 X 20 MM 0 DEG,7750.00,
SPACER 10 X 28 X 11MM 0 DEG,13020.00,
SPACER 10 X 28 X 13MM,7750.00,
SPACER 10 X 32 X 12,9920.00,
SPACER 10 X 55 X 22MM 0 DEG,10850.00,
SPACER 10MM 10X32MM OPAL,9920.00,
SPACER 10MM FLAT SMALL STACKABLE DEVICE VERTESTACK,13640.00,
SPACER 10X14X11MM VERTESTACK CORNERSTONE PSR,4972.50,
SPACER 10X28MM OPAL,7750.00,
SPACER 11 X 11 X 25MM 4 DEG,7750.00,
SPACER 11 X 25 0 DEG -11,7750.00,
SPACER 11 X 25 X 11MM 4 DEG,7750.00,
SPACER 11MM,9920.00,
SPACER 11X14X11MM VERTESTACK CORNERSTONE PSR,4972.50,
SPACER 12 DEG 14MM 37X27MM VERTESTACK SOVEREIGN,15500.00,
SPACER 12 DEG 32 X 23 X 14MM  SOVEREIGN,15500.00,
SPACER 12-DEG 14 X 30MM PERIMETER PEEK,9610.00,
SPACER 12-DEGREE 12MM LARGE PERIMETER VBS,9610.00,
SPACER 12X30MM 12 DEG LUMBAR L-PS TITANIUM PEEK-OP,16740.00,
SPACER 13MM 10X28MM OPAL,9920.00,
SPACER 13MM 10X32MM OPAL,9920.00,
SPACER 13X30X11 CONVEX WIDE,7750.00,
SPACER 14X30MM 12 DEG LUMBAR L-PS TITANIUM PEEK-OP,16740.00,
SPACER 17 X 27MM 18 DEG,7750.00,
SPACER 18 X 40MM 10-17MM,17980.00,
SPACER 18 X 40MM 10-17MM 10DEG,17980.00,
SPACER 18 X 40MM 7MM 3-15DEG,17980.00,
SPACER 18 X 40MM 8-15MM 6DEG,17980.00,
SPACER 18 X 40MM7-14MM,17980.00,
SPACER 18 X 45MM 10-17MM,17980.00,
SPACER 18 X 45MM 10-17MM 10DEG,17980.00,
SPACER 18 X 45MM 7-14MM,17980.00,
SPACER 18 X 45MM 7MM 3-15DEG,17980.00,
SPACER 18 X 45MM 8-15MM 6DEG,17980.00,
SPACER 18 X 50MM 10-17MM,17980.00,
SPACER 18 X 50MM 10-17MM 10DEG,17980.00,
SPACER 18 X 50MM 7-14MM,17980.00,
SPACER 18 X 50MM 7MM 3-15DEG,17980.00,
SPACER 18 X 50MM 8-15MM 6DEG,17980.00,
SPACER 18 X 55MM 10-17MM,17980.00,
SPACER 18 X 55MM 10-17MM 10DEG,17980.00,
SPACER 18 X 55MM 7-14MM,17980.00,
SPACER 18 X 55MM 7MM 3-15DEG,17980.00,
SPACER 18 X 55MM 8-15MM 6DEG,17980.00,
SPACER 18 X 60MM 10-17MM,17980.00,
SPACER 18 X 60MM 10-17MM 10DEG,17980.00,
SPACER 18 X 60MM 7-14MM,17980.00,
SPACER 18 X 60MM 7MM 3-15DEG,17980.00,
SPACER 18 X 60MM 8-15MM 6DEG,17980.00,
SPACER 21X12X45MM LORDOTIC COUGAR LX,9610.00,
SPACER 22 X 40MM 10-17MM,17980.00,
SPACER 22 X 40MM 10-17MM 10DEG,17980.00,
SPACER 22 X 40MM 7-14MM,17980.00,
SPACER 22 X 40MM 7MM 3-15DEG,17980.00,
SPACER 22 X 40MM 8-15MM 6DEG,17980.00,
SPACER 22 X 45MM 10-17MM,17980.00,
SPACER 22 X 45MM 10-17MM 10DEG,17980.00,
SPACER 22 X 45MM 7-14MM,17980.00,
SPACER 22 X 45MM 7MM 3-15DEG,17980.00,
SPACER 22 X 45MM 8-15MM 6DEG,17980.00,
SPACER 22 X 50MM 10-17MM,17980.00,
SPACER 22 X 50MM 10-17MM 10DEG,17980.00,
SPACER 22 X 50MM 7-14MM,17980.00,
SPACER 22 X 50MM 7MM 3-15DEG,17980.00,
SPACER 22 X 50MM 8-15MM 6DEG,17980.00,
SPACER 22 X 55MM 10-17MM,17980.00,
SPACER 22 X 55MM 10-17MM 10DEG,17980.00,
SPACER 22 X 55MM 7-14MM,17980.00,
SPACER 22 X 55MM 7MM 3-15DEG,17980.00,
SPACER 22 X 55MM 8-15MM 6DEG,17980.00,
SPACER 22 X 60MM 10-17MM,17980.00,
SPACER 22 X 60MM 10-17MM 10DEG,17980.00,
SPACER 22 X 60MM 7-14MM,17980.00,
SPACER 22 X 60MM 7MM 3-15DEG,17980.00,
SPACER 22 X 60MM 8-15MM 6DEG,17980.00,
SPACER 32X23X18MM 8 DEG SOVEREIGN,15500.00,
SPACER 37 X 27 X 16MM 12 DEG,15500.00,
SPACER 37X27X16MM 8 DEG VERTESTACK SOVEREIGN,15500.00,
SPACER 42X30X16MM 12 DEG VERTESTACK SOVEREIGN,15500.00,
SPACER 50 X 22 X 8MM 0 DEG,10850.00,
SPACER 5X11X14MM 7-DEGREES PUROS-S,5850.00,
SPACER 5X14X16MM 4-DEGREES INTER-BODY FUSION AVS A,4972.50,
SPACER 6-DEGREES 27X11MM LORDOTIC INTERBODY ZYSTON,7750.00,
SPACER 6-DEGREES 32X10MM LORDOTIC INTERBODY ZYSTON,7750.00,
SPACER 6X14X11MM VERTESTACK CORNERSTONE PSR,4972.50,
SPACER 8 DEG 14MM 32X23MM VERTESTACK SOVEREIGN,15500.00,
SPACER 8 DEG 32 X 23 X 12MM  SOVEREIGN,15500.00,
SPACER 8-DEGREE 10MM X-LARGE PERIMETER VBS,9610.00,
SPACER 8-DEGREE 12MM X-LARGE PERIMETER VBS,9610.00,
SPACER 8-DEGREE 20MM X-LARGE PERIMETER VBS,9610.00,
SPACER 8-DEGREES 60X22X12MM PEEK LATERAL MODULAR P,10850.00,
SPACER 8DEGX18X40X8 ARIA,9610.00,
SPACER 8DEGX18X45X10 ARIA,9610.00,
SPACER 8DEGX18X45X12 ARIA,9610.00,
SPACER 8DEGX18X45X14 ARIA,9610.00,
SPACER 8DEGX18X45X16 ARIA,9610.00,
SPACER 8DEGX18X45X8 ARIA,9610.00,
SPACER 8DEGX18X50X10 ARIA,9610.00,
SPACER 8DEGX18X50X12 ARIA,9610.00,
SPACER 8DEGX18X50X14 ARIA,9610.00,
SPACER 8DEGX18X50X16 ARIA,9610.00,
SPACER 8DEGX18X50X8 ARIA,9610.00,
SPACER 8DEGX18X55X10 ARIA,9610.00,
SPACER 8DEGX18X55X12 ARIA,9610.00,
SPACER 8DEGX18X55X14 ARIA,9610.00,
SPACER 8DEGX18X55X16 ARIA,9610.00,
SPACER 8DEGX18X55X8 ARIA,9610.00,
SPACER 8DEGX22X45X10 ARIA,9610.00,
SPACER 8DEGX22X45X12 ARIA,9610.00,
SPACER 8DEGX22X45X14 ARIA,9610.00,
SPACER 8DEGX22X45X8 ARIA,9610.00,
SPACER 8DEGX22X50X10 ARIA,9610.00,
SPACER 8DEGX22X50X12 ARIA,9610.00,
SPACER 8DEGX22X50X14 ARIA,9610.00,
SPACER 8DEGX22X50X8 ARIA,9610.00,
SPACER 8DEGX22X55X12 ARIA,9610.00,
SPACER 8DEGX22X55X14 ARIA,9610.00,
SPACER 8DEGX22X55X8 ARIA,9610.00,
SPACER 8MM FLAT SMALL STACKABLE DEVICE VERTESTACK,13640.00,
SPACER 9 X 23MM X 0 DEG-11MM,13020.00,
SPACER 9MM,9920.00,
SPACER 9X15MM 10MM-HEIGHT REVOLVE OPAL,9920.00,
SPACER 9X20X4-DEGREES 11 AVS PL PEEK,7750.00,
SPACER ACCOLADE DISTAL SIZE C,141.86,
SPACER ALEUTIAN CERVICAL 7MM,4836.00,
SPACER ALEUTIAN CERVICAL 8MM,4836.00,
SPACER ALEUTIAN CERVICAL 9MM,4805.00,
SPACER ALLOGAFT LORDOTIC 11MM,5557.50,
SPACER ALLOGRAFT LORDOTIC 10MM,5557.50,
SPACER ALLOGRAFT LORDOTIC 6MM,5557.50,
SPACER ALLOGRAFT LORDOTIC 7MM,5557.50,
SPACER ALLOGRAFT LORDOTIC 8MM,5557.50,
SPACER ALLOGRAFT LORDOTIC 9MM,5557.50,
SPACER ANATOMIC 14X11X12MM,4972.50,
SPACER ANATOMIC 16X14X7,4972.50,
SPACER AS 6X14X16MM 4-DEGREES INTER-BODY FUSION,4972.50,
SPACER AS 7X14X16MM 4-DEGREES INTER-BODY FUSION,4972.50,
SPACER AS 8X14X16MM 4-DEGREES INTER-BODY FUSION,4972.50,
SPACER AS 9X14X16MM 4-DEGREES INTER-BODY FUSION,4972.50,
SPACER AVS UNILIF 9 X 25 X 0-8,7750.00,
SPACER BONE VERT 8X14X11MM,5469.75,
SPACER CAPSTONE 10X22MM PEEK,7750.00,
SPACER CAPSTONE VBS 22X14,7750.00,
SPACER CAPSTONE VBS 22X8,7750.00,
SPACER CAPSTONE VBS 26X12,7750.00,
SPACER CAPSTONE VBS 26X14,7750.00,
SPACER CAPSTONEVBS 22X10,7750.00,
SPACER CAPSTONEVBS 22X12,7750.00,
SPACER CEM HIP MOLD 9 X 51M,7281.90,
SPACER CEM MOLD 13X57 STAGE 1,7281.90,
SPACER CEM MOLD 9 X 125/43MHD,5425.00,
SPACER CERCICAL 9MM POROS,5850.00,
SPACER CERV 10MM LORDOTIC ASEP,6646.77,
SPACER CERV 11MM GRAFTECH ASEP,6185.50,
SPACER CERV 12M GRAFTECH,6185.50,
SPACER CERV 12MM12027,6185.50,
SPACER CERV FORTITUDE DUO 5MM,5557.50,
SPACER CERV FORTITUDE DUO 6MM,5557.50,
SPACER CERV FORTITUDE DUO 7MM,5557.50,
SPACER CERV FORTITUDE DUO 8MM,5557.50,
SPACER CERV FORTITUDE DUO 9MM,5557.50,
SPACER CERVICAL 10MM,6646.77,
SPACER CERVICAL 10MM LNG PRETR,6185.50,
SPACER CERVICAL 10X14MM,6185.50,
SPACER CERVICAL 11X14MM ASEP,2638.35,
SPACER CERVICAL 11X14MM GRAFTE,6185.50,
SPACER CERVICAL 11X6MM,6185.50,
SPACER CERVICAL 12MM LG GRAFTE,6185.50,
SPACER CERVICAL 12X14MM GRAFTE,6185.50,
SPACER CERVICAL 13MM L PRETR,6185.50,
SPACER CERVICAL 5MM L PRETR,6185.50,
SPACER CERVICAL 5X14MM,6185.50,
SPACER CERVICAL 5X14MM GRAFTEC,6185.50,
SPACER CERVICAL 6MM LNG ASEPTI,6185.50,
SPACER CERVICAL 6MM LNG PRETRT,6185.50,
SPACER CERVICAL 6MM PRETREATED,6646.77,
SPACER CERVICAL 6X14MM,6185.50,
SPACER CERVICAL 6X14MM GRAFTEC,6185.50,
SPACER CERVICAL 6X6MM,6185.50,
SPACER CERVICAL 7MM ASEPTIC,6646.77,
SPACER CERVICAL 7MM LNG ASEPTI,6185.50,
SPACER CERVICAL 7MM LNG PRETRT,6185.50,
SPACER CERVICAL 7MM PRETREATED,6646.77,
SPACER CERVICAL 7X14MM,6185.50,
SPACER CERVICAL 8MM ASEPTIC,6646.77,
SPACER CERVICAL 8MM LNG ASEPTI,6185.50,
SPACER CERVICAL 8MM LNG PRETRT,6185.50,
SPACER CERVICAL 8MM POROS,6142.50,
SPACER CERVICAL 8MM PRETREATED,6646.77,
SPACER CERVICAL 8X14MM,6185.50,
SPACER CERVICAL 8X6MM,6185.50,
SPACER CERVICAL 9MM ASEPTIC,6185.50,
SPACER CERVICAL 9MM LNG ASEPTI,6646.77,
SPACER CERVICAL 9MM LONG PRETR,6185.50,
SPACER CERVICAL 9MM PRETREATED,6646.77,
SPACER CERVICAL 9X14MM,6185.50,
SPACER CERVICAL 9X14MM GRAFTEC,6185.50,
SPACER CERVICAL 9X6MM,6185.50,
SPACER CONVEX 12 X 20 X 10 STRAIGHT,7750.00,
SPACER CORNERSTONE 111X11X8MM,4972.50,
SPACER CORNERSTONE 11X11X12MM,4972.50,
SPACER CORNERSTONE 11X11X9MM,4972.50,
SPACER CORNERSTONE 14X11X10MM,4972.50,
SPACER CORNERSTONE 14X11X12,4972.50,
SPACER CORNERSTONE 14X11X13,4972.50,
SPACER CORNERSTONE 14X11X5MM,4972.50,
SPACER CORNERSTONE 14X11X7MM,4972.50,
SPACER CORNERSTONE 14X11X8MM,4972.50,
SPACER CORNERSTONE 8X22MM PEEK,7750.00,
SPACER CORNERSTONE 8X26MM PEEK,7750.00,
SPACER CORNERSTONE PSR 14X11X4MM,4972.50,
SPACER CORNERSTONE PSR 14X11X6MM,4972.50,
SPACER CORP 3.5/3.5 DG 20-22MM,27913.21,
SPACER CORTICAL GRAFTEC 17MMLL,6502.28,
SPACER CORTICAL GRAFTEC 6MM,6502.28,
SPACER CORTICAL GRAFTEC 7MMLL,6502.28,
SPACER CORTICAL GRAFTEC 8MMLL,6502.28,
SPACER CORTICAL GRAFTEC 9MMLL,6502.28,
SPACER CORTICAL GRAFTECH 6MM,6502.28,
SPACER CORTICAL GRAFTECH 7MM,6502.28,
SPACER CORTICAL GRAFTECH 7MM ASEPTIC,6502.28,
SPACER CORTICAL GRAFTECH 7MM P/T,5835.38,
SPACER CORTICAL GRAFTECH 8MM ASEPT,6502.28,
SPACER CORTICAL GRAFTECH 8MM P/T,5835.38,
SPACER CORTICAL GRAFTECH 8MM PRETR,6502.28,
SPACER CORTICAL GRAFTECH 8MMLL,6502.28,
SPACER CORTICAL GRAFTECH 9MM,5835.38,
SPACER CORTICAL GRAFTECH 9MM P/T,5835.38,
SPACER COUGAR 18 X 10 X 45,9610.00,
SPACER COUGAR 18 X 10 X 50,9610.00,
SPACER COUGAR 18 X 12 X 45,9610.00,
SPACER COUGAR 18 X 12 X 50,9610.00,
SPACER COUGAR 18 X 12 X 55,9610.00,
SPACER COUGAR 18 X 12 X 60,9610.00,
SPACER COUGAR 21 X 10 X 45 LORDOTIC,9610.00,
SPACER COUGAR 21 X 10 X 50,9610.00,
SPACER COUGAR 21 X 10 X 55,9610.00,
SPACER COUGAR 21 X 15 X 55,9610.00,
SPACER COUGAR 21 X 21 X 50,9610.00,
SPACER COUGAR LX 18x10x45 LORDOTIC,9610.00,
SPACER COUGAR LX 18x10x50 LORDOTIC,9610.00,
SPACER COUGAR LX 18x10x55 LORDOTIC,9610.00,
SPACER COUGAR LX 18x12x40 LORDOTIC,9610.00,
SPACER COUGAR LX 18x12x45 LORDOTIC,9610.00,
SPACER COUGAR LX 18x12x50 LORDOTIC,9610.00,
SPACER COUGAR LX 18x12x55 LORDOTIC,9610.00,
SPACER COUGAR LX 18x14x40 LORDOTIC,9610.00,
SPACER COUGAR LX 18x14x45 LORDOTIC,9610.00,
SPACER COUGAR LX 18x14x50 LORDOTIC,9610.00,
SPACER COUGAR LX 18x16x40 LORDOTIC,9610.00,
SPACER COUGAR LX 18x16x45 LORDOTIC,9610.00,
SPACER COUGAR LX 18x16x50 LORDOTIC,9610.00,
SPACER COUGAR LX 18x16x55 LORDOTIC,9610.00,
SPACER COUGAR LX 18x8x40 LORDOTIC,9610.00,
SPACER COUGAR LX 18x8x45 LORDOTIC,9610.00,
SPACER COUGAR LX 18x8x50 LORDOTIC,9610.00,
SPACER COUGAR LX 18x8x55  LORDOTIC,9610.00,
SPACER CRESCENT PEEK 25X10,7750.00,
SPACER CRESCENT PEEK 25X12,7750.00,
SPACER CRESCENT PEEK 25X13,7750.00,
SPACER CRESCENT PEEK 25X14,7750.00,
SPACER CRESCENT PEEK 25X15,7750.00,
SPACER CRESCENT PEEK 25X7,7750.00,
SPACER CRESCENT PEEK 25X8,7750.00,
SPACER CRESCENT PEEK 30X10,7750.00,
SPACER CRESCENT PEEK 30X12,7750.00,
SPACER CRESCENT PEEK 30X14,7750.00,
SPACER CRESCENT PEEK 30X15,7750.00,
SPACER CRESCENT PEEK 30X7,7750.00,
SPACER CRESCENT PEEK 30X8,7750.00,
SPACER CRESCENT PEEK 30X9,7750.00,
SPACER CRESCENT PEEK 36X10,7750.00,
SPACER CRESCENT PEEK 36X11,7750.00,
SPACER CRESCENT PEEK 36X12,7750.00,
SPACER CURVE 6-DEGREES 32-13MM LORDOTIC ZYSTON,9920.00,
SPACER DISTAL ACCOLADE,141.86,
SPACER DISTAL ACCOLADE NO SIZE,141.86,
SPACER DISTAL ACCOLADE SIZE 2/3 12MM,141.86,
SPACER DISTAL ACCOLADE SIZE 2/3 13MM,141.86,
SPACER DISTAL ACCOLADE SIZE 2/3 14MM,141.86,
SPACER DISTAL ACCOLADE SIZE 2/3 15MM,141.86,
SPACER DISTAL ACCOLADE SIZE 4/5 15MM,141.86,
SPACER DISTAL ACCOLADE SIZE 4/5 16MM,141.86,
SPACER DISTAL ACCOLADE SIZE 4/5 17MM,141.86,
SPACER DISTAL ACCOLADE SIZE 6/7 15MM,141.86,
SPACER DISTAL ACCOLADE SIZE 6/7 16MM,141.86,
SPACER DISTAL ACCOLADE SIZE 6/7 18MM,141.86,
SPACER DISTAL UNIV 10MM,141.86,
SPACER DISTAL UNIV 11MM,141.86,
SPACER DISTAL UNIV 12MM,141.86,
SPACER DISTAL UNIV 15MM,141.86,
SPACER DISTAL UNIV 16MM,141.86,
SPACER DISTAL UNIV 17MM,141.86,
SPACER DISTAL UNIV 18MM,141.86,
SPACER DISTAL UNIV 19MM,141.86,
SPACER DISTAL UNIV 20MM,141.86,
SPACER DISTAL UNIV 21MM,141.86,
SPACER DISTAL UNIV 22MM,141.86,
SPACER DISTAL UNIV 23MM,141.86,
SPACER DISTAL UNIV 24MM,141.86,
SPACER DISTAL UNIV 25MM,141.86,
SPACER DISTAL UNIV 9MM,141.86,
SPACER DISTAL UNIV OSTEON 8MM,141.86,
SPACER DISTAL UNIVERSAL 13MM,141.86,
SPACER DISTAL UNIVERSAL 14MM,141.86,
SPACER FEMORAL 5MM LAT LG RT,4504.50,
SPACER FEMORAL 5MM LAT MDL RT,4504.50,
SPACER HAWKEYE VBR 12 X 14 X 5 X 24,15763.50,
SPACER HAWKEYE VBR 12 X 14 X 6 X 22,15763.50,
SPACER HAWKEYE VBR 12 X 14 X 6 X 26,15763.50,
SPACER HAWKEYE VBR 12 X 14 X 6 X 28,15763.50,
SPACER HUMERAL +9MM,7920.90,
SPACER INTERBODY 12MM 12-DEGREES,11780.00,
SPACER INTERBODY 12X16X36X28MM PERIMETER XL,24939.50,
SPACER INTERBODY SOVEREIGN,15500.00,
SPACER LORDOTIC 8X25X4 DEG-11MM,7750.00,
SPACER LUMBAR 11MM 10X28MM OPAL,9920.00,
SPACER LUMBAR 12MM 10X28MM OPAL,9920.00,
SPACER MICROFLOW ETHMOID RELIEVA STRATUS,4650.75,
SPACER MICROFLOW FRONTAL RELIEVA STRATUS,4650.75,
SPACER MOLD 64MM HIP HEAD CEMENT W/INSERT STAGEONE,6516.90,
SPACER OBLIQUE RCI-A 14 X 27 X 30MM 10 DEG,12710.00,
SPACER OPAL  10 X 24 X 11MM,12400.00,
SPACER OPAL  10 X 24 X 12MM,9920.00,
SPACER OPAL 10 X 24 X 13MM,10850.00,
SPACER OPAL 10 X 28 X 12MM,12400.00,
SPACER OPAL 10 X 32 X 13MM,12400.00,
SPACER OPAL 8 X 28MM,9920.00,
SPACER OPAL 9 X 28 X 10MM,9920.00,
SPACER OPAL 9 X 28MM,9920.00,
SPACER OPAL 9X24X10MM,12400.00,
SPACER PEEK 11 X 12 X 25MM 4 DEG,7750.00,
SPACER PEEK 12 X 25 X 11MM 0 DEG,7750.00,
SPACER PEEK 13X16MM 5MM 0-DEGREES BRECKENRIDGE,4972.50,
SPACER PEEK 13X16MM 6MM 0-DEGREES BRECKENRIDGE,4972.50,
SPACER PEEK 13X25MM WIDE LUMBAR L-PS INTERPLATE,16740.00,
SPACER PEEK 2.5X30MM 10-DEGREES DART,3480.75,
SPACER PEEK 5-DEGREES 13X16X10MM ACDF,4972.50,
SPACER PEEK 5MM 13X16MM  BRECKENRIDGE,4972.50,
SPACER PEEK 6MM 13X16MM  BRECKENRIDGE,4972.50,
SPACER PEEK 6MM ACF BRECKENRIDGE,4972.50,
SPACER PEEK 6MM LORDOTIC,4972.50,
SPACER PEEK 7MM 13X16MM BRECKENRIDGE,4972.50,
SPACER PEEK 7MM ACF BRECKENRIDGE,4972.50,
SPACER PEEK 8MM 13X16MM  BRECKENRIDGE,4972.50,
SPACER PEEK 9 X 27MM,7750.00,
SPACER PEEK CURVE 13 X 27 6 DEG,7750.00,
SPACER PEEK SZ5 14X18X5MM ACDF,4972.50,
SPACER PEEK SZ5 14X18X6MM ACDF,4972.50,
SPACER PEEK SZ5 14X18X8MM ACDF,4972.50,
SPACER PER XL ADDON 12 14MM PEK,24939.50,
SPACER PROXIMAL 15MM,631.80,
SPACER PUROS 6 X 11 X 14MM,5850.00,
SPACER PUROS 7 X 11 X 14MM,5850.00,
SPACER RCOUGAR LX 18x10x40 LORDOTIC,9610.00,
SPACER RESCENT PEEK 36X13,7750.00,
