Category,Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
Pharmacy,517502425,POTASSIUM ACETATE 4 MEQ/ML INTRAVENOUS SOLUTION 50,J3490,$175.88 ,$175.88 
Pharmacy,409226602,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 2 ML,J3490,$177.56 ,$177.56 
Pharmacy,517760425,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION 4 ML,J3490,$184.60 ,$184.60 
Pharmacy,66870040205,LIDOCAINE 4 % TOPICAL CREAM 5 G,J3490,$184.60 ,$184.60 
Pharmacy,395100392,GENTIAN VIOLET 1 % TOPICAL SOLUTION 59 ML,J3490,$187.61 ,$187.61 
Pharmacy,338519741,FAMOTIDINE (PF) 20 MG/50 ML IN 0.9 % NACL (ISO) IN,J3490,$191.35 ,$191.35 
Pharmacy,2759701,OLANZAPINE 10 MG INTRAMUSCULAR SOLUTION 2.5 MG,J3490,$191.70 ,$191.70 
Pharmacy,93613832,DIAZEPAM 5 MG-7.5 MG-10 MG RECTAL KIT 5 MG,J3490,$193.31 ,$193.31 
Pharmacy,65074112,TETRACAINE HCL (PF) 0.5 % EYE DROPS 2 ML,J3490,$193.60 ,$193.60 
Pharmacy,409904301,"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 INJECTION",J3490,$194.17 ,$194.17 
Pharmacy,65079515,BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULA,J3490,$195.43 ,$195.43 
Pharmacy,78050115,RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERMAL PATCH 1 PA,J3490,$198.05 ,$198.05 
Pharmacy,63481068706,LIDOCAINE 5 % TOPICAL PATCH 1 PATCH,J3490,$198.30 ,$198.30 
Pharmacy,168008130,"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICA",J3490,$199.23 ,$199.23 
Pharmacy,436066916,SODIUM HYPOCHLORITE 0.0125 % TOPICAL SOLUTION 473,J3490,$199.65 ,$199.65 
Pharmacy,436067216,SODIUM HYPOCHLORITE 0.125 % SOLUTION 1 BOTTLE,J3490,$199.65 ,$199.65 
Pharmacy,24208073506,CYCLOPENTOLATE 1 % EYE DROPS 15 ML,J3490,$199.65 ,$199.65 
Pharmacy,597007575,TIOTROPIUM BROMIDE 18 MCG CAPSULE WITH INHALATION,J3490,$199.79 ,$199.79 
Pharmacy,65066010,APRACLONIDINE 1 % EYE DROPS IN A DROPPERETTE 1 DRO,J3490,$200.06 ,$200.06 
Pharmacy,168000730,"NYSTATIN 100,000 UNIT/GRAM TOPICAL OINTMENT 30 G",J3490,$200.08 ,$200.08 
Pharmacy,168005430,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM 30 G",J3490,$200.08 ,$200.08 
Pharmacy,17478021612,NAPHAZOLINE 0.1 % EYE DROPS 15 ML,J3490,$200.50 ,$200.50 
Pharmacy,63323048157,"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 INJECTION SO",J3490,$206.83 ,$206.83 
Pharmacy,409955849,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION 50 MG,J3490,$207.67 ,$207.67 
Pharmacy,409148202,NITROGLYCERIN 200 MCG/ML DRIP STRAIGHT RATE 250 ML,J3490,$211.05 ,$211.05 
Pharmacy,59365606400,IODINE-POTASSIUM IODIDE 5 %-10 % TOPICAL SOLUTION,J3490,$211.16 ,$211.16 
Pharmacy,168021560,ERYTHROMYCIN WITH ETHANOL 2 % TOPICAL SOLUTION 60,J3490,$212.74 ,$212.74 
Pharmacy,17478025310,FLUORESCEIN 500 MG/5 ML (10 %) INTRAVENOUS SOLUTIO,J3490,$219.49 ,$219.49 
Pharmacy,17478071110,LIDOCAINE 2 % MUCOSAL JELLY 5 ML,J3490,$219.49 ,$219.49 
Pharmacy,23920515,CARBOXYMETHYLCELLULOSE SODIUM 1 % EYE LIQUID GEL D,J3490,$222.03 ,$222.03 
Pharmacy,96070735,ALUMINUM CHLORIDE 20 % TOPICAL SOLUTION 35 ML,J3490,$222.59 ,$222.59 
Pharmacy,942064103,ACD REGIONAL CITRATE ANTICOAGULATION FOR PEDIATRIC,J3490,$225.12 ,$225.12 
Pharmacy,24208083060,"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG/ML-10,000 UNIT/",J3490,$225.12 ,$225.12 
Pharmacy,61314063006,"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG/ML-10,000 UNIT/",J3490,$225.12 ,$225.12 
Pharmacy,24208079535,"NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAME",J3490,$225.15 ,$225.15 
Pharmacy,61314063136,"NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAME",J3490,$225.15 ,$225.15 
Pharmacy,52380127206,CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID 473 ML,J3490,$226.27 ,$226.27 
Pharmacy,29152611,MUPIROCIN 2 % NASAL OINTMENT 1 G,J3490,$226.81 ,$226.81 
Pharmacy,143978410,FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION 5 ML,J3490,$228.64 ,$228.64 
Pharmacy,517857110,ETHANOL (ETHYL ALCOHOL) 98 % INJECTION SOLUTION 1,J3490,$228.64 ,$228.64 
Pharmacy,517250210,CAFFEINE-SODIUM BENZOATE 250 MG/ML(125 MG/ML CAFFE,J3490,$228.78 ,$228.78 
Pharmacy,472524267,PERMETHRIN 1 % TOPICAL LIQUID 59 ML,J3490,$230.78 ,$230.78 
Pharmacy,63323049405,VALPROATE SODIUM 500 MG/5 ML (100 MG/ML) INTRAVENO,J3490,$235.81 ,$235.81 
Pharmacy,54643564901,"MVI, ADULT NO.1 WITH VIT K 3,300 UNIT-150 MCG/10 M",J3490,$240.32 ,$240.32 
Pharmacy,61553032882,ROCURONIUM 100 MG/10 ML (10 MG/ML) INTRAVENOUS SYR,J3490,$242.00 ,$242.00 
Pharmacy,24208073006,PROPARACAINE 0.5 % EYE DROPS 15 ML,J3490,$243.55 ,$243.55 
Pharmacy,11980018001,"PREDNISOLONE ACETATE 1 % EYE DROPS,SUSPENSION 1 ML",J3490,$244.26 ,$244.26 
Pharmacy,574402411,ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT 1 G,J3490,$244.68 ,$244.68 
Pharmacy,703951401,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML IN,J3490,$245.10 ,$245.10 
Pharmacy,24208031425,FLURBIPROFEN 0.03 % EYE DROPS 2.5 ML,J3490,$245.66 ,$245.66 
Pharmacy,517481025,NITROGLYCERIN 50 MG/10 ML (5 MG/ML) INTRAVENOUS SO,J3490,$246.23 ,$246.23 
Pharmacy,703950303,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML IN,J3490,$247.07 ,$247.07 
Pharmacy,338035703,MANNITOL 20 % INTRAVENOUS SOLUTION 12.5 G,J3490,$247.98 ,$247.98 
Pharmacy,517206425,CYSTEINE (L-CYSTEINE) 50 MG/ML INTRAVENOUS SOLUTIO,J3490,$249.88 ,$249.88 
Pharmacy,264762200,D10 / 0.45% NACL 1L 1000 ML,J3490,$250.91 ,$250.91 
Pharmacy,338002304,D10W 1L 1000 ML,J3490,$250.91 ,$250.91 
Pharmacy,338004303,NACL 0.45% 500ML 500 ML,J3490,$250.91 ,$250.91 
Pharmacy,338007704,D5 / 0.2% NACL 1L 1000 ML,J3490,$250.91 ,$250.91 
Pharmacy,409796905,CARDIOPLEGIC SOLUTION 16 MEQ/L (POTASSIUM) FOR PER,J3490,$250.91 ,$250.91 
Pharmacy,941040901,CCPD LAST BAG 1.5% WITH NO ADDITIVES (ADULT) 1 BAG,J3490,$250.91 ,$250.91 
Pharmacy,941040906,CAPD LAST BAG 1.5% WITH NO ADDITIVES (ADULT) 1 BAG,J3490,$250.91 ,$250.91 
Pharmacy,941042752,PERITONEAL DIALYSIS SOLN 13-2.5 % DEXTROSE CAL 3.5,J3490,$250.91 ,$250.91 
Pharmacy,941042952,PERITONEAL DIALYSIS SOLN 3-4.25 % DEXTROSE CAL 3.5,J3490,$250.91 ,$250.91 
Pharmacy,941045708,CCPD LAST BAG 2.5% WITH NO ADDITIVES (ADULT) 1 BAG,J3490,$250.91 ,$250.91 
Pharmacy,941045901,DIANEAL 4.25% CONTINUOUS CYCLING WITH NO ADDITIVES,J3490,$250.91 ,$250.91 
Pharmacy,941045908,DIANEAL 4.25% WITH NO ADDITIVES (PEDIATRICS) 2000,J3490,$250.91 ,$250.91 
Pharmacy,49230021223,DIANEAL 4.25% WITH NO ADDITIVES (INFANT) 1 BAG,J3490,$250.91 ,$250.91 
Pharmacy,472033730,HYDROCORTISONE 2.5 % TOPICAL CREAM 30 G,J3490,$251.57 ,$251.57 
Pharmacy,942064104,ACD REGIONAL CITRATE ANTICOAGULATION FOR PEDIATRIC,J3490,$253.26 ,$253.26 
Pharmacy,281032630,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT 30 G,J3490,$254.95 ,$254.95 
Pharmacy,395104916,GREEN SOAP TOPICAL TINCTURE 480 ML,J3490,$256.64 ,$256.64 
Pharmacy,54350547,LIDOCAINE 4 % (40 MG/ML) MUCOSAL SOLUTION 50 ML,J3490,$257.48 ,$257.48 
Pharmacy,10019055302,SCOPOLAMINE 1 MG OVER 3 DAYS TRANSDERMAL PATCH 1 P,J3490,$258.19 ,$258.19 
Pharmacy,573286820,PHENYLEPHRINE 0.25 %-PRAMOXINE 1 %-GLYCERIN-WH.PET,J3490,$261.20 ,$261.20 
Pharmacy,409405601,LIDOCAINE (PF) 15 MG/ML (1.5 %) INJECTION SOLUTION,J3490,$261.70 ,$261.70 
Pharmacy,59011075104,BUPRENORPHINE 10 MCG/HOUR WEEKLY TRANSDERMAL PATCH,J3490,$264.44 ,$264.44 
Pharmacy,781312495,NAFCILLIN 1 GRAM INJECTION SOLUTION 1 G,J3490,$266.21 ,$266.21 
Pharmacy,61314063305,GENTAMICIN 0.3 % EYE DROPS 5 ML,J3490,$267.33 ,$267.33 
Pharmacy,143950910,KETAMINE 100 MG/ML INJECTION SOLUTION 5 ML,J3490,$270.14 ,$270.14 
Pharmacy,338080304,POTASSIUM CHLORIDE 20 MEQ/L IN D5-0.9 % SODIUM CHL,J3490,$272.00 ,$272.00 
Pharmacy,145063005,PRAMOXINE 1 % LOTION 222 ML,J3490,$274.87 ,$274.87 
Pharmacy,574006915,DEXTROSE 40 % ORAL GEL - INFANTS & NEONATES 37.5 M,J3490,$277.53 ,$277.53 
Pharmacy,409338032,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION,J3490,$280.28 ,$280.28 
Pharmacy,409177510,DEXTROSE 25 % IN WATER (D25W) INTRAVENOUS SYRINGE,J3490,$281.40 ,$281.40 
Pharmacy,17478010112,TROPICAMIDE 0.5 % EYE DROPS 15 ML,J3490,$281.54 ,$281.54 
Pharmacy,781312592,INTRAOP NAFCILLIN IVPB 1000 MG,J3490,$282.81 ,$282.81 
Pharmacy,60758088005,"FLUOROMETHOLONE 0.1 % EYE DROPS,SUSPENSION 5 ML",J3490,$282.81 ,$282.81 
Pharmacy,65002315,CARBACHOL 0.01 % INTRAOCULAR SOLUTION 0.5 ML,J3490,$287.31 ,$287.31 
Pharmacy,409226605,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 5 ML,J3490,$290.69 ,$290.69 
Pharmacy,409226651,INTRAOP ALFENTANIL 500 MCG/ML 5 ML AMP 5 ML,J3490,$290.69 ,$290.69 
Pharmacy,496088205,LIDOCAINE 4 % TOPICAL CREAM 5 G,J3490,$291.25 ,$291.25 
Pharmacy,409302401,SODIUM NITROPRUSSIDE 25 MG/ML INTRAVENOUS SOLUTION,J3490,$292.09 ,$292.09 
Pharmacy,78033705,OXCARBAZEPINE 300 MG TABLET 100 EACH,J3490,$295.00 ,$295.00 
Pharmacy,61553071261,EPINEPHRINE 16 MCG/ML DRIP STRAIGHT RATE 250 ML,J3490,$295.47 ,$295.47 
Pharmacy,17238062515,SODIUM CHLORIDE 5 % EYE DROPS 15 ML,J3490,$307.71 ,$307.71 
Pharmacy,168014630,HYDROCORTISONE 2.5 % TOPICAL OINTMENT 28.35 G,J3490,$309.54 ,$309.54 
Pharmacy,63323003261,SODIUM ACETATE 4 MEQ/ML INTRAVENOUS SOLUTION 100 M,J3490,$309.54 ,$309.54 
Pharmacy,168008031,HYDROCORTISONE 2.5 % TOPICAL CREAM 30 G,J3490,$309.82 ,$309.82 
Pharmacy,65074114,TETRACAINE HCL (PF) 0.5 % EYE DROPS 4 ML,J3490,$310.33 ,$310.33 
Pharmacy,17478093725,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION 25 ML,J3490,$313.06 ,$313.06 
Pharmacy,61314001601,PROPARACAINE 0.5 % EYE DROPS 15 ML,J3490,$316.58 ,$316.58 
Pharmacy,42211010243,INDOMETHACIN 50 MG RECTAL SUPPOSITORY 50 MG,J3490,$319.73 ,$319.73 
Pharmacy,45802004064,SELENIUM SULFIDE 2.5 % LOTION 120 ML,J3490,$320.80 ,$320.80 
Pharmacy,61314020415,PILOCARPINE 2 % EYE DROPS 15 ML,J3490,$332.19 ,$332.19 
Pharmacy,50419045104,ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERMAL PATCH 1,J3490,$334.59 ,$334.59 
Pharmacy,50419045204,ESTRADIOL 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH 1,J3490,$334.59 ,$334.59 
Pharmacy,50419045304,ESTRADIOL 0.075 MG/24 HR WEEKLY TRANSDERMAL PATCH,J3490,$334.59 ,$334.59 
Pharmacy,50419045604,ESTRADIOL 0.0375 MG/24 HR WEEKLY TRANSDERMAL PATCH,J3490,$334.59 ,$334.59 
Pharmacy,58980061030,UREA 20 % TOPICAL CREAM 85 G,J3490,$337.26 ,$337.26 
Pharmacy,66647712344,"HEPARIN (PORCINE) 5,000 UNIT/500 ML(10 UNIT/ML) IN",J3490,$337.68 ,$337.68 
Pharmacy,63323048737,"LIDOCAINE-EPINEPHRINE (PF) 1 %-1:200,000 INJECTION",J3490,$347.81 ,$347.81 
Pharmacy,24208091019,ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT 1 G,J3490,$349.27 ,$349.27 
Pharmacy,409669502,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 20 ML,J3490,$350.06 ,$350.06 
Pharmacy,517763003,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION 30 ML,J3490,$352.03 ,$352.03 
Pharmacy,338954960,CLINDAMYCIN 600 MG/50 ML IN 0.9% SODIUM CHLORIDE I,J3490,$360.19 ,$360.19 
Pharmacy,9337501,CLINDAMYCIN 600 MG/50 ML IN 5 % DEXTROSE INTRAVENO,J3490,$363.01 ,$363.01 
Pharmacy,9337502,CLINDAMYCIN IV D5W SYRINGE FROM BAG - PEDS 600 MG,J3490,$363.01 ,$363.01 
Pharmacy,9344703,CLINDAMYCIN 900 MG/6 ML INTRAVENOUS SOLUTION 6 ML,J3490,$363.01 ,$363.01 
Pharmacy,24208045725,DICLOFENAC 0.1 % EYE DROPS 2.5 ML,J3490,$369.48 ,$369.48 
Pharmacy,9023301,"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION 5000",J3490,$371.45 ,$371.45 
Pharmacy,51672128408,TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL OINTMENT 80,J3490,$371.45 ,$371.45 
Pharmacy,61553059372,EPINEPHRINE IN 0.9% NACL 8 MCG/ML IV SYRINGE 10 ML,J3490,$374.83 ,$374.83 
Pharmacy,5446044801,LET GEL 3 ML,J3490,$379.89 ,$379.89 
Pharmacy,74437805,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION 5 ML,J3490,$383.83 ,$383.83 
Pharmacy,409669501,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION 10 ML,J3490,$384.96 ,$384.96 
Pharmacy,46287002004,SPIRONOLACTONE 25 MG/5 ML ORAL SUSPENSION 25 MG,J3490,$386.36 ,$386.36 
Pharmacy,61703041807,"VITAMIN A PALMITATE 50,000 UNIT/ML INTRAMUSCULAR S",J3490,$389.46 ,$389.46 
Pharmacy,71041724,NITROGLYCERIN 0.3 MG SUBLINGUAL TABLET 100 EACH,J3490,$393.96 ,$393.96 
Pharmacy,338035702,MANNITOL 20 % INTRAVENOUS SOLUTION 12.5 G,J3490,$395.72 ,$395.72 
Pharmacy,61553032070,KETAMINE 50 MG/5 ML (10 MG/ML) IN 0.9 % SODIUM CHL,J3490,$396.77 ,$396.77 
Pharmacy,904649035,SODIUM CHLORIDE 5 % EYE DROPS 15 ML,J3490,$414.93 ,$414.93 
Pharmacy,63323013011,DOXYCYCLINE 100 MG INTRAVENOUS POWDER INTRA-CATHET,J3490,$415.07 ,$415.07 
Pharmacy,17478010002,CYCLOPENTOLATE 1 % EYE DROPS 2 ML,J3490,$415.63 ,$415.63 
Pharmacy,66647616258,"SODIUM BICARBONATE 150 MEQ/1,150 ML IN DEXTROSE 5",J3490,$420.69 ,$420.69 
Pharmacy,61314064305,TOBRAMYCIN 0.3 % EYE DROPS 5 ML,J3490,$422.10 ,$422.10 
Pharmacy,66794001710,ISOFLURANE 99.9 % INHALATION LIQUID 100 ML,J3490,$422.10 ,$422.10 
Pharmacy,61553030472,EPHEDRINE (PF) 50 MG/10 ML (5 MG/ML) IN 0.9 % SOD.,J3490,$426.60 ,$426.60 
Pharmacy,338105548,METRONIDAZOLE IVPB EVAC BAG (FOR DOSES 251 MG TO 4,J3490,$430.54 ,$430.54 
Pharmacy,517761003,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION 10 ML,J3490,$430.82 ,$430.82 
Pharmacy,63323048921,"LIDOCAINE-EPINEPHRINE (PF) 2 %-1:200,000 INJECTION",J3490,$432.79 ,$432.79 
Pharmacy,51672128001,DESONIDE 0.05 % TOPICAL CREAM 15 G,J3490,$435.19 ,$435.19 
Pharmacy,338955390,CLINDAMYCIN 900 MG/50 ML IN 0.9% SODIUM CHLORIDE I,J3490,$440.39 ,$440.39 
Pharmacy,9338202,CLINDAMYCIN 900 MG/50 ML IN 5 % DEXTROSE INTRAVENO,J3490,$444.61 ,$444.61 
Pharmacy,63256010030,STERILE TALC 4 GRAM INTRAPLEURAL AEROSOL POWDER 4,J3490,$448.33 ,$448.33 
Pharmacy,61314035401,TROPICAMIDE 0.5 % EYE DROPS 15 ML,J3490,$448.69 ,$448.69 
Pharmacy,60758088010,"FLUOROMETHOLONE 0.1 % EYE DROPS,SUSPENSION 10 ML",J3490,$450.52 ,$450.52 
Pharmacy,65039602,CYCLOPENTOLATE 1 % EYE DROPS 2 ML,J3490,$453.90 ,$453.90 
Pharmacy,338104902,NITROGLYCERIN 200 MCG/ML DRIP STRAIGHT RATE 250 ML,J3490,$457.28 ,$457.28 
Pharmacy,17478004532,TETRACAINE HCL (PF) 1 % (10 MG/ML) INJECTION SOLUT,J3490,$457.50 ,$457.50 
Pharmacy,63323048837,"LIDOCAINE-EPINEPHRINE (PF) 1.5 %-1:200,000 INJECTI",J3490,$459.25 ,$459.25 
Pharmacy,50383074120,ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUT,J3490,$464.31 ,$464.31 
Pharmacy,24208050505,LEVOBUNOLOL 0.5 % EYE DROPS 5 ML,J3490,$468.25 ,$468.25 
Pharmacy,24208053920,ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR,J3490,$477.54 ,$477.54 
Pharmacy,61314035502,TROPICAMIDE 1 % EYE DROPS 15 ML,J3490,$478.24 ,$478.24 
Pharmacy,61314022705,TIMOLOL MALEATE 0.5 % EYE DROPS 5 ML,J3490,$478.38 ,$478.38 
Pharmacy,61553091203,"HEPARIN (PORCINE) 5,000 UNIT/500 ML(10 UNIT/ML) IN",J3490,$478.38 ,$478.38 
Pharmacy,24208058564,TROPICAMIDE 1 % EYE DROPS 15 ML,J3490,$480.35 ,$480.35 
Pharmacy,24208072002,DEXAMETHASONE 0.1 % EYE DROPS 5 ML,J3490,$487.10 ,$487.10 
Pharmacy,338101741,NAFCILLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) I,J3490,$488.23 ,$488.23 
Pharmacy,24208031510,"POLYMYXIN B SULFATE 10,000 UNIT-TRIMETHOPRIM 1 MG/",J3490,$490.20 ,$490.20 
Pharmacy,61314062810,"POLYMYXIN B SULFATE 10,000 UNIT-TRIMETHOPRIM 1 MG/",J3490,$490.20 ,$490.20 
Pharmacy,17478070311,"POLYMYXIN B SULFATE 10,000 UNIT-TRIMETHOPRIM 1 MG/",J3490,$492.45 ,$492.45 
Pharmacy,24208031705,SULFACETAMIDE-PREDNISOLONE 10 %-0.23 % (0.25 %) EY,J3490,$502.02 ,$502.02 
Pharmacy,54799050505,TETRACAINE 0.5 % VISCOUS EYE DROPS 5 ML,J3490,$505.11 ,$505.11 
Pharmacy,781312595,NAFCILLIN 2 GRAM SOLUTION FOR INJECTION 2 G,J3490,$516.09 ,$516.09 
Pharmacy,45802052555,AMMONIUM LACTATE 12 % LOTION 227 G,J3490,$517.41 ,$517.41 
Pharmacy,168027815,AMCINONIDE 0.1 % TOPICAL CREAM 15 G,J3490,$518.34 ,$518.34 
Pharmacy,11980001105,SULFACETAMIDE SODIUM 10 % EYE DROPS 5 ML,J3490,$526.64 ,$526.64 
Pharmacy,61570004710,"NEOMYCIN 40 MG-POLYMYXIN B 200,000 UNIT/ML GU IRRI",J3490,$533.25 ,$533.25 
Pharmacy,409186601,TETRACAINE 2 % TOPICAL SOLUTION 30 ML,J3490,$534.38 ,$534.38 
Pharmacy,409338035,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION,J3490,$541.70 ,$541.70 
Pharmacy,24208036705,CARTEOLOL 1 % EYE DROPS 5 ML,J3490,$552.67 ,$552.67 
Pharmacy,17478028435,GENTAMICIN 0.3 % (3 MG/GRAM) EYE OINTMENT 3.5 G,J3490,$553.51 ,$553.51 
Pharmacy,536277085,CALCIUM GLUBIONATE 115 MG/5 ML (1.8 GRAM/5 ML) SYR,J3490,$559.03 ,$559.03 
Pharmacy,48783011208,FERRIC SUBSULFATE 0.2 GRAM TO 0.22 GRAM/ML TOPICAL,J3490,$569.55 ,$569.55 
Pharmacy,395061716,COAL TAR (CRUDE) (BULK) SOLUTION 473 ML,J3490,$585.65 ,$585.65 
Pharmacy,64980051505,OFLOXACIN 0.3 % EYE DROPS 5 ML,J3490,$589.25 ,$589.25 
Pharmacy,3223101,AZTREONAM 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) I,J3490,$589.53 ,$589.53 
Pharmacy,338029547,SORBITOL 3 % IRRIGATION SOLUTION 3000 ML,J3490,$590.94 ,$590.94 
Pharmacy,65039702,CYCLOPENTOLATE 2 % EYE DROPS 2 ML,J3490,$594.60 ,$594.60 
Pharmacy,17478050305,ETHANOL (ETHYL ALCOHOL) 98 % INJECTION SOLUTION 1,J3490,$601.72 ,$601.72 
Pharmacy,54372763,PROPRANOLOL 20 MG/5 ML (4 MG/ML) ORAL SOLUTION 500,J3490,$627.60 ,$627.60 
Pharmacy,67457019803,REMIFENTANIL 1 MG INTRAVENOUS SOLUTION 1 EACH,J3490,$628.70 ,$628.70 
Pharmacy,2140701,QUINIDINE GLUCONATE 80 MG/ML INJECTION SOLUTION 10,J3490,$632.03 ,$632.03 
Pharmacy,17478020102,PHENYLEPHRINE 2.5 % EYE DROPS 2 ML,J3490,$637.49 ,$637.49 
Pharmacy,168029330,CLOBETASOL 0.05 % TOPICAL GEL 30 G,J3490,$638.27 ,$638.27 
Pharmacy,51552020506,FORMALDEHYDE (BULK) 37 % SOLUTION 500 ML,J3490,$643.29 ,$643.29 
Pharmacy,65974016202,SODIUM TETRADECYL SULFATE 1 % (10 MG/ML) INTRAVENO,J3490,$643.29 ,$643.29 
Pharmacy,11980022805,"FLUOROMETHOLONE 0.25 % EYE DROPS,SUSPENSION 5 ML",J3490,$644.69 ,$644.69 
Pharmacy,17478070510,BETAXOLOL 0.5 % EYE DROPS 5 ML,J3490,$648.07 ,$648.07 
Pharmacy,64067021601,METHOXSALEN 20 MCG/ML INJECTION SOLUTION 10 ML,J3490,$651.14 ,$651.14 
Pharmacy,59762372802,CLINDAMYCIN PHOSPHATE 1 % TOPICAL SOLUTION 60 ML,J3490,$651.72 ,$651.72 
Pharmacy,93084092,KETOCONAZOLE 2 % TOPICAL CREAM 60 G,J3490,$659.92 ,$659.92 
Pharmacy,61553080448,FENTANYL-BUPIVACAINE IN NS (PF) 2 MCG/ML-0.1 % CON,J3490,$661.29 ,$661.29 
Pharmacy,168033760,TRIAMCINOLONE ACETONIDE 0.1 % LOTION 60 ML,J3490,$665.57 ,$665.57 
Pharmacy,60432056160,TRIAMCINOLONE ACETONIDE 0.1 % LOTION 60 ML,J3490,$665.57 ,$665.57 
Pharmacy,51672131200,MUPIROCIN 2 % TOPICAL OINTMENT 22 G,J3490,$666.89 ,$666.89 
Pharmacy,74438010,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION 10 ML,J3490,$673.39 ,$673.39 
Pharmacy,51672125801,CLOBETASOL 0.05 % TOPICAL CREAM 15 G,J3490,$674.94 ,$674.94 
Pharmacy,264320055,PARENTERAL AMINO ACID 15 % COMBINATION NO.1 INTRAV,J3490,$675.36 ,$675.36 
Pharmacy,24208071510,PREDNISOLONE SODIUM PHOSPHATE 1 % EYE DROPS 10 ML,J3490,$677.05 ,$677.05 
Pharmacy,998061505,"DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION 5 ML",J3490,$687.38 ,$687.38 
Pharmacy,65079550,BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULA,J3490,$689.43 ,$689.43 
Pharmacy,496088215,LIDOCAINE 4 % TOPICAL CREAM 15 G,J3490,$691.40 ,$691.40 
Pharmacy,11980017405,"PREDNISOLONE ACETATE 0.12 % EYE DROPS,SUSPENSION 5",J3490,$697.17 ,$697.17 
Pharmacy,781304095,PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION SOLUTION,J3490,$698.72 ,$698.72 
Pharmacy,45802011942,MOMETASONE 0.1 % TOPICAL OINTMENT 45 G,J3490,$699.70 ,$699.70 
Pharmacy,64980030130,HYDROCORTISONE 2.5 % TOPICAL CREAM WITH PERINEAL A,J3490,$702.38 ,$702.38 
Pharmacy,61314065625,CIPROFLOXACIN 0.3 % EYE DROPS 2.5 ML,J3490,$704.35 ,$704.35 
Pharmacy,61553012248,FENTANYL (PF) 2 MCG/ML-BUPIVACAINE 0.1 %-NACL INJE,J3490,$711.07 ,$711.07 
Pharmacy,17478023835,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM E",J3490,$723.21 ,$723.21 
Pharmacy,24208055555,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM E",J3490,$725.18 ,$725.18 
Pharmacy,65039515,CYCLOPENTOLATE 0.5 % EYE DROPS 15 ML,J3490,$725.59 ,$725.59 
Pharmacy,4029809,MYCOPHENOLATE 500 MG INTRAVENOUS SOLUTION 1 EACH,J3490,$728.53 ,$728.53 
Pharmacy,24208034425,FLUNISOLIDE 25 MCG (0.025 %) NASAL SPRAY 25 ML,J3490,$729.59 ,$729.59 
Pharmacy,51672127101,DESOXIMETASONE 0.05 % TOPICAL CREAM 15 G,J3490,$731.92 ,$731.92 
Pharmacy,574402135,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM E",J3490,$735.03 ,$735.03 
