Internal ID,Master Charge Description of Service,NS Charge Per Unit
29145,DERMOPLAST 20-0.2 % AEROSOL 78 G CAN,$37.33 
32541,DERMOPLAST 20-0.5 % AEROSOL,$37.69 
12443,DESENEX 2 % POWDER 85 G BOTTLE,$36.03 
2720,DESIPRAMINE 10 MG TAB,$11.63 
2721,DESIPRAMINE 100 MG TAB,$18.03 
2722,DESIPRAMINE 150 MG TAB,$35.19 
2723,DESIPRAMINE 25 MG TAB,$12.20 
2725,DESIPRAMINE 75 MG TAB,$12.58 
23208,DESITIN 40 % OINTMENT,$26.27 
121585,DESITIN 40 % PASTE,$26.50 
24835,DESMOPRESSIN 0.01 % SOLUTION 5 ML BOTTLE,$300.21 
11511,DESMOPRESSIN 4 MCG/ML SOLUTION,$49.22 
19147,DESMOPRESSIN ACETATE 0.1 MG TAB,$17.47 
19148,DESMOPRESSIN ACETATE 0.2 MG TAB,$11.15 
15842,DESMOPRESSIN ACETATE 1.5 MG/ML SOLUTION,"$2,049.60 "
11515,DESONIDE 0.05 % OINTMENT,$241.42 
2728,DESONIDE CREAM 0.05 % CREAM,$520.04 
131192,DESVENLAFAXINE ER 100 MG TABLET SR 24 HR,$33.06 
131191,DESVENLAFAXINE ER 50 MG TABLET SR 24 HR,$41.19 
135218,DESVENLAFAXINE FUMARATE ER 50 MG TABLET SR 24 HR,$38.40 
97903,DESVENLAFAXINE SUCCINATE 100 MG TABLET SR 24 HR,$35.27 
97902,DESVENLAFAXINE SUCCINATE 50 MG TABLET SR 24 HR,$22.62 
139006,DESVENLAFAXINE SUCCINATE ER 25 MG TABLET SR 24 HR,$25.97 
99940277,DEXAMETHASONE *PRESERVATIVE FREE* 10 MG/ML SOLUTION,$4.38 
2775,DEXAMETHASONE 0.1 % SOLUTION 5 ML BOTTLE,$141.98 
2762,DEXAMETHASONE 0.5 MG TAB,$3.56 
2760,DEXAMETHASONE 0.5 MG/5ML SOLUTION,$2.48 
2763,DEXAMETHASONE 0.75 MG TAB,$2.18 
2764,DEXAMETHASONE 1 MG TAB,$2.28 
2766,DEXAMETHASONE 2 MG TAB,$1.05 
2767,DEXAMETHASONE 4 MG TAB,$0.44 
2768,DEXAMETHASONE 6 MG TAB,$0.36 
2771,DEXAMETHASONE INJ 10 MG/ML SOLUTION,$2.90 
135034,DEXAMETHASONE INJ 100 MG/10ML SOLUTION,$4.00 
135033,DEXAMETHASONE INJ 120 MG/30ML SOLUTION,$1.46 
135032,DEXAMETHASONE INJ 20 MG/5ML SOLUTION,$8.01 
2772,DEXAMETHASONE INJ 4 MG/ML SOLUTION,$6.11 
38324,DEXAMETHASONE INJECTION,$3.87 
21292,DEXAMETHASONE INTENSOL 1 MG/ML CONC,$2.90 
99940838,DEXAMETHASONE IV FOR PO USE 10 MG/ML SOLUTION,$5.17 
128118,DEXAMETHASONE SOD PHOSPHATE PF 10 MG/ML SOLUTION,$3.29 
99941119,DEXAMETHASONE SYRINGE,$12.60 
103598,DEXLANSOPRAZOLE 60 MG CAPSULE DELAYED RELEASE,$53.97 
99941161,DEXMEDETOMIDINE,$54.05 
99940578,DEXMEDETOMIDINE (PRECEDEX) BOLUS SOLUTION,$221.36 
131239,DEXMEDETOMIDINE 400MCG/100ML DRIP 400 MCG/100ML SOLUTION,$251.99 
138292,DEXMEDETOMIDINE HCL IN NACL 80 MCG/20ML SOLUTION,$126.31 
99940278,DEXMEDETOMIDINE IV BOLUS 4 MCG/ML SOLUTION,$195.11 
36821,DEXMETHYLPHENIDATE 10 MG TAB,$10.51 
77371,DEXMETHYLPHENIDATE HCL 10 MG CAPSULE SR 24 HR,$33.01 
83283,DEXMETHYLPHENIDATE HCL 15 MG CAPSULE SR 24 HR,$29.24 
77372,DEXMETHYLPHENIDATE HCL 20 MG CAPSULE SR 24 HR,$29.47 
112758,DEXMETHYLPHENIDATE HCL 30 MG CAPSULE SR 24 HR,$42.35 
36820,DEXMETHYLPHENIDATE HCL 5 MG TAB,$9.14 
18109,DEXRAZOXANE 250 MG RECON SOLN 1 EACH VIAL,"$1,018.81 "
18110,DEXRAZOXANE 500 MG RECON SOLN 1 EACH VIAL,$940.34 
150603,DEXTRAN 70-HYPROMELLOSE (PF) 0.1-0.3 % SOLUTION,$7.57 
150602,DEXTRAN 70-HYPROMELLOSE 0.1-0.3 % SOLUTION,$61.62 
2802,DEXTROAMPHETAMINE 5 MG TAB,$13.38 
37411,DEXTROAMPHETAMINE SPANSULE 15 MG CAPSULE SR 24 HR,$35.55 
37399,DEXTROAMPHETAMINE SPANSULE 5 MG CAPSULE SR 24 HR,$12.98 
11539,DEXTROMETHORPHAN-GG 10-100 MG/5ML LIQUID,$8.63 
18045,DEXTROMETHORPHAN-GUAIFENESIN 10-200 MG/5ML LIQUID,$8.36 
117860,DEXTROMETHORPHAN-QUINIDINE 20-10 MG CAP,$50.53 
2809,DEXTROSE (PED) 250 MG/ML SOLUTION,$50.31 
2813,DEXTROSE 50 % SOLUTION,$71.21 
2815,DEXTROSE 70 % SOLUTION,$0.99 
31918,DEXTROSE GEL 40 % GEL,$25.66 
99940972,DEXTROSE GEL 40 % GEL,$20.45 
18919,DEXTROSE-NACL 10-0.2 % SOLUTION 250 ML FLEX CONT,$46.68 
18401,"DIANEAL LOW CALCIUM/1.5% DEX 344 MOSM/L SOLUTION 6,000 ML FLEX CONT","$1,808.40 "
18407,DIANEAL PD-2/1.5% DEXTROSE 346 MOSM/L SOLUTION,"$1,347.79 "
18408,DIANEAL PD-2/2.5% DEXTROSE 396 MOSM/L SOLUTION,"$1,583.10 "
99941126,DIATRIZOATE MEGLUMINE & SODIUM (FOR RADIOLOGY) 66-10% SOLUTION,$1.00 
11598,DIATRIZOATE MEGLUMINE & SODIUM 66-10 % SOLUTION,$0.72 
99941127,DIATRIZOATE MEGLUMINE 30 % UR SOLN (FOR RADIOLOGY) 30% SOLUTION,$1.00 
99940961,DIAZEPAM 1 MG TAB,$6.52 
2870,DIAZEPAM 10 MG TAB,$12.72 
125079,DIAZEPAM 1MG/ML ORAL 5 MG/5ML SOLUTION,$2.78 
2871,DIAZEPAM 2 MG TAB,$12.05 
95216,DIAZEPAM 2.5 MG GEL,$579.74 
9992872,DIAZEPAM 2.5 TAB,$8.04 
2872,DIAZEPAM 5 MG TAB,$10.79 
11603,DIAZEPAM 5 MG/ML CONC,$7.01 
2868,DIAZEPAM 5 MG/ML SOLUTION,$44.37 
23256,DIAZOXIDE 50 MG/ML SUSPENSION,$30.91 
2880,DIBUCAINE 1 % OINTMENT,$33.27 
32140,DIBUCAINE 1 % OINTMENT 28 G TUBE,$42.29 
11607,DICLOFENAC 0.1 % SOLUTION 5 ML BOTTLE,$49.58 
18309,DICLOFENAC DR 25 MG TAB EC,$9.71 
18310,DICLOFENAC DR 50 MG TAB EC,$14.18 
18311,DICLOFENAC DR 75 MG TAB EC,$12.56 
96118,DICLOFENAC EPOLAMINE 1.3 % PATCH,$274.92 
97863,DICLOFENAC SODIUM 1 % GEL 100 G TUBE,$89.59 
2885,DICLOXACILLIN 500 MG CAP,$9.43 
2889,DICYCLOMINE 10 MG CAP,$9.01 
78446,DICYCLOMINE 10 MG/5ML SOLUTION,$3.10 
2888,DICYCLOMINE 10 MG/ML SOLUTION,$255.88 
2891,DICYCLOMINE 20 MG TAB,$9.28 
101483,DIFLUPREDNATE 0.05 % EMULSION,$534.94 
81043,DIGOXIN 0.05 MG/ML SOLUTION,$10.08 
2915,DIGOXIN 0.25 MG/ML SOLUTION,$53.31 
2917,DIGOXIN 125 MCG TAB,$11.82 
2918,DIGOXIN 250 MCG TAB,$11.38 
99939822,DIGOXIN TAB,$7.77 
11630,DIHYDROERGOTAMINE 1 MG/ML SOLUTION,$267.39 
26062,DILTIAZEM 100 MG RECON SOLN,$71.73 
34151,DILTIAZEM 120 MG CAPSULE SR 24 HR,$9.93 
2947,DILTIAZEM 120 MG TAB,$9.88 
99940963,DILTIAZEM 15 MG TAB,$6.82 
34153,DILTIAZEM 180 MG CAPSULE SR 24 HR,$8.28 
34155,DILTIAZEM 240 MG CAPSULE SR 24 HR,$10.49 
104741,DILTIAZEM 25 MG/5ML SOLUTION,$41.09 
2948,DILTIAZEM 30 MG TAB,$7.78 
34157,DILTIAZEM 300 MG CAPSULE SR 24 HR,$18.70 
11640,DILTIAZEM 5 MG/ML SOLUTION,$17.32 
2949,DILTIAZEM 60 MG TAB,$8.02 
2950,DILTIAZEM 90 MG TAB,$10.35 
104742,DILTIAZEM HCL 125 MG/25ML SOLUTION,$40.58 
104743,DILTIAZEM HCL 50 MG/10ML SOLUTION,$39.52 
33982,DILTIAZEM HCL CR 180 MG CAPSULE SR 24 HR,$11.74 
16591,DILTIAZEM HCL CR 90 MG CAPSULE SR 12 HR,$21.82 
2960,DIMENHYDRINATE 50 MG TAB,$6.39 
31919,DINOPROSTONE (CERVIDIL) VAGINAL INSERT 10 MG INSERT,"$1,073.08 "
2989,DIPHENHYDRAMINE 12.5 MG/5ML ELIXIR,$11.24 
14696,DIPHENHYDRAMINE 12.5 MG/5ML LIQUID,$10.88 
19417,DIPHENHYDRAMINE 2-0.1 % CREAM,$14.44 
2987,DIPHENHYDRAMINE 25 MG CAP,$6.65 
2988,DIPHENHYDRAMINE 50 MG CAP,$6.84 
2986,DIPHENHYDRAMINE 50 MG/ML SOLUTION,$37.25 
99940921,DIPHENHYDRAMINE 50 MG/ML SOLUTION,$35.89 
3008,DIPYRIDAMOLE 25 MG TAB,$8.24 
3009,DIPYRIDAMOLE 50 MG TAB,$6.81 
3010,DIPYRIDAMOLE 75 MG TAB,$9.67 
81589,DISCOVISC 40-17 MG/ML SOLUTION,$347.62 
3017,DISOPYRAMIDE 100 MG CAP,$7.53 
3018,DISOPYRAMIDE 150 MG CAP,$10.28 
3023,DISULFIRAM 250 MG TAB,$14.39 
142242,DIVALPROEX SPRINKLE 125 MG CAPSULE DELAYED RELEASE SPRINKLE,$9.84 
124288,DM-BENZOCAINE-MENTHOL 5-6-10 MG LOZENGE,$3.93 
11669,DOBUTAMINE 12.5 MG/ML SOLUTION,$48.37 
21716,DOBUTAMINE 2 MG/ML SOLUTION,$43.49 
83693,DOBUTAMINE HCL 500 MG/40ML SOLUTION 40 ML VIAL,$101.12 
119312,DOCETAXEL 160 MG/16ML SOLUTION 16 ML VIAL,$11.67 
119314,DOCETAXEL 20 MG/2ML SOLUTION 2 ML VIAL,$24.15 
34162,DOCOSANOL 10% 10 % CREAM 2 G TUBE,$59.67 
38440,DOCUSATE (SAM PROGRAM) CAP,$13.56 
3054,DOCUSATE 100 MG CAP,$6.77 
99939431,DOCUSATE 100 MG CAP,$11.82 
3053,DOCUSATE 240 MG CAP,$7.41 
3056,DOCUSATE 50 MG CAP,$9.30 
15089,DOCUSATE MINI ENEMA 283 MG ENEMA,$16.85 
42897,DOCUSATE ORAL SOLUTION 50 MG/5ML LIQUID,$16.54 
31354,DOFETILIDE 125 MCG CAP,$36.31 
31355,DOFETILIDE 250 MCG CAP,$35.97 
31356,DOFETILIDE 500 MCG CAP,$30.42 
133086,DOLUTEGRAVIR SODIUM 50 MG TAB,$177.13 
10640,DOMEBORO 2 % SOLUTION 60 ML BOTTLE,$184.55 
22224,DONEPEZIL 10 MG TAB,$7.53 
22223,DONEPEZIL 5 MG TAB,$7.64 
116209,DONEPEZIL HCL 23 MG TAB,$43.75 
17706,DOPAMINE 1.6-5 MG/ML-% SOLUTION,$7.35 
17707,DOPAMINE 3.2-5 MG/ML-% SOLUTION,$4.31 
3088,DOPAMINE 40 MG/ML SOLUTION,$15.42 
14293,DORNASE ALFA 1 MG/ML SOLUTION,$336.33 
99941175,DORNASE ALFA FOR INTRAPLEURAL ADMINISTRATION SOLUTION,$335.19 
17142,DORZOLAMIDE 2 % SOLUTION 10 ML BOTTLE,$65.95 
124323,DORZOLAMIDE HCL-TIMOLOL MAL PF 22.3-6.8 MG/ML SOLUTION,$16.00 
11671,DOXAZOSIN 1 MG TAB,$14.37 
11672,DOXAZOSIN 2 MG TAB,$19.12 
11673,DOXAZOSIN 4 MG TAB,$15.05 
11674,DOXAZOSIN 8 MG TAB,$9.66 
82124,DOXAZOSIN ER 4 MG TABLET SR 24 HR,$34.57 
82125,DOXAZOSIN ER 8 MG TABLET SR 24 HR,$36.67 
3101,DOXEPIN 10 MG CAP,$9.66 
3107,DOXEPIN 10 MG/ML CONC,$4.87 
3102,DOXEPIN 100 MG CAP,$17.24 
3104,DOXEPIN 25 MG CAP,$8.59 
3106,DOXEPIN 75 MG CAP,$12.54 
3109,DOXORUBICIN 2 MG/ML SOLUTION,$30.37 
3112,DOXORUBICIN 50 MG RECON SOLN,$92.46 
31876,DOXORUBICIN LIPOSOMAL 2 MG/ML INJECTION,"$1,497.35 "
99941174,DOXORUBICIN SYRINGE,$17.97 
99941177,DOXORUBICIN SYRINGE,$23.46 
3117,DOXYCYCLINE 100 MG RECON SOLN,$93.59 
11679,DOXYCYCLINE 25 MG/5ML RECON SUSP,$65.81 
3118,DOXYCYCLINE HYCLATE 100 MG CAP,$24.26 
3120,DOXYCYCLINE HYCLATE 100 MG TAB,$9.29 
35430,DOXYCYCLINE HYCLATE 20 MG TAB,$8.88 
3119,DOXYCYCLINE HYCLATE 50 MG CAP,$9.78 
11677,DOXYCYCLINE MONOHYDRATE 100 MG CAP,$8.45 
11678,DOXYCYCLINE MONOHYDRATE 50 MG CAP,$5.29 
17708,DOXYLAMINE SUCCINATE (SLEEP) 25 MG TAB,$6.73 
130729,DOXYLAMINE-PYRIDOXINE 10-10 MG TAB EC,$40.60 
11681,DRONABINOL 2.5 MG CAP,$34.37 
11682,DRONABINOL 5 MG CAP,$50.99 
105776,DRONEDARONE HCL 400 MG TAB,$60.93 
136334,DROXIDOPA 100 MG CAP,$106.94 
125653,DRY EYE OMEGA BENEFITS/VIT D-3 667-250 MG-UNIT CAP,$11.42 
22947,DTAP- VACCINE 25-58-10 LF-MCG/0.5 SUSPENSION,$102.35 
39945,DTAP-HEPB-IPV (PEDIARIX) VACCINE SUSPENSION,$257.17 
73345,DULOXETINE 20 MG CAPSULE ENTERIC COATED PARTICLES,$17.11 
73346,DULOXETINE 30 MG CAPSULE ENTERIC COATED PARTICLES,$11.55 
73347,DULOXETINE 60 MG CAPSULE ENTERIC COATED PARTICLES,$13.86 
33525,DUOVISC 0.4-0.35 ML KIT,$220.28 
147744,DURVALUMAB 120 MG/2.4ML SOLUTION 2.4 ML VIAL,$294.75 
147745,DURVALUMAB 500 MG/10ML SOLUTION 10 ML VIAL,$294.43 
39482,DUTASTERIDE 0.5 MG CAP,$13.04 
115759,DUTASTERIDE-TAMSULOSIN HCL 0.5-0.4 MG CAP,$31.66 
99940342,DUTCH CREAM 50 G JAR,$90.50 
11697,ECONAZOLE 1 % CREAM,$103.91 
92408,ECULIZUMAB 300 MG/30ML SOLUTION 30 ML VIAL,$912.60 
147788,EDARAVONE 30 MG/100ML SOLUTION,$67.12 
138107,EDOXABAN (SAVAYSA) 30 MG TAB,$45.99 
138108,EDOXABAN (SAVAYSA) 60 MG TAB,$49.64 
28066,EFAVIRENZ 200 MG CAP,$36.81 
83046,EFAVIRENZ-EMTRICITAB-TENOFOVIR (ATRIPLA) 600-200-300 MG TAB,$277.43 
40115,ELETRIPTAN 40 MG TAB,$187.88 
141206,ELFOLATE 15 MG TAB,$17.29 
141482,ELOTUZUMAB 300 MG RECON SOLN 1 EACH VIAL,$25.68 
141172,ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG TAB,$341.90 
127898,ELVITEG-COBIC-EMTRICIT-TENOFDF 150-150-200-300 MG TAB,$474.96 
73325,EMTRICITABINE-TENOFOVIR (TRUVADA) 200-300 MG TAB,$180.08 
142861,EMTRICITABINE-TENOFOVIR AF 200-25 MG TAB,$178.09 
142352,EMTRICITAB-RILPIVIR-TENOFOV AF 200-25-25 MG TAB,$412.86 
99939425,ENALAPRIL 1.25 MG TAB,$12.60 
11711,ENALAPRIL 1.25 MG/ML INJECTION,$44.06 
11706,ENALAPRIL 10 MG TAB,$9.92 
11707,ENALAPRIL 2.5 MG TAB,$11.35 
11708,ENALAPRIL 20 MG TAB,$11.02 
11709,ENALAPRIL 5 MG TAB,$12.15 
38418,ENALAPRIL ORAL 1MG/ML SUSPENSION,$35.66 
11710,ENALAPRIL-HYDROCHLOROTHIAZIDE (VASERETIC) 10-25 MG TAB,$7.69 
18826,ENALAPRIL-HYDROCHLOROTHIAZIDE (VASERETIC) 5-12.5 MG TAB,$7.45 
116206,ENOXAPARIN 100 MG/ML SOLUTION,$8.93 
116202,ENOXAPARIN 30 MG/0.3ML SOLUTION,$17.07 
116203,ENOXAPARIN 40 MG/0.4ML SOLUTION,$14.15 
116204,ENOXAPARIN 60 MG/0.6ML SOLUTION,$11.02 
116205,ENOXAPARIN 80 MG/0.8ML SOLUTION,$9.64 
38328,ENOXAPARIN INJECTION,$36.12 
116396,ENOXAPARIN SODIUM 300 MG/3ML SOLUTION,$8.39 
30902,ENTACAPONE 200 MG TAB,$33.32 
76662,ENTECAVIR 0.5 MG TAB,$72.15 
76663,ENTECAVIR 1 MG TAB,$24.32 
128209,ENZALUTAMIDE 40 MG CAP,$494.68 
3382,EPHEDRINE 50 MG/ML SOLUTION,$75.02 
143168,EPHEDRINE 50 MG/ML SOLUTION,$83.37 
99940688,EPHEDRINE 5MG/ML SYRINGE 5 MG/ML SOLUTION,$137.58 
70254,EPINASTINE 0.05 % SOLUTION 5 ML BOTTLE,$275.29 
23134,EPINEPHRINE (ADRENALIN) 0.1 % SOLUTION,$416.71 
3400,EPINEPHRINE (ADRENALIN) 1 MG/ML 1 MG/ML SOLUTION,$45.22 
132953,EPINEPHRINE (ADRENALIN) 1MG/ML 1 MG/ML SOLUTION,$60.41 
135043,EPINEPHRINE (ADRENALIN)SYRINGE 0.1 MG/ML SOLUTION PREFILLED SYRINGE,$8.31 
148994,EPINEPHRINE (ANAPHYLAXIS) 1MG/ML 1 MG/ML SOLUTION,$47.13 
135507,EPINEPHRINE 30 MG/30ML SOLUTION,$36.40 
148862,EPINEPHRINE PF (ADRENALIN) 1 MG/ML 1 MG/ML SOLUTION,$58.72 
148861,EPINEPHRINE PF 1 MG/10ML SOLUTION PREFILLED SYRINGE,$8.75 
94623,EPIRUBICIN HCL 50 MG/25ML SOLUTION,$6.03 
42688,EPLERENONE 25 MG TAB,$21.94 
42689,EPLERENONE 50 MG TAB,$17.47 
18957,EPOPROSTENOL SODIUM 0.5 MG RECON SOLN 1 EACH VIAL,$75.22 
19807,EPOPROSTENOL SOLUTION 50 ML VIAL,$75.30 
142243,EPTIFIBATIDE 20 MG/10ML SOLUTION,$64.17 
27126,EPTIFIBATIDE 75 MG/100ML SOLUTION,$38.72 
3420,ERGOCALCIFEROL 50000 UNITS CAP,$7.78 
11729,ERGOCALCIFEROL 8000 UNIT/ML SOLUTION,$10.44 
117636,ERIBULIN MESYLATE 1 MG/2ML SOLUTION,$459.72 
99941224,ERTAPENEM,$189.98 
36897,ERTAPENEM 1 G RECON SOLN,$204.98 
118956,ERTAPENEM 1 G RECON SOLN 1 EACH VIAL,$164.30 
3446,ERYTHROMYCIN 5 MG/GM OINTMENT,$13.94 
3462,ERYTHROMYCIN 500 MG RECON SOLN 1 EACH VIAL,$181.60 
3451,ERYTHROMYCIN 500 MG TAB EC,$49.55 
3449,ERYTHROMYCIN BASE (ERY-TAB) 250 MG TAB EC,$43.06 
3450,ERYTHROMYCIN BASE (ERY-TAB) 333 MG TAB EC,$53.81 
3459,ERYTHROMYCIN ETHYLSUCCINATE (E.E.S.) 400 MG/5ML RECON SUSP,$151.62 
3458,ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5ML RECON SUSP,$155.47 
11724,ERYTHROPOETIN 10000 UNIT/ML SOLUTION,$43.62 
11725,ERYTHROPOETIN 2000 UNIT/ML SOLUTION,$59.06 
17439,ERYTHROPOETIN 20000 UNIT/ML SOLUTION,$42.96 
11726,ERYTHROPOETIN 3000 UNIT/ML SOLUTION,$54.67 
11727,ERYTHROPOETIN 4000 UNIT/ML SOLUTION,$59.50 
28718,ERYTHROPOETIN 40000 UNIT/ML SOLUTION,$51.98 
38331,ERYTHROPOETIN INJECTION,$76.70 
38852,ESCITALOPRAM 10 MG TAB,$12.93 
99939916,ESCITALOPRAM 2.5 MG TAB,$9.82 
38853,ESCITALOPRAM 20 MG TAB,$8.71 
70249,ESCITALOPRAM 5 MG TAB,$8.03 
40340,ESCITALOPRAM 5 MG/5ML SOLUTION,$63.95 
11744,ESMOLOL 10 MG/ML SOLUTION,$87.57 
93079,ESMOLOL 100 MG/10ML SOLUTION,$58.51 
34619,ESMOLOL DRIP 2500 MG/250ML SOLUTION,$4.50 
143402,ESMOLOL HCL 100 MG/10ML SOLUTION PREFILLED SYRINGE,$57.31 
34557,ESOMEPRAZOLE 20 MG CAPSULE DELAYED RELEASE,$8.06 
34558,ESOMEPRAZOLE 40 MG CAPSULE DELAYED RELEASE,$13.32 
31907,ESTRADIOL 0.025 MG/24HR PATCH BIWEEKLY,$54.38 
31908,ESTRADIOL 0.0375 MG/24HR PATCH BIWEEKLY,$50.63 
32930,ESTRADIOL 0.05 MG/24HR PATCH WEEKLY,$56.78 
31911,ESTRADIOL 0.1 MG/24HR PATCH BIWEEKLY,$55.56 
11754,ESTRADIOL 1 MG TAB,$5.98 
11756,ESTRADIOL VAGINAL 0.1 MG/GM CREAM 42.5 G TUBE,"$1,723.54 "
11760,ESTROGENS 0.3 MG TAB,$33.91 
11761,ESTROGENS 0.625 MG TAB,$34.62 
11764,ESTROGENS 0.625 MG/GM CREAM,$995.28 
3502,ESTROGENS 1.25 MG TAB,$32.21 
11759,ESTROGENS 25 MG RECON SOLN,$830.72 
41656,ESTROGENS CONJUGATED 0.45 MG TAB,$34.37 
75082,ESZOPICLONE 1 MG TAB,$7.26 
11766,ETHACRYNATE 50 MG RECON SOLN 1 EACH VIAL,"$6,713.83 "
11767,ETHACRYNIC ACID 25 MG TAB,$64.99 
11770,ETHAMBUTOL 400 MG TAB,$7.52 
11777,ETHOSUXIMIDE 250 MG CAP,$11.57 
24116,ETOMIDATE 2 MG/ML SOLUTION,$77.67 
134990,ETOPOSIDE 100 MG/5ML SOLUTION,$8.81 
97139,ETRAVIRINE 100 MG TAB,$37.55 
118452,ETRAVIRINE 200 MG TAB,$81.48 
81950,EUCERIN CREAM 454 G JAR,$30.42 
121505,EVICEL 5 ML KIT,"$2,448.60 "
30906,EXEMESTANE 25 MG TAB,$26.60 
114185,"EXTRANEAL 7.5 % SOLUTION 2,000 ML FLEX CONT","$1,290.12 "
3601,EYE STREAM SOLUTION 30 ML BOTTLE,$63.18 
39546,EZETIMIBE 10 MG TAB,$29.81 
99605,FACTOR VIIA 1 MG RECON SOLN,$5.98 
99606,FACTOR VIIA 2 MG RECON SOLN,$5.92 
99607,FACTOR VIIA 5 MG RECON SOLN,$5.80 
29172,FACTOR VIII (RECOMBINANT) 801-1240 UNITS RECON SOLN,$3.47 
19185,FAMCICLOVIR 250 MG TAB,$10.48 
15679,FAMCICLOVIR 500 MG TAB,$41.39 
11802,FAMOTIDINE 20 MG TAB,$10.68 
135028,FAMOTIDINE 20 MG/2ML SOLUTION,$39.43 
135030,FAMOTIDINE 200 MG/20ML SOLUTION,$10.90 
11801,FAMOTIDINE 40 MG/5ML RECON SUSP,$16.21 
11805,FAT EMULSION 20% IV 20 % EMULSION,$121.14 
99940928,FAT EMULSION 20% IV 20 % EMULSION,$73.98 
99939437,FAT EMULSION 20% PEDIATRIC SYRINGE 20 % EMULSION,$42.73 
144112,FAT EMULSION FISH OIL BASED (SMOFLIPID) 20 % EMULSION,$82.23 
103713,FEBUXOSTAT 40 MG TAB,$60.51 
103714,FEBUXOSTAT 80 MG TAB,$61.68 
31948,FELODIPINE 2.5 MG TABLET SR 24 HR,$6.73 
31949,FELODIPINE 5 MG TABLET SR 24 HR,$12.20 
74624,FENOFIBRATE 145 MG TAB,$33.35 
18432,FENOFIBRATE 200 MG CAP,$46.67 
26960,FENOFIBRATE 67 MG CAP,$9.17 
31494,FENOFIBRATE MICRONIZED 134 MG CAP,$13.26 
26033,FENOLDOPAM 10 MG/ML SOLUTION 1 ML AMPULE,$817.72 
3652,FENTANYL 0.05 MG/ML SOLUTION,$27.37 
142238,FENTANYL 100 MCG/2ML SOLUTION,$25.13 
99941361,FENTANYL 100 MCG/2ML SOLUTION,$24.58 
32395,FENTANYL 100 MCG/HR PATCH 72 HR,$44.63 
142240,FENTANYL 1000 MCG/20ML SOLUTION,$5.80 
77012,FENTANYL 12 MCG/HR PATCH 72 HR,$54.47 
99940456,FENTANYL 1MCG/ML/BUPIV 0.08% (PF) EPIDURAL 1MCG/ML SOLUTION,$293.23 
32392,FENTANYL 25 MCG/HR PATCH 72 HR,$20.82 
142239,FENTANYL 250 MCG/5ML SOLUTION,$5.67 
99940825,FENTANYL 3MCG/ML/BUPIV 0.125% (PF) EPIDURAL 3MCG/ML SOLUTION,$254.00 
32393,FENTANYL 50 MCG/HR PATCH 72 HR,$29.19 
142275,FENTANYL 500 MCG/10ML SOLUTION,$12.82 
99940220,FENTANYL 50MCG/1ML (SKOKIE) 50MCG/ML SOLUTION,$9.57 
32394,FENTANYL 75 MCG/HR PATCH 72 HR,$39.24 
99940258,FENTANYL CONCENTRATED DRIP (5000MCG/100ML) 0.05 MG/ML,$4.54 
38443,FENTANYL INJECTION,$35.12 
99941058,FENTANYL INTRANASAL SOLUTION (ED USE ONLY) SOLUTION,$22.64 
99939528,FENTANYL NEONATAL CONCENTRATED DRIP 0.05 MG/ML SOLUTION,$29.35 
99940211,FENTANYL PCA 600 MCG/30ML 20MCG/ML SOLUTION,$168.72 
99940244,FENTANYL PCA CONC 1500MCG/30ML 50MCG/ML SOLUTION,$198.46 
99940281,FENTANYL SUBCUTANEOUS 0.05 MG/ML SOLUTION,$27.65 
99941139,FENTANYL/BUPIVACAINE EPIDURAL SOLUTION,$339.37 
29178,FERRIC GLUCONATE 12.5 MG/ML SOLUTION 5 ML VIAL,$27.09 
99940282,FERRIC SUBSULFATE SOLUTION SOLUTION,$8.31 
3687,FERROUS GLUCONATE 324 (38 FE) MG TAB,$7.12 
102425,FERROUS SULFATE (PEDS ONLY) 75 (15 FE) MG/ML SOLUTION,$5.28 
119216,FERROUS SULFATE 140 (45 FE) MG TAB CR,$6.67 
3692,FERROUS SULFATE 220 (44 FE) MG/5ML ELIXIR,$0.86 
3695,FERROUS SULFATE 300 (60 FE) MG/5ML SYRUP,$16.61 
3699,FERROUS SULFATE 325 (65 FE) MG TAB,$10.79 
3702,FERROUS SULFATE 325 (65 FE) MG TAB EC,$10.33 
105759,FERUMOXYTOL 510 MG/17ML SOLUTION,$2.55 
103578,FESOTERODINE FUMARATE 4 MG TABLET SR 24 HR,$60.24 
103579,FESOTERODINE FUMARATE 8 MG TABLET SR 24 HR,$61.01 
29721,FEXOFENADINE 180 MG TAB,$12.99 
25298,FEXOFENADINE 60 MG TAB,$9.80 
76085,FEXOFENADINE-PSEUDOEPHEDRINE 180-240 MG TABLET SR 24 HR,$15.04 
31983,FEXOFENADINE-PSEUDOEPHEDRINE 60-120 MG TABLET SR 12 HR,$10.79 
20697,FIBRIN SEALANT 2 ML KIT,$456.36 
33226,FIBRIN SEALANT 2 ML KIT,$462.44 
99939962,FIBRIN SEALANT HUMAN 2 ML KIT,"$1,084.38 "
99939963,FIBRIN SEALANT HUMAN 5 ML KIT,"$2,459.95 "
120520,FIDAXOMICIN 200 MG TAB,$294.15 
118972,FILGRASTIM 300 MCG/0.5ML SOLUTION PREFILLED SYRINGE,$3.74 
