DESCRIPTION,,PRICE
INTRO CATH DIALYSIS CIRCUIT,,"$2,697.00"
INTRO CATH DIALYSIS CIRCUIT; W ANGIO,,"$13,348.00"
INTRO CATH DIALYSIS CIRCUIT; W TRANS INTRA STENT,,"$26,978.00"
THRMBC/NFS DIALYSIS CIRCUIT,,"$13,348.00"
THRMBC/NFS DIALYSIS CIRCUIT; W ANGIO,,"$26,978.00"
THRMBC/NFS DIALYSIS CIRCUIT; W TRANS INTRA STENT,,"$40,891.00"
BALO ANGIOP CTR DIALYSIS SEG,,"$2,697.00"
TRLUML BALO ANGIOP 1ST ART,,"$13,786.00"
TRLUML BALO ANGIOP ADDL ART,,"$6,894.00"
TRLUML BALO ANGIOP 1ST VEIN,,"$13,786.00"
TRLUML BALO ANGIOP ADDL VEIN,,"$6,894.00"
TCAT PLMT IV STENT CTR DIALYSIS SEG W/IMG S&I,,"$2,399.00"
DIALYIS CIRCUIT VASC EMBOLI OCCLS EVASC IMG S&I,,"$2,399.00"
NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,,"$1,209.00"
NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,,"$1,209.00"
PERC DRUG-ELUTING COR STENT; SINGLE VESSEL,,"$23,352.00"
PERC DRUG-ELUTING COR STENT; EA ADDL BRANCH,,"$19,822.00"
PERC DRUG-ELUTING COR STENT & ATHERECT; SINGL VESS,,"$19,822.00"
PERC DRUG-ELUTING COR STENT & ATHERECT; EA ADDL BR,,"$21,624.00"
PERC DRUG-ELUTING COR REVASC OF OR THRO CABG;SING,,"$20,408.00"
PERC DRUG-ELUTING COR REVASC OF OR THR CABG; EA AD,,"$19,822.00"
PERC DRUG-ELUTING COR W/ AMI;SINGLE VES,,"$21,646.00"
PERC DRUG-ELUTING COR REVASC CTO;SINGLE VESS,,"$19,822.00"
PERC DRUG-ELUTING COR REVASC CTO; EA ADDL VESSEL,,"$20,500.00"
REMOVAL SQ IMPLANT DEFIB ELECTRODE,,"$9,935.00"
STRESS ECHO,,"$3,621.00"
CARDIAC STRESS TEST,,"$3,621.00"
"TTE, COMPLETE",,"$3,883.00"
TTE. LIMITED,,"$2,300.00"
ECHO W/STRESS TEST,,"$3,627.00"
TRANSTHORACIC ECHO FOR CONGENITAL ANOMALIES,,"$2,416.00"
TRANSTHORACIC ECHO FOLLOW-UP LIMITED STUDY,,"$1,512.00"
TRMT OF MISSED ABORT.-2ND TRIM,,"$3,666.00"
CUTTING OR REMOVAL OF CORNS,,$365.00
"IV PUSH - THER,PROPHYLAX,DX 1ST MED",,$445.00
"DUCT LAV EA BRST, SING DUCT",,"$6,124.00"
SHOULDER-CLAVICULAR,,"$1,037.00"
TREAT CLAVICLE DISLOCATION,,$815.00
HUMERUS-PROXIMAL,,"$1,035.00"
HUMERUS-NECK,,"$1,500.00"
HUMERUS-SHAFT,,$689.00
HUMERUS-CONDYLE-SUPRA,,"$1,035.00"
HUMERUS-DISTAL CLOSED,,$978.00
HUMERUS-CONDYLE-MEDIAL,,"$1,053.00"
ELBOW-RADIAL HEAD,,"$1,062.00"
ELBOW-OLECRANON,,$978.00
FOREARM-ULNAR SHAFT,,"$1,187.00"
FOREARM-BOTH BONES,,$891.00
WRIST-COLLES,,"$1,165.00"
WRIST-SCAPHOID,,"$1,077.00"
WRIST-CAPITATE,,"$1,140.00"
HAND-METACARPAL BONE,,"$1,015.00"
HAND-PHALLAX,,$974.00
TIBIA-PROXIMAL,,"$1,070.00"
ANKLE-MEDICAL MALLEOLUS,,$680.00
TIBA-DISTAL,,"$1,057.00"
ANKLE-LATERAL MALLEOLUS,,"$1,089.00"
TREATMENT OF ANKLE FRACTURE,,"$1,027.00"
FOOT-METATARSAL,,$981.00
TREATMENT OF TOE FRACTURE,,$981.00
LONG ARM SPLINT,,$768.00
"SPLINT, SHORT ARM",,$851.00
"SPLINT, FINGER",,$768.00
LONG LEG SPLINT,,"$1,372.00"
"SPLINT, SHORT LEG",,$794.00
CATH INSERT INDWELLING,,"$1,069.00"
AMNIO INFUSION (ADB),,$443.00
"OPHALMOL EXAM, INTER, NP",,$245.00
"OPTHALMOL EXAM, COMPRE, NP",,$404.00
"OPTHALMOL EXAM, INTER, EP",,$222.00
"OPTHALMOL EXAM, COMPRE, EP",,$374.00
GONIOSCOPY EXAM,,$268.00
INJECT-IM/SQ ONLY,,$203.00
"IV PUSH - THER,PROPHYLAX,DX 1ST MED",,$445.00
"IV PUSH - THER,PROPHYLAX,DX ADD'L MED",,$406.00
"IV PUSH - THER,PROPHYLAX,DX EA PUSH SAME MED",,$271.00
VISIT LEVEL 1 - NP,,$329.00
VISIT LEVEL 2 - NP,,$378.00
VISIT LEVEL 3 - NP,,$442.00
VISIT LEVEL 4 - NP,,$569.00
VISIT LEVEL 5-NP,,$686.00
VISIT LEVEL 1 - EP,,$285.00
VISIT LEVEL 2-EP,,$313.00
VISIT LEVEL 3-EP,,$399.00
VISIT LEVEL 4-EP,,$491.00
VISIT LEVEL 5-EP,,$541.00
TRIM OF DYSTROPHIC NAIL(S),,$122.00
NEW MEDICARE PHYS EXAM,,$369.00
ANNUAL HEALTH SCREEN,,$168.00
INJECT-IM/SQ ONLY,,$119.00
VISIT LEVEL BCCP 1 - NP,,$329.00
VISIT LEVEL BCCP 2 - NP,,$378.00
VISIT LEVEL BCCP 3 - NP,,$442.00
VISIT LEVEL BCCP 5-NP,,$686.00
VISIT LEVEL BCCP 1 - EP,,$285.00
VISIT LEVEL BCCP 2 - EP,,$313.00
VISIT LEVEL BCCP 3 - EP,,$399.00
VISIT LEVEL BCCP 5-EP,,$541.00
CMPTR OPHTH IMG OPTIC NERVE,,$336.00
CPTR OPHTH DX IMG POST SEGMT,,$336.00
ADVANCE CARE PLANNING FIRST 30 MINS,,$170.00
ADVANCE CARE PLANNING EA ADDL 30 MINS (ADD-ON),,$155.00
INJECT-IM/SQ ONLY,,$203.00
VISIT LEVEL BCCP 4 - NP,,$569.00
VISIT LEVEL BCCP 4-EP,,$491.00
DISCHARGE PHONE CALL AND F/U APPT WITHIN 14  DAYS,,$280.00
DISCHARGE PHONE CALL AND F/U APPT WITHIN 7  DAYS,,$410.00
ISOLATION EVALUATION - NP,,"$1,700.00"
ISOLATION EVALUATION - EP,,"$1,320.00"
NEG PRESS WD TX - 50 SQ CM OR LESS,,$289.00
NEG PRESS WD TX-> THAN 50 SQ CM,,$478.00
"ANNUAL WELLNESS VISIT, INITIAL VISIT",,$402.00
"ANNUAL WELLNESS VISIT, SUBSEQ VISIT",,$286.00
COMPLEX CHRONIC CARE MGMT - 1ST HR PER MONTH,,$172.00
CHRONIC CARE MGMT - 20 MIN. PER MONTH,,$172.00
COMPLEX CHRONIC CARE MGMT ? EA ADDL 30 MIN PER MON,,$86.00
DESTR PERIPHERAL NERVE,,"$2,501.00"
DESTR LUMB / SAC FACET JNT,,"$2,850.00"
DESTR LUMB / SAC FACET JNT ADDL,,"$1,662.00"
MRI TMJ MRI,,"$4,165.00"
MRI:ORBIT/FACE/NECKW/O CONTR.,,"$5,236.00"
MRI ORBIT/FACE/NECK/W/DYE MRI,,"$5,616.00"
MRI ORB/FACE/NECK W&WO DYE MRI,,"$7,542.00"
MRA HEAD W/O DYE,,"$5,236.00"
MRA HEAD W/ DYE,,"$5,616.00"
MRA HEAD W & W/O DYE,,"$7,542.00"
MRA NECK W/O DYE,,"$5,236.00"
MRA NECK W/ DYE,,"$5,831.00"
MRA NECK W&WO DYE,,"$7,542.00"
MRI CHEST W/O DYE,,"$4,087.00"
MRI CHEST W/DYE,,"$2,904.00"
MRI CHEST W&WO DYE,,"$5,114.00"
MRA CHEST W&WO DYE,,"$4,256.00"
MRA SPINAL CANAL W/WO DYE,,"$8,498.00"
MRA  PELVIS W/WO DYE,,"$6,414.00"
MRI UPP EXT NT JT WO DYE B MRI,,"$10,051.00"
MRI UPP EXT NT JT WO DYE L MRI,,"$5,026.00"
MRI UPP EXT NT JT WO DYE R MRI,,"$5,026.00"
MRI UPP EXT NOT JT W/DYE B MRI,,"$10,778.00"
MRI UPP EXT NOT JT W/DYE L MRI,,"$5,393.00"
MRI UPP EXT NOT JT W/DYE R MRI,,"$5,393.00"
MRI UPP EXT NT JT W&WO BI MRI,,"$13,949.00"
MRI UPP EXT NT JT W&WO LT MRI,,"$6,976.00"
MRI UPP EXT NT JT W&WO RT MRI,,"$6,976.00"
MRI UPP EXT JNT W/O DYE BI MRI,,"$10,051.00"
MRI UPP EXT JNT W/O DYE LT MRI,,"$5,026.00"
MRI UPP EXT JNT W/O DYE RT MRI,,"$5,026.00"
MRI UPP EXT JNT W/DYE BI MRI,,"$11,196.00"
MRI UPP EXT JNT W/DYE LT MRI,,"$5,597.00"
MRI UPP EXT JNT W/DYE RT MRI,,"$5,597.00"
MRI UPP EXT JNT W&WO DYE B MRI,,"$13,949.00"
MRI UPPR EXT JNT W&WO DYE LT,,"$6,976.00"
MRI UPPR EXT JNT W&WO DYE RT,,"$6,976.00"
MRA UPP EXT W/WO DYE BILAT,,"$27,844.00"
MRA UPP EXT W/WO DYE LT,,"$13,918.00"
MRA UPP EXT W/WO DYE RT,,"$13,918.00"
MRI LOW EXT NT JT WO DYE B MRI,,"$11,745.00"
MRI LOW EXT NT JT WO DYE L MRI,,"$4,151.00"
MRI LOW EXT NT JT WO DYE R MRI,,"$4,151.00"
MRI LOW EXT NT JT W/DYE B MRI,,"$9,248.00"
MRI LOW EXT NT JT W/DYE L MRI,,"$4,631.00"
MRI LOW EXT NT JT W/DYE R MRI,,"$4,631.00"
MRI LOW EXT NOT JNT W&WO B MRI,,"$11,957.00"
MRI LOW EXT NOT JNT W&WO L MRI,,"$5,981.00"
MRI LOW EXT NOT JNT W&WO R MRI,,"$5,981.00"
MRI LOW EXT JNT W/O DYE BI MRI,,"$8,302.00"
MRI LOW EXT JNT W/O DYE LT MRI,,"$4,151.00"
MRI LOW EXT JNT W/O DYE RT MRI,,"$4,151.00"
MRI LOW EXT JNT W/DYE BI MRI,,"$8,903.00"
MRI LOW EXT JNT W/DYE LT MRI,,"$4,455.00"
MRI LOW EXT JNT W/DYE RT MRI,,"$4,455.00"
MRI LOW EXT JNT W&WO DYE B MRI,,"$11,957.00"
MRI LOW EXT JNT W&WO DYE L MRI,,"$5,981.00"
MRI LOW EXT JNT W&WO DYE R MRI,,"$5,981.00"
MRI ABDOMEN W/O DYE,,"$5,593.00"
MRI ABDOMEN W/ DYE,,"$5,532.00"
MRI ABDOMEN W&WO DYE,,"$6,118.00"
MRA ABDOMEN WO CONT,,"$3,394.00"
MRI CARD MORPH W/O CONT,,"$3,962.00"
MRI CARD MORPH W/O W/STRESS,,"$3,112.00"
MRI CARD MORPH W&W/O,,"$4,756.00"
MRI CARD MORPH W&W/O W/STRESS,,"$5,552.00"
MRI SPECTROSCOPY,,"$3,764.00"
MRA ABDOMEN W DYE,,"$4,351.00"
MRA ABDOMEN W/O DYE,,"$2,308.00"
MRA CHEST W DYE,,"$3,757.00"
MRA CHEST W/O DYE,,"$4,371.00"
MRA LOW EXT W&WO DYE BI MRI,,"$4,133.00"
MRA LOW EXT W&WO DYE LT,,"$2,898.00"
MRA LOW EXT W/WO DYE RT,,"$2,898.00"
"MRI W/CONT, BRST, UNI, MRI",,"$1,389.00"
"MRI W/OFOL W/CON,BRST,UNI,MRI",,"$1,753.00"
"MRI W/CON, BRST, BI,MRI",,"$1,389.00"
"MRI W/OFOL W/CON, BRST, BI,MRI",,"$3,506.00"
CERVICAL SPINE FLEX EXT NIR,,$488.00
3D RENDERING W/O POSTPROCE MRI,,"$1,659.00"
3D RENDERING W/POSTPROCESS MRI,,"$1,659.00"
"MRI GUIDE NEEDLE PLACE, CBC",,"$3,150.00"
"MRA, W/O DYE, SPINAL CANAL",,"$4,243.00"
"MRA, W/O&W/DYE, SPINAL CANAL",,"$3,605.00"
"MRA, W/DYE, UPPER EXTREMITY",,"$4,210.00"
"MRA, W/ODYE, UPPER EXTREMITY",,"$4,210.00"
"MRA, W/O&W/DYE, UPPER EXTREMITY",,"$4,210.00"
MRI ANG LWR EXT W OR W/O DYE,,"$3,816.00"
MRI GUIDANCE FOR NEEDLE PLACEMENT,,"$3,150.00"
MRI BREAST W AND/OR WO CONT INCL CAD UNI,, $491.00 
MRI BREAST W AND/OR WO CONT INCL CAD BIL,, $491.00 
MRI BREAST WITHOUT CONTRAST MATERIAL BILATERAL,," $2,874.00 "
MRI BREAST C- UNILATERAL,, $554.00 
MRI BRAIN W/O DYE,,"$5,236.00"
MRI BRAIN W/DYE,,"$5,831.00"
MRI BRAIN W&WO DYE,,"$7,542.00"
MRI CERVICAL SPINE W/O DYE,,"$5,148.00"
MRI CERVICAL SPINE W CONTRAST,,"$5,734.00"
MRI THORACIC SPINE W/O DYE,,"$4,325.00"
MRI THORACIC SPINE W/DYE,,"$4,817.00"
MRI LUMBAR SPINE W/O DYE,,"$4,307.00"
MRI LUMBAR SPINE W/ DYE,,"$4,633.00"
MRI CERVICAL SPINE W&WO DYE,,"$7,416.00"
MRI THORACIC SPINE W&WO DYE,,"$6,232.00"
MRI LUMBAR SPINE W&WO DYE,,"$6,206.00"
MRI PELVIS W/O DYE,,"$4,087.00"
MRI PELVIS W/ DYE,,"$4,631.00"
MRI PELVIS W&WO DYE,,"$5,025.00"
MR CARDIAC MRI FOR VELOCITY FLOW MAPPING,,"$2,506.00"
"MRA W/O FOL W/CONT, ABD, CBC",,"$1,744.00"
INTRO AORTIC BALLOONS,,"$5,547.00"
Hydrocolloid Dsg 16 sq in or less,,$43.00
Hydrocolloid Dsg more than 16sq in,,$131.00
ALGINATE DRESSING <= 16 SQ IN,,$44.00
TREVO RETRIEVER-IDE#G100056,,"$4,937.00"
TREVO 18 MICROCATHETER-IDE#G100056,,$199.00
RAD-99MTC MAG 3(REN)-PR,,$350.00
FDG UNIT DOSE (SUPP,,"$1,722.00"
GA-67 GALLIUM CITRA,,$49.00
"I131 THERAPY, 1MCI",,$60.00
TC-99M DMSA NUC,,$615.00
SR-89 THERAPY RADIO,,"$3,784.00"
SM 153 LEXIDRONAM 5,,"$13,509.00"
IN 111PENTETATE DTP,,"$3,094.00"
"APPLY BODY CAST, SHLDR TO HIPS",,"$1,410.00"
APPLY BODY CAST RISSER/MINERVA,,"$1,062.00"
APPLY LONG ARM CAST,,"$1,233.00"
APPLY SHORT ARM CAST,,$794.00
APPLY LONG ARM SPLINT,,$768.00
APPLY SHORT ARM SPLINT STATIC,,$851.00
"APPLY HIP SPICA CAST, ONE LEG",,$612.00
APPLY HIP SPICA CAST BOTH LEGS,,"$1,104.00"
APPLY LONG LEG CAST,,$705.00
APPLY LONG LEG CAST BRACE,,"$1,062.00"
APPLY CYLINDER CAST,,"$1,104.00"
APPLY SHORT LEG CAST,,$794.00
APPLY SHORT LEG CAST WALKING,,"$1,181.00"
APPLY SHORT LEG CAST PTB,,$794.00
"LONG LEG CAST, RIGID",,"$1,628.00"
APPLY LONG LEG SPLINT,,"$1,372.00"
APPLY SHORT LEG SPLINT,,$794.00
REMOVAL FULL ARM/LEG CAST,,$794.00
WINDOWING OF CAST,,$612.00
FETAL SCALP BLOOD,,"$1,115.00"
Vaginal Delivery After Prior Cesarean Delivery,,"$8,307.00"
VAGINAL DELIVERY ONLY COMPLICA,,"$5,316.00"
VAGINAL DELIVERY ONLY UNCOMPL.,,"$4,261.00"
EKG,,$490.00
"RHYTHM ECG, TRACING",,$57.00
EKG RHYTHM STRIP 3 LEAD,,$57.00
CARDIAC STRESS TEST,,"$3,621.00"
"ECG MONITORING, CONTINUOUS",,"$1,026.00"
ECG MONITORING ANALYSIS&REPORT,,"$1,644.00"
CARDIAC EVENT RECORDING,,$716.00
CARDIAC EVENT ANALYSIS,,$716.00
EXT ECG > 48HR TO 21 DAY RCRD W/CONECT INTL RCRD,,$656.00
EEG UP TO 1 HOUR,,$416.00
EEG GREATER THAN ONE HOUR,,"$1,653.00"
"EEG, AWAKE AND DROWSY",,$759.00
"EEG, W/AWAKE & ASLEEP RECORD",,"$1,584.00"
"EEG, SLEEP ONLY",,"$1,268.00"
MONITORING FOR SEIZURE/VIDEO,,"$9,137.00"
EEG MONITORING/COMPUTER,,"$6,094.00"
"EEG MONITORING, CABLE/RADIO",,"$6,994.00"
SSEP UE,,"$1,223.00"
VEP,,"$1,158.00"
SSEP 4 EXT,,$556.00
CMEP LOWER LIMBS,,$981.00
CMEP UPPER LIMBS,,"$1,011.00"
INTRAOPERATIVE MONITORING NEURO IN OR EA 15 MIN,,"$3,744.00"
INTRAOPERATIVE MONITORING NEURO OUTSIDE THE OR,,"$3,744.00"
FUNCTIONAL CORTICAL MAPPING BY INTRA OPERATIVE STI,,$905.00
FUNCTIONAL MONITOR BY STIMULATION EA ADD'L HOUR,,$661.00
BAER AUDITORY EVOKED POTENTIALS FOR EVOKED RESPONS,,$935.00
EEG MONITORING/FUNCTION TEST,,"$1,943.00"
EEG HEMISPHERE FUNCTION (WADA),,"$1,943.00"
IONM REMOTE/NEARBY/>1 PATIENT IN OR PER HOUR,,"$3,358.00"
BRONCHOSCOPY,,"$3,746.00"
ERCP-W/WO BIOPSY,,"$6,377.00"
SB ENDOSCOP EXCLUDING ILEUM DX,,"$3,412.00"
SB ENDO-CTRL OF BLEED ANY METH,,"$2,777.00"
"SIGMOID, FLEX W CONTROL BLEEDI",,"$3,337.00"
"ANOSCOPY, DIAGNOSTIC, INC SPEC COLLECT",,$542.00
ANOSCOPY WITH BIOPSY,,"$2,137.00"
COLON CA SCRN NOT HI RSK IND,,"$4,021.00"
"COLONOSCOPY, ENDOSCOPIC ULTRASOUND EXAMINATION",,"$2,796.00"
SIGMOIDSCOPY W/ULTRASOUND,,"$3,986.00"
SIGMOIDOSCOPY W/SUBMUC INJ,,"$2,361.00"
UPPER GI ENDOSCOPY W/US FN BX,,"$2,605.00"
UPPER GI ENDOSCOPY W/US FN BX,,"$4,893.00"
TRANSENDOSCOPIC US W/ FN BX,,"$4,893.00"
PROCTOSIGMOIDOSCOPY W/STENT,,"$11,233.00"
SIGMOIDOSCOPY W/SUBMUC INJ,,"$2,361.00"
SIG W/BALLOON DILATION,,"$5,946.00"
"ESOPH, GASTROESOPH REFLUX TEST W/REC, ANLYS,RPT ",,"$2,483.00"
"ESOPH GASTRO REFLUX TEST, PROLONGED 1-24 HRS.",,"$1,978.00"
ESOPHAGEAL MOTILITY STUDY W/ INTERP & REPORT,,"$2,444.00"
"ESOPH  GASTROESOPH REFLUX TEST FUNCT W/REC, ANLYS,",,"$1,656.00"
RECTAL SENSATION TONE & COMPLY BALLOON DISTENTION,,"$1,261.00"
ANORECTAL MANOMETRY,,"$1,261.00"
"EMG ANAL OR URETHRAL SPHINCTER, OTHER THAN NEEDLE",,$212.00
DUODENAL MOTILITY STUDY,,"$1,128.00"
COLON MOTILITY 6HRS OR >INC PROVOC TEST W/ INTERP&,,$865.00
DIAGNOSTIC ANOSCOPY,,$560.00
COLONSCOPY DX,,"$3,540.00"
COLONSCOPY THERA 1 INTERVENTION,,"$3,896.00"
COLONSCOPY THERA 2 INTERVENTION,,"$4,284.00"
COLONSCOPY THERA 3 INTERVENTION,,"$4,713.00"
EGD DX,,"$3,013.00"
EGD THERA 1 INTERVENTION,,"$3,314.00"
EGD THERA 2 INTERVENTION,,"$3,645.00"
EGD THERA 3 INTERVENTION,,"$4,010.00"
ERCP DX,,"$5,638.00"
ERCP THERA 1 INTERVENTION,,"$6,201.00"
ERCP THERA 2 INTERVENTION,,"$6,822.00"
ERCP THERA 3 INTERVENTION,,"$7,503.00"
SIGMOIDOSCOPY DX,,"$3,599.00"
SIGMOIDOSCOPY THERA 1 INTERVENTION,,"$3,959.00"
SIGMOIDOSCOPY THERA 2 INTERVENTION,,"$4,354.00"
SIGMOIDOSCOPY THERA 3 INTERVENTION,,"$4,791.00"
COLONSCOPY VIA STOMA DX,,"$2,829.00"
COLONSCOPY VIA STOMA 1 INTERVENTION,,"$3,112.00"
COLONSCOPY VIA STOMA 2 INTERVENTION,,"$3,423.00"
COLONSCOPY VIA STOMA 3 INTERVENTION,,"$3,765.00"
GI WIRELESS CAPSULE MEASURE,,"$3,844.00"
PATENCY PILL PLACEMENT,,"$1,081.00"
EGD TRANSORAL BIOPSY SINGLE/MULTI-IP BEDSIDE,,"$3,105.00"
LEUKOPHERESIS,,"$6,450.00"
RED CELL PHERESIS,,"$6,688.00"
PLATELETPHERESIS,,"$6,688.00"
PLASMAPHERESIS,,"$7,805.00"
BLADDER IRRIG/INSTILL SIMPLE,,$504.00
BADDER IRRIG/INSTILL SIMPLE,,$504.00
IOL CALCULATIONS (OPHTHALMIC BIOMETRY),,$420.00
INSERT STRAIGHT CATH,,$864.00
"URINARY CATH, INDWELLING",,"$1,808.00"
CATH INSERT INDWELLING,,"$1,069.00"
CATH INSERTION COMPLICATED,,"$1,808.00"
"INSERT BLADDER CATH, COMPLEX",,"$1,808.00"
BLADDER IRRIG/INSTILL SIMPLE,,$864.00
EXC. LESION MUCOSA&SUB W/O REPAIR,,"$4,477.00"
"REM EMBEDDED FB, MOUTH SIMPLE",,$800.00
ORCHIECTOMY SIMPLE,,"$4,807.00"
ORCHIECTOMY RADICAL/TUMOR,,"$7,279.00"
LIP SURGERY PROCEDURE,,$230.00
DRAINAGE OF URETHRA ABSCESS,,"$6,748.00"
EXC. LESION MOUTH ROOF(PALATE),,"$2,709.00"
INDENTAL WIRING,,"$4,642.00"
DRAINAGE OF GUM LESION,,$371.00
CASTING/STRAPPING PROCEDURE,,$177.00
CLOSURE OF WINDPIPE LESION,,"$6,588.00"
LIP REPAIR,,"$1,604.00"
DRAINAGE OF MOUTH LESION,,"$2,951.00"
LEUKOPHERESIS,,"$6,450.00"
PLATELETPHERESIS,,"$6,688.00"
PLASMAPHERESIS,,"$7,805.00"
RED CELL EXCHANGE,,"$1,110.00"
COVER EYE W/ MEMBRANE,,"$2,616.00"
"EXCHANGE, RED CELL",,"$1,110.00"
PENILE INJECTION,,$797.00
BONE BX EXC.,,"$2,364.00"
TREAT NASA SEPTAL FX,,"$2,300.00"
DIRECT LARYNGOSCOPY,,"$1,457.00"
NASAL/SINUS ENDOSCOPY,,"$6,558.00"
TREATMENT OF BONE CYST,,$919.00
REMOVAL OF GUM TISSUE,,"$3,511.00"
NASAL/SINUS ENDOSCOPY,,"$6,558.00"
DRAINAGE OF SALIVARY GLAND,,"$1,571.00"
PROSTATIC RF THERMOTX (TUNA),,"$15,721.00"
PROSTATIC MICROWAVE THERMOTX (TUMT),,"$15,721.00"
LARYNGOSCOPY W/VC INJ+SCOPE,,"$10,659.00"
THERAPETIC PHLEBOTOMY,,"$6,688.00"
CRANIO/MAXILLOFACIAL PROC.,,$272.00
INJ DUPUYTREN CORD W ENZYME,,$514.00
NASAL SURGERY PROC,,$919.00
SKIN SUB GRAFT TRNK/ARM/LEG 25,,"$1,997.00"
SKIN SUB GRAFT T/A/L ADDL 25,,$583.00
SKIN SUB GRFT T/A/LG CHILD 100,,"$3,292.00"
SKIN SUB GRFT T/A/LG CH ADDL 100,,"$1,578.00"
SKIN SUB GRFT FACE/NK/HF/G 25,,"$2,179.00"
SKIN SUB GRFT F/N/HF/G ADDL 25,,$583.00
SKIN SUB GRFT F/N/HF/G CHILD 100,,"$2,408.00"
SKIN SUB GRFT F/N/HF/G CH ADD 100,,"$1,578.00"
APPLY MULTLAY COMPRS LWR LEG,,$427.00
APPLY MULTLAY COMPRS  ARM/HAND,,$427.00
EXC. ANAL EXT. TAG/PAPILLA,,"$4,354.00"
SKIN TISSUE PROCEDURE,,$250.00
LARYNGOSCOPE W/VC INJ,,"$7,031.00"
BX OF GUM MASS,,"$1,880.00"
VESTIBULE OF MOUTH (UNLISTED),,$262.00
ABDOM PARACENTESIS W/O IMAG,,"$1,769.00"
ABDOM PARACENTESIS W IMAG,,"$1,769.00"
PERITONEAL LAVAGE W IMAG,,"$1,769.00"
REMOVAL OF SUPPORT IMPLANT,,"$5,073.00"
TREAT FRACTURE RADIUS ULNA,,"$2,315.00"
TREAT LOWER LEG FRACTURE,,"$6,872.00"
ALVEOPLASTY W/EXTRACTIONS,,"$2,391.00"
TREAT KNUCKLE DISLOCATION,,"$1,500.00"
ANAL/URINARY MUSCLE STUDY,,$212.00
AMPUTATION OF FINGER THUMB,,"$7,113.00"
TREAT KNUCKLE DISLOCATION,,"$1,500.00"
INJECTION EPIDURAL BLOOD PATCH,,"$1,596.00"
BLEPHAROPTOSIS,,"$5,067.00"
REPAIR NAIL BED,,$759.00
DESTRUCTION MALIGNANT LESION 0.5CM OR LESS,,$477.00
TONGUE/MOUTH UNLISTED PROC.,,$271.00
TREAT HEEL FX,,"$4,960.00"
"LARYNGOSCOPY, FIBEROPTIC W/BX",,"$6,942.00"
THROAT PROC. ( PHARY/ ADEN/TONS),,$206.00
TREAT ECTOPIC PREGNANCY,,"$21,864.00"
UPPER ARM/ELBOW SURG,,$483.00
CYSTO REM OF CLOTS,,"$5,135.00"
TOPOGRAPHY,,$291.00
AMNIOCENTESIS THERAPEUTIC,,"$2,089.00"
REMOVAL OF GANGLION CYST,,"$4,220.00"
CORNEAL TOPOGRAPHY,,$291.00
TREATMENT OF THIGH FRACTURE,,"$16,329.00"
EAR MICROSCOPY EXAMINATION,,$90.00
OBSERVATION ROOM,,$124.00
OBS. RM. ECC,,$124.00
PELVIC/BREAST EXAM,,$243.00
IMMUNIZATION ADMINISTRATION,,$46.00
ADMINISTRATION PNEUMO VACCINE,,$46.00
IMMUNIZATION EACH ADDITIONAL,,$41.00
ADMINISTRATION FLU VACCINE,,$46.00
IMMUNIZATION ADMIN. (PED),,$46.00
ADMINISTRATION OF HEPATITIS B VACCINE,,$82.00
HEMODIALYSIS-ACUTE-I/P,,"$2,388.00"
PERITONEAL DIALYSIS-INPAT,,$917.00
EMERGENCY DIALYSIS,,"$2,388.00"
INTPATIENT DIALYSIS CRRT,,"$2,388.00"
PERITONEAL DIALYSIS OP,,"$1,724.00"
BRIEF EVALUATION MANAGEMENT,,$62.00
PSYCH EVAL OF RECORDS,,$400.00
CONSULTATION WITH FAMILY,,$240.00
PREPARATION OF REPORTS,,$240.00
Group Outpatient Services,,$19.00
Group Outpatient Services,,$85.00
Group Outpatient Services,,$85.00
METHADONE ADMINISTRATION,,$131.00
MH ASSESSMENT BY A NON-PHYSICIAN,,$167.00
SERVICE PLAN DEVELOPMENT,,$85.00
PEER SUPPORT,,$28.00
ASSERTIVE COMMUNITY TREATMENT,,$93.00
CONSUMER/FAMILY ASSISTANCE,,$81.00
MEDICATION ADMINIST COMP,,$85.00
Group Outpatient Services,,$17.00
Group Outpatient Services,,$17.00
Group Outpatient Services,,$15.00
Group Outpatient Services,,$72.00
Group Outpatient Services,,$72.00
CSI COLLATERAL CONTACT 15MINS,,$72.00
CRISIS INTERV OUT OF CLINIC-15,,$136.00
CRISIS INTERVENTION,,$136.00
PSYCHOSOCIAL REHABILITATION,,$28.00
GRP/FAM SKILL TRAIN W/PAT15MIN,,$17.00
GROUP SKILLS TRAINING 15MINS,,$17.00
FAMILY TRAINING W/PAT 15MINS,,$72.00
FAMILY TRAINING W/O PAT 15MINS,,$72.00
NURSING ASSESSMENT,,$98.00
NURSING ASSESSMENT,,$98.00
RN SERVICES 15MINS,,$98.00
LPN SERVICES 15MINS,,$74.00
COMMUNITY TRANSITIONAL PLANNIN,,$69.00
MULTI-GROUP FAMILY COUNS 15MIN,,$19.00
PSYCH DX EVAL (NO MED SERVICE),,$572.00
PSYCH DX EVAL (WITH MED SERVICE),,$572.00
INTERACTIVE COMPLEXITY,,$319.00
Case Management,,$45.00
"CASE MANAGEMENT - PRACTITIONER LEVEL 5,",,$45.00
