Service Area,Description,Revenue Code,Patient Pay Charge
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TOTAL PHENYTOIN (BEAKER),LABORATORY - CHEMISTRY [0301],18
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TOTAL THYROXINE (T4) ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TOTAL THYROXINE (T4) ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TOTAL THYROXINE (TY) ASSAY - 2 (BEAKER),LABORATORY - CHEMISTRY [0301],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TOXOPLASMA GONDII ANTIBODY IGM (SENDOUT) (BEAKER),LABORATORY - IMMUNOLOGY [0302],35
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TOXOPLASMA GONDII IGG ANTIBODY (SENDOUT) (BEAKER),LABORATORY - IMMUNOLOGY [0302],35
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TPMT Enzyme Activity HPLC(Beaker),LABORATORY - CHEMISTRY [0301],73
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRACHEAL ASPIRATE,OPERATING ROOM SERVICES - MINOR SURGERY [0361],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRACTION MECHANICAL >=1 AREA,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],48
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TRAMADOL (GC/MS), URINE (SENDOUT-REFLEX) - LC",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSABDOMINAL OB US <14 WEEKS,OTHER IMAGING SERVICES - ULTRASOUND [0402],167
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSC O2 MONITORING 1-2 LVL BIL,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],72
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSC O2 MONITORING 1-2 LVL UNI,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],72
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSC O2 MONITORING 3OR> LVL BIL,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],112
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSC O2 MONITORING 3OR> LVL UNI,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],112
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSFERRIN ASSAY,LABORATORY - CHEMISTRY [0301],18
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRANSFERRIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],18
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TRANSVAGINAL US, OBSTETRIC",OTHER IMAGING SERVICES - ULTRASOUND [0402],167
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TRANSVAGINAL US, OBSTETRIC PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],167
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRAY ANGIOGRAPHY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],71
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRAY BASIC BIOPSY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRAY CT CUSTOM BIOPSY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRAY EPIDURAL/SPINAL COMB,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRAY PARACENTESIS DISP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRAY PARACENTESIS DISP.,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREADMILL EXERCISE EKG PEDS,CARDIOLOGY - STRESS TEST [0482],280
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREAT ELBOW DISLOCATION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],70
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREAT FINGER FRACTURE EACH PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],135
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREAT FRACTURE RADIUS & ULNA PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],135
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREAT FRACTURE RADIUS/ULNA,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],203
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREAT METACARPAL FRACTURE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],135
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREAT ROOM-0.0 TO 0.5HR,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],57
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREATMENT OF BURN(S),SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],61
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREATMENT OF BURN(S) PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],61
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TREATMENT OF BURN(S) PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],186
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRIGLYCERIDE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRIGLYCERIDE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRIM SKIN LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TRIM SKIN LESIONS, 2 TO 4",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],87
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TRIM SKIN LESIONS, 2 TO 4 PBC",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TRIM SKIN LESIONS, OVER 4 PBC",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],115
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRIMMING NAIL(S) PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],27
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TROPONIN I ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TRYPTASE,LABORATORY - GENERAL CLASSIFICATION [0300],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TSH ASSAY, ULTRA-SENSIIVE",LABORATORY - CHEMISTRY [0301],38
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"TSH ASSAY, ULTRA-SENSITIVE (Beaker)",LABORATORY - CHEMISTRY [0301],38
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TTL TRIIODOTHYRONINE(T3) ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TUBE TRACH LPC SIZE 6,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],56
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TUBIGRIP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],6
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TX IP JOIN DISLOCATION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],105
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TX IP JOINT DISLOCATION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],70
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TX MCP DISLOC W/MANIPULATION W,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],70
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TX PATELLAR DISLOCATION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],70
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TX SHOULDER DISLOCATION,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],70
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,TX/PRO/DX INJ SAME DRUG ADON,IV THERAPY - GENERAL CLASSIFICATION [0260],50
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ULTRASOUND EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ULTRASOUND GUIDANCE FOR VASCUL - IMG,OTHER IMAGING SERVICES - ULTRASOUND [0402],81
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"ULTRASOUND, CHEST",OTHER IMAGING SERVICES - ULTRASOUND [0402],100
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ULTRATAG,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],97
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UMBILICAL ARTERY ECHO PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],63
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UPPER GI TRACT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],240
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UPPER GI WITH KUB,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],255
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UPPER GI WITH KUB WITH AIR,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],327
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UPPR EXTREMITY INFAN,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UREA NITROGEN URINE (BEAKER),LABORATORY - CHEMISTRY [0301],7
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UREA-N ASSAY URINE,LABORATORY - CHEMISTRY [0301],7
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URETHROGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],223
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URETHROGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],223
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URIC ACID ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"URIC ACID ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],7
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINALYSIS AUTO W/O MICROS (Beaker),LABORATORY - UROLOGY [0307],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINALYSIS-MICROSCOPE ONLY,LABORATORY - GENERAL CLASSIFICATION [0300],4
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE BACTERIA CULTURE,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],19
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE IMMUNOFIXATION (Beaker),LABORATORY - IMMUNOLOGY [0302],72
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE MICROSCOPIC (Beaker),LABORATORY - UROLOGY [0307],4
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE ORGANIC ACIDES (DUKE),LABORATORY - GENERAL CLASSIFICATION [0300],349
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE OSMOLALITY,LABORATORY - CHEMISTRY [0301],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE OSMOLALITY (Beaker),LABORATORY - HEMATOLOGY [0305],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE PREGNANCY (Beaker),LABORATORY - CHEMISTRY [0301],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE PREGNANCY PBC,LABORATORY - UROLOGY [0307],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,URINE PREGNANCY TEST-WAIVED ME,LABORATORY - CHEMISTRY [0301],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,UROGRAPHY RETROGRADE W/WO KUB,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],413
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US ABD AORTIC ANEURYSM SCREEN,OTHER IMAGING SERVICES - ULTRASOUND [0402],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US ABDOMEN COMPLETE,OTHER IMAGING SERVICES - ULTRASOUND [0402],301
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US ABDOMEN LIMITED,OTHER IMAGING SERVICES - ULTRASOUND [0402],301
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US ABDOMEN LIMITED,OTHER IMAGING SERVICES - ULTRASOUND [0402],301
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US Breast Biopsy Including Guidance,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],1010
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US Breast Biopsy Including Guidance ea Add'l,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],1010
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US BREAST UNILATERAL - COMPLETE,OTHER IMAGING SERVICES - ULTRASOUND [0402],194
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US BREAST UNILATERAL - LIMITED,OTHER IMAGING SERVICES - ULTRASOUND [0402],127
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US EXTREM NONVASCULAR COMP,OTHER IMAGING SERVICES - ULTRASOUND [0402],237
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US EXTREM NONVASCULAR LIMITED - IMG,OTHER IMAGING SERVICES - ULTRASOUND [0402],141
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US EXTREM NONVASCULAR LIMITED PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],141
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US GUID NEED PLAC BX ASPI INJ - IMG,OTHER IMAGING SERVICES - ULTRASOUND [0402],222
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US GUIDANCE,OTHER IMAGING SERVICES - ULTRASOUND [0402],222
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US GUIDANCE FOR BOTOX INJ,OTHER IMAGING SERVICES - ULTRASOUND [0402],187
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US INFANT HIPS W/MANIPULATION,OTHER IMAGING SERVICES - ULTRASOUND [0402],102
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US OF SCROTUM & CONTENTS,OTHER IMAGING SERVICES - ULTRASOUND [0402],279
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US PELVIS COMPLETE - IMG,OTHER IMAGING SERVICES - ULTRASOUND [0402],257
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,US PELVIS LIMITED,OTHER IMAGING SERVICES - ULTRASOUND [0402],167
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VAC,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],72
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VACCINE ADMIN-INFLUENZA,PREVENTIVE CARE SERVICES - VACCINE ADMINISTRATION [0771],27
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VACCINE ADMIN-INFLUENZA PBC,PREVENTIVE CARE SERVICES - VACCINE ADMINISTRATION [0771],27
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VALPORIC ACID ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],18
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VANCOMYCIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VARICELLA ZOSTER ABS,LABORATORY - IMMUNOLOGY [0302],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VARICELLA ZOSTER PCR-RT (QUALI,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VARICES BANDING DURING EGD,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],632
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VDRL CSF (SENDOUT) (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VENOM BUMBLE BEE (BOMBUS TERRESTRUS) IGE (SENDOUT),LABORATORY - IMMUNOLOGY [0302],63
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VENTILATION (FIRST DAY),RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],235
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VENTILATION (SUBSEQUENT DAY),RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],180
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VIABAHN 5CM X 9MM X 120 CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],3542
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VISUALIZATION OF WINDPIPE PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],527
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN A (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN B1 (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],39
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN B12 ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],28
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN B6 (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],52
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN C,LABORATORY - GENERAL CLASSIFICATION [0300],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN D 25 HYDROXY,LABORATORY - CHEMISTRY [0301],54
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VITAMIN E,LABORATORY - GENERAL CLASSIFICATION [0300],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VOIDING CYSTOGRAM - IMG,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],223
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VOLATILES,LABORATORY - GENERAL CLASSIFICATION [0300],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VON WILLEBRAND FACTOR AG,LABORATORY - HEMATOLOGY [0305],56
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,VON WILLEBRAND MULTIMER,LABORATORY - HEMATOLOGY [0305],56
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,W/CONTRAST ECHO 2D COMP + DOP,CARDIOLOGY - ECHOCARDIOLOGY [0483],627
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,W/CONTRAST ECHO 2D COMP NO DOP,CARDIOLOGY - ECHOCARDIOLOGY [0483],180
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,W/CONTRAST ECHO EXERCISE STRES,CARDIOLOGY - ECHOCARDIOLOGY [0483],391
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,W/CONTRAST ECHO LAB TRANSESOP,CARDIOLOGY - ECHOCARDIOLOGY [0483],272
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,W/CONTRAST ECHO PHARM STRESS,CARDIOLOGY - ECHOCARDIOLOGY [0483],391
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WALKER LOWER LEG LARGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WALKER LOWER LEG MEDIUM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WALKER LOWER LEG SMALL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274],50
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WBC COUNT (Beaker),LABORATORY - HEMATOLOGY [0305],6
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WBC DIFF-MANUAL,LABORATORY - HEMATOLOGY [0305],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WCC APPL MULTLAY COMPRS ARM/HAND,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],67
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WCC APPLY MULTLAY COMPRS UPR ARM,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],48
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WCC APPLY MULTLAY COMPRS UPR LEG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],67
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WEDGE EXCISION OF SKIN NAIL FO PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],145
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WET PREPARATION (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WH MANUAL BED CHARGE,ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110],289
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WHEELCHAIR PROP EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WHIRLPOOL >= 1 AREA,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],49
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES ALPHA 2-MACROGLOBULINS QT,LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES ANCA C&P AB TITER,LABORATORY - IMMUNOLOGY [0302],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES ANCA C&P QT IMMUNO,LABORATORY - CHEMISTRY [0301],17
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES ANESTHESIA TECHNICAL FEE PER UNIT,ANESTHESIA - GENERAL CLASSIFICATION [0370],135
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES ANTIDEPRESSANT DEFIN 1-2,LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES APOLIPOPROTEIN,LABORATORY - CHEMISTRY [0301],29
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES BIOPSY GUN 14G 11CM CA1411,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],61
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES BLOOD PATCH,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],354
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES BLOOD TRANSFUSION,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],204
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES BODY FLUID CHOLESTEROL,LABORATORY - CHEMISTRY [0301],10
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Wilkes CAPD DIALYSIS,CONTINUOUS AMBULATORY PERITONEAL DIALYSIS (CAPD) - OUTPATIENT OR HOME - CAPD/COMPOSITE OR OTHER RATE [0841],340
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Wilkes CAPD TRAINING,CONTINUOUS AMBULATORY PERITONEAL DIALYSIS (CAPD) - OUTPATIENT OR HOME - CAPD/COMPOSITE OR OTHER RATE [0841],228
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CARDIOLIPIN ANTIBODY SCN,LABORATORY - CHEMISTRY [0301],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Wilkes CARIOLITE-TECH SEST40MCI,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],318
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Wilkes CCPD DIALYSIS,CONTINUOUS CYCLING PERITONEAL DIALYSIS (CCPD) - OUTPATIENT OR HOME - CCPD/COMPOSITE OR OTHER RATE [0851],340
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Wilkes CCPD TRAINING,CONTINUOUS CYCLING PERITONEAL DIALYSIS (CCPD) - OUTPATIENT OR HOME - CCPD/COMPOSITE OR OTHER RATE [0851],228
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CELL-SAVER PROCEDURE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],316
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CENTRAL LINE INSERTION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],40
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CESAREAN SECTION,LABOR ROOM/DELIVERY - DELIVERY ROOM [0722],1318
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CESAREAN SECTION & TUBAL,LABOR ROOM/DELIVERY - GENERAL CLASSIFICATION [0720],1983
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Wilkes CHOLETEE UPTO 15 MCI,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],39
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CHROMOSOME ANAL,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],284
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CHROMOSOME INTERP-REPORT,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],87
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,WILKES CRNA PROCEDURE BASE UNITS,ANESTHESIA - GENERAL CLASSIFICATION [0370],45
