Service Area|Px Code|Procedure Description|Supply #|Unit Price
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4305|18,043.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4306|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4307|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4309|158.04
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4324|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4325|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4326|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4327|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4328|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4362|14,220.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4363|14,220.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4364|14,220.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4367|23,324.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4368|23,324.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4369|23,324.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4370|23,324.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4371|18,659.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|43711|17,775.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4372|18,659.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4373|18,659.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4374|18,659.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4375|16,274.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4376|7,228.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4377|7,228.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|43775|52,238.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4378|7,228.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4379|7,228.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4380|7,228.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4383|22,712.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4384|22,712.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4385|22,712.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4386|22,712.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4387|22,712.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4388|23,324.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4390|9,582.70
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4391|9,582.70
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4392|14,824.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4393|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|43944|12,442.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4395|14,824.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4396|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4397|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4398|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4399|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4400|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4401|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4402|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4403|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4404|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44058|2,567.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44104|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4424|25,318.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4425|6,331.49
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4426|6,331.49
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4427|6,331.49
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4428|6,460.70
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44318|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44348|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44350|2,962.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4440|21,563.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4441|21,563.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4442|21,563.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4443|21,563.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4445|20,235.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4446|21,563.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4447|20,235.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4448|20,235.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4450|20,235.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44568|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44569|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44570|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44571|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44619|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44627|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44628|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44629|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44630|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44631|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44632|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44633|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44634|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44635|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44636|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44637|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44638|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44639|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44640|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44641|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44642|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44643|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44644|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44645|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44646|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44647|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44648|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44649|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44650|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44651|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44652|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44653|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44654|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44655|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44656|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44657|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44658|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44659|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44660|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44661|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44662|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44663|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44664|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44665|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44666|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44667|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44668|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44669|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44670|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44671|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44672|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44673|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44674|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44675|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44676|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44677|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44678|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44679|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44680|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44681|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44682|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44683|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44684|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44685|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44686|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44687|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44688|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44689|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44690|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44691|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44692|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44693|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44694|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44695|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44696|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44697|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44698|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44699|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44700|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44701|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44702|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44703|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44704|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44705|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44706|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44707|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44708|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44709|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44710|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44711|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44712|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44713|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44714|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44715|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44716|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44717|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44718|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44719|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44720|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44721|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44722|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44723|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44724|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44725|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44726|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44727|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44728|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44729|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44730|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44731|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44732|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44733|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44734|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44735|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44736|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44737|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44738|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44739|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44740|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44741|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44742|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44743|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44744|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44745|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44746|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44747|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44748|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44749|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44750|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44751|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44752|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44753|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44754|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44755|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44756|15,705.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44757|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44758|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44759|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44760|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44761|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44762|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44763|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44764|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44765|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44766|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44767|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44768|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44769|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44770|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44771|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44772|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44773|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44826|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44827|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44828|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44829|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44830|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44831|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44832|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44833|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44834|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44835|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44836|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44837|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44838|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44839|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44840|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44841|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44842|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44843|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44844|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44845|4,645.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44848|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44849|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44874|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44912|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44913|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44918|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44997|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|44999|1,756.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45002|16,985.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45051|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45106|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45138|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4522|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45252|11,850.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45253|11,850.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45254|11,850.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45353|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45370|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45371|18,565.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45377|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45447|24,343.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45448|25,675.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45449|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45451|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45453|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45457|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45549|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45550|18,565.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45597|18,043.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45613|3,357.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45616|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45617|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45759|2,231.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45764|17,775.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45782|18,565.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45788|4,740.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45857|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45919|11,850.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45939|9,282.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45945|1,975.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|45968|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46016|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46017|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46049|8,919.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46085|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46139|52,535.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46140|2,188.30
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46160|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46208|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46209|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4622|546.47
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4623|1,063.43
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4624|5,202.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46241|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4627|17,636.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46270|6,402.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46271|6,402.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46272|6,402.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46273|6,402.20
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46362|28,637.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46365|13,805.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46376|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46441|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46444|11,850.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|46446|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4665|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4673|2,972.38
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47023|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47025|18,043.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47161|3,950.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|472|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|473|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47366|9,875.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47370|16,985.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47371|18,565.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|474|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47429|13,505.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47501|3,537.23
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47551|3,456.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4760|4,147.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4761|4,147.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4762|4,779.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4763|4,542.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47651|7,092.23
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47657|17,776.98
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47771|869.22
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47934|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47935|324.86
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47937|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47988|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47989|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47990|2,962.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|47991|24,343.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|480|113.09
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48070|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48085|6,971.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48092|6,442.45
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48093|19,750.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48209|8,919.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48211|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48212|13,576.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|48363|24,343.85
