Item, Amount 
SHEATH PINNACLE 6FR 90CM, 206.00 
SHEATH PINNACLE 6FR HIFLO, 206.00 
SHEATH PINNACLE 6FRX6CM, 206.00 
SHEATH PINNACLE 7FR, 620.00 
SHEATH PINNACLE 7FR 25CM, 206.00 
SHEATH PINNACLE 7FR 90CM, 206.00 
SHEATH PINNACLE 7FR HIFLO, 206.00 
SHEATH PINNACLE 8FR, 206.00 
SHEATH PINNACLE 8FR 25CM, 206.00 
SHEATH PINNACLE 9FR 10CM .035, 206.00 
SHEATH PINNACLE CROSS CUT 6X90, 206.00 
SHEATH PINNACLE INTRO 11FR, 206.00 
SHEATH PRELUDE 9X13CM SNAP, 206.00 
SHEATH R/O 8FR 11CM, 206.00 
SHEATH RAABE FLEXOR 7FRX55CM, 206.00 
SHEATH RAABE FLEXOR 8FRX55CM, 206.00 
SHEATH RAMP FAST CATH 8.5F60CM, 453.75 
SHEATH RECTAL PROBE SMARTEMP, 206.00 
SHEATH REPLACEMENT PROBE OUTER, 206.00 
SHEATH RETRIEVAL EZ BENT TIP, 206.00 
SHEATH SAFE 6FR, 206.00 
SHEATH SAFE 7FR, 620.00 
SHEATH SAFE 7FR 25CM, 137.50 
SHEATH SAFE 8FR, 206.00 
SHEATH SAFE CGS WORLEY 9FR," 1,010.00 "
SHEATH SAFE ULTRA 10FRX13CM, 206.00 
SHEATH SAFE ULTRA 11FR, 206.00 
SHEATH SAFE ULTRA 7FR, 206.00 
SHEATH SAFE ULTRA 9FR, 206.00 
SHEATH SAFESHEATH 9FRX25CM, 121.00 
SHEATH SAFESHEATH II ULTRA 6FR, 206.00 
SHEATH SCREW LARGE 30MM, 620.00 
SHEATH SENTRANT HYDRO, 620.00 
SHEATH SHUTTLE 4FR 110CM, 206.00 
SHEATH SHUTTLE 5FR 110CM, 206.00 
SHEATH SHUTTLE 6FR 90CM, 206.00 
SHEATH SHUTTLE 6FR FLEX, 206.00 
SHEATH SHUTTLE 7FR 90CM, 206.00 
SHEATH SLIMLINE 550," 1,720.00 "
SHEATH STEADY TISS STBL EVOLTN, 620.00 
SHEATH STEERABLE OSCAR 6FR," 1,720.00 "
SHEATH SUPER 4FR 11CM, 206.00 
SHEATH SUPER 5FR 11CM, 206.00 
SHEATH SUPER 6FR 11CM W/O WIRE, 206.00 
SHEATH SUPER 6FR X 25CM .035, 206.00 
SHEATH SUPER 7FR 11CM, 206.00 
SHEATH SUPER 7FR X 25CM .035GW, 206.00 
SHEATH SUPER 9FR 11CM, 206.00 
SHEATH SUPER ARROW FLEX 8F 24C, 206.00 
SHEATH SUPER FLEX 8F 11CM, 206.00 
SHEATH SUPER RIO 4FR 11CM, 206.00 
SHEATH SUPER RO 6FR 11CM, 206.00 
SHEATH SWARTZ TRANSPTL 63C-SL1, 563.75 
SHEATH TIGHTRAIL 11FR," 5,673.00 "
SHEATH TIGHTRAIL 13FR," 6,876.00 "
SHEATH TIGHTRAIL 9FR," 6,876.00 "
SHEATH TIGHTRAIL MINI 9FR," 4,470.00 "
SHEATH TIGHTRAL SUB-C 11FR," 4,470.00 "
SHEATH TIGHTRAL SUB-C 13FR," 4,470.00 "
SHEATH TIGHTRAL SUB-C 9FR," 4,470.00 "
SHEATH TIP MULTI-PURPOSE," 1,010.00 "
SHEATH TIP STRAIGHT 80X4CM 8F," 1,010.00 "
SHEATH TRANSSEPTAL 81CM SL1, 605.00 
SHEATH TRUCLEAR 5.6MM," 2,751.00 "
SHEATH T-S INPUT 6F 11CM, 206.00 
SHEATH ULTIMUM 12FR 12CM, 206.00 
SHEATH ULTIMUM 16FR 35CM, 206.00 
SHEATH URET ACC.14FR.HYDO CT, 206.00 
SHEATH URET FLEXOR 12FR 45CM, 206.00 
SHEATH URET.ACCESS 12/14F, 206.00 
SHEATH URETERAL ACC 12X45CM, 206.00 
SHEATH URETERAL ACCESS 14FR, 206.00 
SHEATH URETERAL ACCESS 36CM, 620.00 
SHEATH URETERAL FLEXOR 12X20CM, 206.00 
SHEATH URETERAL FLEXOR 12X28CM, 206.00 
SHEATH URETERAL FLEXOR 12X55CM, 206.00 
SHEATH URTR ACC FLX 12FRX28CM, 206.00 
SHEATH URTR ACC FLX 12FRX35CM, 206.00 
SHEATH URTRL ACCESS 14F 35CM, 206.00 
SHEATH VAS TUNLR&BUL TIP 10MM, 206.00 
SHEATH WATCHMAN ANT CURVE SYS," 2,751.00 "
SHEATH WATCHMAN DBL CURVE SYS," 2,751.00 "
SHEATH WATCHMAN SGL CURVE SYS," 2,750.00 "
SHEATHS DISPOSABLE FOR PIPE LI, 206.00 
SHEET BARRIER POREX 35X50X1," 1,347.17 "
SHEET WOUND MICRO MATRIX 100MG, 827.20 
SHEETING ALLIEDSIL 8X6 .005, 522.50 
SHEETING SILICONE 8X6.040 ST, 646.25 
SHELL," 2,751.00 "
SHELL 3HOLE 50MM G7 OSSEOTI," 6,876.00 "
SHELL ACE 3 HOLE REFLCT 3 52MM," 2,751.00 "
SHELL ACE CLUSTER 50MM TTNM," 2,751.00 "
SHELL ACE CLUSTER 52MM TTNM," 2,751.00 "
SHELL ACE CLUSTER 54MM TTNM," 2,751.00 "
SHELL ACE CLUSTER 60MM TTNM," 2,751.00 "
SHELL ACE CLUSTER HOLE 48MM," 2,751.00 "
SHELL ACE CLUSTER HOLE 52MM," 2,751.00 "
SHELL ACE CLUSTER HOLE 54MM," 2,751.00 "
SHELL ACE CLUSTER HOLE 56MM," 2,751.00 "
SHELL ACE CLUSTER HOLE 62MM," 2,751.00 "
SHELL ACE MULTI HOLE 52MM," 2,751.00 "
SHELL ACE MULTI HOLE 56MM," 2,751.00 "
SHELL ACE MULTI HOLE 56MM TITN," 6,876.00 "
SHELL ACE MULTI HOLE REV 48MM," 2,751.00 "
SHELL ACE TRDENT PSL 50MM SZ E," 2,751.00 "
SHELL ACE TRDENT PSL 54MM SZ F," 2,751.00 "
SHELL ACET 3H REFLECT 3 50MM," 2,751.00 "
SHELL ACET 54MM OD 10H DYNASTY," 4,470.00 "
SHELL ACET CROWN CUP 48MM," 4,470.00 "
SHELL ACET CROWN CUP 52MM," 4,470.00 "
SHELL ACET G7 3H OSSEOTI 48MM," 6,876.00 "
SHELL ACET G7 3H OSSEOTI 52MM," 6,876.00 "
SHELL ACET G7 4H OSSEOTI 54MM," 6,876.00 "
SHELL ACET GRIPTION 52MM," 2,751.00 "
SHELL ACET GRIPTION 58MM," 2,751.00 "
SHELL ACET LIMIT HOLE SZ 23 52," 2,751.00 "
SHELL ACET LIMIT HOLE SZ 24 56," 2,751.00 "
SHELL ACET LIMIT HOLE SZ 24 58," 2,751.00 "
SHELL ACET PC 46MM GROUP B," 1,720.00 "
SHELL ACET PC 48MM GROUP B," 1,720.00 "
SHELL ACET PC 50MM GROUP C," 1,720.00 "
SHELL ACET PC 52MM GROUP D," 1,720.00 "
SHELL ACET PC 54MM GROUP E," 1,720.00 "
SHELL ACET PC 56MM GROUP F," 1,720.00 "
SHELL ACET PC 58MM GROUP G," 1,720.00 "
SHELL ACET PC 60MM GROUP G," 1,720.00 "
SHELL ACET PC 62MM GROUP G," 1,720.00 "
SHELL ACET PC 64MM GROUP H," 1,720.00 "
SHELL ACET PC 66MM GROUP H," 1,720.00 "
SHELL ACET PRESS FIT 54MM SZ23," 6,876.00 "
SHELL ACET REGENEREX SZ23 54MM," 2,751.00 "
SHELL ACET SECTOR 58MM," 2,751.00 "
SHELL ACETABLUAR F/M 54MMOD," 1,720.00 "
SHELL ACETABULAR," 2,751.00 "
SHELL ACETABULAR  48 MM," 2,751.00 "
SHELL ACETABULAR  58 MM," 2,751.00 "
SHELL ACETABULAR 48MM," 2,751.00 "
SHELL ACETABULAR 52MM," 2,751.00 "
SHELL ACETABULAR 54MM," 2,751.00 "
SHELL ACETABULAR 56MM," 2,751.00 "
SHELL ACETABULAR C NOVA 50MM," 4,470.00 "
SHELL ACETABULAR F/M 56MMOD," 1,720.00 "
SHELL ACETABULAR F/M W/THRU," 2,751.00 "
SHELL ACETABULAR F/M W/THRU60M," 2,751.00 "
SHELL ACETABULAR HEMI SZ E 54M," 6,876.00 "
SHELL ACETABULAR HEMI SZ F 58M," 6,876.00 "
SHELL ACETABULAR HEMI SZ F 60M," 6,876.00 "
SHELL ACETABULAR SPIKED 52M F," 2,751.00 "
SHELL ACT CH SZ LL 85MM TRAB R," 2,751.00 "
SHELL ACT CLUSTER HOLE 48MM," 2,751.00 "
SHELL ACT CLUSTER HOLE 52MM," 2,751.00 "
SHELL CLUS H NN CONTINUUM 62MM," 2,751.00 "
SHELL CONTINUUM MULTI 54," 2,751.00 "
SHELL CONTINUUM MULTI 56," 2,751.00 "
SHELL CONTINUUM MULTI 60," 2,751.00 "
SHELL DYNASTY BF 52MM," 4,470.00 "
SHELL ENDO II UNIPOLAR 44MM, 620.00 
SHELL GLND ANAT MED ALL POLY," 2,751.00 "
SHELL HEMI CLUS TRITANIUM 48MM," 2,751.00 "
SHELL HEMI CLUS TRITANIUM 56MM," 2,751.00 "
SHELL HEMI CLUSTER HOLE 62MM," 2,751.00 "
SHELL HUMERAL RSP NEUTRAL 36M," 4,470.00 "
SHELL OSSEOTI 4 HOLE SZG 58MM," 6,876.00 "
SHELL OSSIOTI 4 HOLE G7 56MM," 6,876.00 "
SHELL PSL SZ E CLUSTER 52MM," 2,751.00 "
SHELL TM MOD 46MM CLUSTER HOLE," 2,751.00 "
SHELL TM MOD CLUSTER HOLE 46MM," 2,751.00 "
SHELL TRABECULAR METAL," 2,751.00 "
SHELL TRIDENT PSL 50MM," 2,751.00 "
SHIM DISC STAINLESS STEEL 3VL, 620.00 
SHIM RETRACTOR DOCKING, 585.75 
SHOULDER - 1 VIEW, 185.00 
SHOULDER HUMERAL HEAD 44X15," 1,720.00 "
SHOULDER HUMERAL HEAD 48X15," 1,720.00 "
SHOULDER ROUTINE, 200.00 
SHUNT 1.5MM, 198.55 
SHUNT 2.0MM, 198.55 
SHUNT 2.5MM, 198.55 
SHUNT 3 X 5 PEDIATRIC, 620.00 
SHUNT 3.5MMX5MM," 1,504.25 "
SHUNT ARTERIOTOMY 1.50MM, 189.75 
SHUNT ARTERIOTOMY 2.50MM 5/BX, 189.75 
SHUNT CAROTID COMMON PR/INH.," 1,922.25 "
SHUNT CAROTID LOOP 3X4 STRL," 1,144.00 "
SHUNT CHPV INLINE SIPHON," 12,376.00 "
SHUNT CORONARY ANAST 3MM, 198.55 
SHUNT DENVER ASCITES 15.5FR," 6,187.50 "
SHUNT EXTERNAL CAROTID 3MMX4MM," 1,347.50 "
SHUNT FLO THRU 1.5, 158.40 
SHUNT FLO THRU 2.0X18, 158.40 
SHUNT FLO THRU 2.5, 158.40 
SHUNT FLO THRU 3.0, 158.40 
SHUNT FLOW 1.75, 189.75 
SHUNT FLOW 2.25, 206.25 
SHUNT GLAUCOMA P-200," 2,751.00 "
SHUNT GLAUCOMA P50," 2,736.25 "
SHUNT INTRALUMINAL 2.25MM, 158.40 
SHUNT KIT STRADA LP," 12,273.09 "
SHUNT LIFEPORT 6.0FR PLASTIC, 620.00 
SHUNT LIFEPORT 6.6FR PLASTIC, 620.00 
SHUNT LIFEPORT 6.6FR TITANIUM, 620.00 
SHUNT LIFEPORT 8.0FR PLASTIC, 620.00 
SHUNT LIFEPORT 9.6FR PLASTIC, 620.00 
SHUNT LIFEPORT 9.6FR TITANIUM, 620.00 
SHUNT LIFEPORT PERITONEAL TITA, 620.00 
SHUNT OPEN STRATA," 12,273.09 "
SHUNT PROGRAMMABLE CHPU," 12,515.00 "
SHUNT VLV PRGRMBL W/O SIPH," 12,376.00 "
SHUTTLE SL 8FR X 90 CM, 206.00 
SHUTTLE SUPER, 209.66 
SICKLE QUICK SCREEN, 41.00 
SIDEWINDER, 466.73 
SIGMA CR POROCOAT FEMUR R SZ 4," 4,470.00 "
sildenafil (antihypertensive) 20 mg tablet, 115.86 
SILICON 1000 8.5 ML," 1,361.25 "
silver nitrate applicators 75 %-25 % topical stick, 2.09 
silver sulfADIAZINE 1 % topical cream, 104.90 
SIM REP F/E/N/L/MM <2.5CM, 365.00 
SIM REP F/E/N/L/MM 2.6-5.0CM, 365.00 
SIM REP F/E/N/L/MM 5.1-7.5CM, 365.00 
SIM REP F/E/N/L/MM 7.6-12.5CM, 365.00 
SIM REP S/N/A/G/T/E 2.6-7.5C, 365.00 
SIM REP S/N/A/G/T/E 7.6-12.5C, 365.00 
SIM REP S/N/A/G/TR/E <2.5CM, 365.00 
"simethicone 40 mg/0.6 mL Oral Drops, Susp", 2.00 
"simethicone 40 mg/0.6 mL oral drops,suspension", 6.66 
simethicone 80 mg chewable tablet, 2.00 
simvastatin 10 mg tablet, 6.25 
simvastatin 40 mg tablet, 2.00 
sincalide 5 mcg solution for injection, 300.32 
SINU-FOAM STAMMBERGER, 184.25 
SINUSES COMPLETE, 185.00 
SIROLIMUS, 87.00 
sitaGLIPtin 100 mg tablet, 12.89 
sitaGLIPtin 50 mg tablet, 25.78 
SIZER BREAST 270-300CC 1/EA, 206.00 
SIZER BREAST 295CC 11.25X4.6CM, 620.00 
SIZER BREAST 330-360CC 1/EA, 206.00 
SIZER BREAST 390-420CC 1/EA, 206.00 
SIZER BREAST 450CC, 206.00 
SIZER BREAST 510CC, 206.00 
SIZER BREAST 68MP 650-700ML, 206.00 
SIZER BREAST NATRELLE 340ML, 620.00 
SIZER BREAST NATRELLE 400ML, 620.00 
SIZER BREAST NATRELLE 445ML, 620.00 
SIZER BREAST NATRELLE 495ML, 620.00 
SIZER BREAST NATRELLE 545ML, 620.00 
SIZER BREAST NATRELLE 580ML, 620.00 
SIZER BREAST NATRELLE 650ML, 620.00 
SIZER BREAST NATRELLE 750ML, 620.00 
SIZER BREAST NATRELLE 800ML, 620.00 
SIZER GRAFT VASCULAR 5-24MM, 28.60 
SIZER IMPLANT BREAST 300-330ML, 206.00 
SIZER IMPLANT REUSABLE 339, 620.00 
SIZER IMPLANT REUSABLE 371, 620.00 
SIZER IMPLANT REUSABLE 397, 620.00 
SIZER IMPLANT REUSABLE 400, 620.00 
SIZER MAMMARY 330CC ROUND, 206.00 
SIZER MAMMARY 68MP 480-510ML, 206.00 
SIZER MAMMARY INSPIRA 560ML, 620.00 
SIZER REUABLE, 620.00 
SIZER REUSABLE, 620.00 
SIZER SURGICAL HEARTMATE II," 2,751.00 "
SKULL < 4VIEWS, 179.00 
"SKULL COMPLETE,MIN 4VIEWS", 215.00 
SLED ULTRASOUND, 110.00 
SLEEP STAGING +4 W/CPAP," 3,140.00 "
"SLEEP STUDY, UNATTENDED, SIMUL RECORD HR/O2 SAT/RESP FLOW/RESP EFFT", 486.00 
SLEEVE, 206.00 
SLEEVE 2.5MM V40, 206.00 
SLEEVE ADAPTOR +0MM, 206.00 
SLEEVE COAX ANT VITRECTOMY INF, 206.00 
SLEEVE COMP UNITRAX STND, 206.00 
SLEEVE DRILL, 206.00 
SLEEVE DRILL 1.25 MM, 206.00 
SLEEVE DRILL 5 MM GREEN, 206.00 
SLEEVE DRILL 9 MM BLUE, 206.00 
SLEEVE DRILL CANN F2.7-1.25MM," 1,010.00 "
SLEEVE FEM ADJ V40 5DEG -4MM, 206.00 
SLEEVE FEM C-TAPER UNI +0MM, 206.00 
SLEEVE FEM C-TAPER UNI +5MM, 206.00 
SLEEVE FEM C-TAPER UNI -3MM, 206.00 
SLEEVE FEM KNEE FULL 31MM," 6,876.00 "
SLEEVE FEMORAL UNITRAX +10MM, 206.00 
SLEEVE FEMORAL UNIV 31MM," 6,876.00 "
SLEEVE FEMORAL UNIV 40MM," 6,876.00 "
SLEEVE FEMORAL UNIV 46MM," 6,876.00 "
SLEEVE FEMORAL V40 5 DEG +4MM, 206.00 
SLEEVE INTRODUCER CATH 60CM ST, 206.00 
SLEEVE IRRIGATIOAN," 2,751.00 "
SLEEVE PROX S-ROM 18XXL," 1,720.00 "
SLEEVE PROXIMAL 16 D LRG," 1,720.00 "
SLEEVE PROXIMAL S-ROM 18D SML," 1,720.00 "
SLEEVE RESORBABLE, 620.00 
SLEEVE RTRCTR 80MM SILICONE," 1,249.52 "
SLEEVE SILICONE, 206.00 
SLEEVE S-ROM FXXL20," 1,720.00 "
SLEEVE S-ROM PRX 16F-LRG," 1,720.00 "
SLEEVE S-ROM PRX 18F-LRG," 1,720.00 "
SLEEVE S-ROM PRX 20D-SML," 1,720.00 "
SLEEVE TIBIAL MED/LG 29MM," 6,876.00 "
SLEEVE TIBIAL MED/LG 37MM," 6,876.00 "
SLEEVE TIBIAL MODULAR," 1,010.00 "
SLEEVE UNIPOLAR 3MM, 206.00 
SLEEVE UNIPOLAR ENCORE, 206.00 
SLEEVE WIRE F/3.5 PLATE 1.6X55, 620.00 
SLEEVE ZTT 16B LRG," 1,720.00 "
SLEEVE ZTT 16B SML," 1,720.00 "
SLEEVE ZTT 16D SML," 1,720.00 "
SLEEVE ZTT 18B SML," 1,720.00 "
SLEEVE ZTT 18D LRG," 1,720.00 "
"SLEEVE, SCD T/L", 196.00 
SLIDER NITINOL SHUTTLE, 169.40 
SLIMPORT ROSENBLATT," 1,010.00 "
SLING ALTIS SINGLE INCISION," 3,500.75 "
SLING DESARA URIN INCONT," 3,847.25 "
SLING FIT ADVANTAGE," 2,945.25 "
SLING HALO SHAPE OBTRYX II," 3,179.00 "
SLING MIDURETHRAL LYNX MESH," 2,781.63 "
SLING MIDURTHRL MESH SOLYX SIS," 3,763.38 "
SLING MONARC KIT," 2,406.25 "
SLING RETROARC RETROPUBLIC SYS," 2,406.25 "
SLING TRANSOBTURATOR OBTRYX II," 3,179.00 "
SLING TRANSVAGINAL ADVANTAGE," 2,781.63 "
SLING TUTOPLAST FASCIA LATA," 1,479.50 "
SLING TUTPLSTR FSCIA LATA 4X7," 2,751.00 "
SLING TUTPLSTR FSCIA LATA 6X8," 4,470.00 "
SLING URETH SUPRIS 1.1X60CM," 2,062.50 "
SLING URETH TRANSOBTR TAPE TOT," 2,147.75 "
SLING URETHRAL POLY MESH," 1,462.66 "
SLINGSHOT 45DEG UP, 717.75 
SLINGSHOT 70DEG UP, 717.75 
SLITTER UNIVERSAL, 86.63 
SM ANTIBODY, 44.00 
SMALL BONE FIXATION 1.6MM, 206.00 
SMART TOE 2 15MM," 1,720.00 "
SNARE 10MM DEVICE, 825.00 
SNARE 15MM DEVICE, 825.00 
SNARE 4MM DEVICE GOOSENECK," 1,705.00 "
SNARE ACUSNARE POLYPECTOMY, 69.58 
SNARE AMPLATZ GOOSENECK 25MM, 825.00 
SNARE AMPLATZ GOOSENECK 2MM," 1,705.00 "
SNARE AMPLATZ GOOSENECK 5MM, 825.00 
SNARE CAPTIFLEX 2.4X27MM 240CM, 36.16 
SNARE CAPTIVATOR COLD RND 10MM, 46.75 
SNARE CAPTIVATOR II - 10MM, 37.15 
SNARE CAPTIVATOR II - 15MM, 37.15 
SNARE CAPTIVATOR II 25MM ROUND, 41.64 
SNARE CAPTIVATOR II 33MM ROUND, 41.64 
SNARE CAPTIVATOR II RND STF 15, 24.97 
SNARE CAPTIVTOR HEXAGON, 22.17 
SNARE CRESCENT 27MM OVAL, 37.24 
SNARE ELECTROSURGICAL, 57.45 
SNARE ENDO 10MMX120CM 4F 100CM, 715.00 
SNARE ENDO 2.4X11X240CM DISP, 36.16 
SNARE ENDO 20MMX120CM 6F 100CM, 715.00 
SNARE ENDO 4-8MM 175CM 3.2FR," 1,650.00 "
SNARE ENDO STANDARD 6F 12-20MM, 910.25 
SNARE ENDOVASC 27-45 7FRX100CM, 910.25 
SNARE EN-SNARE 18-30MM 120CM, 910.25 
SNARE EXACTO COLD, 49.50 
SNARE EXPRO ELITE 10MM, 822.25 
SNARE EXPRO ELITE 25 MM, 822.25 
SNARE EXPRO ELITE 35 MM, 822.25 
SNARE GOOSENECK 20MM 120CM 6FR, 825.00 
SNARE HEXAGONAL 7FRX3X4.5CM, 29.15 
SNARE INTRA AMPLATZ 25MM/6F, 825.00 
SNARE INTRAVAS LOOP 30X120, 825.00 
SNARE MICRO OVAL 13X2.4X240, 22.14 
SNARE MULTI-BAND DUETTE, 698.50 
SNARE NDL EYE FEM 13MM 94CM," 2,475.00 "
SNARE NEEDLES EYE 12FR 20MM," 2,475.00 "
SNARE NEEDLES EYE 16FR 20MM," 3,300.00 "
SNARE ONE STANDARD 120CM 10MM, 715.00 
SNARE OVAL 2.4X13MMX195 CM, 52.25 
SNARE POLYP 2.4X27MMX240 CM, 54.04 
SNARE POLYP ENDO 2.4X13X240CM, 43.37 
SNARE POLYP ENDO 2.4X27X240CM, 49.50 
SNARE POLYP MINI 20X2.4X195CM, 52.25 
SNARE POLYP STD 2.4X27X240CM, 22.14 
SNARE POLYP STD SNG 7FR, 291.50 
SNARE POLYPECTOMY BETTOCCHI, 151.75 
SNARE PROFILE 11 EX SM OVAL, 108.08 
SNARE SENSATION, 46.04 
SNARE STANDARD, 107.06 
SNARE STANDARD 12-20," 1,058.75 "
SNARE STANDARD 9-15," 1,058.75 "
SNARE TONSIL, 2.61 
"SNARE, DISP (ANY)", 72.00 
SNF PRIVATE, 485.00 
SNF SEMI-PRIVATE ROOM, 460.00 
"SNP ARRAY, POC ANALYSIS"," 1,200.00 "
sodium 35 mEq-potassium 20 mEq-mag 5 mEq/20 mL-calcium-chlorid-acet IV, 22.92 
sodium acetate 2 mEq/mL intravenous solution, 11.34 
sodium bicarbonate 1 mEq/mL (8.4 %) intravenous solution, 23.18 
sodium bicarbonate 10 mEq/10 mL (8.4 %) intravenous syringe, 50.58 
sodium bicarbonate 4.2 % (0.5 mEq/mL) intravenous syringe, 38.91 
sodium bicarbonate 650 mg tablet, 2.00 
sodium bicarbonate 8.4 % (1 mEq/mL) intravenous syringe, 36.98 
sodium chloride 0.45 % intravenous solution, 10.10 
sodium chloride 0.9 % for nebulization, 2.00 
sodium chloride 0.9 % injection solution, 10.00 
sodium chloride 0.9 % injection syringe, 10.00 
"sodium chloride 0.9 % injection syringe,sodium chloride 0.9 % injection solution", 10.00 
sodium chloride 0.9 % intravenous solution, 10.00 
sodium chloride 0.9 % irrigation solution, 10.67 
"sodium chloride 0.9 % IV,sodium chloride 0.9 % injection syringe,sodium chloride 0.9 % injection solution", 10.00 
"sodium chloride 0.9 %, bacteriostatic injection solution", 10.00 
sodium chloride 3 % intravenous injection solution, 10.00 
sodium chloride 4 mEq/mL intravenous solution, 16.20 
sodium citrate-citric acid 500 mg-334 mg/5 mL oral solution, 8.24 
sodium ferric gluconate complex in sucrose 62.5 mg/5 mL intravenous, 97.49 
sodium hyaluronate 10 mg/mL Intraocular Syringe, 426.72 
sodium nitroprusside 25 mg/mL intravenous solution, 625.93 
sodium phosphate 3 mmol/mL intravenous solution, 52.47 
sodium polystyrene sulfonate 15 gram/60 mL oral suspension, 33.84 
"SODIUM, BLOOD", 40.00 
"SODIUM, URINE", 59.00 
"sodium,potassium,mag sulfates 17.5 gram-3.13 gram-1.6 gram oral soln", 332.41 
solifenacin 5 mg tablet, 41.17 
SOLN VESTACIDE DECON, 4.68 
SOLUBLE TRANSFERRIN RECEPTOR, 252.70 
SOMATOMEDIN C (IGF-1), 65.00 
SOMATOSTATIN, 72.75 
SORBAFIX 30 COUNT.," 1,146.20 "
sotalol 80 mg Tab, 7.83 
sotalol 80 mg tablet, 7.37 
SP. STAINS GRP II, 128.00 
SPACE CERV ANT ZERO-P 7MM," 4,470.00 "
SPACER, 206.00 
SPACER, 26.00 
SPACER 4MM," 2,751.00 "
SPACER ACF 6MM," 2,751.00 "
SPACER ACF7MM," 2,751.00 "
SPACER ALLOCRAFT TLIF 10MM," 12,376.00 "
SPACER ALLOCRAFT TLIF 8MM," 12,376.00 "
SPACER ALLOGRAFT FORGE 12X14MM," 2,406.25 "
SPACER ANATOMIC PEEK 6X16X14MM," 4,470.00 "
SPACER ANATOMIC PEEK 7X16X14MM," 4,470.00 "
SPACER ANATOMIC PEEK 8X16X14MM," 4,470.00 "
SPACER ARTIX-C  CORTICAL 5MM," 2,200.00 "
SPACER ARTIX-C  CORTICAL 6MM," 2,200.00 "
SPACER AUG FEM DSTL PFC SZ 3 4," 2,751.00 "
SPACER BONE 12X14X6CM CF," 2,406.25 "
SPACER BONE LORDOTIC 12X14X7MM," 2,406.25 "
SPACER CALIB 18X50 8-11 LORDT," 14,437.50 "
SPACER CALIB 18X55 8-11 LORDT," 14,437.50 "
SPACER CEMENT DISTAL 10MM, 264.00 
SPACER CEMENT DISTAL 13MM, 206.00 
SPACER CENTRALIZER DIST UNIV 1, 206.00 
SPACER CERV CORT CANC 7MM," 4,470.00 "
SPACER CERV STD 13X14X5MM," 1,720.00 "
SPACER CERVICAL 13X12X10," 2,266.00 "
SPACER CERVICAL 13X12X11," 2,266.00 "
SPACER CERVICAL 14X11.5X5MM," 1,993.75 "
SPACER CERVICAL 7DEG 11X14X7MM," 1,720.00 "
SPACER CERVICAL 7DEG 11X14X8MM," 1,720.00 "
SPACER CERVICAL GRAFTECH," 2,751.00 "
SPACER CERVICAL LORDTC 14X12X8," 2,751.00 "
SPACER DISTAL FEMORAL SZ3 5MM," 2,751.00 "
SPACER DISTAL FEMORAL SZ4 5MM," 2,751.00 "
SPACER DISTAL FEMORAL SZ5 5MM," 2,751.00 "
SPACER DST FEM SZ 3 4MM R," 2,751.00 "
SPACER DST FEM SZ 3 8MM," 2,751.00 "
SPACER DST FEM SZ 3 8MM R," 2,751.00 "
SPACER DST FEM SZ 5 4MM LF," 2,751.00 "
SPACER DST FEM SZ 5 8MM LF," 2,751.00 "
SPACER FEM +0 12/14 TAPER END, 206.00 
SPACER FEM +5 12/14 TAPER END, 206.00 
SPACER FEM -0 12/14 TAPER END, 206.00 
SPACER FEM AUG TRI SZ5 10MM R," 2,751.00 "
SPACER FEM AUG TRI SZ7 5MM L," 2,751.00 "
SPACER FORTIFY 12MM 33-53MM," 12,376.00 "
SPACER FORTIFY 16MM 36-57MM," 12,376.00 "
SPACER FORTIFY 20MM CORE 41-64," 16,500.00 "
SPACER GRAFTECH CORTICAL," 2,751.00 "
SPACER HIP INTERSPACE 54MM," 9,626.00 "
SPACER HIP LONG 46 MM, 206.00 
SPACER HIP LONG 54 MM, 206.00 
SPACER HIP LONG 60 MM, 206.00 
SPACER HIP SHORT 46 MM, 206.00 
SPACER KNEE TEMPORARY INTERSPA, 206.00 
SPACER LAMINOPLASTY 10MM," 2,208.94 "
SPACER LAMINOPLASTY 12MM," 2,208.94 "
SPACER LAMINOPLASTY 4MM," 2,208.94 "
SPACER LAMINOPLASTY 6MM," 2,208.94 "
SPACER LAMINOPLASTY 8MM," 2,208.94 "
SPACER LATERAL LUMBAR 11MM," 9,626.00 "
SPACER LORDOTIC 18X45 8 11MM," 14,437.50 "
SPACER LORDOTIC ADV ACF 8MM," 4,470.00 "
SPACER LORDOTIC STD ACIS 6MM," 1,720.00 "
SPACER LORDOTIC STD ACIS 7MM," 1,720.00 "
SPACER LORDOTIC ZERO-P 6MM," 6,876.00 "
SPACER LORDOTIC ZERO-P 8MM," 5,500.00 "
SPACER LUMB CAP VBS 12X22MM," 7,700.00 "
SPACER METAL 10MM," 1,010.00 "
SPACER METAL 20MM," 1,010.00 "
SPACER NEXGEN SZ F 5MM," 1,010.00 "
SPACER NIKO CORPECTOMY 15MM," 9,626.00 "
SPACER NIKO CORPECTOMY 17MM," 9,626.00 "
SPACER PERM MED 8DEG 10MM, 206.00 
SPACER POS FEM WDG 5MM SZ7-8," 1,010.00 "
SPACER POST FEM AUG SZ E 10MM," 1,010.00 "
SPACER POST FEM SZ 5 4MM," 2,751.00 "
SPACER POST FEMORAL SZ 4 5MM," 2,751.00 "
SPACER POST FEMORAL SZ3 5MM," 2,751.00 "
