SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
"Surgery, Interventional, and Diagnostic Services",INSERT PICC W/O PUMP/PORT >5 YRS INCL ALL IMAGING,2412.25
"Surgery, Interventional, and Diagnostic Services",INSERT PLEURAL CATH W/ CUFF,"$6,527.75 "
"Surgery, Interventional, and Diagnostic Services",INSERT SINGLE 1 TV LEAD PERM PM/ICD,"$6,840.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT SPHENOIDAL ELECTRODE FOR EEG,$378.75 
"Surgery, Interventional, and Diagnostic Services",INSERT SQ ICD ELECTRODE,"$13,344.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT SUBCUTANEOUS EXTENSION,"$2,432.25 "
"Surgery, Interventional, and Diagnostic Services",INSERT TIPS,"$6,420.75 "
"Surgery, Interventional, and Diagnostic Services",INSERT TISS EXPANDER NOT BRST W/SUBSEQ,"$2,638.75 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC 2SITES W/PUMP/PORT,"$5,863.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/ PORT <5 YR,"$6,390.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/ PORT >= 5 YR,"$6,640.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/ SUBQ PUMP,"$3,885.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/O PORT <5 YR,"$3,649.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/O PORT >= 5 YR,"$3,872.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNLD INTRAPERITONEAL CATH PERM,"$6,506.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT/REPL LEADLESS PACEMAKER INCL ALL IMAGING,45401
"Surgery, Interventional, and Diagnostic Services",INSERT/REPLC TEMP DUAL CHAMBER ELECTROD,"$8,808.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT/REPLC TEMP SINGLE CHAMBER PACER,"$8,808.50 "
"Surgery, Interventional, and Diagnostic Services",INSERTION INTRAUTERINE DEVICE,$866.00 
"Surgery, Interventional, and Diagnostic Services",INSERTION OF IVC FILTER,"$11,641.25 "
"Surgery, Interventional, and Diagnostic Services",INSRT NEW/REPLC PPM W/ELECTRODE ATR/VEN,"$20,449.75 "
"Surgery, Interventional, and Diagnostic Services",INSRT PACER GEN ONLY W/EXIST DUAL LEADS,"$12,685.00 "
"Surgery, Interventional, and Diagnostic Services",INSRT PACER GEN ONLY W/EXIST MULT LEADS,"$17,263.00 "
"Surgery, Interventional, and Diagnostic Services",INSRT TUNLD INTRPRITNL CATH W/SUBQ PORT,"$5,536.00 "
"Surgery, Interventional, and Diagnostic Services",INSRT TUNNLD INTRAPERITONEAL CATH COMP,"$5,973.00 "
"Surgery, Interventional, and Diagnostic Services",INSRT/REPL SQ ICD SYS W/DFT TESTING,"$62,829.25 "
"Surgery, Interventional, and Diagnostic Services",INSTILL THERAPEUTIC AGENT PELVIS/URETER,"$1,589.00 "
"Surgery, Interventional, and Diagnostic Services",INSTILLATION PLEURODESIS AGENT,"$1,075.00 "
"Surgery, Interventional, and Diagnostic Services",INTRALESIONAL INJ 1-7 LESIONS,$139.50 
"Surgery, Interventional, and Diagnostic Services",INTRALESIONAL INJ 8 OR MORE LESIONS,$150.00 
"Surgery, Interventional, and Diagnostic Services",INTRO CATH AORTA,"$1,679.50 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH DIALYSIS CIRCUIT,"$2,873.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH DLYSS CIRCUIT W STNT PLCMNT,"$40,992.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH DLYSS CIRCUIT W/BLLN ANGPLSTY,"$22,477.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH RT HEART/MAIN PULMON ART,"$1,026.25 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH SUP/INF VENA CAVA,"$1,813.75 "
"Surgery, Interventional, and Diagnostic Services",INTRO GUIDE RENAL PELV/URET W/ DILAT,"$3,140.25 "
"Surgery, Interventional, and Diagnostic Services",INTRO NDL/CATH AORTIC TRANSLUMBAR,"$1,436.75 "
"Surgery, Interventional, and Diagnostic Services",INTRO NDL/CATH RETRO EXTREMITY ART,$904.25 
"Surgery, Interventional, and Diagnostic Services",INTRO NEEDLE/INTRACATHETER VEIN,$338.00 
"Surgery, Interventional, and Diagnostic Services",INTRO TRANSCERV FALLOPIAN CATH,"$2,560.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO TRANSCERV FALLOPIAN CATH,"$2,560.00 "
"Surgery, Interventional, and Diagnostic Services",INTRODUCTION LONG GI TUBE,$499.00 
"Surgery, Interventional, and Diagnostic Services",INTUBATION ENDOTRACHEAL,$803.50 
"Surgery, Interventional, and Diagnostic Services",IRIDOTOMY/IRIDECTOMY BY LASER SURGERY,"$1,454.25 "
"Surgery, Interventional, and Diagnostic Services",IRRIGATE CORPORA CAVERNOSA PRIAPISM,$452.25 
"Surgery, Interventional, and Diagnostic Services",IVUS NON CORONARY ADDITIONAL VESSEL,"$2,590.25 "
"Surgery, Interventional, and Diagnostic Services",IVUS NON CORONARY INITIAL VESSEL,"$4,793.50 "
"Surgery, Interventional, and Diagnostic Services",LAB STEM CELL HARVEST ALLOGEN,"$3,360.00 "
"Surgery, Interventional, and Diagnostic Services",LABYRINTHOTOMY W/ VESTIBULOACTIVE DRUG,"$3,330.00 "
"Surgery, Interventional, and Diagnostic Services",LACRIMAL PUNCTUM SNIP,$569.25 
"Surgery, Interventional, and Diagnostic Services",LAPAROSCOPY DX W/W/O BRUSH/WASH,"$5,536.50 "
"Surgery, Interventional, and Diagnostic Services",LARGSC W/LASER DSTRJ LES,"$7,488.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOPLASTY LARYNGEAL STE,"$4,792.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOP W/VC INJ + SCOPE,"$6,150.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY DIRECT OPERATIVE W/BIOPSY,"$2,599.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY DIRECT W/VOCAL CORD INJ,"$3,114.75 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY FLEX FIBEROPTIC LES REMOVE,"$4,714.75 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY FLEX FIBEROPTIC W/ BX,"$3,114.75 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY FLEXBL W/INJCTN AGMNTJ UNI,"$2,500.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY FLEXIBLE FIBEROPTIC DX,$357.50 
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY FLEXIBLE THERAPTC INJ UNI,"$3,911.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY INDIRECT W/VOCAL CORD INJ,"$2,066.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGOSCOPY W/STROBOSCOPY,$837.00 
"Surgery, Interventional, and Diagnostic Services",LARYNGSCOPY DIRECT W/W/O TRACHESCPY ASP,"$2,466.00 "
"Surgery, Interventional, and Diagnostic Services",LARYNGSCPY DIR W/W/O TRCHSCPY DILT INIT,"$3,452.00 "
"Surgery, Interventional, and Diagnostic Services",LASER IRIDOPLASTY,$934.50 
"Surgery, Interventional, and Diagnostic Services",LASER RESURFACING LIPS,$831.50 
"Surgery, Interventional, and Diagnostic Services",LATERAL CANTHOPEXY,"$1,876.25 "
"Surgery, Interventional, and Diagnostic Services",LESION CREATE STEREOTACTIC METH,"$4,691.75 "
"Surgery, Interventional, and Diagnostic Services",LEUKOPHERESIS,"$2,880.50 "
"Surgery, Interventional, and Diagnostic Services",LID LACERATION REPAIR FULL THICKNESS,"$2,181.25 "
"Surgery, Interventional, and Diagnostic Services",LID LACERATION REPAIR PARTIAL THICKNESS,"$1,936.00 "
"Surgery, Interventional, and Diagnostic Services",LIGATION TUBAL POSTPARTUM ABD/VAG,"$2,644.25 "
"Surgery, Interventional, and Diagnostic Services",LIGATION TUBAL W/ C-SECTION/ABD SURG,"$2,955.50 "
"Surgery, Interventional, and Diagnostic Services",LIGATION/BIOPSY TEMPORAL ARTERY,"$4,050.00 "
"Surgery, Interventional, and Diagnostic Services",LYSE CHEST TUBE OR CATH FIBRIN INITIAL,"$1,246.00 "
"Surgery, Interventional, and Diagnostic Services",LYSIS/EXCISN PENIL CIRCUMIC ADHESIONS,"$4,594.00 "
"Surgery, Interventional, and Diagnostic Services",MANIPULAT PALM CORD POST INJ,$670.00 
"Surgery, Interventional, and Diagnostic Services",MASTOTOMY W/ EXPLORE DRAINAGE ABSCESS,"$1,832.25 "
"Surgery, Interventional, and Diagnostic Services",MEASURE POST VOID BLADDER CAPACITY US,$100.25 
"Surgery, Interventional, and Diagnostic Services",MECH REMOV OBSTRUCT MATERIAL FROM TUBE,$545.00 
"Surgery, Interventional, and Diagnostic Services",MEDIAL CANTHOPEXY,"$5,341.00 "
"Surgery, Interventional, and Diagnostic Services",MOHS 1ST STAGE HD/NK/HND/FT/GENIT <=5,$742.50 
"Surgery, Interventional, and Diagnostic Services",MOHS 1ST STAGE TRUNK/ARM/LEG <=5,$742.50 
"Surgery, Interventional, and Diagnostic Services",MOHS ANY STAGE >5,$415.00 
"Surgery, Interventional, and Diagnostic Services",MOHS EA ADDL STAGE HD/NK/HND/FT/GENI<=5,$633.25 
"Surgery, Interventional, and Diagnostic Services",MOHS EACH ADDL STAGE TRUNK/ARM/LEG <=5,$593.50 
"Surgery, Interventional, and Diagnostic Services",MONITOR GLUCOSE VIA SENSOR HOOKUP/RECRD,$465.00 
"Surgery, Interventional, and Diagnostic Services",MST BIOPSY BONE TROCAR/NEEDLE DEEP,"$2,077.75 "
"Surgery, Interventional, and Diagnostic Services",MST BIOPSY BONE TROCAR/NEEDLE SUPRFCIAL,"$1,835.75 "
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE ABD/PELV 3RD ORD,"$2,754.25 "
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE ABD/PELV EA ADL BRANCH,$550.00 
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE ABD/PELV/LE 1ST ORD,"$2,091.75 "
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE ABD/PELV/LE INIT 2ND ORD,"$2,606.00 "
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE THORACIC EA ADL BRANCH,$439.75 
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE THORACIC INIT 2ND ORD,"$1,706.75 "
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE THORACIC INIT 3RD ORD,"$1,864.25 "
"Surgery, Interventional, and Diagnostic Services",MST CATH PLACE THORACIC/BRACH 1ST ORD,"$1,644.00 "
"Surgery, Interventional, and Diagnostic Services",MST DILATE BALLOON ICRAN VASOSP DIF VAS,"$4,013.00 "
"Surgery, Interventional, and Diagnostic Services",MST DILATE BALLOON ICRAN VASOSP INI VES,"$4,013.00 "
"Surgery, Interventional, and Diagnostic Services",MST ENDOVASC OCCLUSION ART TEMP BALLOON,"$9,820.00 "
"Surgery, Interventional, and Diagnostic Services",MST ICRA/CERV OCCL CAROTID EMBO/CATH,"$4,944.25 "
"Surgery, Interventional, and Diagnostic Services",MST INTRACRAN/CERV OCCL CAROTID,"$2,048.75 "
"Surgery, Interventional, and Diagnostic Services",MST INTRO CATH AORTA,"$1,679.50 "
"Surgery, Interventional, and Diagnostic Services",MST INTRO CATH SUP/INF VENA CAVA,"$1,813.75 "
"Surgery, Interventional, and Diagnostic Services",MST INTRO NDL/CATH RETRO EXTREMITY ART,$904.25 
"Surgery, Interventional, and Diagnostic Services",MST INTRO NEEDLE/INTRACATHETER VEIN,$338.00 
"Surgery, Interventional, and Diagnostic Services",MST LESION CREATE STEREOTACTIC METH,"$4,691.75 "
"Surgery, Interventional, and Diagnostic Services",MST MEASURE VENOUS PRESSURE,$410.00 
"Surgery, Interventional, and Diagnostic Services",MST PERC VRTBRPLSTY UN/BL INJ CERV/THOR,"$7,082.75 "
"Surgery, Interventional, and Diagnostic Services",MST PLACE STENT CERV CAROT W/EMBOL,"$7,849.25 "
"Surgery, Interventional, and Diagnostic Services",MST PLACE STENT CERV CAROT W/O EMBOL,"$8,126.00 "
"Surgery, Interventional, and Diagnostic Services",MST PLACE TRANSCATH STENT INTRACRANIAL,"$2,731.75 "
"Surgery, Interventional, and Diagnostic Services",MST PLACEMENT VASCULAR CLOSURE DEVICE,"$1,143.00 "
"Surgery, Interventional, and Diagnostic Services",MST STENT PLACE VERT ART EACH ADDL VES,"$6,555.75 "
"Surgery, Interventional, and Diagnostic Services",MST STENT PLACE VERT ART INITIAL,"$7,563.25 "
"Surgery, Interventional, and Diagnostic Services",MST THROMBECTOMY 1ST VESSEL,"$4,619.75 "
"Surgery, Interventional, and Diagnostic Services",MST THROMBECTOMY SUBSEQUENT VESSEL,"$4,613.75 "
"Surgery, Interventional, and Diagnostic Services",MST TRANSCATH PERM OCCL/EMBOL NOT CNS,"$9,820.00 "
"Surgery, Interventional, and Diagnostic Services",MST TRANSCATH PERM OCCL/EMBOL PERC CNS,"$5,933.75 "
"Surgery, Interventional, and Diagnostic Services",MULTIFETAL PREGNANCY REDUCTION,"$5,600.00 "
"Surgery, Interventional, and Diagnostic Services",MUSCLE/MYOCUTANEOUS FLAP LWR EXTREMITY,"$2,525.75 "
"Surgery, Interventional, and Diagnostic Services",MUSCLE/MYOCUTANEOUS FLAP TRUNK,"$2,525.75 "
"Surgery, Interventional, and Diagnostic Services",MUSCLE/MYOCUTANEOUS FLAP UPR EXTREMITY,"$2,389.75 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY 2 OR MORE REGION W/IMG,"$1,878.50 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY CERVICAL W/IMG,"$1,878.50 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY LUMBOSACRAL W/IMG,"$1,878.50 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY THORACIC W/IMG,"$1,878.50 "
"Surgery, Interventional, and Diagnostic Services",MYOMECTOMY 1-4 MYOMAS ABDOM METHOD,$845.00 
"Surgery, Interventional, and Diagnostic Services",MYRINGOTOMY W/ ASP &/OR EUSTAC TUBE INS,$824.00 
"Surgery, Interventional, and Diagnostic Services",NASAL SINUS/ENDO W/BX POLYPECT/DEBRIDE,"$1,550.00 "
"Surgery, Interventional, and Diagnostic Services",NASAL/SINUS ENDO W/CNTRL NAS HEMORRHAGE,"$1,603.75 "
"Surgery, Interventional, and Diagnostic Services",NASAL/SINUS ENDO W/DILAT SPHENOID SINUS,"$4,392.00 "
"Surgery, Interventional, and Diagnostic Services",NASAL/SINUS ENDO W/DILATION FRONT SINUS,"$4,392.00 "
"Surgery, Interventional, and Diagnostic Services",NASAL/SINUS ENDO W/DILATION MAX SINUS,"$4,392.00 "
"Surgery, Interventional, and Diagnostic Services",NEEDLE EMG STUDIES ANAL/URETHRL SPHNCTR,$400.00 
"Surgery, Interventional, and Diagnostic Services",NEGATIVE PRESSURE THERAPY LESS 50 SQ CM,$911.00 
"Surgery, Interventional, and Diagnostic Services",NERVE BLOCK INJECTION-INTERCOSTAL MULT,"$1,997.00 "
"Surgery, Interventional, and Diagnostic Services",NJX INTERLAMINAR CRV/THRC,"$2,277.75 "
"Surgery, Interventional, and Diagnostic Services",NJX INTERLAMINAR LMBR/SAC,"$2,181.75 "
"Surgery, Interventional, and Diagnostic Services",NM INJ PX IDENT OF SENTINEL NODE,$518.00 
"Surgery, Interventional, and Diagnostic Services",NMDP ALLOGENEIC HARVEST BONE MARROW,"$37,772.00 "
"Surgery, Interventional, and Diagnostic Services",NMDP MGNT OF BONE MARROW/STEM CELLS,"$13,422.75 "
"Surgery, Interventional, and Diagnostic Services",NMDP STEM CELL HARVEST ALLOGEN,"$39,658.75 "
"Surgery, Interventional, and Diagnostic Services",NMDP THERAPEUTIC LEUKOPHERESIS,"$40,942.50 "
"Surgery, Interventional, and Diagnostic Services",NOCTURNAL PENILE TEST,$469.75 
"Surgery, Interventional, and Diagnostic Services",NON INV STUDY LOWER EXT ARTERIES BILAT,"$1,253.50 "
"Surgery, Interventional, and Diagnostic Services",NON INV STUDY U/L EXT ART =>3 LEVELS,$679.50 
"Surgery, Interventional, and Diagnostic Services",NON INV STUDY U/L EXT ART 1-2 LEVELS,$435.50 
"Surgery, Interventional, and Diagnostic Services",NON STRESS TEST FETAL,$619.00 
"Surgery, Interventional, and Diagnostic Services",NONSEL CATH THOR AORTA INTR/XTRCRNL ART,"$6,825.75 "
"Surgery, Interventional, and Diagnostic Services",NONSEL CATH THOR AORTA INTR/XTRCRNL ART,"$6,825.75 "
"Surgery, Interventional, and Diagnostic Services",OB ANESTHESIA EPIDURAL,$685.75 
"Surgery, Interventional, and Diagnostic Services",OB ANESTHESIA GENERAL 1ST HR,"$3,047.75 "
"Surgery, Interventional, and Diagnostic Services",OB ANESTHESIA GENERAL EA ADD 30 MINS,$427.50 
"Surgery, Interventional, and Diagnostic Services",OB RECOVERY 1ST HOUR,"$1,294.20 "
"Surgery, Interventional, and Diagnostic Services",OB RECOVERY EACH ADDIT 30 MINS,$437.49 
"Surgery, Interventional, and Diagnostic Services",OOPHORECTOMY PARTIAL/TOTAL,"$4,903.75 "
"Surgery, Interventional, and Diagnostic Services",OPEN BRACH ART XPOS ENDOVAS PROST UNI,"$4,500.00 "
"Surgery, Interventional, and Diagnostic Services",OPEN ILIAC ART XPOS ENDOVAS PROST UNI,"$4,500.00 "
"Surgery, Interventional, and Diagnostic Services",OPEN SUBCLAV ART TRANSPOSITION,"$1,308.25 "
"Surgery, Interventional, and Diagnostic Services",OR CRANIAL NEUROSTIM COMPLEX 1ST HOUR,$388.50 
"Surgery, Interventional, and Diagnostic Services",OR CRANIAL NEUROSTIM COMPLEX ADD 30 MIN,$184.50 
"Surgery, Interventional, and Diagnostic Services",OR DETERMINATION OF REFRACT,$212.75 
"Surgery, Interventional, and Diagnostic Services",OR IMPLANT NEUROSTIM SMPL/CMPLX  ANAL,$250.00 
"Surgery, Interventional, and Diagnostic Services",OR SPINAL CORD NEUROSTIM COMPLEX,$935.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME 1.0 HOURS COSMETIC SELF-PAY,"$3,244.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 1.5 HOURS COSMETIC SELF-PAY,"$3,656.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 2.0 HOURS COSMETIC SELF-PAY,"$4,120.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 2.5 HOURS COSMETIC SELF-PAY,"$4,583.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 3.0 HOURS COSMETIC SELF-PAY,"$5,047.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 3.5 HOURS COSMETIC SELF-PAY,"$5,510.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 4.0 HOURS COSMETIC SELF-PAY,"$5,974.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 4.5 HOURS COSMETIC SELF-PAY,"$6,437.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 5.0 HOURS COSMETIC SELF-PAY,"$6,901.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 5.5 HOURS COSMETIC SELF-PAY,"$7,364.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 6.0 HOURS COSMETIC SELF-PAY,"$7,828.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 6.5 HOURS COSMETIC SELF-PAY,"$8,291.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME 7.0 HOURS COSMETIC SELF-PAY,"$8,755.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 1 1ST HOUR,"$3,939.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 1 EA ADDL MINUTE,$66.75 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 2 1ST HOUR,"$5,332.75 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 2 EA ADDL MINUTE,$89.75 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 3 1ST HOUR,"$5,884.75 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 3 EA ADDL MINUTE,$99.25 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 4 1ST HOUR,"$6,700.25 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 4 EA ADDL MINUTE,$112.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 5 1ST HOUR,"$7,180.75 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 5 EA ADDL MINUTE,$121.25 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL HYBRID 1ST HOUR,"$7,231.63 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL HYBRID EA ADDL MIN,$118.97 
"Surgery, Interventional, and Diagnostic Services",ORBITOTOMY W/O BONE FLAP W/W/O BIOPSY,"$4,918.25 "
"Surgery, Interventional, and Diagnostic Services",OVARIAN BIOPSY UNLITERAL OR BILATERAL,"$5,648.00 "
"Surgery, Interventional, and Diagnostic Services",PACU PROCEDURE RM 1ST 30 MIN,$642.50 
"Surgery, Interventional, and Diagnostic Services",PACU PROCEDURE RM EA ADDL 15 MIN,$285.50 
"Surgery, Interventional, and Diagnostic Services",PARACENTESIS EYE W/ REMOVAL AQUEOUS,"$2,993.50 "
"Surgery, Interventional, and Diagnostic Services",PARE/CUT BENIGN HYPERKERAT 1 LESION,$148.50 
"Surgery, Interventional, and Diagnostic Services",PARE/CUT BENIGN HYPERKERAT 2-4 LESIONS,$159.75 
"Surgery, Interventional, and Diagnostic Services",PARE/CUT BENIGN HYPERKERAT 4+ LESIONS,$230.00 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENT INTMED JOINT/BRSA W/O US,$466.25 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENT LARGE JOINT/BURSA W/ US,$521.50 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENT LARGE JOINT/BURSA W/O US,$470.31 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENTSMALL JOINT/BURSA W/O US,$330.25 
"Surgery, Interventional, and Diagnostic Services",PBC INJ SGL TENDON SHEATH OR LIGAMENT,$450.00 
"Surgery, Interventional, and Diagnostic Services",PBC VENIPUNCTURE >3 YRS NON ROUTINE,$118.25 
"Surgery, Interventional, and Diagnostic Services",PDT DSTR PRMLG LES PHYS/QHP,$200.00 
"Surgery, Interventional, and Diagnostic Services",PELVIC EXAM W/ ANESTHESIA,"$3,255.25 "
"Surgery, Interventional, and Diagnostic Services",PELVIS/HIP JOINT SURGERY,"$6,919.00 "
"Surgery, Interventional, and Diagnostic Services",PENILE PLETHYSMOGRAPHY,$800.00 
"Surgery, Interventional, and Diagnostic Services",PERC TCATH CLOSURE DUCT ARTERIOSUS,"$15,143.00 "
"Surgery, Interventional, and Diagnostic Services",PERC TRANSCATH RENAL DENERVATION BILAT,"$7,845.75 "
