,CODE,NAME,LAKELAND,LAKELAND INPATIENT LABS,LAKELAND OUTPATIENT LABS,LAKELAND BLOOD BANK,LAKELAND REFERENCE LAB,LAKELAND RESPIRATORY THERAPY LAB,WATERVLIET,WATERVLIET INPATIENT LABS,WATERVLIET OUTPATIENT LABS,WATERVLIET BLOOD BANK
,HC6210390,HC DEVICE CLOSURE ANGIO SEAL 6FR,$895.00 ,,,,,,,,,
,HC6210392,HC NEEDLE CATHETER ACCESS,$71.00 ,,,,,,,,,
,HC6210393,HC PEEL AWAY 16F,$136.00 ,,,,,,,,,
,HC6210394,HC STENT LIFESTAR,"$1,665.00 ",,,,,,,,,
,HC6210395,HC BALLOON REVAL,$784.00 ,,,,,,,,,
,HC6210396,HC GUIDE ST HEPARIN COAT,$239.00 ,,,,,,,,,
,HC6210397,HC SHEATH BANANA PEEL 24-26F,$269.00 ,,,,,,,,,
,HC6210398,HC TUBE GASTROSTOMY TRI FUNNEL,$714.00 ,,,,,,,,,
,HC6210399,HC NEEDLE YUEH CENTESIS,$143.00 ,,,,,,,,,
,HC6210400,HC SET POWER LOC INFUSION,$40.00 ,,,,,,,,,
,HC6210401,HC CURETTE SIZE 2,"$2,463.00 ",,,,,,,,,
,HC6210402,HC DEVICE CLEANER 65CM,"$3,500.00 ",,,,,,,,,
,HC6210403,HC SYRINGE QWIK FIT MRI 115 ML,$134.00 ,,,,,,,,,
,HC6210404,HC SET MICROPUNCTURE SET 4F STIFF,$266.00 ,,,,,,,,,
,HC6210405,HC WIRE PLATINUM PLUS 180 CM,$506.00 ,,,,,,,,,
,HC6210406,HC WIRE PLATINUM PLUS 260CM,$506.00 ,,,,,,,,,
,HC6210407,HC CATH BALLOON ANGIOSCULPT 4.0 X 4.0,"$5,025.00 ",,,,,,,,,
,HC6210408,HC CATH BALLOON ANGIOSCULPT 5.0 X 4.0,"$4,039.00 ",,,,,,,,,
,HC6210409,HC CATH BALLOON ANGIOSCULPT 6.0 X 4.0,"$4,039.00 ",,,,,,,,,
,HC6210410,HC SYRINGE PRESSURE STELLANT STER,$131.00 ,,,,,,,,,
,HC6210411,HC PERMACATH PALIDROME,"$2,278.00 ",,,,,,,,,
,HC6210412,HC DEVICE TORQUE OLCOTT,$75.00 ,,,,,,,,,
,HC6210413,HC TUBING CAPNOLINE LONG,$131.00 ,,,,,,,,,
,HC6210414,HC CONTROLLER ACIST,$133.00 ,,,,,,,,,
,HC6210415,HC WIRE GUIDE TAD 2 300CM,$761.00 ,,,,,,,,,
,HC6210416,HC DEVICE SPIDER FX,"$6,442.00 ",,,,,,,,,
,HC6210417,HC SHEATH BRITE TIP 8F 35C,$265.00 ,,,,,,,,,
,HC6210418,HC SET BIOPSY LIVER ACCESS,"$3,368.00 ",,,,,,,,,
,HC6210419,HC TRAY ONCONTROL BIOPSY SYSTEM,$809.00 ,,,,,,,,,
,HC6210420,HC KIT ETCO2 STANDARD FLOW,$670.00 ,,,,,,,,,
,HC6210421,HC STANDARD FLOW ETCO2 SAMPLE LINE,$221.00 ,,,,,,,,,
,HC6210422,HC NIBP DISPOSABLE,$140.00 ,,,,,,,,,
,HC6210423,HC SP02 DISPOSABLE,$73.00 ,,,,,,,,,
,HC6210424,HC WIRE GLIDE LAUREATE,$253.00 ,,,,,,,,,
,HC6210425,HC WIRE GLIDE LAUREATE 260CM,$258.00 ,,,,,,,,,
,HC6210426,HC SET MICROPUNCTURE MERIT,$140.00 ,,,,,,,,,
,HC6210427,HC CATH MAESTRO,"$2,181.00 ",,,,,,,,,
,HC6210428,HC STENT VIATORR,"$12,328.00 ",,,,,,,,,
,HC6210429,HC STENT VIABAHN,"$10,524.00 ",,,,,,,,,
,HC6210430,HC KIT ROSCH-UCHIDA,"$2,367.00 ",,,,,,,,,
,HC6210431,HC KIT HASKAL,"$3,549.00 ",,,,,,,,,
,HC6210432,HC KIT LOFLO CO2 NASAL CANNULA W/02,$136.00 ,,,,,,,,,
,HC6210433,HC WIRE GUIDE BENTSON 180CM,$141.00 ,,,,,,,,,
,HC6210434,HC TRAY TAPS,$264.00 ,,,,,,,,,
,HC6210435,HC NEEDLE ONE STEP,$141.00 ,,,,,,,,,
,HC6210436,HC PAD CLO-SUR PLUS,$266.00 ,,,,,,,,,
,HC6210437,HC SHEATH PRELUDE 4CM,$137.00 ,,,,,,,,,
,HC6210438,HC SHEATH PRELUDE 11CM,$139.00 ,,,,,,,,,
,HC6210439,HC SHEATH PRELUDE 23CM,$247.00 ,,,,,,,,,
,HC6210440,HC STENT FLAIR 70CM,"$10,395.00 ",,,,,,,,,
,HC6210441,HC CATH SELECTIVE MPA X 65CM,$140.00 ,,,,,,,,,
,HC6210442,HC TUOHY BORST Y ADAPTER,$133.00 ,,,,,,,,,
,HC6210443,HC BAG THORACENTESIS,$47.00 ,,,,,,,,,
,HC6210444,HC SET CEREBRAL FLUID MERIT,$71.00 ,,,,,,,,,
,HC6210445,HC DEVICE INFLATION MERIT,$70.00 ,,,,,,,,,
,HC6210446,HC SYRINGE DISP W/QUICK FILL TUB,$73.00 ,,,,,,,,,
,HC6210447,HC COVER PROBE LONG,$129.00 ,,,,,,,,,
,HC6210448,HC COVER PROBE 4 CURVE,$72.00 ,,,,,,,,,
,HC6210449,HC COVER PROBE SHORT,$71.00 ,,,,,,,,,
,HC6210450,HC CATH ANGIOSCULPT,"$3,871.00 ",,,,,,,,,
,HC6210451,HC CATH ANGIO JET XMI+RX,"$7,672.00 ",,,,,,,,,
,HC6210452,HC CATH PERIPH COYOTE,"$2,168.00 ",,,,,,,,,
,HC6210453,HC BEADS LC 70-150,"$10,781.00 ",,,,,,,,,
,HC6210454,HC BAG THORACENTESIS VALVED,$74.00 ,,,,,,,,,
,HC6210455,HC ADAPTER ENTERAL FEEDING,$71.00 ,,,,,,,,,
,HC6210456,HC NEEDLE COAXIAL GREY 22GA 15 CM,$739.00 ,,,,,,,,,
,HC6210457,HC PERCUTANEOUS NEPHROSTOMY SET,$725.00 ,,,,,,,,,
,HC6210458,HC LEVEEN COACCESS NEEDLE RFA,"$7,449.00 ",,,,,,,,,
,HC6210459,HC KIT CLOSED WOUND SUCTION,$73.00 ,,,,,,,,,
,HC6210460,HC NEEDLE SPINAL 22G X 5 IN,$134.00 ,,,,,,,,,
,HC6210461,HC LOOP VSDC 14/35/REG-K,$895.00 ,,,,,,,,,
,HC6210462,HC CATHETER VSDE VANSONNEN SUMP,$898.00 ,,,,,,,,,
,HC6210463,HC WIRE GLINDE LAUREATE 018/025,$273.00 ,,,,,,,,,
,HC6210464,HC CATH TEMP HD SCHLON XR,$748.00 ,,,,,,,,,
,HC6210465,HC CATH NEPHROURETEROSTOMY 24 CM,$801.00 ,,,,,,,,,
,HC6210466,HC BALLOON ULTRAVERSE 0.014,$919.00 ,,,,,,,,,
,HC6210467,HC BALLOON ULTRAVERSE 0.018,$895.00 ,,,,,,,,,
,HC6210468,HC WIRE GUIDE JINDO 180CM,$252.00 ,,,,,,,,,
,HC6210469,HC WIRE GUIDE JINDO 300CM,$254.00 ,,,,,,,,,
,HC6210470,HC WIRE GUIDE PORTER,$815.00 ,,,,,,,,,
,HC6210471,HC CATH SEEKER,$822.00 ,,,,,,,,,
,HC6210472,HC SHEATH GUIDE 8F X 45CM,$743.00 ,,,,,,,,,
,HC6210473,HC SHEATH GUIDE 8F X 70CM,$741.00 ,,,,,,,,,
,HC6210474,HC STENT FLUENCY PLUS,"$10,371.00 ",,,,,,,,,
,HC6210475,HC STENT WALLFLEX,"$5,434.00 ",,,,,,,,,
,HC6210476,HC PROTOCOL COLON INSUFFLATOR,$142.00 ,,,,,,,,,
,HC6210477,HC US NEEDLE ELITE VAC CORE,"$1,900.00 ",,,,,,,,,
,HC6210478,HC SHEATH 11F,$177.00 ,,,,,,,,,
,HC6210479,HC TUBE DRAIN CONNECT (MERIT),$69.00 ,,,,,,,,,
,HC6210480,HC CATH SURE CROSS,$844.00 ,,,,,,,,,
,HC6210481,HC NEEDLE KOPAN SPRING HOOK,$228.00 ,,,,,,,,,
,HC6210482,HC TUBING PRESSURE INJECT 100,$63.00 ,,,,,,,,,
,HC6210483,HC PARTICLE PVA BEARING,$569.00 ,,,,,,,,,
,HC6210484,HC CATH GUIDE 6F,$404.00 ,,,,,,,,,
,HC6210485,HC SHEATH 15F X 45CM,"$1,046.00 ",,,,,,,,,
,HC6210486,HC CATH ANGIOJET AVX,"$4,295.00 ",,,,,,,,,
,HC6210487,HC ADAPTER HEMOSTASIS VALCE,$163.00 ,,,,,,,,,
,HC6210488,HC KIT ONE SNARE,"$1,365.00 ",,,,,,,,,
,HC6210489,HC BALLOON STERLING,"$1,321.00 ",,,,,,,,,
,HC6210490,HC BALLOON CHARGER,$646.00 ,,,,,,,,,
,HC6210491,HC STENT EPIC,"$3,477.00 ",,,,,,,,,
,HC6210492,HC STENT EXPRESS LD,"$3,477.00 ",,,,,,,,,
,HC6210493,HC SHEATH FAST CATH DUO 12F,$195.00 ,,,,,,,,,
,HC6210494,HC WIRE GUIDE BENTSON 180 MERIT,$90.00 ,,,,,,,,,
,HC6210495,HC STENT WALL 2CM-6CM X 75CM,"$4,241.00 ",,,,,,,,,
,HC6210496,HC STENT WALL 8CM-9CM X 75CM,"$6,802.00 ",,,,,,,,,
,HC6210497,HC STENT WALL 12-16MM X 2-6CM X 100CM,"$4,366.00 ",,,,,,,,,
,HC6210498,HC STENT WALL 16-24MM X 7-9CM X 100CM,"$7,412.00 ",,,,,,,,,
,HC6210499,HC STENT WALL 12-14MM X 90MM X 100CM,"$7,003.00 ",,,,,,,,,
,HC6210500,HC STENT WALL 18-24MM  X 100CM,"$4,854.00 ",,,,,,,,,
,HC6210501,HC STENT WALL 2CM-6CM X 135CM,"$4,714.00 ",,,,,,,,,
,HC6210502,HC STENT WALL 8CM-9CM X 135CM,"$7,194.00 ",,,,,,,,,
,HC6210503,HC KIT FILTER RETRIEVAL (BARD),"$1,365.00 ",,,,,,,,,
,HC6210506,HC INFLATION DEVICE PRESTO,$146.00 ,,,,,,,,,
,HC6210507,HC CATH POWER HICKMAN 9F,"$1,853.00 ",,,,,,,,,
,HC6210508,HC CATH DRAINAGE 12/25,$549.00 ,,,,,,,,,
,HC6210509,HC COIL RUBY POD,"$6,977.00 ",,,,,,,,,
,HC6210510,HC COIL RUBY 30CM - 60CM,"$4,905.00 ",,,,,,,,,
,HC6210511,HC CATH INDIGO 3F,"$4,523.00 ",,,,,,,,,
,HC6210512,HC CATH INDIGO 8F,"$10,483.00 ",,,,,,,,,
,HC6210513,HC SEPARATOR INDIGO 3F,"$3,252.00 ",,,,,,,,,
,HC6210514,HC SEPARATOR INDIGO 6F,"$4,889.00 ",,,,,,,,,
,HC6210515,HC SEPARATOR INDIGO 8F,"$6,994.00 ",,,,,,,,,
,HC6210516,HC CANISTER MAX ASP,$432.00 ,,,,,,,,,
,HC6210517,HC TUBING MAZ ASP,$527.00 ,,,,,,,,,
,HC6210518,HC HANDLE COIL DETACHMENT,$286.00 ,,,,,,,,,
,HC6210519,HC CATH INDIGO 6F,"$6,977.00 ",,,,,,,,,
,HC6210520,HC COIL RUBY 1CM - 6CM,"$4,049.00 ",,,,,,,,,
,HC6210521,HC COIL RUBY 10CM - 20CM,"$4,495.00 ",,,,,,,,,
,HC6210522,HC CATH UAC,$85.00 ,,,,,,,,,
,HC6210523,HC SET SHETTY GJ TUBE,"$1,465.00 ",,,,,,,,,
,HC6210524,HC TUBE SHETTY GJ,$421.00 ,,,,,,,,,
,HC6210525,HC SHEATH PRELUDE EASE,$356.00 ,,,,,,,,,
,HC6210526,HC DEVICE SAFEGUARD RADIAL,$223.00 ,,,,,,,,,
,HC6210527,HC TUBE RESOLVE,$263.00 ,,,,,,,,,
,HC6210528,HC WIRE GUIDE V18,$421.00 ,,,,,,,,,
,HC6210529,HC NEEDLE LYMPHANGIOGRAPHY,$107.00 ,,,,,,,,,
,HC6210530,HC NEEDLE CHIBA,$70.00 ,,,,,,,,,
,HC6210531,HC CATH SLIP 3F,$339.00 ,,,,,,,,,
,HC6210532,HC STENT SUPERA,"$7,246.00 ",,,,,,,,,
,HC6210534,HC BALLOON LUTONIX 120MM,"$7,714.00 ",,,,,,,,,
,HC6210535,HC BALLOON LUTONIX 150MM,"$8,414.00 ",,,,,,,,,
,HC6210536,HC BALLOON ANGIOSCUPLT 7MM-8MM,"$6,521.00 ",,,,,,,,,
,HC6210537,HC PROBE OSTEOCOOL SINGLE,"$10,187.00 ",,,,,,,,,
,HC6210538,HC PROBE OSTEOCOOL DUAL,"$12,980.00 ",,,,,,,,,
,HC6210539,HC BASKET WITTICH STONE,"$2,368.00 ",,,,,,,,,
,HC6210540,HC CATH SELECTIVE LEV,$135.00 ,,,,,,,,,
,HC6210541,HC CATH IMPRESS SELECTIVE,$86.00 ,,,,,,,,,
,HC6210542,HC STENT WALLGRAFT 70MM,"$11,265.00 ",,,,,,,,,
,HC6210543,HC STENT WALLGRAFT 20-50MM,"$9,991.00 ",,,,,,,,,
,HC6210544,HC KIT TRUFILL 1,"$16,390.00 ",,,,,,,,,
,HC6210545,HC KIT TRUFILL 2,"$19,091.00 ",,,,,,,,,
,HC6210546,HC KIT OSTEOCOOL ACCESS,"$2,524.00 ",,,,,,,,,
,HC6210547,HC WIRE GUIDE ROADRUNNER 180CM,$171.00 ,,,,,,,,,
,HC6210548,HC KIT EXPRESS CDS,"$10,078.00 ",,,,,,,,,
,HC6210549,HC BIOSENTRY LUNG BX PLUG DELIVERY DEVICE,"$1,020.00 ",,,,,,,,,
,HC6210550,HC TRAY INJECTION,$90.00 ,,,,,,,,,
,HC6210551,HC TRAY BIOPSY,$116.00 ,,,,,,,,,
,HC6210552,HC CATH SWIFTNINJA,"$9,922.00 ",,,,,,,,,
,HC6210553,HC KIT ACCESS OSTEOCOOL 10G,"$2,244.00 ",,,,,,,,,
,HC6210554,HC CATH DURAMAX BIOFLOW,"$1,744.00 ",,,,,,,,,
,HC6210555,HC SHEATH BANANA PEEL 18F X 30CM,$373.00 ,,,,,,,,,
,HC6210556,HC SHEATH BANANA PEEL 20F,$264.00 ,,,,,,,,,
,HC6210557,HC TUBE GASTROJEJUNOSTOMY 18F,"$1,153.00 ",,,,,,,,,
,HC6210558,HC BALLOON FIRST CHOICE 4-10MM,$742.00 ,,,,,,,,,
,HC6210559,HC BALLOON FIRST CHOICE 12-16MM,"$1,273.00 ",,,,,,,,,
,HC6210560,HC CATH ASPIRATION CATD,"$11,534.00 ",,,,,,,,,
,HC6210561,HC SEPARATOR SEPD,"$7,991.00 ",,,,,,,,,
,HC6210562,HC NEEDLE ONE STEP PIGTAIL,$233.00 ,,,,,,,,,
,HC6210563,HC SHEATH TEARAWAY,$97.00 ,,,,,,,,,
,HC6210564,HC TUBE GASTROSTOMY ENTUIT 18F,$254.00 ,,,,,,,,,
,HC6210565,HC BALLOON LUTONIX 4-7MM,"$4,685.00 ",,,,,,,,,
,HC6210566,HC BALLOON LUTONIX 8-12MM,"$5,586.00 ",,,,,,,,,
,HC6210567,HC SET MICROPUNCURE 5F X 15CM,$213.00 ,,,,,,,,,
,HC6210568,HC KIT INTRODUCER KYPHON EXPRESS,"$2,997.00 ",,,,,,,,,
,HC6210569,HC TUBE DRAIN SKATER 8F APD,$467.00 ,,,,,,,,,
,HC6210570,HC TUBE MISC GASTROSTOMY 18F,$229.00 ,,,,,,,,,
,HC6210571,HC TRAY BIOPSY ARROW ONCONTROL,"$2,337.00 ",,,,,,,,,
,HC6210572,HC MANIFOLD SINGLE PORT NEPTUNE,$73.00 ,,,,,,,,,
,HC6210573,HC SAVI SCOUT RADAR REFLECTOR W/NEEDLE,"$2,493.00 ",,,,,,,,,
,HC6210575,HC FILTER IVC VENATECH LP,"$3,586.00 ",,,,,,,,,
,HC6210576,HC KIT ACCESS ANTECUBITAL,"$1,247.00 ",,,,,,,,,
,HC6210577,HC INTRODUCER COAX AMICA,"$1,399.00 ",,,,,,,,,
,HC6210578,HC ANTENNA AMICA,"$7,734.50 ",,,,,,,,,
,HC6210579,HC CATH SELECTIVE RLG,$68.40 ,,,,,,,,,
*,HC6360001,HC RX 636, $-   ,,,,,, $-   ,,,
,HC6360003,HC GRAFT APLIGRAF PER SQ CM,$162.30 ,,,,,,,,,
,HC6360004,HC DRESSING OASIS 3X7 SQ CM,$36.62 ,,,,,,,,,
,HC6360005,HC FLU VACCINE,$37.00 ,,,,,,,,,
,HC6360006,HC GRAFT DERMA PER SQ CM,$190.38 ,,,,,,,,,
,HC6360007,HC GRAFIX 2X2 CELLULAR MATRIX PER SQ CM,$706.76 ,,,,,,,,,
,HC6360008,HC GRAFIX 5X5 CELLULAR MATRIX PER SQ CM,$208.58 ,,,,,,,,,
,HC6360010,HC EPIFIX GRAFT 2X3 PER SQ CM,$366.82 ,,,,,,,,,
,HC6360011,HC EPIFIX GRAFT 4X4 PER SQ CM,$359.10 ,,,,,,,,,
,HC6360012,HC PRIMATRIX GRAFT 4X4 PER SQ CM,$248.41 ,,,,,,,,,
,HC6360013,HC PRIMATRIX GRAFT 6X6 PER SQ CM,$178.80 ,,,,,,,,,
,HC6360015,HC EPIFIX DISK 14MM,$328.18 ,,,,,,,,,
,HC6360016,HC PRIMATRIX MESHED GRAFT 3X3 PER SQ CM,$354.59 ,,,,,,,,,
,HC6360017,HC HELICOLL GRAFT 2X2 PER SQ CM,$11.58 ,,,,,,,,,
,HC6360018,HC HELICOLL GRAFT 2X4 PER SQ CM,$5.79 ,,,,,,,,,
,HC6360019,HC HELICOLL GRAFT 8X8 PER SQ CM,$3.96 ,,,,,,,,,
,HC6360020,HC THERASKIN 2.5 X 5.1 CM,$354.10 ,,,,,,,,,
,HC6360021,HC THERASKIN 5.1 X 7.6 CM,$145.54 ,,,,,,,,,
,HC6360027,HC HYALOMATRIX 2.5 X 2.5 SQ CM,$128.97 ,,,,,,,,,
,HC6360028,HC HYALOMATRIX 5 X 5 SQ CM,$56.73 ,,,,,,,,,
,HC6360029,HC EPIFIX DISK 18MM,$485.81 ,,,,,,,,,
,HC6360030,HC GRAFIX PRIME 14MM,$474.14 ,,,,,,,,,
,HC6360031,HC GRAFIX/GRAFIXPL PRIME 1.5X2 PER SQ CM,$544.60 ,,,,,,,,,
,HC6360032,HC GRAFIX/GRAFIXPL PRIME 2X3 PER SQ CM,$337.58 ,,,,,,,,,
,HC6360033,HC GRAFIX/GRAFIXPL PRIME 3X4 PER SQ CM,$205.91 ,,,,,,,,,
,HC6360034,HC EPIFIX GRAFT 2X4 PER SQ CM,$322.98 ,,,,,,,,,
,HC6360036,HC THERASKIN 2.5 X 2.5 CM,$676.28 ,,,,,,,,,
,HC6360037,HC PURAPLY AM 5X5 PER SQ CM,$186.69 ,,,,,,,,,
,HC6360038,HC PURAPLY AM 2X2 PER SQ CM,$675.75 ,,,,,,,,,
,HC6360039,HC PURAPLY AM 2X4 PER SQ CM,$427.98 ,,,,,,,,,
,HC6360040,HC PURAPLY AM 6X9 PER SQ CM,$164.30 ,,,,,,,,,
,HC6360041,"HC THERASKIN 3 X 6""  116 CM",$116.03 ,,,,,,,,,
,HC6360043,HC EPIFIX MESH 2 X 3 CM,$550.24 ,,,,,,,,,
,HC6360044,HC EPIFIX MESH 3.5 X 3.5 CM,$518.59 ,,,,,,,,,
,HC6360045,HC EPIFIX MESH 4 X 4.5 CM,$206.65 ,,,,,,,,,
,HC6360046,HC GRAFIX/GRAFIXPL PRIME 16MM,$474.14 ,,,,,,,,,
,HC6360047,HC EPIFIX GRAFT 3X4 PER SQ CM,$356.86 ,,,,,,,,,
,HC6360048,HC EPIFIX GRAFT 2X2 PER SQ CM,$476.35 ,,,,,,,,,
,HC6360049,HC BIOVANCE ALLOGRAFT 1X2 PER SQ CM,$363.38 ,,,,,,,,,
,HC6360050,HC BIOVANCE ALLOGRAFT 2X2 PER SQ CM,$316.91 ,,,,,,,,,
,HC6360051,HC BIOVANCE ALLOGRAFT 2X3 PER SQ CM,$301.42 ,,,,,,,,,
,HC6360052,HC BIOVANCE ALLOGRAFT 2X4 PER SQ CM,$248.60 ,,,,,,,,,
,HC6360053,HC BIOVANCE ALLOGRAFT 3X3.5 PER SQ CM,$213.58 ,,,,,,,,,
,HC6360054,HC BIOVANCE ALLOGRAFT 4X4 PER SQ CM,$273.00 ,,,,,,,,,
,HC6360055,HC BIOVANCE ALLOGRAFT 5X5 PER SQ CM,$232.52 ,,,,,,,,,
,HC6360056,HC BIOVANCE ALLOGRAFT 6X6 PER SQ CM,$188.46 ,,,,,,,,,
,HC6360057,HC INTEGRA BILAYER WOUND MATRIX 25 SQ CM,$401.81 ,,,,,,,,,
,HC6360058,HC AFFINITY 1.5CM X 1.5CM,$594.66 ,,,,,,,,,
,HC6360059,HC AFFINITY 2.5CM X 2.5CM,$512.29 ,,,,,,,,,
,HC6360060,HC PRIMATRIX 14MM DISC,$873.97 ,,,,,,,,,
,HC6360061,HC PURAPLY DISK 16MM,"$1,168.65 ",,,,,,,,,
,HC6360062,HC PRIMATRIX MESHED 2X2 PER SQ CM,$813.87 ,,,,,,,,,
,HC6360063,HC INTEGRA BILAYER WOUND MATRIX 125 SQ CM,$117.96 ,,,,,,,,,
,HC6360064,HC INTEGRA BILAYER WOUND MATRIX 250 SQ CM,$90.21 ,,,,,,,,,
,HC6360065,HC INTEGRA BILAYER WOUND MATRIX 500 SQ CM,$55.83 ,,,,,,,,,
,HC6360066,HC ARTHOFLEX DERMIS GRAFT 40X70MM 28 SQ CM,$456.40 ,,,,,,,,,
,HC6360067,HC NUSHIELD 1.6 DISC  PER SQ CM,$967.75 ,,,,,,,,,
,HC6360100,HC AMINOPHYLLIN 250 MG /10 ML,$35.00 ,,,,,,,,,
,HC6360101,HC AMINOPHYLLIN 500 MG/20 ML,$49.25 ,,,,,,,,,
,HC6360102,HC ATROPINE 1MG/10ML,$35.00 ,,,,,,,,,
,HC6360103,HC ATROPINE 1MG/ML INJECTION,$35.00 ,,,,,,,,,
,HC6360104,HC DIPYRIDAMOLE 50MG/10ML,$35.00 ,,,,,,,,,
,HC6360105,HC DOBUTAMINE 250 MG/20ML,$35.00 ,,,,,,,,,
,HC6360106,HC REGADENOSON .04MG/5ML,$853.95 ,,,,,,,,,
*,HC6370001,HC RX 637, $-   ,,,,,, $-   ,,,
,HC6830001,HC TRAUMA RESPONSE SJ LEVEL I,"$4,134.00 ",,,,,,,,,
,HC6830002,HC TRAUMA RESPONSE SJ LEVEL II,"$2,226.00 ",,,,,,,,,
,HC6840001,HC TRAUMA RESPONSE LEVEL I,"$2,650.00 ",,,,,,,,,
,HC6840002,HC TRAUMA RESPONSE LEVEL II,"$2,226.00 ",,,,,,,,,
,HC7100001,HC PACU MINUTE CRITICAL CARE,$18.80 ,,,,,,,,,
,HC7100002,HC PACU PHASE I RECOVERY/MIN,$18.40 ,,,,,,$18.40 ,,,
,HC7100003,HC PHASE II RECOVERY/MIN,$6.00 ,,,,,,$6.00 ,,,
,HC7100004,HC ENDO PHASE II RECOVERY/MIN,$6.00 ,,,,,,$6.00 ,,,
,HC7200002,HC EXTERNAL CEPHALIC VERSION,"$3,148.00 ",,,,,,,,,
,HC7200003,HC BASIC DELIVERY CHG 30 MIN,"$1,091.00 ",,,,,,,,,
,HC7200004,HC DEL ROOM CHARGE PER MIN,$36.00 ,,,,,,,,,
,HC7200005,HC PACU MINUTES,$14.10 ,,,,,,,,,
,HC7200006,HC REC MIN ADDL AFT 1ST HOUR,$14.10 ,,,,,,,,,
,HC7200007,HC RECOVERY PER MIN (1ST HR),$14.10 ,,,,,,,,,
,HC7200008,HC AMNIOINFUSION,$156.00 ,,,,,,,,,
,HC7300001,HC EKG 12 LEAD TRACING,$210.00 ,,,,,,$210.00 ,,,
,HC7310001,HC 24 HR DYNAMIC EKG FC,$167.00 ,,,,,,,,,
,HC7310002,HC HOLTER SCAN ANALYSIS RPT,$340.00 ,,,,,,,,,
,HC7400001,HC 24 HR EEG,"$1,388.00 ",,,,,,,,,
,HC7400002,HC EEG AWAKE & ASLEEP,$753.00 ,,,,,,,,,
,HC7400003,HC EEG REGULAR (1.5-2 HRS),$753.00 ,,,,,,,,,
,HC7400004,HC MSLT,"$1,360.00 ",,,,,,,,,
,HC7400005,HC NPSG WITH CPAP TITRATION,"$3,269.00 ",,,,,,,,,
,HC7400007,HC POLYSOMNOGRAM STUDY (NPSG),"$2,929.00 ",,,,,,,,,
,HC7400009,HC EEG VIDEO < 8 HRS,$753.00 ,,,,,,,,,
,HC7400011,HC EEG VIDEO (8-15 HRS),"$1,388.00 ",,,,,,,,,
,HC7400012,HC EEG VIDEO 16/>CH EA 24HRS,"$1,388.00 ",,,,,,,,,
,HC7400013,HC EEG DURING NONCRANIAL SURG,$139.00 ,,,,,,,,,
,HC7400014,HC EEG INCL RECORD AWAKE & DROWSY,$753.00 ,,,,,,,,,
,HC7400015,HC EEG RECORD COMA OR SLEEP ONLY,$753.00 ,,,,,,,,,
,HC7400016,HC EEG ALL NIGHT RECORDING,$753.00 ,,,,,,,,,
,HC7400017,HC EEG EXT STUDY GREATER 1 HR,$753.00 ,,,,,,,,,
,HC7400018,HC EEG WADA RECORDING,$753.00 ,,,,,,,,,
,HC7400019,HC HOME SLEEP TEST/TYPE 3 PORTA,$425.00 ,,,,,,,,,
,HC7400020,HC POLYSOMNOGRAM STUDY (NPSG) <6 YRS,"$2,631.00 ",,,,,,,,,
,HC7500001,HC ENDOSCOPY PROCEDURE/MIN,$59.90 ,,,,,,$59.90 ,,,
,HC7500002,HC ADDL ENDO NURSE PER MINUTE,$4.60 ,,,,,,$4.60 ,,,
,HC7500016,HC ENDO TECH PER MINUTE,$3.40 ,,,,,,$3.40 ,,,
,HC7500020,HC ESOPHAGEAL MANOMETRY,$840.00 ,,,,,,,,,
,HC7500021,HC ESOPHAGEAL MANOMETRY WITH IMPEDANCE,$469.00 ,,,,,,,,,
,HC7500022,HC EGD PLACE GASTROSTOMY TUBE,"$2,162.00 ",,,,,,,,,
,HC7500200,HC ENDO 1ST 30 MINUTES,"$1,519.00 ",,,,,,"$2,438.00 ",,,
,HC7610001,HC UMBILICAL CATH INSERTION,$320.00 ,,,,,,,,,
,HC7610002,HC PICC LINE INSERTION,"$1,953.00 ",,,,,,"$1,953.00 ",,,
,HC7610003,HC DECLOTT IMPL VAP/CATH WT,$280.00 ,,,,,,$280.00 ,,,
,HC7610005,HC OSTEOPATHIC MANIPULATION,$56.00 ,,,,,,$56.00 ,,,
,HC7610006,HC ABD PARACENTESIS PROC,$566.00 ,,,,,,$566.00 ,,,
,HC7610007,HC CHANGE GASTRO TUBE W/FLOR,$690.00 ,,,,,,$690.00 ,,,
,HC7610008,HC FIX G/COLON TUBE W/DEVICE,$725.00 ,,,,,,$725.00 ,,,
,HC7610009,HC TREATMENT OF MISCARRIAGE,"$3,863.00 ",,,,,,"$3,863.00 ",,,
,HC7610010,HC MIDLINE PICC INSERTION,"$1,953.00 ",,,,,,"$1,953.00 ",,,
,HC7610011,HC INSERT CERVICAL DILATOR,$535.00 ,,,,,,$535.00 ,,,
,HC7620001,HC OBSERVATION HOURLY,$73.70 ,,,,,,$73.70 ,,,
,HC7620002,HC DIRECT ADMIT-OBSERVATION,$170.00 ,,,,,,$170.00 ,,,
,HC7710002,HC FLU VACCINE/ADMIN FEE,$38.00 ,,,,,,$38.00 ,,,
,HC7710003,HC FLU VACCINE/ADMIN FEE,$23.00 ,,,,,,$23.00 ,,,
,HC7710004,HC PNEUMO VACCINE/ADMIN FEE,$38.00 ,,,,,,$38.00 ,,,
,HC7710005,HC HEP-B (INFANT)ADMIN FEE,$24.28 ,,,,,,$24.28 ,,,
*,HC7710006,HC RX 771, $-   ,,,,,, $-   ,,,
