,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,PROCEDURE CODE,PROCEDURE DESCRIPTION, CHILDREN'S HOSPITAL , BUTTERWORTH , BLODGETT , GRAND RAPIDS OFF-CAMPUS , REGIONAL ** , REFERENCE LABS ,,
,80105684,"HC URIC ACID OTHER, 24 HR",, $17.13 ,,, $37.41 ,,,
,80105685,HC SPLIT HEMOGLOBIN, $19.81 , $19.81 ,,, $43.29 ,,,
,80105687,HC SPLIT PROTIME,, $26.09 ,,, $56.99 ,,,
,80105688,HC C5 COMP FUNCTION MAYO,,,,,, $66.62 ,,
,80105689,HC SHRL  OCCULT BLOOD SCREEN IMMUNOASSAY,,,,, $92.88 ,,,
,80105690,HC ID CULTURE URINE,, $29.87 ,,, $59.93 ,,,
,80105691,HC LACTOFERRIN FECAL QUALITATIVE,, $46.98 ,,, $93.95 ,,,
,80105692,HC AFP AMNIOTIC FLUID,, $59.88 ,,, $119.78 ,,,
,80105693,HC FOLIC ACID RBC,, $61.81 ,,, $123.62 ,,,
,80105695,HC BONE ALKALINE PHOS,, $61.30 ,,, $122.60 ,,,
,80105696,HC EOSINOPHIL SMR UR,, $15.21 , $15.21 ,, $30.43 ,,,
,80105697,HC MYCOPLASMA SCREEN,, $62.87 ,,, $125.76 ,,,
,80105698,HC MULTI ALLERGEN SCREN,, $37.72 ,,, $75.43 ,,,
,80105699,HC CARDIOLIPIN IGM AB,, $27.81 ,,, $55.62 ,,,
,80105700,HC O&P SCRN GIARDIA,, $34.95 ,,, $69.90 ,,,
,80105702,HC VARICELLA ZOSTER DFA,, $34.95 ,,, $69.90 ,,,
,80105703,HC RSV ANTIGEN,, $34.95 ,,, $69.90 ,,,
,80105704,HC HIV BIOPLEX SCREEN,, $132.76 ,,, $265.53 ,,,
,80105705,HC HTLV OR HIV ANTIBODY CONFIRMATORY TEST,, $106.11 ,,, $212.22 ,,,
,80105706,HC LAB PROSTACID PHOSPH MAYO,,,,,, $21.80 ,,
,80105707,HC MYD88 GENE ANALYSIS P.LEU265 (L265P) VARIANT,, $595.00 ,,, $595.00 ,,,
,80105708,HC LAB MYOMARKER PANEL 1 MAYO,,,,,, $35.62 ,,
,80105709,HC LAB INSULIN TOTAL MAYO,,,,,, $15.40 ,,
,80105710,HC LAB FTI SERUM TOTAL MAYO,,,,,, $10.97 ,,
,80105711,HC LAB GALACTOSE ALPHA IGE VIRACOR,,,,,, $39.50 ,,
,80105712,HC LAB HE4 SERUM MAYO,,,,,, $41.93 ,,
,80105713,HC LAB ZINC TRANS 8 AB QUEST,,,,,, $85.00 ,,
,80105714,HC LAB PAN ASPERGILLUS PCR,,,,,, $118.33 ,,
,80105715,HC LAB TRICHOMONAS OSOM,, $34.95 , $34.95 ,, $69.90 ,,,
,80105716,HC ACTIVATED PROTEIN C RESISTANCE QUEST,,,,,, $61.50 ,,
,80105717,HC OVALBUMIN IGG VIRACOR,,,,,, $13.50 ,,
,80105718,HC GOOSE FEATHERS IGG VIRACOR,,,,,, $13.50 ,,
,80105719,HC ALTERNARIA TENUIS/ALTERNATA IGG VIRACOR,,,,,, $13.50 ,,
,80105720,HC AUREOBASIDIUM PULLALANS IGG VIRACOR,,,,,, $13.50 ,,
,80105721,HC CLADOSPORIUM HERBARUM/HORMODENDRUM IGG VIRACOR,,,,,, $13.50 ,,
,80105722,HC PENICILLIUM CHRYSOGENUM/NOTATUM IGG VIRACOR,,,,,, $13.50 ,,
,80105723,HC PENICILLIUM GLABRUM (FREQUENTANS) VIRACOR,,,,,, $13.50 ,,
,80105724,HC ASPERGILLUS REAL-TIME PCR PANEL (BAL) VIRACOR IBT,,,,,, $355.00 ,,
,80105725,"HC HISTAMINE, PLASMA VIRACOR IBT",,,,,, $132.00 ,,
,80105726,HC HIV-1 INTEGRASE GENOTYPE QUEST,,,,,, $375.00 ,,
,80105727,HC HYMENOPTERA IGG PANEL VIRACOR IBT,,,,,, $47.00 ,,
,80105728,HC MYELIN BASIC PROTEIN CSF QUEST,,,,,, $86.94 ,,
,80105729,HC ACETYLCHOLINE RECEPTOR BLOCKING ANTIBODY QUEST,,,,,, $134.19 ,,
,80105730,HC COPPER LIVER TISSUE MAYO,,,,,, $68.04 ,,
,80105731,"HC HYPOGLYCEMIC AGENT SCREEN, SERUM MAYO",,,,,, $104.15 ,,
,80105732,HC MUCORALES PCR TISSUE QUALITATIVE VIRACOR IBT,,,,,, $312.00 ,,
,80105733,HC MUCORALES PCR BAL VIRACOR IBT,,,,,, $305.00 ,,
,80105734,HC TOXOPLASMA QUANT PCR CSF VIRACOR IBT,,,,,, $250.00 ,,
,80105735,HC TOXOPLASMA QUANT PCR AMNIOTIC FLUID VIRACOR IBT,,,,,, $250.00 ,,
,80105736,HC TOXOPLASMA QUANT PCR BAL VIRACOR IBT,,,,,, $250.00 ,,
,80105737,HC TOXOPLASMA QUANT PCR PLEURAL FLUID VIRACOR IBT,,,,,, $250.00 ,,
,80105738,HC TOXOPLASMA QUANT PCR PERICARDIAL FLUID VIRACOR IBT,,,,,, $250.00 ,,
,80105739,HC TOXOPLASMA QUANT PCR VITREOUS FLUID VIRACOR IBT,,,,,, $250.00 ,,
,80105740,HC TOXOPLASMA QUANT PCR WHOLE BLOOD VIRACOR IBT,,,,,, $250.00 ,,
,80105741,HC TOXOPLASMA QUANT PCR TRACH ASP VIRACOR IBT,,,,,, $250.00 ,,
,80105742,HC TOXOPLASMA QUANT PCR BRONCH WASH VIRACOR IBT,,,,,, $250.00 ,,
,80105743,HC TOXOPLASMA QUANT PCR AQUEOUS FLUID VIRACOR IBT,,,,,, $250.00 ,,
,80105744,"HC DEOXYCORTISOL, 11-, SERUM MAYO",,,,,, $38.88 ,,
,80105745,"HC PROSTAGLANDIN F2A, URINE MAYO",,,,,, $46.95 ,,
,80105746,"HC ACANTHAMOEBA/NAEGLERIA, CORNEAL/CSF MAYO",,,,,, $236.60 ,,
,80105747,"HC ALPHA-GALACTOSIDASE, SERUM MAYO",,,,,, $119.58 ,,
,80105748,"HC AMINOLEVULINIC ACID, U (24-HR) MAYO",,,,,, $134.45 ,,
,80105749,"HC AMINOLEVULINIC ACID, URINE (RANDOM) MAYO",,,,,, $70.24 ,,
,80105750,"HC AMYLOID PROTEIN ID, PAR, LC-MS/MS MAYO",,,,,, $857.69 ,,
,80105751,"HC AMYLOID PROTEIN ID, PAR, LC-MS/MS MAYO COL CHROMOTOGRAPHY QUAL/QUAN",,,,,, $152.71 ,,
,80105752,"HC BABESIA MICROTI ANTIBODIES IGG, IGM MAYO",,,,,, $94.76 ,,
,80105753,HC BIOTIN MAYO,,,,,, $110.00 ,,
,80105754,"HC BIOTINIDASE, SERUM MAYO",,,,,, $47.05 ,,
,80105755,HC BIRD FANCIER'S PRECIPITIN PANEL I MAYO,,,,,, $13.25 ,,
,80105756,"HC COENZYME Q10, REDUCED & TOTAL MAYO",,,,,, $136.68 ,,
,80105757,"HC DESMOGLEIN 1 AND 3, SERUM MAYO",,,,,, $60.22 ,,
,80105758,"HC ECHINOCOCCUS ANTIBODY, IGG, SERUM MAYO",,,,,, $57.70 ,,
,80105759,"HC FATTY ACID PROFILE, ESSENTIAL, SERUM MAYO",,,,,, $126.08 ,,
,80105760,HC FLUVOXAMINE (LUVOX) MEDTOX,,,,,, $83.26 ,,
,80105761,HC FRANCISELLA TULARENSIS AB MAYO,,,,,, $122.49 ,,
,80105762,"HC GALACTOSE-1-PHOSPHATE, RBC MAYO",,,,,, $119.18 ,,
,80105763,HC HEPATITIS B VIRUS GENOTYPE ARUP,,,,,, $385.00 ,,
,80105764,"HC HEPATITIS D ANTIBODY, TOTAL MAYO",,,,,, $71.00 ,,
,80105765,"HC HEV IGG AB, SERUM MAYO",,,,,, $43.07 ,,
,80105766,"HC HEV IGM AB SCREEN, SERUM MAYO",,,,,, $43.07 ,,
,80105767,"HC LACTATE DEHYDROGENASE ISOENZYMES, SERUM MAYO",,,,,, $7.19 ,,
,80105768,"HC LACTATE DEHYDROGENASE ISOENZYMES, SERUM MAYO ASSAY OF LDH ENZYMES",,,,,, $15.26 ,,
,80105769,"HC LEAD PROFILE OCCUPATIONAL EXPOSURE, BLOOD MAYO",,,,,, $25.67 ,,
,80105770,"HC LEAD PROFILE OCCUPATIONAL EXPOSURE, BLOOD MAYO ASSAY OF LEAD",,,,,, $21.67 ,,
,80105771,HC LEPTIN ESOTERIX ENDOCRINOLOGY,,,,,, $113.00 ,,
,80105772,"HC LP-PLA2 ACTIVITY, SERUM MAYO",,,,,, $156.00 ,,
,80105773,"HC M. PNEUMONIAE AB, IGG AND IGM, SERUM MAYO",,,,,, $11.59 ,,
,80105774,"HC MANGANESE, SERUM MAYO",,,,,, $32.31 ,,
,80105775,"HC MEPHEDONE, MDPV, METHYLONE MEDTOX",,,,,, $112.50 ,,
,80105776,"HC MUSK AUTOANTIBODY, SERUM MAYO",,,,,, $550.00 ,,
,80105777,"HC MYOGLOBIN, SERUM MAYO",,,,,, $26.74 ,,
,80105778,"HC MYOGLOBIN, URINE MAYO",,,,,, $20.83 ,,
,80105779,"HC N-METHYHISTAMINE, URINE MAYO",,,,,, $54.95 ,,
,80105780,"HC NARCOLEPSY ASSOCIATED AB, BLOOD MAYO",,,,,, $109.00 ,,
,80105781,"HC NIACIN (NICOTINIC ACID, VITAMIN B3) MAYO",,,,,, $85.00 ,,
,80105782,"HC NMO/AQP4-IGG CBA, CSF MAYO",,,,,, $42.43 ,,
,80105784,"HC PAI-1 AG, PLASMA MAYO",,,,,, $159.95 ,,
,80105785,"HC PH, STOOL ARUP",,,,,, $49.45 ,,
,80105786,"HC PHOSPHOLIPASE A2 RECEPTOR AB, SERUM MAYO",,,,,, $192.40 ,,
,80105787,"HC PHOSPHOLIPASE A2 RECEPTOR AB, SERUM MAYO FLUORESCENT ANTIBODY TITER",,,,,, $192.40 ,,
,80105788,"HC PIPECOLIC ACID, SERUM MAYO",,,,,, $76.92 ,,
,80105789,"HC PML/RARA QUANTITATIVE, PCR MAYO",,,,,, $425.00 ,,
,80105790,"HC PORPHYRINS, TOTAL, PLASMA MAYO",,,,,, $64.60 ,,
,80105791,"HC PROINSULIN, PLASMA  MAYO",,,,,, $53.04 ,,
,80105792,"HC RABIES RFFIT ENDPOINT, SERUM MAYO",,,,,, $104.00 ,,
,80105793,"HC RNA POLYMERASE III AB, IGG, SERUM MAYO",,,,,, $44.11 ,,
,80105794,"HC RUFINAMIDE, SERUM MAYO",,,,,, $65.10 ,,
,80105795,HC SCHISTOSOMA IGG ANTIBODY (SERUM) MAYO,,,,,, $70.00 ,,
,80105796,HC SLA AUTOANTIBODY MAYO,,,,,, $87.97 ,,
,80105797,"HC STRONGYLOIDES AB, IGG, SERUM MAYO",,,,,, $60.60 ,,
,80105798,"HC SULFATE, URINE MAYO",,,,,, $51.01 ,,
,80105799,"HC SYNTHETIC CANNABINOID METABOLITES SCREEN, URINE MAYO",,,,,, $120.00 ,,
,80105800,"HC TRYPANOSOMA CRUZI AB, IGG, SERUM MAYO",,,,,, $47.62 ,,
,80105801,HC VIGABATRIN (SABRIL) MAYO,,,,,, $97.67 ,,
,80105802,"HC ZINC PROTOPORPHYRIN, BLOOD MAYO",,,,,, $25.67 ,,
,80105803,"HC ZINC PROTOPORPHYRIN, BLOOD MAYO ASSAY OF LEAD",,,,,, $21.67 ,,
,80105804,"HC ZINC, RED BLOOD CELL MAYO",,,,,, $91.84 ,,
,80105805,"HC CORTISOL; TOTAL, SALIVA MAYO",,,,,, $53.47 ,,
,80105806,"HC ESTROGENS FRACTIONATED, SERUM MAYO",,,,,, $26.85 ,,
,80105807,HC GANGLIOSIDE GQ1B AB (IGG) MAYO,,,,,, $136.70 ,,
,80105808,HC LAB INSULIN FREE MAYO,,,,,, $17.44 ,,
,80105809,HC LAB DNA EXTRACTION,, $50.00 ,,, $50.00 ,,,
,80105810,"HC NMO/AQP4 FACS, MAYO",,,,,, $300.00 ,,
,80105811,"HC NMO/AQP4 FACS TITER, MAYO",,,,,, $75.00 ,,
,80105812,HC PNEUMO AG URINE,, $32.66 ,,, $65.32 ,,,
,80105813,HC LAB GRP A STREP DNA PCR,, $95.60 ,,, $95.60 ,,,
,80105814,HC ASPERGILLUS PCR PANEL BRONCH WASH VIRACOR,,,,,, $355.00 ,,
,80105815,HC MYCOBACTERIUM TUBERCULOSIS COMPLEX PCR MAYO,,,,,, $168.75 ,,
,80105816,"HC IGA SUBCLASSES, SERUM",,,,,, $35.12 ,,
,80105817,"HC IMMUNOGLOBULIN SUBCLASSES, SERUM, MAYO",,,,,, $30.28 ,,
,80105818,"HC RIA MYASTHENIA GRAVIS EVAL WITH MUSK REFLEX, SERUM MAYO",,,,,, $60.56 ,,
,80105819,"HC MYASTHENIA GRAVIS EVAL WITH MUSK REFLEX, SERUM MAYO",,,,,, $56.83 ,,
,80105820,"HC MUCOPOLYSACCHARIDES SCREEN (MPS), RANDOM URINE MAYO",,,,,, $59.76 ,,
,80105821,"HC CHROMATOGRAPHY, RANDOM URINE MAYO",,,,,, $50.51 ,,
*,80105822,HC FLOW CYTOMETRY MISC, $-   , $-   , $-   , $-   , $-   , $-   ,,
,80105823,HC LAB RETICULATED PLATELET,, $46.35 ,,, $92.70 ,,,
,80105824,HC LAB MI NEWBORN BLOOD SCREENING, $301.56 , $301.56 ,,, $298.93 ,,,
,80105825,HC LAB OXALATE 24 HR URINE MAYO,,,,,, $21.01 ,,
,80105826,HC LAB CITRATE EXCRETION 24 MAYO,,,,,, $35.09 ,,
,80105827,HC ALLG SPEC IGE RECOMB EA,, $22.00 ,,, $44.00 ,,,
,80105828,HC IDH1 COMMON VARIANTS,, $453.19 ,,, $453.19 ,,,
,80105829,HC IDH2 COMMON VARIANTS,, $453.19 ,,, $453.19 ,,,
,80105830,HC LAB ADD FLOW STIMULANT MAYO,,,,,, $264.00 ,,
,80105831,HC VITAMIN D 25 HYDROXY MAYO,,,,,, $17.75 ,,
,80105832,HC CMV QUALITATIVE VIRACOR,,,,,, $200.00 ,,
,80105833,HC EBV QUALITATIVE PCR VIRACOR,,,,,, $200.00 ,,
,80105834,HC ENTEROVIRUS QUALITATIVE PCR VIRACOR,,,,,, $225.00 ,,
,80105835,HSV TYPE 1 OR 2 QUALITATIVE VIRACOR,,,,,, $112.50 ,,
,80105836,HHV 6 QUALITATIVE VIRACOR,,,,,, $225.00 ,,
,80105837,HHV 7 OR HHV 8 QUALITATIVE VIRACOR,,,,,, $225.00 ,,
,80105838,HC CATECH FRACTIONATED QUEST,,,,,, $41.20 ,,
,80105839,HC CATECH CREATININE RANDOM URINE QUEST,,,,,, $41.20 ,,
,80105840,HC C3 AND C4 COMPLEMENT REFLEX MAYO,,,,,, $11.95 ,,
,80105841,HC CHROMIUM LEVEL MAYO,,,,,, $43.75 ,,
,80105842,HC COBALT MAYO,,,,,, $43.75 ,,
,80105843,HC VARICELLA QUALITATIVE VIRACOR,,,,,, $225.00 ,,
,80105844,HC ADENO QUALITATIVE VIRACOR,,,,,, $200.00 ,,
,80105845,HC BK VIRUS QUALITATIVE PCR VIRACOR,,,,,, $225.00 ,,
,80105846,HC CREATININE URINE MAYO,,,,,, $11.37 ,,
,80105847,HC LAB RESEARCH MMRF PATH INTERPRETATION,, $310.60 ,,,,,,
,80105848,HC LAB CATECHOLAMINES UR QUEST,,,,,, $115.92 ,,
,80105849,HC IDM ZIKA VIRUS,, $33.00 ,,,,,,
,80105850,HC HEAVY METAL SCR ARSENIC RANDOM UR MAYO,,,,,, $12.69 ,,
,80105851,HC HEAVY METAL SCR CADMIUM RANDOM UR MAYO,,,,,, $15.49 ,,
,80105852,HC HEAVY METAL SCR LEAD RANDOM UR MAYO,,,,,, $8.10 ,,
,80105853,HC URINE MICROALBUMIN REAGENT STRIP ASSAY,,,,, $15.94 ,,,
,80105854,HC HEAVY METAL SCR MERCURY RANDOM UR MAYO,,,,,, $10.88 ,,
,80105855,HC SPECTROPHOTOMETRY MAYO,,,,,, $12.81 ,,
,80105856,HC TRIGLYCERIDES MAYO,,,,,, $10.52 ,,
,80105857,HC ELECTROPHORETIC  MAYO,,,,,, $91.27 ,,
,80105858,HC MERCURY URINE MAYO,,,,,, $27.67 ,,
,80105859,HC LAB MYOMARKER PANEL 1 CHG 2 MAYO,,,,,, $35.66 ,,
,80105860,HC ASSAY OF TRIGLYCERIDES MAYO,,,,,, $3.18 ,,
,80105861,HC LIPOPROTEIN MAYO,,,,,, $9.00 ,,
,80105862,HC CHOLESTEROL MAYO,,,,,, $3.18 ,,
,80105863,HC CREATININE TELOPEPTIDE MAYO,,,,,, $5.70 ,,
,80105864,HC HEP A ANTIBODY MAYO,,,,,, $16.87 ,,
,80105865,HC HLA A B OR C SINGLE AG MI BLOOD,,,,,, $275.00 ,,
,80105866,HC HLA DQ DR OR DP SINGLE AG MI BLOOD,,,,,, $275.00 ,,
,80105867,HC PROCAINAMIDE MAYO,,,,,, $40.02 ,,
,80105868,HC TESTOSTERONE FREE MAYO,,,,,, $9.44 ,,
,80105869,HC TESTOSTERONE BIOAVAILABLE MAYO,,,,,, $19.00 ,,
,80105870,HC HEMOGL ELECTRO MAYO,,,,,, $65.06 ,,
,80105871,HC HEMOGL CHROMO MAYO,,,,,, $91.25 ,,
,80105872,HC VARICELLA ANTIBODY MAYO,,,,,, $64.75 ,,
,80105873,"HC DETECT AGENT,IMMUN,DIR OBS, RSV",,,,, $172.70 ,,,
,80105874,HC ALLERGEN STACHYBOTRYS IGG VIRACOR,,,,,, $18.00 ,,
,80105875,HC AMYLOID PROTEIN MAYO,,,,,, $130.00 ,,
,80105876,HC ANTI-ENTEROCYTE AB ADDL STAIN 2 MAYO,,,,,, $183.19 ,,
,80105877,HC BILIRUBIN AMNIOTIC FLUID MAYO,,,,,, $61.74 ,,
,80105878,"HC CARNITINE, RANDOM MAYO",,,,,, $62.46 ,,
,80105879,"HC CHOLESTEROL, BODY FLUID MAYO",,,,,, $106.94 ,,
,80105880,"HC CORTISOL, FREE, RANDOM URINE MAYO",,,,,, $31.97 ,,
,80105881,HC CYCLOSPORA CONCENTRATION MAYO,,,,,, $24.68 ,,
,80105882,"HC DESMOGLEIN, SERUM MAYO",,,,,, $60.23 ,,
,80105883,"HC BARTONELLA  1 AB IGG, IGM MAYO",,,,,, $11.40 ,,
,80105884,"HC BARTONELLA 2 AB IGG, IGM MAYO",,,,,, $11.42 ,,
,80105885,"HC CHLAMYDIA AB IGM,IGG MAYO",,,,,, $13.23 ,,
,80105886,HC CHLAMYDIA ANITBODY MAYO,,,,,, $12.32 ,,
,80105887,HC LAB OVOMUCOID IGG VIRACOR,,,,,, $13.50 ,,
,80105888,HC LAB ASPER FUMIGATUS IGG VIRACOR,,,,,, $13.50 ,,
,80105889,HC LAB LAMBDA LIGHT CH UR MAYO,,,,,, $29.17 ,,
,80105890,HC ETA PROTEIN SERUM QUEST,,,,,, $120.00 ,,
,80105891,HC PORPHYRINS QUANTITATIVE MAYO,,,,,, $13.80 ,,
,80105892,HC LAB VDRL CSF TITER MAYO,,,,,, $15.00 ,,
,80105893,HC LAB PARVOVIRUS QUALITATIVE VIRACOR,,,,,, $225.00 ,,
,80105894,HC THYROGLOBULIN ANTIBODY MAYO,,,,,, $18.44 ,,
,80105895,HC FERRITIN MAYO,,,,,, $68.90 ,,
,80105896,HC THYROGLOBULIN ANTIBODY MAYO,,,,,, $18.44 ,,
,80105897,HC ZIKA VIRUS IGM ANTIBODY MAYO,,,,,, $158.40 ,,
,80105898,HC  ZIKA VIRUS DNA/RNA AMP PROBE  MAYO,,,,,, $185.00 ,,
,80105899,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL MAYOHC PROTEIN WESO,,,,,, $132.60 ,,
,80105900,"HC NEURO V-G,K IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY MAYO",,,,,, $42.43 ,,
,80105901,HC ACHR IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY MAYO,,,,,, $84.86 ,,
,80105902,"HC CLOMIPRAMINE, SERUM MAYO",,,,,, $51.70 ,,
,80105903,"HC ETHOSUXIMIDE, SERUM MAYO",,,,,, $38.74 ,,
,80105904,HC COBALT WHOLE BLOOD MAYO,,,,,, $50.00 ,,
,80105905,HC CHROMIUM WHOLE BLOOD MAYO,,,,,, $50.00 ,,
,80105906,HC NFCT GEXYP NUCLEIC ACID HIV REV TRNSCR&PROTEAS QUEST,,,,,, $187.50 ,,
,80105907,HC ASSAY OF AMIKACIN MAYO,,,,,, $34.58 ,,
,80105908,HC CREATININE CONC ARSEN RAND UR MAYO,,,,,, $7.64 ,,
,80105909,HC ARSENIC RAND UR MAYO,,,,,, $27.99 ,,
,80105910,HC CREATININE CONC MERC RAND UR MAYO,,,,,, $6.68 ,,
,80105911,HC MERCURY RAND UR MAYO,,,,,, $20.99 ,,
,80105912,HC CREATININE CONC LEAD RAND UR MAYO,,,,,, $9.25 ,,
,80105913,HC LEAD RAND UR MAYO,,,,,, $21.64 ,,
,80105914,HC HM CREATININE CONC RAND UR MAYO,,,,,, $3.23 ,,
,80105915,HC HM ARSEN CREAT RATIO RAND UR MAYO,,,,,, $11.82 ,,
,80105916,HC HM CADMIUM CREAT RATIO RAND UR MAYO,,,,,, $14.43 ,,
,80105917,HC HM MERC CREAT RATIO RAND UR MAYO,,,,,, $10.13 ,,
,80105918,HC HM LEAD CREAT RATIO RAND UR MAYO,,,,,, $7.55 ,,
*,80105919,HC NMDP-HC VENIPUNCTURE, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105920,HC NMDP-HC IDM STS MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105921,HC NMDP-HC IDM ANTI CMV MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105922,HC NMDP-HC IDM ANTI HIV MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105923,HC NMDP-HC IDM ANTI HBC MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105924,HC NMDP-HC IDM ANTI HCV MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105925,HC NMDP-HC IDM ABO MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105926,HC NMDP-HC IDM RH MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105927,HC NMDP-HC IDM HCV RNA MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105928,HC NMDP-HC IDM HIV 1 RNA MI BLOOD, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105929,HC NMDP- HC HEP B SURF ANTIGEN, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105930,HC NMDP- HC VIRUS ANTIBODY NOS, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105931,HC NMDP-HC HLA CLASS I TYPING HIGH RESOLUTION ONE LOCUS EA HR-A, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105932,HC NMDP-HC HLA CLASS I TYPING HIGH RESOLUTION ONE LOCUS EA  HR-B, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105933,HC NMDP-HC HLA CLASS I TYPING HIGH RESOLUTION ONE LOCUS EA HR-C, $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105934,"HC NMDP-HC HLA CLASS I TYPING LOW RESOLUTION COMPLETE IR-A,B,C", $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105935,"HC NMDP-HC HLA I&II HIGH RESOLUTION HLA-A -B -C AND -DRB1 HR-A,B,C,DR", $-   , $-   , $-   , $-   , $-   , $-   ,,
*,80105936,"HC NMDP-HC HLA CLASS I TYPING HIGH RESOLUTION COMPLETE HR-A,B,C", $-   , $-   , $-   , $-   , $-   , $-   ,,
,80105937,HC ARSENIC FRACTIONATION UR MAYO,,,,,, $86.79 ,,
,80105938,HC IAAD EIA HPYLORI STOOL,, $44.40 ,,, $88.80 ,,,
,80105939,HC COMPREHENSIVE DRUG TEST PRSMV,, $202.12 ,,, $202.12 ,,,
,80105940,HC GROWTH HORMONE STIMULATION PANEL,, $205.88 ,,, $411.76 ,,,
,80201002,HC AUTOPSY COMPLETE,,," $1,700.00 ",,,,,
,80201003,HC AUTOPSY PARTIAL,,," $1,700.00 ",,,,,
,80201004,HC AUTOPSY PRIVATE COMPLETE,,," $3,500.00 ",,,,,
,80201005,HC AUTOPSY PRIVATE PARTIAL,,," $2,100.00 ",,,,,
,80201008,HC LAB RESEARCH CYTOSLIDE PREP,, $29.15 ,,,,,,
,80201009,HC LAB RESEARCH FICOLL,, $56.45 ,,,,,,
,80201010,HC LAB RESEARCH FREEZE AND STORE,, $4.00 ,,,,,,
,80201011,HC MMRF PLASMA CELL SCREEN,, $175.00 ,,,,,,
,80201012,HC PROC EMBED CUT STAIN H&E,, $20.00 ,,,,,,
,80201019,HC RES PARAFFIN UNSTAIN SLIDE 1ST,, $5.00 ,,,,,,
,80201020,HC RES PARAFFIN UNSTAIN SLIDE ADD,, $3.00 ,,,,,,
,80201021,HC RES PATH ANNOTATION OF SLIDE,, $25.00 ,,,,,,
,80201022,HC RES PUNCH BLOCK,, $5.00 ,,,,,,
,80201023,HC RES RETRIEVE OFFSITE SL/BLK #1,, $20.00 ,,,,,,
,80201025,HC RES RETRIEVE ONSITE SLIDE/BLK,, $5.00 ,,,,,,
,80201027,HC RES URINE,, $10.00 ,,,,,,
,80201028,HC AUTOPSY INF CNS,,," $2,500.00 ",,,,,
,80201189,HC TRANS BCR ABL1 MAJOR,, $195.48 ,,, $195.48 ,,,
,80201191,HC TRANS BCR ABL1 MINOR,, $195.47 ,,, $195.47 ,,,
,80201192,HC ANALYSIS GENE BRAF,, $613.86 ,,, $613.86 ,,,
,80201193,HC BRAF LUNG PANEL,, $232.11 ,,, $232.11 ,,,
,80201197,HC CFTR GENE ANALYSIS COMMON VARIANTS,, $386.31 ,,, $386.31 ,,,
,80201201,HC CYTOGENOMIC MICROARRAY ANALYSIS,," $1,443.78 ",,," $1,443.78 ",,,
,80201202,HC MICROARRAY NW OH,, $780.00 ,,,,,,
,80201205,HC F2 GENE ANALYSIS,, $267.92 ,,, $267.92 ,,,
,80201208,HC F5 GENE ANALYSIS LEIDEN VARIANT,, $267.92 ,,, $267.92 ,,,
,80201215,HC HFE GENE ANALYSIS COMMON VARIANTS,, $236.05 ,,, $236.05 ,,,
,80201217,HC IGH GENE REARRANGEMENT ANALYSIS,, $405.17 ,,, $405.17 ,,,
,80201218,HC STR GENE ANALYSIS,," $1,519.89 ",,," $1,519.89 ",,,
,80201219,HC STR GENE ANALYSIS ADDTL SPECIMEN,," $1,519.89 ",,," $1,519.89 ",,,
,80201220,HC CHIMERISM ANALYSIS WO CELL SORT,, $771.57 ,,, $771.57 ,,,
,80201221,HC CHIMERISM ANALYSIS WITH CELL SORT,, $771.57 ,,, $771.57 ,,,
,80201222,HC JAK2 GENE ANALYSIS,, $270.76 ,,, $270.76 ,,,
,80201224,HC KRAS GENE ANALYSIS VARIANTS 12/13,, $306.93 ,,, $306.93 ,,,
,80201225,HC KRAS LUNG PANEL,, $255.71 ,,, $255.71 ,,,
,80201226,HC KRAS ADDTL VARIANTS,, $306.93 ,,, $306.93 ,,,
,80201228,HC MGMT GENE ANALYSIS,, $420.95 ,,,,,,
,80201229,HC MLH1 PROMOTER METHYLATION ANALYSIS,, $420.95 ,,, $420.95 ,,,
,80201230,HC MTHFR GENE ANALYSIS COMMON VARIANTS,, $267.92 ,,, $267.92 ,,,
,80201231,HC MICROSATELLITE INSTABILITY ANALYSIS,, $220.12 ,,, $220.12 ,,,
