"OHIOHEALTH DOCTORS HOSPITAL, DUBLIN METHODIST HOSPITAL, GRANT MEDICAL CENTER, GROVE CITY METHODIST HOSPITAL, AND RIVERSIDE METHODIST HOSPITAL CHARGE LIST",,,,,,,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT,,,,,,
Supply,HC LEAD NEUROSTIMULATOR IMPLANTABLE,"$7,482.22 ",,,,,,,,
Supply,HC LEAD PACEMAKER NOT TRANSVENOUS VDD SGL PASS,"$1,174.53 ",,,,,,,,
Supply,HC LO MOLDABLE L SUPPORT,$236.00,,,,,,,,
Supply,HC MATERIAL VOCAL CORD MEDLZTN SYNTH,"$1,755.27 ",,,,,,,,
Supply,HC MATRISTEM MICROMATRIX PER MG,$7.12 ,,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 01,$841.00,,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 02,"$3,898.00",,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 03,"$1,758.00",,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 04,"$6,649.00",,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 05,"$2,675.00",,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 06,"$3,134.00",,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 07,"$3,592.00",,,,,,,,
Supply,HC MAZE PRODUCT LEVEL 08,"$4,051.00",,,,,,,,
Supply,HC MESH IMPLANTABLE,"$1,588.62 ",,,,,,,,
Supply,HC MORCELLATOR3,"$2,642.15 ",,,,,,,,
Supply,HC MULTI PODUS BOOT,"$1,025.00",,,,,,,,
Supply,HC NEEDLE INTRAOSSEOUS,"$1,720.00",,,,,,,,
Supply,HC NEEDLE NERVE STIM,$35.00,,,,,,,,
Supply,HC NEEDLE SEED IMPLANT,$29.00,,,,,,,,
Supply,HC NEONATE O2 CANNULA INIT 12HRS,$238.00,,,,,,,,
Supply,HC NEONATE O2 FOR OXYHOOD DAILY,$238.00,,,,,,,,
Supply,HC NEONATE O2 FOR OXYHOOD INIT 12HRS,$238.00,,,,,,,,
Supply,HC NEUROFORM STENT,"$18,209.00",,,,,,,,
Supply,HC NON STERILE SUPPLY,$648.21 ,,,,,,,,
Supply,HC ORTHOSIS ANKLE FOOT,$173.00,,,,,,,,
Supply,HC ORTHOTIC FABRICATION METATARSAL,$496.00,,,,,,,,
Supply,HC OXYGEN 1ST 30 MIN,$24.00,,,,,,,,
Supply,HC OXYGEN ADDL 15 MIN,$13.00,,,,,,,,
Supply,HC OXYGEN PER DAY,$71.00,,X,,,,,,
Supply,HC OXYGEN PER HR,$4.00,,,,,,,,
Supply,HC OXYMIZER CANNULA ONLY,$108.00,,,,,,,,
Supply,HC PACEMAKER DUAL CHAMBER RATE RESPONSIVE,"$11,194.75 ",,,,,,,,
Supply,HC PACEMAKER OTHER THAN SGL OR DUAL CHAMBER,"$15,891.60 ",,,,,,,,
Supply,HC PACEMAKER SINGLE CHAMBER RATE RESPONSIVE,"$15,240.29 ",,,,,,,,
Supply,HC PACKAGED AND SEALED INFLOW,"$19,717.00",,,,,,,,
Supply,HC PATIENT PROGRAMMER NEUROSTIMULATOR,"$2,475.51 ",,,,,,,,
Supply,HC PHOTOTHERAPY PER DAY,"$2,216.00",,,,,,,,
Supply,HC PICC SGL/DBL SOLO W/ SHERLOCK,$800.00,,,,,,,,
Supply,HC PICC TRIPLE LUMEN SOLO,$895.00,,,,,,,,
Supply,HC PICO NEGATIVE PRESSURE WOUND THERAPY,$732.00,,,,,,,,
Supply,HC PILLOW ABDUCTION,$148.00,,,,,,,,
Supply,HC PIPELINE EMBOLIZATION L8699,"$37,164.00 ",,,,,,,,
Supply,HC PLATELET PROCESSING ONLY,"$1,732.00",,,,,,,,
Supply,HC POCKET CONTROLER CONSOLIDATED BAG,"$1,087.00",,,,,,,,
Supply,HC POCKET CONTROLLER SHOWER BAG EACH,$752.00,,,,,,,,
Supply,HC POCKET CONTROLLER WEAR ACCESS KIT,$569.00,,,,,,,,
Supply,HC PORT INDWELLING,"$1,156.57 ",,,,,,,,
Supply,HC POSTERIOR AFO STATIC CUSTOM,$298.00,,,,,,,,
Supply,HC POWER MODULE,"$26,735.00",,,,,,,,
Supply,HC POWER MODULE AC CORD,$116.00,,,,,,,,
Supply,HC POWER MODULE CABLE,"$4,178.00",,,,,,,,
Supply,HC POWER MODULE DC INPUT CABLE,$752.00,,,,,,,,
Supply,HC PREFAB AFO,$628.00,,,,,,,,
Supply,HC PREVENA INCISION MGMT SYSTEM,"$1,685.00",,,,,,,,
Supply,HC PRISMA CASSETTE,$622.00,,,,,,,,
Supply,HC PROBE CRYOABLATION,"$4,677.93 ",,,,,,,,
Supply,HC PROSTHESIS BREAST,"$4,427.19 ",,,,,,,,
Supply,HC PROSTHESIS PENILE INFLATABLE,"$13,158.27 ",,,,,,,,
Supply,HC PROSTHESIS PENILE NON INFLATABLE,"$23,312.80 ",,,,,,,,
Supply,HC PROSTHESIS URINARY SPHINCTER,"$13,596.10 ",,,,,,,,
Supply,HC PROSTHETIC IMPLANT,"$8,737.50 ",,,,,,,,
Supply,HC PUMP KIT,$82.00,,,,,,,,
Supply,HC REPAIR ORTHO DEVICE LABOR,$158.00,,,,,,,,
Supply,HC REPAIR ORTHO DEVICE PART,$164.00,,,,,,,,
Supply,HC RESERVOIR CELLSAVER,$275.00,,,,,,,,
Supply,HC RETINAL TAMONADE DEVICE SILICONE OIL,"$1,197.00 ",,,,,,,,
Supply,HC RETRACTOR SOFT TISSUE,$190.00,,,,,,,,
Supply,HC RETRIEVAL DEVICE FOR FRACTURED MEDICAL DEVICES,"$1,117.08 ",,,,,,,,
Supply,HC ROOKE MITT,$203.00,,,,,,,,
Supply,HC RT ISOTOPE IR-192,$480.00,,,,,,,,
Supply,HC RX 272 STERILE SUPPLY,"$2,040.75 ",,,,,,,,
Supply,HC SEALANT 5ML FLOSEAL MATRIX HEMOSTATIC,$515.00,,,,,,,,
Supply,HC SEALANT FIBRIN HUMAN PLASMA PER 2ML,$369.86 ,,,,,,,,
Supply,HC SEPRAFILM,$907.00,,,,,,,,
Supply,HC SET CARDIOPLEGIA BLOOD,$251.00,,,,,,,,
Supply,HC SET CARDIOPLEGIA DELIVERY W ARREST AGNT,$474.00,,,,,,,,
Supply,HC SET CERVICAL COLLAR ADULT,$145.00,,,,,,,,
Supply,HC SET MONITOR TUBING SGL PRESSURE,$54.00,,,,,,,,
Supply,HC SET RAPID INFUSER AND TUBING,$800.00,,,,,,,,
Supply,HC SET UTERINE TAMPANADE BALLOON,$655.00,,,,,,,,
Supply,HC SHOE POST OP,$113.00,,,,,,,,
Supply,HC SI BELT,$119.00,,,,,,,,
Supply,HC SLEEVE FOOT,$196.00,,,,,,,,
Supply,HC SLEEVE SCD LEVEL 03,$225.00,,,,,,,,
Supply,HC SLEEVE SCD LEVEL 1,$72.00,,,,,,,,
Supply,HC SLEEVE SCD LEVEL 2,$149.00,,,,,,,,
Supply,HC SLING AND SWATH,$652.00,,,,,,,,
Supply,HC SLING ARM HORIZONTAL,$314.00,,,,,,,,
Supply,HC SLING HANGING CAST,$598.00,,,,,,,,
Supply,HC SLING INCONTINENCE DEVICE,"$3,078.88 ",,,,,,,,
Supply,HC SLING SHOULDER ULTRASLING II,$141.00,,,,,,,,
Supply,HC SNARE,$142.00,,,,,,,,
Supply,HC SPECIAL ORDER GARMENT OR ORTHOTIC,"$1,869.00",,,,,,,,
Supply,HC SPECIAL ORDER GARMENT OR ORTHOTIC,"$2,004.56 ",,,,,,,,
Supply,HC SPLINT AFO DYNAMIC CUSTOM,$413.00,,,,,,,,
Supply,HC SPLINT DYN HAND FINGER CUSTOM,"$1,092.00",,,,,,,,
Supply,HC SPLINT DYNAMIC HAND WRIST,$744.00,,,,,,,,
Supply,HC SPLINT DYNAMIC WHFO,$888.00,,,,,,,,
Supply,HC SPLINT ELBOW CUSTOM,$614.00,,,,,,,,
Supply,HC SPLINT EO W/JOINTS PF,$185.00,,,,,,,,
Supply,HC SPLINT EWHFO RIGID W/O JNTS CUSTM,$742.00,,,,,,,,
Supply,HC SPLINT EWHFO W/JOINTS CUSTOM,$708.00,,,,,,,,
Supply,HC SPLINT EWHO RIGID WO JNTS CUSTOM,$731.00,,,,,,,,
Supply,HC SPLINT EWHO W/JOINTS CUSTOM,"$1,477.00",,,,,,,,
Supply,HC SPLINT FINGER PIP DIP CUSTOM,$305.00,,,,,,,,
Supply,HC SPLINT FINGER PIP DIP SPRING PF,$165.00,,,,,,,,
Supply,HC SPLINT FINGER PIP DIP STAT RNG PF,$252.00,,,,,,,,
Supply,HC SPLINT FO NONTOR JOINT CUSTOM,$225.00,,,,,,,,
Supply,HC SPLINT HAND FINGER CUSTOM,$519.00,,,,,,,,
Supply,HC SPLINT HAND WRIST PREFAB,$252.00,,,,,,,,
Supply,HC SPLINT HO W/O JOINTS CUSTOM,$354.00,,,,,,,,
Supply,HC SPLINT REVERSE KNUCKLE BENDER PF,$245.00,,,,,,,,
Supply,HC SPLINT WHFO PREFAB WITH MODIFICATION,$276.00,,,,,,,,
Supply,HC SPLINT WHFO PREFAB WO MODIFICATION,$110.00,,,,,,,,
Supply,HC SPLINT WHFO RIGID WO JNTS CUSTOM,$706.00,,,,,,,,
Supply,HC SPLINT WRIST HAND CUSTOM,$466.00,,,,,,,,
Supply,HC SPLINT WRIST HAND PREFAB,$38.00,,,,,,,,
Supply,HC STABILIZATION BELTS,$334.00,,,,,,,,
Supply,HC STARTER SNS W BOTTLE,$234.00,,,,,,,,
Supply,HC STENT  COATED W DELIVERY SYSTEM,"$3,681.86 ",,,,,,,,
Supply,HC STENT NON COATED W DELIVERY SYSTEM,"$3,223.68 ",,,,,,,,
Supply,HC STENT NON COATED WO DELIVERY SYSTEM,"$2,350.00 ",,,,,,,,
Supply,HC STENT NON CORONARY TEMP W DELIV,$470.01 ,,,,,,,,
Supply,HC STENT NON CORONARY TEMP WO DELIV,$347.72 ,,,,,,,,
Supply,HC STERILE SUPPLY,$186.61 ,,,,,,,,
Supply,HC SUPERFEET TRIM TO FIT,$88.00,,,,,,,,
Supply,HC SUPPLIES SPLINTING,$264.00,,,,,,,,
Supply,HC SUPPLY MISCELLANEOUS,$88.00 ,,,,,,,,
Supply,HC SUPPORT LUMBAR SACRAL,$927.00,,,,,,,,
Supply,HC SUPPORT SHOULDER ABDUCTION,$607.00,,,,,,,,
Supply,HC SUTURE DEVICE,$597.00,,,,,,,,
Supply,HC SYSTEM MONITOR TO POWER MODULE,"$1,337.00",,,,,,,,
Supply,HC TE VOICE PROSTHESIS INSERT BY QHCP,$210.00,,,,,,,,
Supply,HC TISSUE MARKER IMPLANTABLE EACH,$228.67 ,,,,,,,,
Supply,HC TRACTION BUCKS DISP,$210.00,,,,,,,,
Supply,HC TRAY CATHETER PICC MIDLINE SINGLE LUMEN,$80.00,,,,,,,,
Supply,HC TUBE FEEDING SPECIALTY DOBBHOFF,$288.00,,,,,,,,
Supply,HC TUBE GASTROSTOMY,$119.00,,,,,,,,
Supply,HC TUBE LAVACUATOR,$119.00,,,,,,,,
Supply,HC TUBE TRACH SPEAKING PASSY MUIR,$210.00,,,,,,,,
Supply,HC TUBE TRACHEOSTOMY,$137.00,,,,,,,,
Supply,HC TUBING SET REPLACEMENT,"$1,238.00",,,,,,,,
Supply,HC UNIVERSAL LEG BRACE,"$1,112.00",,,,,,,,
Supply,HC VACUUM EXTRACTOR,$84.00,,,,,,,,
Supply,HC VAD CARDIOHELP (HLS SET ADVANCED 7.0),"$41,343.00",,,,,,,,
Supply,HC VALVE PEP INITIAL,$82.00,,,,,,,,
Supply,HC VASCULAR GRAFT CRYOPRESERVED,"$29,475.00",,,,,,,,
Supply,HC WALK BOOT PREFAB OFF THE SHELF,$440.00,,,,,,,,
Supply,HC WALKER BOOT,$306.00,,,,,,,,
Supply,HC WALKING BOOT NON PNEUM,$955.00,,,,,,,,
Supply,HC WALKING BOOT PNEUM,$788.00,,,,,,,,
Supply,HC WIRE KIRSCHNER LEVEL 03,$61.00,,,,,,,,
Supply,HC WIRE PACING TEMPORARY,$98.00,,,,,,,,
Supply,HC WIRELESS PRESSURE SENSOR INCL ALL COMPONENTS,"$64,500.00 ",,,,,,,,
Supply,HC YTTRIUM-90 NONSTRANDED PER SOURCE,"$53,469.00",,,,,,,,
Surgery,HC ANESTHESIA 1ST 30 MINUTES,"$1,491.00",,,,,,,,
Surgery,HC ANESTHESIA EA ADDL 15 MINUTES,$494.00,,,,,,,,
Surgery,HC ASSEMBLE OPERATE HEARTLUNG MACHINE,"$17,647.00",,,,,,,,
Surgery,HC CONT INFUSION NERVE BLOCK,$407.00,,,,,,,,
Surgery,HC D AND C DIAGNOSTIC OR THERAPEUTIC,"$2,107.00",,,,,,,,
Surgery,HC HEMOCONCENTRATION,$692.00,,,,,,,,
Surgery,HC INJECTION NERVE BLOCK,"$1,162.00",,,,,,,,
Surgery,HC LIGATION FALLOPIAN TUBES W BPS,"$4,066.00",,,,,,,,
Surgery,HC MINOR SURGERY OR PROCEDURE PER HR,"$3,120.00",,,,,,,,
Surgery,HC MONITOR IABP PER DAY,"$1,914.00",,,,,,,,
Surgery,HC OR COSMETIC 1ST 30 MINUTES,$820.00,,,,,,,,
Surgery,HC OR COSMETIC ADDL 15 MINUTES,$80.00,,,,,,,,
Surgery,HC OR LEVEL 1 1ST 30 MINUTES,"$3,229.00",,X,,,,,,
Surgery,HC OR LEVEL 1 1ST ADDL 15 MINUTES,$865.00,,X,,,,,,
Surgery,HC OR LEVEL 1 ENDOSCOPY 1ST 30 MINUTES,"$3,195.00",,,,,,,,
Surgery,HC OR LEVEL 1 ENDOSCOPY ADDL 15 MINUTES,$856.00,,,,,,,,
Surgery,HC OR LEVEL 1 EP 1ST 30 MIN,"$3,195.00",,,,,,,,
Surgery,HC OR LEVEL 1 EP ADDL 15 MIN,$856.00,,,,,,,,
Surgery,HC OR LEVEL 2 1ST 30 MINUTES,"$5,643.00",,X,,,,,,
Surgery,HC OR LEVEL 2 ADDL 15 MINUTES,"$1,786.00",,X,,,,,,
Surgery,HC OR LEVEL 3 1ST 30 MINUTES,"$8,028.00",,X,,,,,,
Surgery,HC OR LEVEL 3 ADDL 15 MINUTES,"$2,815.00",,X,,,,,,
Surgery,HC OR LEVEL 4 1ST 30 MINUTES,"$9,305.00",,X,,,,,,
Surgery,HC OR LEVEL 4 ADDL 15 MINUTES,"$3,774.00",,X,,,,,,
Surgery,HC OR LEVEL 5 1ST 30 MINUTES,"$10,558.00",,X,,,,,,
Surgery,HC OR LEVEL 5 ADDL 15 MINUTES,"$4,585.00",,X,,,,,,
Surgery,HC OR LEVEL 6 1ST 30 MINUTES,"$12,045.00",,X,,,,,,
Surgery,HC OR LEVEL 6 ADDL 15 MINUTES,"$5,415.00",,X,,,,,,
Surgery,HC OR LEVEL 7 1ST 30 MINUTES,"$13,923.00",,,,,,,,
Surgery,HC OR LEVEL 7 ADDL 15 MINUTES,"$6,348.00",,,,,,,,
Surgery,HC OR LEVEL 8 1ST 30 MINUTES,"$18,007.00",,,,,,,,
Surgery,HC OR LEVEL 8 ADDL 15 MINUTES,"$7,584.00",,,,,,,,
Surgery,HC PACEMAKER ANALYSIS,"$1,286.00",,,,,,,,
Surgery,HC PACU 1ST 30 MINUTES,$861.00,,,,,,,,
Surgery,HC PACU ADDL 15 MINUTES,$335.00,,,,,,,,
Surgery,HC PACU L AND D 1ST HOUR,"$1,366.00",,,,,,,,
Surgery,HC PACU L AND D ADDL 30 MINUTES,$583.00,,,,,,,,
Surgery,HC PACU STAGE 2 1ST 30 MINUTES,$861.00,,,,,,,,
Surgery,HC PACU STAGE 2 ADDL 15 MINUTES,$335.00,,,,,,,,
Surgery,HC PROCEDURE OTHER,$854.00,,,,,,,,
Surgery,HC THERMODILUTION CARDIAC OUTPUT,$507.00,,,,,,,,
Transfusion Services,HC TRANSFUSION BLOOD PRODUCT,$878.00,,,,,,,,
Transfusion Services,HC TRANSFUSION FETAL INTRAUTERINE,$878.00,,,,,,,,
Ultrasound Services,HC CIMT SCREENING,$54.00,,,,,,,,
Ultrasound Services,HC ENCEPHALOGRAM,$783.00,,,,,,,,
Ultrasound Services,HC FETAL HEART ECHO 2D W WO M MODE FOLLOW UP,$927.00,,,,,,,,
Ultrasound Services,HC FETAL HEART ECHO 2D W WO M MODE RECORDING,"$1,407.00",,,,,,,,
Ultrasound Services,HC FETAL HEART ECHO COMPLETE,"$1,402.00",,,,,,,,
Ultrasound Services,HC FETAL HEART ECHO FOLLOW UP,"$1,391.00",,,,,,,,
Ultrasound Services,HC SONOHYSTOGRAM,"$1,570.00",,,,,,,,
Ultrasound Services,HC UNLISTED ULTRASOUND PROCEDURE,"$1,218.00",,,,,,,,
Ultrasound Services,HC US ABDOMEN COMPLETE,$952.00,,,,,,,,
Ultrasound Services,HC US ABDOMEN LIMITED,$630.00,,X,,,,,,
Ultrasound Services,HC US BREAST COMPLETE,$789.00,,,,,,,,
Ultrasound Services,HC US BREAST LIMITED,$789.00,,X,,,,,,
Ultrasound Services,HC US CHEST,$545.00,,,,,,,,
Ultrasound Services,HC US ELASTOGRAPHY 1ST LESION,#N/A,,,,,,,,
Ultrasound Services,HC US ELASTOGRAPHY EA ADDL LESION,#N/A,,,,,,,,
Ultrasound Services,HC US ELASTOGRAPHY PARENCHYMA (ORGAN),$799.00,,,,,,,,
Ultrasound Services,HC US EXTREMITY COMPLETE JOINT,"$1,625.00",,,,,,,,
Ultrasound Services,HC US EXTREMITY LIMITED JOINT OR NON VASC STRUCTURE,$599.00,,,,,,,,
Ultrasound Services,HC US FETAL BIOPHYSICAL PROFILE W NST,"$1,047.00",,,,,,,,
Ultrasound Services,HC US FETAL BIOPHYSICAL PROFILE WO NST,$970.00,,,,,,,,
Ultrasound Services,HC US FETAL NUCHAL TRANSLUCENCY ADDL,$936.00,,,,,,,,
Ultrasound Services,HC US FETAL NUCHAL TRANSLUCENCY SGL,$938.00,,,,,,,,
Ultrasound Services,HC US FOR AAA SCREENING,$421.00,,,,,,,,
Ultrasound Services,HC US GUIDANCE CORDOCENTESIS OR FETAL TRANSFUSION,"$1,875.00",,,,,,,,
Ultrasound Services,HC US GUIDED AMNIOCENTESIS,"$1,864.00",,,,,,,,
Ultrasound Services,HC US GUIDED CHORIONIC VILLUS SAMPLING,"$1,875.00",,,,,,,,
Ultrasound Services,HC US GUIDED COMPRESSION REPAIR,"$4,150.00",,,,,,,,
Ultrasound Services,HC US GUIDED INTERSTITIAL RADIOELEMENT APPLICATION,"$1,568.00",,,,,,,,
Ultrasound Services,HC US GUIDED NEEDLE PLACEMENT,"$1,015.00",,,,,,,,
Ultrasound Services,HC US GUIDED PARENCHYMAL TISSUE ABLATION,"$1,389.00",,,,,,,,
Ultrasound Services,HC US GUIDED PERICARDIOCENTESIS,$776.00,,,,,,,,
Ultrasound Services,HC US GUIDED VASCULAR ACCESS,$995.00,,,,,,,,
Ultrasound Services,HC US INTRAOPERATIVE,"$1,163.00",,,,,,,,
Ultrasound Services,HC US PELVIS NON OB COMPLETE,$866.00,,X,,,,,,
Ultrasound Services,HC US PELVIS NON OB LIMITED FOLLOW UP,$578.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS 1ST TRIMESTER EA ADDL FETUS,$482.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS 1ST TRIMESTER SGL FETUS,$739.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS AFTER 1ST TRIMESTER EA ADDL FETUS,$660.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS AFTER 1ST TRIMESTER SGL FETUS,"$1,100.00",,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS FOLLOW UP PER FETUS,$922.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS LIMITED 1 OR MORE FETUSES,$631.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS TRANSVAGINAL,$711.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS W DETAIL FETAL ANATOMY ADDL FETUS,$798.00,,,,,,,,
Ultrasound Services,HC US PREGNANT UTERUS W DETAIL FETAL ANATOMY SGL FETUS,"$1,660.00",,,,,,,,
Ultrasound Services,HC US PROSTATE VOLUME STUDY FOR BRACHYTHERAPY PLANNING,$66.00,,,,,,,,
Ultrasound Services,HC US RETROPERITIONEAL COMPLETE,$885.00,,,,,,,,
Ultrasound Services,HC US RETROPERITIONEAL LIMITED,$587.00,,,,,,,,
Ultrasound Services,HC US SCREENING BREAST,$293.00,,,,,,,,
Ultrasound Services,HC US SCROTUM,$639.00,,,,,,,,
Ultrasound Services,HC US SOFT TISSUE HEAD AND NECK,$809.00,,,,,,,,
Ultrasound Services,HC US SPINAL CANAL AND CONTENTS,$761.00,,,,,,,,
Ultrasound Services,HC US TRANSRECTAL,"$1,363.00",,,,,,,,
Ultrasound Services,HC US TRANSVAGINAL,$931.00,,X,,,,,,
Ultrasound Services,HC US VELOCIMETRY FETAL MIDDLE CEREBRAL ARTERY,$465.00,,,,,,,,
Ultrasound Services,HC US VELOCIMETRY UMBILICAL ARTERY,$453.00,,,,,,,,
Ultrasound Services,HC VESSEL MAPPING HEMODIALYSIS ACCESS,"$1,241.00",,,,,,,,
Urinary System Procedures,HC ASPIRATION BLADDER W INS SUPRAPUBIC CATH,"$2,351.00",,,,,,,,
Urinary System Procedures,HC BALLOON DILATION OR URETERAL STRICTURE W IMG ADD ON,"$1,451.00",,,,,,,,
Urinary System Procedures,HC BIOPSY RENAL PERCUTANEOUS NEEDLE,"$4,805.00",,,,,,,,
Urinary System Procedures,HC CHANGE CYSTO TUBE COMPLICATED,"$5,794.00",,,,,,,,
Urinary System Procedures,HC CHANGE CYSTO TUBE SIMPLE,"$2,357.00",,,,,,,,
Urinary System Procedures,HC CHANGE NEPHROURETERAL TUBE OR STENT,"$2,351.00",,,,,,,,
Urinary System Procedures,HC CHEMO BLADDER INSTILLATION,"$1,115.00",,,,,,,,
Urinary System Procedures,HC CONVERT NEPHROSTOMY CATH TO NEPHROURETERAL CATH W IMG EXIST TRACT,"$6,459.00",,,,,,,,
Urinary System Procedures,HC CRYOTHERAPY ABLATION RENAL TUMORS,"$3,333.00",,,,,,,,
Urinary System Procedures,HC CYSTO W REMOVAL FB SIMPLE,"$5,844.00",,,,,,,,
Urinary System Procedures,HC CYSTOSCOPY W INS URETERAL STENT,"$6,459.00",,,,,,,,
Urinary System Procedures,HC CYSTOSCOPY W URETEROSCOPY,"$6,075.00",,,,,,,,
Urinary System Procedures,HC CYSTOSTOMY CYSTOTOMY W DRAINAGE,"$5,609.00",,,,,,,,
Urinary System Procedures,HC CYSTOURETHROSCOPY,"$3,398.00",,,,,,,,
Urinary System Procedures,HC CYSTOURETHROSCOPY W IRRIGATION,"$3,901.00",,,,,,,,
Urinary System Procedures,HC ENDOLUMINAL BIOPSY URETER OR RENAL PELVIS W IMG ADD ON,"$1,451.00",,,,,,,,
Urinary System Procedures,HC EXCHANGE NEPHROSTOMY CATH  W IMG VIA EXISTING TRACT,"$8,000.00",,,,,,,,
Urinary System Procedures,HC INJ AND OR ASP RENAL CYST OR PELVIS,"$2,421.00",,,,,,,,
Urinary System Procedures,HC INJ CYSTOGRAPHY OR VOIDING URETHROCYSTO,"$2,324.00",,,,,,,,
Urinary System Procedures,HC INJ FOR DX NEPHROSTOGRAM OR URETEROGRAM W IMG VIA EXIST ACC,"$4,541.00",,,,,,,,
Urinary System Procedures,HC INJ FOR DX NEPHROSTOGRAM OR URETEROGRAM W IMG VIA NEW ACC,"$4,541.00",,,,,,,,
Urinary System Procedures,HC INJ FOR RETROGRADE URETHROCYSTOGRAPHY,"$2,081.00",,,,,,,,
Urinary System Procedures,HC INJ FOR URETEROGRAPHY OR URETEROPYELOGRAPHY,"$1,271.00",,,,,,,,
Urinary System Procedures,HC INJECTION ILEAL CONDUIT,"$2,351.00",,,,,,,,
Urinary System Procedures,HC INSERTION CATHETER COMPLICATED,$558.00,,,,,,,,
Urinary System Procedures,HC INSERTION CATHETER FOLEY,$451.00,,,,,,,,
Urinary System Procedures,HC INSERTION CATHETER STRAIGHT,$368.00,,,,,,,,
Urinary System Procedures,HC IRRIG BLADDER SIMPLE AND OR INSTILLATION,$656.00,,,,,,,,
Urinary System Procedures,HC MANOMETRIC STUDY THRU TUBE,"$5,876.00",,,,,,,,
Urinary System Procedures,HC NEPHROSTOLITHOTOMY UP TO 2CM,"$1,757.00",,,,,,,,
Urinary System Procedures,HC PLACE NEPHROSTOMY CATHETER W IMG,"$5,795.00",,,,,,,,
Urinary System Procedures,HC PLACE NEPHROURETERAL CATHETER W IMG VIA NEW ACCESS,"$6,459.00",,,,,,,,
Urinary System Procedures,HC PLACE URETERAL STENT W IMG VIA EXISTING TRACT,"$6,459.00",,,,,,,,
Urinary System Procedures,HC PLACE URETERAL STENT W IMG VIA NEW ACCESS W SEPARATE NEPH CATH,"$6,459.00",,,,,,,,
Urinary System Procedures,HC PLACE URETERAL STENT W IMG VIA NEW ACCESS WO SEPARATE NEPH CATH,"$6,459.00",,,,,,,,
Urinary System Procedures,HC REM AND REPL TRANSNEPHRIC URETERAL STENT,"$9,185.00",,,,,,,,
Urinary System Procedures,HC REM AND REPL URETERAL STENT PERC,"$9,035.00",,,,,,,,
Urinary System Procedures,HC REM AND REPL URETERAL STENT TRANSURETHRAL,"$9,185.00",,,,,,,,
Urinary System Procedures,HC REM URETERAL STENT PERC,"$9,185.00",,,,,,,,
Urinary System Procedures,HC REM URETERAL STENT TRANSURETHRAL,"$2,986.00",,,,,,,,
Urinary System Procedures,HC REMOVE NEPHROSTOMY TUBE,"$1,244.00",,,,,,,,
Urinary System Procedures,HC RF ABLATION RENAL TUMORS PERCUTANEOUS,"$5,794.00",,,,,,,,
Urinary System Procedures,HC UNLISTED PROCEDURE URINARY SYSTEM,"$1,451.00",,,,,,,,
Vaccine Administration,HC ADMIN HEP B VACCINE,$50.00,,,,,,,,
Vaccine Administration,HC ADMIN IMMUN EA ADDL VACCINE,$50.00,,,,,,,,
Vaccine Administration,HC ADMIN IMMUN ONE VACCINE,$50.00,,,,,,,,
Vaccine Administration,HC ADMIN INFLUENZA VACCINE,$50.00,,,,,,,,
Vaccine Administration,HC ADMIN PNEUMOCOCCAL VACCINE,$50.00,,,,,,,,
Vascular Studies,HC DOPPLER TRANSCRANIAL COMPLETE,"$1,031.00",,,,,,,,
Vascular Studies,HC DOPPLER TRANSCRANIAL LIMITED,$923.00,,,,,,,,
Vascular Studies,HC DUPLEX SCAN ABD PELVIC RETROPERIT ARTERIES CMPLT,"$1,970.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN ABD PELVIC RETROPERIT ARTERIES LTD,$799.00,,,,,,,,
Vascular Studies,HC DUPLEX SCAN AORTA IVC GRAFT COMPLETE,"$1,755.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN AORTA IVC GRAFT LIMITED,$862.00,,,,,,,,
Vascular Studies,HC DUPLEX SCAN EXTRACRANIAL ARTERIES BILAT,"$1,441.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN EXTRACRANIAL ARTERIES UNILAT,"$1,046.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN EXTREMITY VEINS COMPLETE BILAT,"$1,533.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN EXTREMITY VEINS LIMITED UNILAT,"$1,212.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN HEMODIALYSIS ACCESS,"$1,537.00",,,,,,,,
Vascular Studies,HC DUPLEX SCAN LOWER EXTREM ARTERIES COMPLT BILAT,"$1,656.00",,,,,,,,
