Facility,Description,Unit Price
Cooper University Hospital,fentaNYL (PF) 250 mcg/5 mL (50 mcg/mL) intravenous syringe, $33.26 
Cooper University Hospital,Fentanyl (PF) 50 mcg/mL Injection, $184.80 
Cooper University Hospital,fentaNYL (PF) 50 mcg/mL injection solution, $80.85 
Cooper University Hospital,fentaNYL (PF) 50 mcg/mL intravenous solution, $99.33 
Cooper University Hospital,fentaNYL 100 mcg/hr transdermal patch, $176.34 
Cooper University Hospital,fentaNYL 200 mcg lozenge on a handle, $264.88 
Cooper University Hospital,fentaNYL 25 mcg/hr transdermal patch, $47.24 
Cooper University Hospital,fentaNYL 400 mcg lozenge on a handle, $335.26 
Cooper University Hospital,fentaNYL 50 mcg/hr transdermal patch, $85.02 
Cooper University Hospital,fentaNYL 75 mcg/hr transdermal patch, $130.52 
Cooper University Hospital,fentaNYL 800 mcg lozenge on a handle, $486.33 
Cooper University Hospital,ferric subsulfate 259 mg/g topical solution, $58.69 
Cooper University Hospital,ferrous gluconate 324 mg (38 mg iron) tablet, $0.50 
Cooper University Hospital,ferrous sulfate 15 mg iron (75 mg)/mL oral drops, $41.12 
Cooper University Hospital,ferrous sulfate 220 mg (44 mg iron)/5 mL oral elixir, $0.50 
Cooper University Hospital,ferrous sulfate 300 mg (60 mg iron)/5 mL oral liquid, $4.46 
Cooper University Hospital,ferrous sulfate 325 mg (65 mg iron) tablet, $0.50 
Cooper University Hospital,"fibrinogen-thrombin 2"" X 4"" topical patch"," $3,950.10 "
Cooper University Hospital,fidaxomicin 200 mg tablet, $850.45 
Cooper University Hospital,filgrastim 300 mcg/mL injection solution," $1,454.53 "
Cooper University Hospital,filgrastim 480 mcg/1.6 mL injection solution," $2,316.14 "
Cooper University Hospital,finasteride 5 mg tablet, $24.21 
Cooper University Hospital,flecainide 100 mg tablet, $4.33 
Cooper University Hospital,flecainide 50 mg tablet, $2.65 
Cooper University Hospital,flu vaccine qs 2018-19(6 mos up)(PF)60 mcg(15 mcgx4)/0.5 mL IM syringe, $74.24 
Cooper University Hospital,fluciclovine F18 10 mCi (370 MBq) intravenous solution," $169,785.00 "
Cooper University Hospital,fluconazole 10 mg/mL oral suspension, $31.95 
Cooper University Hospital,fluconazole 100 mg tablet, $24.58 
Cooper University Hospital,fluconazole 150 mg tablet, $12.95 
Cooper University Hospital,fluconazole 200 mg tablet, $25.13 
Cooper University Hospital,fluconazole 200 mg/100 mL in dextrose (iso-osm) intravenous piggyback, $13.98 
Cooper University Hospital,fluconazole 200 mg/100 mL in sod. chloride (iso) intravenous piggyback, $86.39 
Cooper University Hospital,fluconazole 40 mg/mL oral suspension, $20.72 
Cooper University Hospital,fluconazole 400 mg/200 mL in sod. chloride(iso) intravenous piggyback, $64.68 
Cooper University Hospital,fluconazole 50 mg tablet, $10.35 
Cooper University Hospital,Fluconazole in Saline (Iso-osmotic) 200 mg/100 mL IV Piggy Back, $3.70 
Cooper University Hospital,flucytosine 250 mg capsule, $355.02 
Cooper University Hospital,flucytosine 500 mg capsule, $686.97 
Cooper University Hospital,fludarabine 50 mg intravenous solution, $508.20 
Cooper University Hospital,fludrocortisone 0.1 mg tablet, $3.24 
Cooper University Hospital,flumazenil 0.1 mg/mL intravenous solution, $57.66 
Cooper University Hospital,fluocinolone 0.025 % topical cream, $135.14 
Cooper University Hospital,fluorescein 1 mg eye strips, $0.85 
Cooper University Hospital,fluorescein 500 mg/5 mL (10 %) intravenous solution, $81.21 
Cooper University Hospital,fluorouracil 2.5 gram/50 mL intravenous solution, $59.37 
Cooper University Hospital,fluorouracil 5 gram/100 mL intravenous solution, $118.73 
Cooper University Hospital,fluorouracil 500 mg/10 mL intravenous solution, $58.91 
Cooper University Hospital,FLUoxetine 10 mg capsule, $4.98 
Cooper University Hospital,FLUoxetine 20 mg capsule, $11.08 
Cooper University Hospital,FLUoxetine 20 mg/5 mL (4 mg/mL) oral solution, $26.33 
Cooper University Hospital,fluPHENAZine 5 mg tablet, $0.62 
Cooper University Hospital,fluPHENAZine decanoate 25 mg/mL injection solution, $715.96 
Cooper University Hospital,flurbiprofen 0.03 % eye drops, $32.25 
Cooper University Hospital,fluticasone 110 mcg/actuation HFA aerosol inhaler," $1,060.40 "
Cooper University Hospital,fluticasone 44 mcg/actuation HFA aerosol inhaler, $821.96 
Cooper University Hospital,"fluticasone 50 mcg/actuation nasal spray,suspension", $101.64 
Cooper University Hospital,fluticasone furoate 100 mcg/actuation blister powder for inhalation, $24.48 
Cooper University Hospital,folic acid 1 mg tablet, $0.88 
Cooper University Hospital,folic acid 5 mg/mL injection solution, $20.85 
Cooper University Hospital,fomepizole 1 gram/mL intravenous solution," $6,599.88 "
Cooper University Hospital,fondaparinux 10 mg/0.8 mL subcutaneous solution syringe, $604.64 
Cooper University Hospital,fondaparinux 2.5 mg/0.5 mL subcutaneous solution syringe, $256.94 
Cooper University Hospital,fondaparinux 5 mg/0.4 mL subcutaneous solution syringe, $491.35 
Cooper University Hospital,fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe, $604.64 
Cooper University Hospital,formoterol fumarate 12 mcg capsule with inhalation device, $23.11 
Cooper University Hospital,formoterol fumarate 20 mcg/2 mL solution for nebulization, $68.81 
Cooper University Hospital,fosaprepitant 150 mg intravenous solution," $1,479.42 "
Cooper University Hospital,foscarnet 24 mg/mL intravenous solution," $1,995.84 "
Cooper University Hospital,fosfomycin tromethamine 3 gram oral packet, $279.54 
Cooper University Hospital,fosphenytoin 100 mg PE/2 mL injection solution, $153.25 
Cooper University Hospital,fosphenytoin 500 mg PE/10 mL injection solution, $11.51 
Cooper University Hospital,fulvestrant 250 mg/5 mL intramuscular syringe," $2,184.66 "
Cooper University Hospital,Furosemide 10 mg/mL Injection, $73.92 
Cooper University Hospital,furosemide 10 mg/mL injection solution, $19.03 
Cooper University Hospital,furosemide 10 mg/mL oral solution, $1.08 
Cooper University Hospital,furosemide 20 mg tablet, $0.58 
Cooper University Hospital,furosemide 40 mg tablet, $0.50 
Cooper University Hospital,furosemide 40 mg/5 mL (8 mg/mL) oral solution, $4.74 
Cooper University Hospital,furosemide 80 mg tablet, $1.29 
Cooper University Hospital,gabapentin 100 mg capsule, $1.86 
Cooper University Hospital,gabapentin 250 mg/5 mL oral solution, $2.19 
Cooper University Hospital,gabapentin 300 mg capsule, $2.05 
Cooper University Hospital,gabapentin 400 mg capsule, $2.23 
Cooper University Hospital,gadobenate dimeglumine 529 mg/mL(0.1 mmol/0.2 mL) intravenous solution, $27.39 
Cooper University Hospital,gadobutrol 10 mmol/10 mL (1 mmol/mL) intravenous solution, $38.35 
Cooper University Hospital,gadobutrol 15 mmol/15 mL (1 mmol/mL) intravenous solution, $38.35 
Cooper University Hospital,gadobutrol 7.5 mmol/7.5 mL (1 mmol/mL) intravenous solution, $38.35 
Cooper University Hospital,gadopentetate dimeglumine 10 mmol/20 mL(469.01 mg/mL) intravenous soln, $383.46 
Cooper University Hospital,gadopentetate dimeglumine 469.01 mg/mL (46.9 %) intravenous solution," $1,917.30 "
Cooper University Hospital,gadopentetate dimeglumine 5 mmol/10 mL (469.01 mg/mL) intravenous soln, $198.66 
Cooper University Hospital,gadopentetate dimeglumine 7.5 mmol/15 mL (469.01 mg/mL) intravenous, $291.06 
Cooper University Hospital,gadoxetate 2.5 mmol/10 mL (181.43 mg/mL) intravenous solution, $6.01 
Cooper University Hospital,ganciclovir sodium 500 mg intravenous solution, $549.58 
Cooper University Hospital,gel dressing topical, $47.52 
Cooper University Hospital,gelatin absorbable 100 topical sponge, $192.46 
Cooper University Hospital,gelatin absorbable 12 mm-7 mm topical sponge, $39.71 
Cooper University Hospital,gelatin absorbable 4 topical sponge, $57.33 
Cooper University Hospital,gelatin absorbable eye film, $944.68 
Cooper University Hospital,gemcitabine 1 gram intravenous solution," $3,423.19 "
Cooper University Hospital,gemcitabine 200 mg intravenous solution, $684.64 
Cooper University Hospital,gemfibrozil 600 mg tablet, $1.48 
Cooper University Hospital,gemtuzumab ozogamicin 4.5 mg (1 mg/mL initial concentration) IV soln," $37,884.00 "
Cooper University Hospital,gentamicin 0.1 % topical ointment, $182.47 
Cooper University Hospital,gentamicin 0.3 % (3 mg/gram) eye ointment, $76.92 
Cooper University Hospital,gentamicin 0.3 % eye drops, $164.98 
Cooper University Hospital,gentamicin 100 mg/100 mL in sodium chloride(iso) intravenous piggyback, $25.87 
Cooper University Hospital,gentamicin 120 mg/100 mL in sodium chloride(iso) intravenous piggyback, $15.71 
Cooper University Hospital,gentamicin 40 mg/mL injection, $12.71 
Cooper University Hospital,gentamicin 40 mg/mL injection solution, $14.92 
Cooper University Hospital,gentamicin 80 mg/100 mL in sodium chloride(iso) intravenous piggyback, $15.25 
Cooper University Hospital,gentamicin sulfate (pediatric) (PF) 20 mg/2 mL injection solution, $18.20 
Cooper University Hospital,glimepiride 1 mg tablet, $1.60 
Cooper University Hospital,glimepiride 2 mg tablet, $2.60 
Cooper University Hospital,glimepiride 4 mg tablet, $3.53 
Cooper University Hospital,glipiZIDE 10 mg tablet, $2.92 
Cooper University Hospital,glipiZIDE 5 mg tablet, $1.46 
Cooper University Hospital,"glipiZIDE ER 10 mg tablet, extended release 24 hr", $3.77 
Cooper University Hospital,"glipiZIDE ER 2.5 mg tablet, extended release 24 hr", $4.58 
Cooper University Hospital,"glipiZIDE ER 5 mg tablet, extended release 24 hr", $2.77 
Cooper University Hospital,glucagon (human recombinant) 1 mg solution for injection, $792.79 
Cooper University Hospital,glucagon (human recombinant) 1 mg/mL solution for injection, $792.79 
Cooper University Hospital,glucagon HCl 1 mg solution for injection, $787.71 
Cooper University Hospital,glucose urine test-glucose ox strips, $0.59 
Cooper University Hospital,glyBURIDE 2.5 mg tablet, $1.19 
Cooper University Hospital,glyBURIDE 5 mg tablet, $1.67 
Cooper University Hospital,glycerin (adult) rectal suppository, $2.98 
Cooper University Hospital,glycerin (bulk) liquid, $23.28 
Cooper University Hospital,glycerin (child) rectal suppository, $2.89 
Cooper University Hospital,glycerin 99.5 % topical solution, $32.43 
Cooper University Hospital,glycerin-witch hazel 12.5 %-50 % topical pads, $0.50 
Cooper University Hospital,glycine 1.5 % urologic solution for irrigation, $55.44 
Cooper University Hospital,glycopyrrolate 0.2 mg/mL injection solution, $60.06 
Cooper University Hospital,glycopyrrolate 1 mg tablet, $35.59 
Cooper University Hospital,glycopyrrolate 1 mg/5 mL (0.2 mg/mL) intravenous syringe, $19.40 
Cooper University Hospital,goserelin 3.6 mg subcutaneous implant," $2,795.10 "
Cooper University Hospital,granisetron (PF) 1 mg/mL (1 mL) intravenous solution, $114.81 
Cooper University Hospital,griseofulvin microsize 125 mg/5 mL oral suspension, $9.33 
Cooper University Hospital,guaiFENesin 100 mg/5 mL oral liquid, $2.43 
Cooper University Hospital,"h papillomavirus vac,qval(PF) 20mcg-40mcg-40mcg-20mcg/0.5mL IM susp", $738.05 
Cooper University Hospital,haemophilus B polysaccharid conj-tetanus tox(PF) 10 mcg/0.5 mL IM soln, $69.30 
Cooper University Hospital,haloperidol 0.5 mg tablet, $1.34 
Cooper University Hospital,haloperidol 1 mg tablet, $1.89 
Cooper University Hospital,haloperidol 10 mg tablet, $7.73 
Cooper University Hospital,haloperidol 2 mg tablet, $2.60 
Cooper University Hospital,haloperidol 2 mg/mL oral concentrate, $1.57 
Cooper University Hospital,haloperidol 5 mg tablet, $4.20 
Cooper University Hospital,haloperidol decanoate 100 mg/mL intramuscular solution, $118.92 
Cooper University Hospital,haloperidol lactate 5 mg/mL injection solution, $36.96 
Cooper University Hospital,hemin 313 mg intravenous powder for solution," $23,088.50 "
Cooper University Hospital,hep B-DP(a)T-polio vacc (PF) 10 mcg-25Lf-25 mcg-10Lf/0.5 mL IM syringe, $328.25 
Cooper University Hospital,"Heparin (Porcine) 1,000 unit/mL Injection", $32.99 
Cooper University Hospital,"heparin (porcine) 1,000 unit/mL injection solution", $33.59 
Cooper University Hospital,"heparin (porcine) 10,000 unit/mL injection solution", $25.87 
Cooper University Hospital,"heparin (porcine) 20,000 unit/mL injection solution", $77.43 
Cooper University Hospital,"heparin (porcine) 25,000 unit/250 mL in 0.45 % sodium chloride IV soln", $38.12 
Cooper University Hospital,"heparin (porcine) 25,000 unit/500 mL in 0.45 % sodium chloride IV soln", $30.03 
Cooper University Hospital,"heparin (porcine) 30,000 unit/1,000 mL in 0.9 % sod chloride IV", $87.78 
Cooper University Hospital,"heparin (porcine) 5,000 unit/mL injection solution", $19.22 
Cooper University Hospital,heparin lock flush (porcine) 100 unit/mL intravenous solution, $9.19 
Cooper University Hospital,"heparin, porcine (PF) 1,000 unit/mL injection solution", $30.47 
Cooper University Hospital,"heparin, porcine (PF) 10 unit/mL intravenous syringe", $0.61 
Cooper University Hospital,"heparin, porcine (PF) 100 unit/mL intravenous syringe", $0.92 
Cooper University Hospital,hepatitis A virus vaccine (PF) 720 ELISA unit/0.5 mL IM suspension, $139.85 
Cooper University Hospital,hepatitis A virus vaccine (PF) 720 ELISA unit/0.5 mL IM syringe, $139.85 
Cooper University Hospital,"hepatitis B immune globulin > 1,560 unit/5 mL intramuscular solution"," $2,973.20 "
Cooper University Hospital,hepatitis B immune globulin greatr than 312 unit/mL intramuscular soln, $678.91 
Cooper University Hospital,hepatitis B vaccine 20 mcg/0.5 mL-adjuvant CpG 1018 (PF) IM solution, $531.30 
Cooper University Hospital,hepatitis B virus vaccine recomb (PF) 10 mcg/0.5 mL IM syringe, $103.03 
Cooper University Hospital,hepatitis B virus vaccine recomb (PF) 10 mcg/0.5 mL intramuscular susp, $103.03 
Cooper University Hospital,hepatitis B virus vaccine recomb (PF) 20 mcg/mL intramuscular susp, $253.64 
Cooper University Hospital,hepatitis B virus vaccine recomb (PF) 20 mcg/mL intramuscular syringe, $253.64 
Cooper University Hospital,hetastarch 6 % in 0.9 % sodium chloride intravenous solution, $76.23 
Cooper University Hospital,homatropine 2 % eye drops, $194.04 
Cooper University Hospital,homatropine 5 % eye drops, $177.41 
Cooper University Hospital,hum prothrombin cplx (PCC) 4factor 500 unit (400-620 unit) IV solution," $5,336.10 "
Cooper University Hospital,"hum prothrombin cplx(PCC)4fact 1,000 unit (800-1,240 unit) IV solution"," $10,672.20 "
Cooper University Hospital,hyaluronidase (ovine) 200 unit/mL injection solution, $192.28 
Cooper University Hospital,"hyaluronidase, human recombinant 150 unit/mL injection solution", $257.80 
Cooper University Hospital,hydralazine 10 mg tab, $5.78 
Cooper University Hospital,hydrALAZINE 10 mg tablet, $1.06 
Cooper University Hospital,hydrALAZINE 20 mg/mL injection solution, $196.15 
Cooper University Hospital,hydrALAZINE 25 mg tablet, $1.11 
Cooper University Hospital,hydrALAZINE 50 mg tablet, $1.43 
Cooper University Hospital,hydroCHLOROthiazide 12.5 mg capsule, $1.29 
Cooper University Hospital,hydroCHLOROthiazide 25 mg tablet, $0.50 
Cooper University Hospital,HYDROcodone 5 mg-acetaminophen 325 mg tablet, $1.09 
Cooper University Hospital,HYDROcodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution, $17.95 
Cooper University Hospital,hydrocortisone 0.5 % topical cream, $15.22 
Cooper University Hospital,hydrocortisone 0.5 % topical ointment, $15.19 
Cooper University Hospital,hydrocortisone 1 % lotion, $26.71 
Cooper University Hospital,hydrocortisone 1 % topical cream, $9.70 
Cooper University Hospital,hydrocortisone 1 % topical ointment, $9.70 
Cooper University Hospital,hydrocortisone 10 mg tablet, $4.29 
Cooper University Hospital,hydrocortisone 100 mg/60 mL enema, $31.88 
Cooper University Hospital,hydrocortisone 2.5 % topical cream, $30.08 
Cooper University Hospital,hydrocortisone 2.5 % topical cream with perineal applicator, $548.58 
Cooper University Hospital,hydrocortisone 2.5 % topical ointment, $15.19 
Cooper University Hospital,hydrocortisone 20 mg tablet, $6.34 
Cooper University Hospital,hydrocortisone 5 mg tablet, $1.32 
Cooper University Hospital,hydrocortisone acetate 25 mg rectal suppository, $79.40 
Cooper University Hospital,hydrocortisone sod succinate (PF) 100 mg/2 mL solution for injection, $14.18 
