DESCRIPTION,CHARGE
SCREW LOCK AXSOS 4X18MM ST 371518,689
SCREW LOCK AXSOS 4X20 661020,739
SCREW LOCK AXSOS 4X22 661022,739
SCREW LOCK AXSOS 4X24 661024,739
SCREW LOCK AXSOS 4X26 661026,739
SCREW LOCK AXSOS 4X28 661028,739
SCREW LOCK AXSOS 4X30 661030,531
SCREW LOCK AXSOS 4X32 661032,739
SCREW LOCK AXSOS 4X34MM 661034,567
SCREW LOCK AXSOS 4X36MM 661036,739
SCREW LOCK AXSOS 4X36MM ST 371536,689
SCREW LOCK AXSOS 4X38MM 661038,739
SCREW LOCK AXSOS 4X40MM 661040,739
SCREW LOCK AXSOS 4X42MM 661042,739
SCREW LOCK AXSOS 4X44 661044,739
SCREW LOCK AXSOS 4X46 661046,739
SCREW LOCK AXSOS 4X48 661048,739
SCREW LOCK AXSOS 4X50 661050,739
SCREW LOCK AXSOS 4X60 661060,739
SCREW LOCK AXSOS 4X60MM ST 371560,689
SCREW LOCK AXSOS 4X65 661065,531
SCREW LOCK AXSOS 4X70 661070,567
SCREW LOCK AXSOS 4X75MM 371575,689
SCREW LOCK AXSOS 4X80 661080,167
SCREW LOCK AXSOS 4X85 661085,167
SCREW LOCK AXSOS 4X90 661090,739
SCREW LOCK AXSOS 5X18 661118,786
SCREW LOCK AXSOS 5X20 661120,786
SCREW LOCK AXSOS 5X22 661122,786
SCREW LOCK AXSOS 5X28 661128,786
SCREW LOCK AXSOS 5X32 661132,786
SCREW LOCK AXSOS 5X34 661134,786
SCREW LOCK AXSOS 5X36MM 661136,839
SCREW LOCK AXSOS 5X40 661140,786
SCREW LOCK AXSOS 5X42 TI 661142,786
SCREW LOCK AXSOS 5X42MM 371342,792
SCREW LOCK AXSOS 5X46 661146,786
SCREW LOCK AXSOS 5X48MM ST 371348,627
SCREW LOCK AXSOS 5X50 661150,785
SCREW LOCK AXSOS 5X50MM ST 371350,792
SCREW LOCK AXSOS 5X55 661155,786
SCREW LOCK AXSOS 5X60 661160,786
SCREW LOCK AXSOS 5X65 661165,786
SCREW LOCK AXSOS 5X70MM 661170,839
SCREW LOCK AXSOS 5X75MM 661175,839
SCREW LOCK AXSOS 5X80 661180,786
SCREW LOCK AXSOS 5X85 661185,786
SCREW LOCK AXSOS 5X90 661190,786
SCREW LOCK AXSOS5X55MM ST 371355,792
SCREW LOCK EQUINOXE GLEN3201505,587
SCREW LOCK FT 2.7 656322,586
SCREW LOCK GEMIN3.5X13COLS35130TS,605
SCREW LOCK HEX 3.5X16MM 300236,603
SCREW LOCK HEXALOB 3.5X18 300237,595
SCREW LOCK SXSOS 4X75MM 661075,567
SCREW LOCK T2 5X25MM FT 18965025S,845
SCREW LOCK VAR 2.3X10MM 5323010E,413
SCREW LOCK VAR 2.3X11MM 5323011E,413
SCREW LOCK VAR 2.7X10MM 5327610E,526
SCREW LOCK VAR 2.7X20MMFT532762OE,704
SCREW LOCK VAR 2.7X30 FT 4027630,593
SCREW LOCK VAR 2.7X32 4027632,556
SCREW LOCK VAR 27X28 4027628,556
SCREW LOCK VAR 3.5X65 FT 657365,455
SCREW LOCK VAR2.7X26MMFT53-27626E,704
SCREW LOCK VARIAX 2.7X20MM4027620,632
SCREW LOCK VARIAX 2.7X24MM4027624,632
SCREW LOCK VARIAX 2.7X26MM4027626,632
SCREW LOCK VARIAX2.3X12MM5323012E,413
SCREW LOCK VARIAX2.3X14MM5323014E,339
SCREW LOCK VARIAX2.3X16MM5323016E,339
SCREW LOCK VARIAX2.7X12MM5327612E,704
SCREW LOCK VARIAX2.7X24MM5327624E,704
SCREW LOCKAXSOS 4X46 607346,739
SCREW LOCKING 10.5X95MM,"2,367"
SCREW LOCKING 2.4 X 14M (212.814),698
SCREW LOCKING 2.4 X 16M (212.816),698
SCREW LOCKING 2.4 X 18M (212.818),698
SCREW LOCKING 2.4MM X 1 (212.812),698
SCREW LOCKING 2.4X6MM ST 212806,606
SCREW LOCKING 2.7MMX14MM,620
SCREW LOCKING 3.5/10MM,764
SCREW LOCKING 3.5/14MM 212103,664
SCREW LOCKING 3.5/20MM SELF TAPPI,664
SCREW LOCKING 3.5/50MM SELF TAP,764
SCREW LOCKING 3.5MM/16MM SELF TAP,764
SCREW LOCKING 3.5MM/18MM SELF TAP,664
SCREW LOCKING 3.5MM/30MM SELF TAP,764
SCREW LOCKING 3.5MM/36MM SELF TAP,764
SCREW LOCKING 3.5X10MM 614610,953
SCREW LOCKING 3.5X12 614612,889
SCREW LOCKING 3.5X14MM NS 614614,953
SCREW LOCKING 3.5X16MM NS 614616,953
SCREW LOCKING 3.5X18MM NS 614618,953
SCREW LOCKING 3.5X20MM 614620,953
SCREW LOCKING 3.5X22MM 614622,953
SCREW LOCKING 3.5X24MM 614624,889
SCREW LOCKING 3.5X28MM 614628,889
SCREW LOCKING 3.5X36MM 614636,889
SCREW LOCKING 3.5X40MM 614640,889
SCREW LOCKING 4.0XX34MM,689
SCREW LOCKING 4.5X23MM DWD023,769
SCREW LOCKING 4.5X24MM METAGLENE,"1,459"
SCREW LOCKING 4.5X26MM DWD026,876
SCREW LOCKING 4.5X29MM DWD029,769
SCREW LOCKING 4.5X30MM METAGLENE,"1,749"
SCREW LOCKING 4.5X32MM DWD032,769
SCREW LOCKING 4.5X35MM,769
SCREW LOCKING 4.5X36MM METAGLENE,"1,459"
SCREW LOCKING 4.5X38MM DWD038,519
SCREW LOCKING 4.5X42MM METAGLENE,"1,749"
SCREW LOCKING 4.5X44MM,769
SCREW LOCKING 4.5X48MM METAGLENE,"1,459"
SCREW LOCKING 4X28MM 371528,689
SCREW LOCKING 4X30MM 371530,689
SCREW LOCKING 4X55MM FT 18964055S,885
SCREW LOCKING 5.0MM (04.005.524S),"1,335"
SCREW LOCKING 5.0MM (04.005.532S),"1,335"
SCREW LOCKING 5.0MM X 32MM STERIL,"1,335"
SCREW LOCKING 5.0MM/36MM STARDRIV,"1,335"
SCREW LOCKING 5.0MM/38MM STARDRIV,"1,335"
SCREW LOCKING 5.0X50MM,"1,161"
SCREW LOCKING 5/30MM F/T,885
SCREW LOCKING 5/65MM T2 STERILE,885
SCREW LOCKING 5MMX75MM,885
SCREW LOCKING 5X27.5MM 18965027S,885
SCREW LOCKING 5X32.5MM,885
SCREW LOCKING 5X37.5,885
SCREW LOCKING 5X42.5MM,885
SCREW LOCKING 5X45MM FT 18965045,726
SCREW LOCKING 5X47.5MM,885
SCREW LOCKING 5X60MM 18965060S,885
SCREW LOCKING 70MM FULLY THREADED,885
SCREW LOCKING 75MM/5.0,"1,222"
SCREW LOCKING AXSOS 4X44MM371544,689
SCREW LOCKING AXSOS 4X46MM371546,689
SCREW LOCKING AXSOS 4X48MM371548,689
SCREW LOCKING AXSOS 5X24MM 371324,792
SCREW LOCKING AXSOS 5X38MM371338,792
SCREW LOCKING AXSOS 5X46MM371346,"1,055"
SCREW LOCKING CAN 5.0MM/65MM,"1,222"
SCREW LOCKING CANNULATED 5MM/60MM,978
SCREW LOCKING F/T 5/45MM,885
SCREW LOCKING F/T 5/50MM,885
SCREW LOCKING FULLY THREAD 5X40MM,885
SCREW LOCKING T10 3.5X20MM4035620,682
SCREW LOCKING T10 3.5X24MM4035624,682
SCREW LOCKING T10 3.5X28MM4035628,682
SCREW LOCKING T2 4X24MM FULL THRE,829
SCREW LOCKING T2 5.0/55MM STERILE,885
SCREW LOCKING T2 5.0/85MM STERILE,885
SCREW LOCKING T2 5/80MM,885
SCREW LOCKING T2/FT 4MMX40MM STER,885
SCREW LOCKING T7 2.7X14MM 4027614,632
SCREW LOCKING T7 2.7X8MM 4027608,632
SCREW LOCKING VAR2.7X14MM5327614E,940
SCREW LOCKING VAR2.7X16MM5327616E,704
SCREW LOCKING VAR2.7X18MM5327618E,704
SCREW LOCKING VAR2.7X22MM5327622E,940
SCREW LOCKING W/SHAFT 18915045S,885
SCREW LOCKING5.0MM/46MM STARDRIVE,"1,335"
SCREW LOW PROFILE 5MM SELF DRILL,412
SCREW LP 3.5X20 LOCK AR8835L20,671
SCREW LP 3.5X28 AR893528,321
SCREW LP 3.5X36 AR893536,350
SCREW LP 3.5X40 AR893540,350
SCREW LP 4.5X28 AR8545L28,"1,138"
SCREW LP 4X22 AR894022,321
SCREW LP 4X40 LT AR8840CL40,876
SCREW LP 4X42 CANN AR8840CL42,876
SCREW LP 4X50 CANN LT AR8840CL50,876
SCREW LP 6.5X20 70306520,283
SCREW LP 6.5X30 70306530,283
SCREW LP 6.7X50 CANN AR89671850,"1,284"
SCREW LP 6.7X70 CANN AR89671870,"1,460"
SCREW LP CANN 4.5X40 AR894540PT,876
SCREW LP CANN 4.5X45 AR894545PT,876
SCREW LP CORT 2.4X10 AR872410,629
SCREW LP CORT 3.5X18 AR893518,321
SCREW LP CORT 3.5X20 AR883520,204
SCREW LP CORT 3.5X27MM AR883528,218
SCREW LP CORT 3.5X30 AR883530,204
SCREW LP CORT 3.5X35 AR883535,204
SCREW LP CORT TI 3X16 AR893316,642
SCREW LP HEX 6.5X25 70306525,283
SCREW LP LOCK 3.5X20 AR8935L20,434
SCREW LP LOCK 3.5X36 AR8935L36,438
SCREW LP N L3.5X30 AR893530,319
SCREW LP NL 3.5X20 AR893520,321
SCREW LP NL 3.5X26 AR893526,321
SCREW LP NL 3.5X34 AR893534,321
SCREW LP NL COR T3.5X32 AR893532,319
SCREW LP NL CORT 3.5X14 AR883514,204
SCREW LP NL CORT 3.5X16 AR883516,218
SCREW LP NL CORT 3.5X24 AR883524,204
SCREW LP TI 4.5X34 AR854534,438
SCREW LP TI 4.5X36 AR854536,438
SCREW MAXDR 1.5X5 8780591,342
SCREW MAXDR 2X11 258821191,701
SCREW MAXDRIVE2X7 258820791,701
SCREW MAXDRIVE2X9 258820991,701
SCREW MEDIAL 4X24 4855424,"8,175"
SCREW MEDIAL 4X28 48555428,"8,175"
SCREW MEDIAL BIAS 3.5X20 48555320,"7,991"
SCREW MEDIAL BIASED 4X22 48555422,"8,175"
SCREW MEDIAL XIA7.5X35 4823717535,"8,553"
SCREW MEDIAL XIA7.5X40 4823717540,"8,553"
SCREW MICRO ACUTRAK 18.0,"2,527"
SCREW MICRO BONE 20MM AT2C20S,"2,527"
SCREW MILAGR 10X30 231823,"1,888"
SCREW MILAGRO 11X30MM 231824,"1,888"
SCREW MILAGRO 12X30 231832,"1,769"
SCREW MILAGRO 7X30 231831,"1,888"
SCREW MILAGRO 8X30 231821,"1,888"
SCREW MILAGRO 9X30 231822,"1,888"
SCREW MMF 12MM 5020362,735
SCREW MMF 8MM 5020358,735
SCREW MONZA 4.35X14 ST 1104314,"1,524"
SCREW MONZA 4X14 ST 1354014,"1,524"
SCREW MONZO 4.35X16 ST 1354316,"1,524"
SCREW MULTIAXIAL SET 6950315,793
SCREW NCB 5.5X55 ST 0202150055,"1,068"
SCREW NCB 5.5X85 ST 0202150085,"1,068"
SCREW NCB 5X10 UNICORT 0203151010,"1,016"
SCREW NCB 5X100 0202150100,"1,068"
SCREW NCB 5X14 UNICORT 023151014,"1,016"
SCREW NCB 5X34 ST 0202150034,"1,068"
SCREW NCB 5X36 ST 0202150036,"1,068"
SCREW NCB 5X38 ST 0202150038,"1,068"
SCREW NCB 5X40 ST 0202150040,"1,068"
SCREW NCB 5X42 ST 0202150042,"1,068"
SCREW NCB 5X48 ST 0202150048,"1,068"
SCREW NCB 5X60 ST 0202150060,"1,068"
SCREW NCB 5X70 ST 0202150070,"1,068"
SCREW NCB 5X75 ST 0202150075,"1,068"
SCREW NCB 5X80 ST 0202150080,"1,068"
SCREW NCB 5X90 ST 0202150090,"1,068"
SCREW NCB CANC 5X70 0203152070,946
SCREW NCB CANC 5X80 0203152080,946
SCREW NL 2.7X16MM ST 614716,298
SCREW NL 2.7X38 614738,279
SCREW NL 2.7X42 614742,279
SCREW NL 3.5X10MM ST 614810,354
SCREW NL 3.5X12MM 300257,367
SCREW NL 3.5X16MM 300259,368
SCREW NL 3.5X16MM 614816,437
SCREW NL 3.5X18MM AR883518,211
SCREW NL ANCHORAGE 3X12 PLSL3012,774
SCREW NL ANCHORAGE 3X12 PLSS3012,531
SCREW NL ANCHORAGE 3X14 PLSS3014,531
SCREW NL ANCHORAGE 3X16 PLSS3016,531
SCREW NL ANCHORAGE 3X18 PLSS3018,531
SCREW NL ANCHORAGE 3X20 PLSS3020,531
SCREW NL ANCHORAGE 3X22 PLSS3022,531
SCREW NL ANCHORAGE 3X24 PLSS3024,531
SCREW NL CORT 3.5X12MM AR883512,211
SCREW NL DELTA 4.5X24 130770024,798
SCREW NL3.5X12MM ST 614812,354
SCREW NON LOCKING 3.5X18MM 614818,437
SCREW NON LOCKING 3.5X24MM 614824,466
SCREW NON LOCKING 3.5X26MM 614826,437
SCREW NON LOCKING 3.5X30MM 614830,437
SCREW NON LOCKING 3.5X40MM 614840,437
SCREW NONLOCK 3.5X28MM 614828,466
SCREW NONLOCKING 3.5X20MM 614820,466
SCREW OASIS 3.5 X 12MM (48552312),"8,101"
SCREW OASYS CANC 4X10 48147540,"7,093"
SCREW OASYS POLY 3.5X16 48558316,"7,991"
SCREW OASYS POLY4.5X24 48558524,"8,420"
SCREW OASYS3.5X14MM 48552314,"8,869"
SCREW PED 8.5X80 MULTIAX 9708580,"5,721"
SCREW PED CANN 7.5X40 9807540,"6,568"
SCREW PED POLYAX7.5X45 1059309745,"3,795"
SCREW PED VALENCIA 7.5X40 9707540,"5,809"
SCREW PED VALENCIA6.5X40 9706540,"5,809"
SCREW PED VALENCIA6.5X45 9706545,"6,541"
SCREW PED VALENCIA7.5X35 9707535,"6,541"
SCREW PEDICLE TSRH 3D 6.5/40MM TI,"2,606"
SCREW PEEK 5.5X8MM AR1655PS,"1,664"
SCREW PERI AXSOS LOCK5X10MM370110,801
SCREW PERIART 2.7X18 00235901826,355
SCREW PERIART 2.7X20 00235902026,355
SCREW PERIART3.5X16 ST00234801635,236
SCREW PERIART3.5X26 ST00234802635,236
SCREW PERIART3.5X28 ST00234802835,236
SCREW PERIPROST LOCK 5X10 661310,"1,008"
SCREW PERIPROST LOCK 5X12 661312,"1,008"
SCREW PERPROS 5X18 LOCK 661318,"1,008"
SCREW PERSONA2.5X25FEM42509902525,940
SCREW PLATE GAP 15 RESTOR20800015,698
SCREW PLATE GAP 20 RESTORATION,698
SCREW PLATE GAP 25 RESTORATION,698
SCREW POLY OCT 3.5X12 26PA3512,"6,714"
SCREW POLY OCT 3.5X16 26PA3516,"6,714"
SCREW POLYAX 6.5X35 1059309635,"3,795"
SCREW POLYAX 6.5X40 1059302640,"3,795"
SCREW POLYAX 6.5X45 1059302645,"3,795"
SCREW POLYAX 6.5X45 39PA6545,"7,560"
SCREW POLYAX 7.00 1059309A70,"4,962"
SCREW POLYAX 7.5X40 03829740,"8,553"
SCREW POLYAX 7.5X40 1059302740,"3,795"
SCREW POLYAX 7.5X45 1059302745,"3,795"
SCREW POLYAX 8X49 1059309A80,"3,795"
SCREW POLYAX LCK2.5X22PALS25220CC,765
SCREW POLYAX XIA 6.5X30 482316530,"10,680"
SCREW POLYAX XIA 7.5X40 482317540,"7,093"
SCREW POLYAX XIA 7.5X45 482317545,"7,093"
SCREW POLYAX XIA6.5X35 482316535,"11,106"
SCREW POLYAX XIA6.5X40 482316540,"11,106"
SCREW QUICKFIX 2X13 AR893013,"1,284"
SCREW QUICKFIX 3X30 PT AR873030PT,876
SCREW QUICKFIX 4X38 AR874038PTS,963
SCREW QUICKFIX CANN4X34AR874034PT,963
SCREW QUICKFIXCANN4X36AR874036PTS,876
SCREW QUICKFIXCANN4X40AR874040PTS,876
SCREW QUICKFIXCANN4X46AR874046PTS,963
SCREW QUICKFIXCANN4X48AR874048PTS,963
SCREW QUICKFX CANN4X42AR874042PTS,876
SCREW QUICKFX4X52 CANNAR874052PTS,963
SCREW RADIUS 5.75X65 482315535,"7,093"
SCREW RECON LAG 6.5X105 18976105S,974
SCREW RECON LAG 6.5X70MM18976070S,"1,191"
SCREW REFORM 5X30 59BP5030,"3,024"
SCREW REFORM CORT 6.5X30 59BP6530,"3,024"
SCREW REFORM LOCK SET 59LS0100,849
SCREW REFORM TULIP 39MT0301,"4,536"
SCREW REFORM TULIP 4.75 59MT0301,"4,536"
SCREW REFORMPOLYAX7.5X40 39PA7540,"7,560"
SCREW REFORMPOLYAX7.5X45 39PA7545,"7,560"
SCREW RENION RSA4.5X40 55724540,876
SCREW RESTOR6.5X40MMGAPPL20800040,698
SCREW RESTOR6.5X55MMGAPPL20800055,698
SCREW RESTORATION GAP (2080-0030),698
SCREW REUNION 6.5X28MM 55736528,935
SCREW REUNION RSA 6.5X40 55736540,876
SCREW REUNION RSA4.5X20 55724520,876
SCREW REUNION RSA4.5X36 55724536,876
SCREW REUNION4.5X28SHOULD55724528,935
SCREW REUNION4.5X32SHOULD55724532,935
SCREW REVERE 6/5X30MM 11191430,"7,818"
SCREW REVERE CREWO6/5X35 11191435,"7,327"
SCREW RSA 4.5X16MM 55724516,935
SCREW RSA 4.5X24MM 55724524,935
SCREW RSA 6.5X24MM 55736524,876
SCREW SCHANTZ 5.0/80/200MM SELF,997
SCREW SD 1.5X4 5615904,465
SCREW SD 1.5X5 NEURO 5615905,465
SCREW SD 3.5X15MM G6623515,"2,977"
SCREW SELF TAPPING 3.5 (212.123),764
SCREW SET 10.5X80 30660080S,"3,254"
SCREW SET 10.5X90 3066090S,"3,254"
SCREW SET CERVICO 26SETSCREW,584
SCREW SET CONNECTOR 779170005,"1,074"
SCREW SET LEGACY,964
SCREW SET VIPER 186715000,826
SCREW SEXTANT 6.5X35,"10,249"
SCREW SEXTANT 6.5X40 7576540,"10,249"
SCREW SEXTANT 6.5X45,"10,249"
SCREW SILOK 10X30 139502S,"16,942"
SCREW SILOK 10X30 139702S,"16,055"
SCREW SILOK 10X34 139505S,"16,346"
SCREW SILOK 10X35 139503S,"16,942"
SCREW SILOK 10X35 139703S,"16,055"
SCREW SILOK 10X40 139704S,"16,055"
SCREW SILOK 10X40 139706S,"16,055"
SCREW SILOK 10X45 139705S,"16,055"
SCREW SILOK 10X50 139506S,"16,942"
SCREW SILOK HA 10X40 139504S,"16,942"
SCREW SMR ST 6.5X25 842015020,731
SCREW SMR ST 6.5X30 842015030,731
SCREW SMR ST 6.5X35 842015040,731
SCREW SOFTSILK 1.5 8X20 7207004,856
SCREW SOFTSILK 2X7X20 7207256,942
SCREW SOFTSILK 7X20MM 7207001,856
SCREW SOFTSILK 7X25MM 7207002,856
SCREW SOFTSILK 9X30MM 7207009,686
SCREW SOFTSILK1.5 8X25 7207005,701
SCREW SOLERA 7.5X40 55840007540,"9,820"
SCREW SOVEREIGN 2.5X25 7975525,"3,738"
SCREW SPINAL 3DX6.5X40 83565409,"3,563"
SCREW SPINAL TSRH6.5X35 83565359,"3,339"
SCREW SPINAL TSRH7.5X40MM83575409,"3,706"
SCREW SPINE 4.5X15MM SD 3125515,"1,924"
SCREW SPINE TSRH 7.5X45 83575459,"3,339"
SCREW SPINE4.5X13MM SD 3125513,"1,924"
SCREW STAR 3.5X30MM LOCK 02127130,"1,002"
SCREW STAR 3.5X65MM LOCK 02127165,"1,002"
SCREW STARDRIVE 3.5X40 ST02127140,"1,037"
SCREW STARDRIVE 3.5X56 ST02127156,"1,037"
SCREW STARDRIVE3.5X50LOCK02127150,845
SCREW STREAM POLYAX4X18 26PA4018,"6,714"
SCREW STREAM POLYAX4X26 26PA4026,"6,714"
SCREW STREAMLINE 3.5X18 26PA3518,"6,714"
SCREW STREAMLINE 4X12 26PA4012,"6,714"
SCREW STREAMLINE 4X24 26PA4024,"6,714"
SCREW STRMLNEPLYAX3.5X20 26PA3520,"6,714"
SCREW T10 VAR 3.5X22 657422,455
SCREW TCS 3.5X14 LOCK 53023514,584
SCREW TENDOES 5.5X12MM AR1655PS12,"1,719"
SCREW TENODESIS 5.5X10MM PEEK,"1,719"
SCREW TFNA 100MM 04038200S,"5,883"
SCREW TRUEPOLYAX6.5X40 1059309640,"3,795"
SCREW TRUEPOLYAX6.5X45 105930964S,"3,795"
SCREW TRUEPOLYAX7.5X40 1059309740,"3,795"
SCREW TRUSS VAR ANG5.5X39 163639,"4,437"
SCREW TSRH 3D 7.5X40 8372740,"2,113"
SCREW TSRH 5X45 83555459,"3,005"
SCREW TSRH-3D 5.5X40MM TI,"2,606"
SCREW U-BLADE 10.5X115 30660115S,"3,254"
SCREW VA 2.4X10 AR8724V10,817
SCREW VALENCIA 5.5X45 9705545,"5,809"
SCREW VALENCIA 5/5X40MM 9705540,"6,541"
SCREW VALENCIA 7.5X45 9707545,"5,809"
SCREW VALOR 5X30 4151150030,"1,740"
SCREW VALOR 5X35 4151150035,"1,740"
SCREW VALOR 5X40 4151150040,"1,798"
SCREW VALOR 5X45 4151150045,"1,798"
SCREW VALOR 5X65 4151150065,"1,512"
SCREW VALOR 5X70 4151150070,"1,740"
SCREW VALOR 5X80 4151150080,"1,851"
SCREW VAR 2.4 X10 FT 656110,455
SCREW VAR 2.4X12 FT 656112,455
SCREW VAR 2.4X14 FT 656114,455
SCREW VAR 2.4X16 FT 656116,455
SCREW VAR 2.4X20 FT 656120,455
SCREW VAR 2.7X10 4027010,249
SCREW VAR 2.7X18MM NL 4027018,228
SCREW VAR 2.7X20 LCK FT 657020,865
SCREW VAR 2.7X24 LOCK FT 657024,865
SCREW VAR 2.7X28 LOCK FT 657028,865
SCREW VAR 2.7X8 NL 4027008,228
SCREW VAR 3.5X10 657410,455
SCREW VAR 3.5X16MM 657416,455
SCREW VAR 3.5X18MM 657418,455
SCREW VAR 3.5X20MM 657420,455
SCREW VAR 3.5X24 657424,455
SCREW VAR 3.5X32 657432,455
SCREW VAR 3.5X42 657442,455
SCREW VAR 3.5X44 657444,455
SCREW VAR 3.5X46 657446,455
SCREW VAR 3.5X50 657450,455
SCREW VAR 4.5X14MM MAXAN 14521644,"2,332"
SCREW VAR 4X11 SD 3120511,"1,693"
SCREW VAR FOOT 2.7X28 NL 4027028,228
SCREW VAR FT 2.7X14 657114,455
SCREW VAR FT 3.5X12 657412,455
SCREW VAR FT 3.5X14 657414,455
SCREW VAR LOCK 3.5X48 657348,865
SCREW VAR LOCK 3.5X8 657308,865
SCREW VAR LOCK FT 3.5X12 657312,865
SCREW VAR LOCK FT 3.5X14 657314,865
SCREW VARANG CITADEL6.5X39 130639,"3,573"
SCREW VARIAX 3.5X16 LOCK 657316,865
SCREW VARIAX 3.5X24 LOCK 657324,865
SCREW VARIAX 3.5X30 LOCK 657330,865
SCREW VARIAX 3.5X48 657448,455
SCREW VARIAX 3.5X50 LOCK 657350,865
SCREW VARIAX 3.5X55 657455,455
SCREW VECTRA 4X17 VAR 04613517,"1,392"
SCREW VERTEX 3.5X18MM 6958718,"7,025"
SCREW VERTEX 4X24 6958824,"6,332"
SCREW VERTEX 4X30MM 6958830,"7,023"
SCREW VERTRA 4X14MM 04613614,"1,392"
SCREW VIPER2 5MM SD 286715500,"4,470"
SCREW VPC 2.5X14 233225014,"3,503"
SCREW VPC 2.5X16 233225016,"3,503"
SCREW XCALIBER 260/25 99622625,761
SCREW XCALIBER6-5.6X30 99622630,761
SCREW XIA 4.5 6.5X45MM 48146545,"11,106"
SCREW XIA 5.5X30 488515530,"8,553"
SCREW XIA 6.5X25 482316525,"7,093"
SCREW XIA 6.5X40 48146540,"10,680"
SCREW XIA 7.5X35 482317535,"7,093"
SCREW XIA CORT 5X30 488515030,"8,553"
SCREW XIA POLYAX 5X35 488515035,"8,553"
SCREW XIA POLYAX 6.5X40 488516540,"8,553"
SCREW XIA POLYAX 7.5X40 488517540,"8,553"
SCREW XIA POLYAX 7.5X45 482617545,"7,093"
SCREW XIA POLYAX 8.5X45 482618545,"7,093"
SCREW XIA SERRATO6.5X45 482616545,"7,093"
SCREW XIA SERRATO7.5X40 482617540,"7,093"
SCREW XIA3 5.5X30MM 482315540,"11,106"
SCREW XIA3 5.5X40 48824014,"2,343"
SCREW XIA3 6.5X40MM 4823716540,"11,106"
SCREW ZEVO 3.5X13 7723513,"1,924"
SCREW ZEVO 4X13 SD 7714013,"1,924"
SCREW ZEVO 4X13MM 7724013,"1,924"
SCREW5.5/6SOLER6.5X35 55840006535,"1,264"
SCREWBONE EMG 1.4X5MM1.2MM5014005,431
SCREWBONE VAR 2.7X22MM 4027022,242
SCREWILIOSPOLYAX6.5X35 4823716535,"7,093"
SCREWLOCK 5X54MM FT STAR040055445,"1,161"
SCROTAL SONOGRAPHY,"1,562"
SCT TRANSPORT,"3,820"
SEALANT DURASEAL EXACT 5ML 206520,"6,298"
SEALANT PROGEL 4ML SGL PGPS002,"5,506"
SEALANT TISSEEL 4ML 1501262,"1,324"
SEALER ENSEAL 22CM6.7X40NSEALX22L,"4,038"
SEALER LIGASURE 18CMX36MM LF4200,"4,211"
SEALER LIGASURE 18X36 LF4418,"4,039"
SEALER LIGASURE37CMX19.5MM LF1537,"3,077"
SEALER TIS AQUA BIPOLSGLUSE231121,"3,208"
SEALER TIS ENSEAL 35CMX5ETR10335H,"3,200"
SEALER TISS LIGASURE37MM LF1637,"3,066"
SEALER TISSUE LIGASURE44CM LF1744,"3,693"
SEALER VESSEL DAVINC ENDOWR410322,"3,474"
SEAMGUARD GORE BIOABSOR(12BSGEC60,"1,057"
SEAMGUARD GORE BIOABSOR(12BSGETS4,"1,057"
SECOND ART MECH THROMBECT ADD-ON,"3,482"
SEDIMENTATION RATE (ESR),83
SEL ANGIO AFTER BASIC EXA,"11,571"
"SEL CATH PL ART SYS, 2ND ORDER","2,075"
"SEL CATH PL ART SYS, 3RD ORDER","2,484"
"SEL CATH PL ART SYS, FIRST ORDER","1,215"
"SEL CATH PL ART SYS,ADD ORDERS","2,484"
SEL CATH PL INI SEC ORD OR BRACHI,953
SEL CATH PL INI THIRD ORD & BEYON,"1,054"
SEL CATH PL SECOND ORDER,"1,948"
SEL CATH PLACMT 1ST ORD MAIN BILA,"8,435"
SEL CATH PLACMT 1ST ORD MAIN RENA,"3,228"
SEL.CATH.EA.2ND+ ORD-THRC/BRCEPH,335
SELECTIVE CATHETER PLACEMENT ARTE,"1,980"
SELEGILINE TAB 5MG,13
SELENIUM,599
SELENIUM 1% SHAMPOO 120ML,23
"SELENIUM TAB, 50MCG",0
"SELENIUM, 4 MCG/ML, INJ (NICU)",0
SEMEN EXAM POST VASECTOMY,83
SEMITEN TENDON 200-220 453015,"9,633"
SEMITEND TENDON200-220 443015,"9,633"
SEN-BRAINSTEM AUDITORY EVOK(BAER),891
SEN-CRANIAL NERVES BILATERAL,619
SEN-CRANIAL NERVES UNILATERAL,412
SEN-EMG-BILATERAL/UNILAT,206
SEN-INTRAOP TESTING PER 15 MIN,28
"SENNA SYRUP, 15 ML (UD)",11
SENNA TAB,0
SENOKOT S TAB,1
SENSOR WIRE 0.38 AN (M0066703101),331
SENSOR WIRE 0.38 ST (M0066703091),331
SEN-SSEP UPPER & LOWER (BOTH),"1,554"
SEN-SSEP UPPER ONLY,824
SEN-TCEMEP UPPER & LOWER (BOTH),"1,154"
SEN-TCEMEP UPPER ONLY,479
"SEPARATOR,PENUMBRA","18,554"
SEPRAFILM BARRIER,"1,435"
SEPRAFILM BARRIER FILM5X6 4301-02,"1,666"
SEPTAL DEFECT IMP SYS,"47,248"
SEROTONIN-BLOOD,729
SERTRALINE 50MG TAB,2
SERTRALINE ORAL CONC 20MG/ML,23
SERUM OSMOLALITY,159
SERUM VISCOSITY,142
SET BONE GRAFT OATS10MM AR198110S,"3,134"
SET IRRIGATION LEV 1 DISP IR600,333
SET NEPH CYBERWAND SGLUSE CWRBPBX,"4,858"
SET NEPH7FRX18CM CATH STENTG14510,509
SET PERCUT NEPPROT24FRX30CMG14333,457
